cluster,bin,k_min_per_unit,k_max_per_unit,k_geometric_per_unit,wavelength_geometric_unit,modes,best_real_transfer,coherence,source_power,target_power,imaginary_cross_fraction
AS295,0,0.012628179483736651,0.014684061574680315,0.013617377321470668,461.40935650456123,4,3.4355816282176637,0.7821342873075602,29.723244023293987,448.5547142315142,3.9139588191428356e-17
AS295,2,0.017074643625923584,0.019854415174545465,0.018412144457028715,341.25222740043307,4,0.5857526211592679,0.06342496382395285,2.2321246183050745,12.074987519451822,1.6452021293698414e-16
AS295,3,0.019854415174545465,0.02308673671670257,0.021409662673634897,293.4742785516684,8,2.4664998985587516,0.2459959129432935,2.955975233464927,73.10298373007117,3.806872621720803e-17
AS295,4,0.02308673671670257,0.026845283909932346,0.024895180290846253,252.38561174388684,8,3.019437843787489,0.5533009528415106,2.4953719683517135,41.117439482481295,4.6967672292106274e-17
AS295,5,0.026845283909932346,0.031215726893246473,0.028948144170293746,217.0496758001958,8,2.951188682265584,0.195817847058795,0.6102050633445146,27.14047780327153,6.165061965727429e-17
AS295,6,0.031215726893246473,0.036297683002459495,0.0336609352137223,186.66104394562893,12,3.7932820939299527,0.4141766763470874,1.947646941275837,67.66356509260649,9.016460949152247e-17
AS295,7,0.036297683002459495,0.04220698738981096,0.0391409740395428,160.52705537761776,20,4.143647728548458,0.3817125355315892,0.69269518309073,31.158130990810008,1.9339945222845287e-17
AS295,8,0.04220698738981096,0.049078333303063826,0.04551316946593979,138.0520271584616,28,3.477140128959249,0.2457018139316504,0.8736199269907681,42.98912000417244,1.233500364767788e-16
AS295,9,0.049078333303063826,0.05706834220506568,0.052922765609834846,118.72367656485355,32,4.056514701937924,0.31763291098175633,0.6037720711520489,31.279055723236688,4.674639421432058e-17
AS295,10,0.05706834220506568,0.06635913371229275,0.06153865249682376,102.10144441339344,48,3.97456023806187,0.27572653457026064,0.5936158478395799,34.009879355362486,6.433447162994743e-17
AS295,11,0.06635913371229275,0.07716247672347949,0.07155721564220517,87.80645321076048,64,2.2463308344104944,0.2075074888509683,1.142003710920793,27.770338746564832,1.8934204067076812e-17
AS295,12,0.07716247672347949,0.08972461635674667,0.08320681234821216,75.51287124045909,76,3.2524623239031873,0.2503744422276567,0.7482875966711297,31.615721749149152,1.282986066564339e-17
AS295,13,0.08972461635674667,0.10433188671762408,0.09675297674756253,64.9404857441544,112,3.705721859193288,0.3447374254453648,0.953905213021797,37.998147731141735,4.5148158566400546e-17
AS295,14,0.10433188671762408,0.12131723743214042,0.11250447223406355,55.84831591501119,148,4.207661676407235,0.38058848502464426,0.7493478762006086,34.85856151147593,2.4207984862802053e-17
AS295,15,0.12131723743214042,0.1410678227069782,0.13082032923585524,48.029120121320496,200,5.57855084341657,0.38230511525839184,0.5482264016055848,44.62647964124827,1.815093042006301e-17
AS295,16,0.1410678227069782,0.16403382589731907,0.152118028746202,41.304672161263866,280,7.267663602993519,0.43326648134134266,0.3811898394458278,46.47034084590461,1.2523453813260881e-17
AS295,17,0.16403382589731907,0.19073872072444603,0.176883018142475,35.52169887851321,376,10.292285987361927,0.3757304114500805,0.17690193408567478,49.874657183574755,9.432374250734644e-17
AS295,18,0.19073872072444603,0.2217912030313305,0.2056797761913695,30.54838654303842,500,13.628732833861058,0.268764519175412,0.06999569821102443,48.373818543575155,2.52311136339045e-16
AS295,19,0.2217912030313305,0.2578990650417017,0.2391646794496511,26.271376365598837,684,9.163404841698252,0.04794851955782819,0.02980585354485313,52.19634692776023,2.3500307363393067e-16
AS295,20,0.2578990650417017,0.2998853283643912,0.2781009633296875,22.593180663422935,928,-0.9246854598666188,0.0009752778805200064,0.06293044998101717,55.172227715173065,2.623361026026154e-15
AS295,21,0.2998853283643912,0.34870700346927197,0.3233761188435929,19.429960782659307,1264,-0.49607525968317406,0.0005760622735668811,0.14720359036285088,62.88457142624114,6.532764137805993e-17
PLCKG287,0,0.012628179483736651,0.014684061574680315,0.013617377321470668,461.40935650456123,4,5.262521117866204,0.8366584446304153,25.54063518783829,845.417431463811,6.525469673179524e-17
PLCKG287,2,0.017074643625923584,0.019854415174545465,0.018412144457028715,341.25222740043307,4,9.382271444315501,0.6032300785901588,2.264013539686622,330.3786837714065,1.811360046616168e-16
PLCKG287,3,0.019854415174545465,0.02308673671670257,0.021409662673634897,293.4742785516684,8,7.174594143271457,0.3700120878959386,2.220166897197908,308.86193512706814,9.757876199271399e-17
PLCKG287,4,0.02308673671670257,0.026845283909932346,0.024895180290846253,252.38561174388684,8,2.6971476206535856,0.2913136269279288,2.5735029643350127,64.26482162686625,6.198013913842151e-17
PLCKG287,5,0.026845283909932346,0.031215726893246473,0.028948144170293746,217.0496758001958,8,2.7446079147629985,0.10027866017982712,0.7630530570838886,57.32008644866183,1.325303028635423e-16
PLCKG287,6,0.031215726893246473,0.036297683002459495,0.0336609352137223,186.66104394562893,12,5.0591634032619055,0.6046027370098294,1.598737143759541,67.68062641048593,1.7501071647839086e-16
PLCKG287,7,0.036297683002459495,0.04220698738981096,0.0391409740395428,160.52705537761776,20,2.361166508677018,0.12477006594770103,1.1712886110062766,52.336749320371524,2.4086347363245085e-16
