cluster,identity_AQUAL_normalized_RMSE,identity_Newtonian_normalized_RMSE,self_binned_real_oracle_normalized_RMSE,self_binned_nonnegative_oracle_normalized_RMSE,cross_cluster_binned_oracle_normalized_RMSE,joint_entire_normalized_RMSE,median_radial_coherence,negative_best_real_transfer_bin_fraction
AS295,0.8994511868959854,0.9516606315236518,0.7728222057461132,0.772976377376215,0.9560911976191859,0.8298426943969386,0.27572653457026064,0.09523809523809523
PLCKG287,0.9156408971721106,0.9687134824846012,0.7076609588343914,0.7077067980666987,0.8004866489160943,0.7695770935391028,0.2913136269279288,0.09523809523809523
