galaxy,split,hubble_type,distance_mpc,inclination_deg,photometric_position_angle_deg,cells_per_axis,half_extent_kpc,spacing_kpc,things_beam_kpc,wise_coadds,wise_arrays_opened,wise_tile_background_median_dn,wise_foreground_pixels_replaced,sings_foreground_pixels_replaced,cross_calibration_pixels,wise_to_sings_scale,sings_wise_spearman,quadrant_scale_q1,quadrant_scale_q2,quadrant_scale_q3,quadrant_scale_q4,quadrant_scale_robust_fractional_spread,sings_footprint_fraction_inside_hi_r995,fused_footprint_fraction_inside_hi_r995,positive_wise_fill_fraction_outside_sings_inside_hi,target_gas_mass_solar,gas_mass_solar,gas_mass_relative_error,target_stellar_mass_solar,stellar_mass_solar,stellar_mass_relative_error,outer_cell_mass_fraction,map_sha256,validation_arrays_opened,holdout_arrays_opened,velocity_or_dispersion_arrays_opened,gravity_parameters
NGC2403,development,6,3.16,63.0,112.38697377523488,257,18.131999999999998,0.14165625000000048,0.1253364081486048,3,6,2.5681716203689575,1482,32232,7826,0.043663698740062755,0.8771060259111207,0.043579601299383694,0.04356195928241703,0.04368065072629391,0.04415605024041144,0.0020150827777950975,0.8715473092099739,1.0,0.8812636165577342,4350640000.0,4350640000.000001,2.1920322444657567e-16,5020500000.0,5020499999.999999,1.8995604350288817e-16,0.0026496304436032726,453a77abd29403d28dfdb89a3a8a36aa9e45a75ff1a2eeb33dee304ff0ddef2b,0,0,0,0
NGC3198,development,5,13.8,73.0,34.39948613321605,157,42.791999999999994,0.5486153846153812,0.6921393751954826,1,2,2.647878646850586,441,2810,2240,0.04562401635207068,0.9402076585121405,0.046185875564876744,0.04589524402418811,0.045360501355731775,0.04508988451041454,0.0130854987196508,0.9309773189661669,1.0,0.9290393013100436,14781840000.0,14781839999.999998,1.290332348890598e-16,19139500000.0,19139499999.999996,1.9931018394550537e-16,0.002799257980719551,4e2f6efd0b1a5901750d06c4a48e26b2f3186c6b58986f43e2d89e2b30ec05bb,0,0,0,0
NGC5055,development,4,9.9,55.0,100.60532313717738,237,42.072,0.35654237288135704,0.4480428377670784,2,4,2.2562596201896667,915,10995,8636,0.04602759624620127,0.9796686929104642,0.047051147213567485,0.0461967174546747,0.04494400700646806,0.045931526109675644,0.018032119684797152,0.8024423159211349,1.0,0.9983338887037654,15941920000.0,15941920000.0,0.0,76461000000.0,76461000000.00002,1.995630329514393e-16,0.0020766139321258025,286eb920e908c2c54174844251e1f815e539fa0a28c9351819337794ab611ac9,0,0,0,0
NGC7793,development,7,3.61,47.0,154.93832278328426,175,15.768,0.1812413793103449,0.2277590882808025,3,6,2.867405652999878,480,7109,2138,0.04733784298902549,0.9138341880767159,0.04792265528040167,0.047326115767966886,0.046520824235113466,0.04736476772558649,0.009341674918952885,0.9934324898589917,1.0,0.8529411764705882,1170960000.0,1170960000.0,0.0,3525000000.0,3524999999.9999995,1.352729526817376e-16,0.004447030631080839,996a4fb762f9b955cb803fa89efda9d372ce0ac4b992e55bbd47400df7240909,0,0,0,0
