case,domain,scenario,resolution,cells,cell_kpc,sigma_weighted_mean,sigma_median,sigma_p90,sigma_maximum,sigma_r80_kpc,sigma_active_pixels,transverse_mismatch_weighted_mean,transverse_mismatch_median,transverse_mismatch_p90,transverse_mismatch_maximum,transverse_mismatch_r80_kpc,transverse_mismatch_active_pixels,survival_weighted_mean,survival_median,survival_p90,survival_maximum,survival_r80_kpc,survival_active_pixels,screen_weighted_mean,screen_median,screen_p90,screen_maximum,screen_r80_kpc,screen_active_pixels,trace_length_kpc_weighted_mean,trace_length_kpc_median,trace_length_kpc_p90,trace_length_kpc_maximum,trace_length_kpc_r80_kpc,trace_length_kpc_active_pixels,sigma_global_minimum,sigma_global_maximum,minimum_eigenvalue_proxy,maximum_direction_norm_error,all_coefficients_finite
DDO101,registered_galaxy_baryons_only,high,check,33,0.296275841653724,0.0009543339574885968,0.00026091118271949953,0.0026938138342198804,0.007733412692378697,2.5004717362627567,321,0.08073436302519318,0.01567146861597488,0.2695757329225001,0.840643914651489,2.5004717362627567,321,0.02523460980068054,0.01982777383687573,0.04692577546887633,0.2282433935440179,2.5004717362627567,321,0.9498909177105501,0.9533498671870093,0.9645964339780175,0.993602196492192,2.5004717362627567,321,1.4668095115814384,1.4151671906660728,2.192315972401801,5.090049658686077,2.5004717362627567,321,5.703685702359053e-10,0.015195915047217077,0.004974083970032802,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,low,primary,65,0.2269045354056606,0.001245932789162082,0.00031487239355707316,0.0033306542492783915,0.04019196709449506,3.4267183419157403,1027,0.06628748733444444,0.018803452573081157,0.28167439618309387,0.9963385977420478,3.4267183419157403,1027,0.039220674283395596,0.018090574834981554,0.08804649969115842,0.6863741839810955,3.4267183419157403,1027,0.975683097665879,0.9784074073020975,0.9852139304809893,0.993722332986017,3.4267183419157403,1027,1.694738851083316,1.3511554295401802,3.035885748415159,10.768262034354748,3.4267183419157403,1027,2.5689294782129597e-11,0.20486406654469685,0.0017676830713548716,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,low,check,33,0.4538090708113212,0.001631254292405204,0.00034972003240031527,0.004754011517813497,0.03935102888842864,3.4124644194056306,255,0.057943334871189245,0.0196549289996422,0.24108127554141867,0.8346218146035318,3.4124644194056306,255,0.04690618694065757,0.024496811265454776,0.11132454301843628,0.4756671780443771,3.4124644194056306,255,0.9755444940159947,0.978669632396644,0.9850640960373926,0.9914514668501478,3.4124644194056306,255,1.9229039153168332,1.5748603145568996,3.4354491210284657,8.035101989917061,3.4124644194056306,255,1.1680773696110952e-11,0.03935102888842864,0.0017659480641583922,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,nominal,primary,65,0.2269045354056606,0.001689923783516198,0.0004435003359154443,0.0046351209940660755,0.07991472617808588,3.371191383894922,1000,0.08223863415280064,0.024655452233099805,0.3206680032436896,0.9729237386278999,3.371191383894922,1000,0.03804098016934154,0.018545605004291643,0.0865470970398823,0.5337301190860666,3.371191383894922,1000,0.9722519128124787,0.9752058782126691,0.982124783959361,0.9900450873862782,3.371191383894922,1000,1.6768263501470093,1.3682006776916849,3.0087116393314703,8.73493370841066,3.371191383894922,1000,3.165814526268174e-11,0.18043261086952703,0.001951792335775994,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,nominal,check,33,0.4538090708113212,0.0021128379171943988,0.00047277724178777374,0.005674797036425471,0.032454943225605694,3.3645748568458633,247,0.07189106616449245,0.025457586288285098,0.2695125046093126,0.9333704704785007,3.3645748568458633,247,0.04676170651578926,0.02457107610358933,0.09888773929270026,0.6466411891498556,3.3645748568458633,247,0.972033396609165,0.9747608005324557,0.9822603505515916,0.98980006329324,3.3645748568458633,247,1.9141677988340453,1.577275587097636,3.226840574360368,10.199368985206908,3.3645748568458633,247,1.5008913790629302e-11,0.03363032276520744,0.0019454613640440606,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,high,primary,65,0.2269045354056606,0.002130885334642687,0.0005235611802685739,0.005471601919216449,0.10713460264284708,3.301181153095322,950,0.09453579012628344,0.029107071520331755,0.3460694438426326,0.9327515900005253,3.301181153095322,950,0.03582927128688518,0.01871380673400419,0.08332954233359836,0.5380422720109336,3.301181153095322,950,0.9646128541582197,0.9683172241498751,0.9769755535157176,0.9848257502874305,3.301181153095322,950,1.635872883215828,1.3744498937670568,2.949691567034551,8.78795704328228,3.301181153095322,950,3.5515954508275216e-11,0.10713460264284708,0.0023198094235165187,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,high,check,33,0.4538090708113212,0.002559439005250413,0.000586519452201761,0.005543525353418082,0.0664319071113644,3.301138960123055,237,0.08129708891035137,0.03086116658319167,0.27206587022503864,0.9305741944098126,3.301138960123055,237,0.04510106071235505,0.0248449152494139,0.09481722638097888,0.6582345260324356,3.301138960123055,237,0.9643520341115458,0.968448055376987,0.9773837907312366,0.9855679437038093,3.301138960123055,237,1.8699481524243582,1.5861512963945792,3.156233604864808,10.361614380903804,3.301138960123055,237,1.792454838940658e-11,0.0664319071113644,0.0023043471038624625,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,low,primary,65,0.2851490045969202,0.0035046050392381228,0.0010448065269285283,0.008890132325638617,0.1300145066029369,4.849337774257557,1294,0.09938446164791215,0.03670466820403424,0.44594977667254937,0.9965499110438898,4.849337774257557,1294,0.07224381085170847,0.03327381842612198,0.1497372967020464,0.8962097626153123,4.849337774257557,1294,0.973597874520242,0.9760054927663665,0.986171710433479,0.9995121394996024,4.849337774257557,1294,2.371317468663692,1.8395647857546125,4.027527515285559,15.051190533788912,4.849337774257557,1294,5.079058706042599e-14,0.1300145066029369,0.00048786050003080355,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,low,check,33,0.5702980091938404,0.0050159731488795475,0.001487005972236565,0.011316475341440717,0.11025866154151368,4.8662062915680675,327,0.10545257478475291,0.05061561991948982,0.40271303749433734,0.997976943962527,4.8662062915680675,327,0.07630635954940884,0.044976424901351675,0.14892640225732798,0.6025464150319724,4.8662062915680675,327,0.9736764101827786,0.9757528786562442,0.9855107884563865,0.9996069262777856,4.8662062915680675,327,2.5316432295042794,2.145209846120638,4.015675972017203,9.605608357004893,4.8662062915680675,327,2.2488924520186814e-11,0.11025866154151368,0.00039307371532928216,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,nominal,primary,65,0.2851490045969202,0.004373634339978149,0.001277776399312693,0.011087588433320864,0.1496871632692104,4.770503531713191,1268,0.11910152888530781,0.04556750398619565,0.5017760546087716,0.9980764375733095,4.770503531713191,1268,0.07000508262102509,0.03349006185334913,0.14539634354345754,0.8795703789854634,4.770503531713191,1268,0.9693915739618013,0.971966786039992,0.9825364284607403,0.9991703980742365,4.770503531713191,1268,2.333602666197167,1.845635248539744,3.9638036885277974,14.548847908512812,4.770503531713191,1268,7.254295811196291e-14,0.1496871632692104,0.0008296019067297299,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,nominal,check,33,0.5702980091938404,0.006785158886850755,0.0018571025835162516,0.014399070756702994,0.23963315198600021,4.766667703592805,317,0.1272269027464453,0.0646712047224493,0.46465126573438464,0.983194094077543,4.766667703592805,317,0.07589600455818607,0.047332008110353874,0.1661528449309719,0.7970158582891554,4.766667703592805,317,0.9695173588217372,0.9720329873449807,0.9819523936340995,0.9963797976985718,4.766667703592805,317,2.5311795651442335,2.2020176678354138,4.262572893892991,12.627855806283428,4.766667703592805,317,3.1692366031085284e-11,0.23963315198600021,0.0029073248480458442,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,high,primary,65,0.2851490045969202,0.004582865169051904,0.0014138100987927667,0.011634831832319554,0.173003819656843,4.6464427741325585,1196,0.13439030348455921,0.05502481792528251,0.5258145417960522,0.9953602461615191,4.6464427741325585,1196,0.05796032418457595,0.03196657573956119,0.12459782725011137,0.8914043747099013,4.6464427741325585,1196,0.9602117416498372,0.9640859245497266,0.9759891826113536,0.9986673577172677,4.6464427741325585,1196,2.1305605622755066,1.8024535778573028,3.647900205935246,14.900081057073526,4.6464427741325585,1196,1.0344677131418878e-13,0.173003819656843,0.0013326415002507764,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,high,check,33,0.5702980091938404,0.0070177249694798344,0.0022871708853134795,0.016233031188201685,0.14937545517532472,4.668151239699006,301,0.14053489134119382,0.07571561587111629,0.48567708756189,0.9868914405316639,4.668151239699006,301,0.07007633635877225,0.0471795715496619,0.14522833781142308,0.6345118763871687,4.668151239699006,301,0.9604790609646205,0.9642630378307564,0.9754974096546084,0.9957249183743879,4.668151239699006,301,2.4242110308508056,2.1983816941520375,3.9613243679414523,10.03255447957087,4.668151239699006,301,4.348600742720352e-11,0.14937545517532472,0.0035214243457457033,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,low,primary,65,0.04344171314303519,0.00014282520243436334,3.1019810250254974e-05,0.0003295341546888704,0.004955877121313703,0.6547658655966693,1026,0.1552691402486217,0.05588916151521365,0.4612046620863847,0.9737242483084292,0.6547658655966693,1026,0.0011431552343008997,0.0007188171288342038,0.00212981877663454,0.026210943417547816,0.6547658655966693,1026,0.9868388972879083,0.9889764678235318,0.9941065411725107,0.998765002699226,0.6547658655966693,1026,0.2908119785169099,0.2681557477518337,0.4617444387914532,1.6297414870426052,0.6547658655966693,1026,2.8789179630991533e-11,0.01488434311051722,0.0006875958577985099,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,low,check,33,0.08688342628607038,0.00021555100222780762,5.701757618976054e-05,0.0004392027509924413,0.0032701622505268996,0.6463635452908026,250,0.19920406682780895,0.09215621475989609,0.5108480305937723,0.9052651904919977,0.6463635452908026,250,0.0012235413000425245,0.0008836940698973006,0.0020856510648921468,0.015428116994627206,0.6463635452908026,250,0.9867798785046993,0.9893447431690826,0.9939015318793993,0.9962377570091707,0.6463635452908026,250,0.31297767840287394,0.2973319862746423,0.45692766096424386,1.2469309858471296,0.6463635452908026,250,8.13452959978562e-12,0.06520703047803479,0.0007149145834316293,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,nominal,primary,65,0.04344171314303519,0.00014376892479410906,3.3082553740499925e-05,0.0003294242983769382,0.0069816955075013955,0.7165057441297239,1233,0.19429594532175481,0.06933856036107319,0.591354694702209,0.9871606344385311,0.7165057441297239,1233,0.0010616216413407693,0.0005990514047266027,0.002034276152449243,0.04627547784493269,0.7165057441297239,1233,0.986311302908496,0.9894121952313618,0.9944873398695264,0.9987992901584618,0.7165057441297239,1233,0.27145364867794064,0.2447919336315321,0.4512589924871718,2.1767041617324927,0.7165057441297239,1233,1.691773035907615e-11,0.0069816955075013955,0.0002476345087410682,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,nominal,check,33,0.08688342628607038,0.00029029613989216876,5.0630989223416073e-05,0.00044637901061327366,0.007701157115340694,0.7118730904021716,305,0.23848194582941307,0.09140701521557994,0.6239222522522158,0.9884591546232184,0.7118730904021716,305,0.0012778124333945279,0.0007958558391647497,0.0023609289763519403,0.014832537157850045,0.7118730904021716,305,0.986328978223606,0.9895521620752292,0.9942502698982306,0.9967078930209987,0.7118730904021716,305,0.31366151161145706,0.2821653239772089,0.48617397727965367,1.2224417868721258,0.7118730904021716,305,4.672203648117395e-12,0.008880280351030905,0.0008220698745873148,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,high,primary,65,0.04344171314303519,0.00010755569135382474,2.7250287185309298e-05,0.0002813702688869411,0.005815626124148155,0.8122091716294685,1579,0.22950651236680492,0.08234355020344217,0.6983026260815342,0.9981571093576166,0.8122091716294685,1579,0.0008687142125009238,0.00045545732210483525,0.0018818734025684474,0.044361488656923465,0.8122091716294685,1579,0.9831803071477523,0.9893433354504981,0.9943488408910025,0.9995382270212197,0.8122091716294685,1579,0.23413141338573845,0.21343876740068823,0.43400723018147674,2.1301540706871105,0.8122091716294685,1579,6.260889963495607e-12,0.005815626124148155,0.00021562316696397047,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,high,check,33,0.08688342628607038,0.00034393266019404876,4.5601430734986266e-05,0.0004980396086849146,0.009658791121709335,0.8045831874460291,386,0.27999227202945526,0.10193338198102833,0.7845758232162481,0.9997553954072564,0.8045831874460291,386,0.0012652638921695147,0.0007040470766846996,0.0024970767702971464,0.012051359101929005,0.8045831874460291,386,0.9843004157056536,0.9895861712018303,0.9943320458039794,0.9967667438437287,0.8045831874460291,386,0.30185193044171066,0.26538547425482695,0.5000185667941468,1.101116046659759,0.8045831874460291,386,2.4898563795242227e-12,0.010103796154193755,0.0008568476816383203,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,low,primary,65,0.08789581251241756,0.000327913451203201,9.808581578513251e-05,0.0007946770156264571,0.011337119615117719,1.3431634241751582,1054,0.13810258998672048,0.05578381823514205,0.3907253053297837,0.9918962170111657,1.3431634241751582,1054,0.0031203856770314993,0.0023431031338027597,0.006413838749961398,0.06749230829450481,1.3431634241751582,1054,0.9894588689009842,0.9919783448873709,0.9950479599833189,0.9977417676772893,1.3431634241751582,1054,0.5010863612006516,0.48434000931910004,0.8021530840886428,2.643442434032603,1.3431634241751582,1054,2.389365884807422e-11,0.019672963305255184,0.0003573532906634909,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,low,check,33,0.1757916250248351,0.0005476190351720519,0.0001445415979187256,0.0013350418832408263,0.020174315693099302,1.3416848469298668,261,0.13718512523495724,0.05723842863655423,0.4113793976576469,0.9960319087742993,1.3416848469298668,261,0.004369677873246341,0.003326746763082089,0.00749177057254613,0.03389294917871344,1.3416848469298668,261,0.9895934707732083,0.992050105687382,0.9951136045656409,0.9973427354130548,1.3416848469298668,261,0.6037629751798228,0.577260139662965,0.8671778849004269,1.8568961267118982,1.3416848469298668,261,2.507276387065348e-10,0.021347903039160412,0.00048448669097376715,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,nominal,primary,65,0.08789581251241756,0.0003047523810655846,8.862012299819251e-05,0.0006981237261869835,0.012652588539240207,1.480052047638207,1279,0.14014287252777322,0.05128560212981521,0.3913551424870027,0.9909530610065609,1.480052047638207,1279,0.0035274150330016634,0.002343521945526339,0.006883697022027846,0.10484601977476193,1.480052047638207,1279,0.9868991854575647,0.9902843623990434,0.994251566847299,0.998891847466395,1.480052047638207,1279,0.5105538110096622,0.48438334931308874,0.8311136269098408,3.328055446667254,1.480052047638207,1279,1.9095275852657204e-11,0.026163475914955252,0.00011153759295981805,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,nominal,check,33,0.1757916250248351,0.0005572323252577199,0.00012669717893908729,0.0011919037010306745,0.01566317668972144,1.4987872112598297,330,0.1363105024391287,0.04937064868826975,0.3968379834303288,0.9544409750948725,1.4987872112598297,330,0.005179419094931155,0.003370965710512819,0.008615989031295119,0.134579231063658,1.4987872112598297,330,0.9873040976933696,0.9904766094589182,0.9944184163491446,0.9993383466723798,1.4987872112598297,330,0.6310901854050059,0.581090252580251,0.9302229732512045,3.801834455183571,1.4987872112598297,330,1.4197566814084768e-10,0.026286538100517433,0.000655971039398673,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,high,primary,65,0.08789581251241756,0.00024716254251997295,6.238426164285603e-05,0.0005617694310268778,0.006046728731429823,1.610164144368913,1516,0.12759485798918077,0.038157173315447025,0.3627106539987391,0.97226955520418,1.610164144368913,1516,0.00334537299636096,0.002343683415003295,0.007776432548854961,0.049486660959008555,1.610164144368913,1516,0.9812572580968403,0.9863818956978612,0.9921872331067245,0.99894657810211,1.610164144368913,1516,0.4998192238288687,0.48439972694422184,0.8835536786168089,2.2528445006814657,1.610164144368913,1516,1.4195657832874936e-11,0.015087088092676396,0.0008957140451735267,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,high,check,33,0.1757916250248351,0.00046619490823206043,0.0001192850433691601,0.0010507962958874772,0.006937793393621335,1.6461208575657797,397,0.12651975279860828,0.04099868017949915,0.370104386471092,0.9608869393537849,1.6461208575657797,397,0.005127127879800368,0.003363357238307274,0.010038591894528139,0.10419700700357348,1.6461208575657797,397,0.9821163045588173,0.9870445712920621,0.9925363256313754,0.9992960207890028,1.6461208575657797,397,0.632846610954499,0.5804331174763248,1.0044554889836586,3.317148837042598,1.6461208575657797,397,0.0,0.03921703310535434,0.000703979200808183,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,low,primary,65,0.5503378583749859,0.007719957040572455,0.0008524598299754273,0.014997310097498938,0.47627946114676956,8.178313346904481,1007,0.10956514516645152,0.023928307203173203,0.4300116166451678,0.942899537828311,8.178313346904481,1007,0.09938524319116604,0.06008156145066523,0.18364556981761682,0.9999370364323434,8.178313346904481,1007,0.986469795455734,0.9894545340870194,0.9940224378555074,0.9993004122691849,8.178313346904481,1007,2.923230165288744,2.4892202591034907,4.5045162626723325,31.101373426285356,8.178313346904481,1007,9.324593722745145e-13,0.47627946114676956,0.0006995603450883674,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,low,check,33,1.1006757167499719,0.010513757469258976,0.0014070614654998377,0.020038841294164216,0.42340027919716333,8.123592744318922,245,0.10547988790267783,0.02212019418852278,0.42713424452486676,0.965116853756436,8.123592744318922,245,0.14339920681750268,0.07991507168750489,0.30126597955378126,0.7832522757539034,8.123592744318922,245,0.9863900643699013,0.989330321384963,0.9940824455466812,0.999495107979169,8.123592744318922,245,3.605264494546719,2.8859885622871473,5.987331527668631,12.365359529014565,8.123592744318922,245,2.8935681482797454e-09,0.42340027919716333,0.0005048901476560742,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,nominal,primary,65,0.5503378583749859,0.008692999868605382,0.0011506099017956717,0.016914035294563565,0.3794590665512968,8.194342395736388,1007,0.13972956413525803,0.03157445830868874,0.537469815429725,0.9948426155261754,8.194342395736388,1007,0.0943389533705613,0.0585803945176695,0.17808499128882885,0.9595254502119863,8.194342395736388,1007,0.9855944076682492,0.9887709878332714,0.9936044172747875,0.9994817890424179,8.194342395736388,1007,2.823523531175494,2.456955928646683,4.428524316886497,17.90832740010028,8.194342395736388,1007,1.237188329452997e-12,0.3794590665512968,0.0005182109181029714,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,nominal,check,33,1.1006757167499719,0.01309518027996837,0.0019958730511356595,0.027255049689460856,0.4851210372163323,8.164043774382808,251,0.1345115681401992,0.030273786737314894,0.5589577890341829,0.9945902882137079,8.164043774382808,251,0.13983920340249156,0.08148077532328868,0.2666621484780173,0.7913997519901715,8.164043774382808,251,0.9855654481620567,0.988600145610926,0.9938784968493316,0.9980562313374961,8.164043774382808,251,3.5618640393324537,2.915346360767958,5.569100171091192,12.519327248262261,8.164043774382808,251,3.825894506131048e-09,0.4851210372163323,0.0008514562553281213,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,high,primary,65,0.5503378583749859,0.008612807110990148,0.001459195729660103,0.018145126359413448,0.5876874989011549,8.261682393705572,1020,0.16712020735583488,0.03875445178105955,0.6169111726223394,0.9989687205404354,8.261682393705572,1020,0.08626027455787458,0.05613244197866468,0.17291854867848536,0.9930490736289344,8.261682393705572,1020,0.9836999119956025,0.9874392193922903,0.99269534391343,0.9983729678068786,8.261682393705572,1020,2.6851863059728123,2.4035269491566367,4.357202059329577,22.290985481775035,8.261682393705572,1020,1.5570521507749549e-12,0.5876874989011549,0.0009574568859208835,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,high,check,33,1.1006757167499719,0.014050764854060593,0.002362869842883426,0.03129354309042834,0.19950322749228316,8.171801719626378,250,0.16160519527638023,0.03569191894944673,0.6142980995038059,0.9800460445467153,8.171801719626378,250,0.13027929064134325,0.07891375816629453,0.2419990885698088,0.6188422504503921,8.171801719626378,250,0.9835366413766553,0.9870127333962422,0.992599726937462,0.997900907912536,8.171801719626378,250,3.4330527401656106,2.8670822248843564,5.263749718485987,9.821109655909874,8.171801719626378,250,4.767676503111013e-09,0.19950322749228316,0.0009483571483633096,1.1102230246251565e-16,True
