domain,scenario,systems,median_sigma,minimum_sigma,maximum_sigma,median_transverse_mismatch,median_survival,median_trace_length_kpc
registered_cluster_baryons_only,high,4,0.07257886207794728,0.04628605510720307,0.1530596483883622,0.15730468171802303,0.9876674046295573,168.3987904119942
registered_cluster_baryons_only,low,4,0.07045621056209117,0.03981412217425967,0.14754274750869442,0.12692827485701014,0.9937437220940105,192.62785588325403
registered_cluster_baryons_only,nominal,4,0.07309847944193185,0.04433140525912119,0.15382756782492654,0.1454589412135628,0.9903056544597759,177.3821574325592
registered_galaxy_baryons_only,high,13,0.001286488963388003,0.00010755569135382474,0.008612807110990148,0.14767898894165346,0.018965689920235798,1.2172692910583125
registered_galaxy_baryons_only,low,13,0.001192599793172525,0.00014282520243436334,0.007719957040572455,0.10640528923051643,0.017868696447748682,1.2057115832895673
registered_galaxy_baryons_only,nominal,13,0.0012113763661499694,0.00014376892479410906,0.008692999868605382,0.1311951044457222,0.017394716074927707,1.1543541042301695
