parameter,best_level,worst_level,median_RMSE_span_km_s,best_median_RMSE_km_s,worst_median_RMSE_km_s
scalar_completion,RAR,none,61.143000958058664,10.566424323051525,71.70942528111019
strength,0.2,0.75,2.496339608262474,40.75945106188754,43.25579067015001
route_geometry,contract,diffuse,1.9539613011488157,40.864010454760894,42.81797175590971
route_fraction,0.5,1.0,0.6193071009125646,40.70168212227392,41.32098922318649
gate_power,1.0,0.0,0.506590659535199,40.81439856365129,41.32098922318649
