candidate_id,route_geometry,strength,route_fraction,gate_power,scalar_completion,outer_RMSE_km_s,outer_equal_galaxy_RMSE_km_s,outer_mean_residual_km_s
diffuse__s0.6__f0.5__n0__none,diffuse,0.6,0.5,0.0,none,73.95080395289762,68.27718456194509,-68.29083894012199
diffuse__s0.5__f0.75__n2__none,diffuse,0.5,0.75,2.0,none,73.96437750490799,68.37007335289756,-68.23744748160158
diffuse__s0.75__f0.5__n1__none,diffuse,0.75,0.5,1.0,none,73.97457749409092,68.367642606022,-68.22383914472718
diffuse__s0.4__f1__n2__none,diffuse,0.4,1.0,2.0,none,73.99738135424016,68.42548301195274,-68.30930002126495
diffuse__s0.5__f0.75__n4__none,diffuse,0.5,0.75,4.0,none,74.09797203907263,68.48767041939234,-68.34214650650924
diffuse__s0.4__f1__n4__none,diffuse,0.4,1.0,4.0,none,74.13486355817226,68.54358331645115,-68.41980846111007
diffuse__s0.75__f0.5__n2__none,diffuse,0.75,0.5,2.0,none,74.24553962861145,68.62159276245647,-68.45633071731386
diffuse__s0.6__f0.75__n1__none,diffuse,0.6,0.75,1.0,none,74.32014066597529,68.7418048973595,-68.64997188046338
diffuse__s0.75__f0.5__n4__none,diffuse,0.75,0.5,4.0,none,74.39685655760267,68.75991198224789,-68.56851386220197
diffuse__s0.5__f0.75__n0__none,diffuse,0.5,0.75,0.0,none,74.41927300744874,68.75629250672645,-68.84479897012918
diffuse__s0.4__f1__n0__none,diffuse,0.4,1.0,0.0,none,74.43103789286928,68.79495029410701,-68.88636735970093
diffuse__s0.5__f1__n1__none,diffuse,0.5,1.0,1.0,none,74.49894898955422,68.94579200796404,-68.88187735944885
diffuse__s0.6__f0.75__n2__none,diffuse,0.6,0.75,2.0,none,74.64482442565965,69.0403677748438,-68.93139024706691
diffuse__s0.6__f0.75__n4__none,diffuse,0.6,0.75,4.0,none,74.82099126789589,69.19701258918629,-69.06368298801716
diffuse__s0.75__f0.5__n0__none,diffuse,0.75,0.5,0.0,none,74.82213862028699,69.11007649901235,-69.20207123812067
diffuse__s0.5__f1__n2__none,diffuse,0.5,1.0,2.0,none,74.86057562158328,69.2719462665283,-69.19714867116882
diffuse__s0.5__f1__n4__none,diffuse,0.5,1.0,4.0,none,75.05331449803852,69.43883218172053,-69.34351861390017
diffuse__s0.6__f0.75__n0__none,diffuse,0.6,0.75,0.0,none,75.27058258334793,69.56969823253311,-69.74285375929313
diffuse__s0.75__f0.75__n1__none,diffuse,0.75,0.75,1.0,none,75.28668595274144,69.69700789884102,-69.64061134286494
diffuse__s0.6__f1__n1__none,diffuse,0.6,1.0,1.0,none,75.34071355581348,69.77861329091859,-69.75494463429135
diffuse__s0.5__f1__n0__none,diffuse,0.5,1.0,0.0,none,75.49877954303832,69.81158548781629,-70.02159036190088
diffuse__s0.75__f0.75__n2__none,diffuse,0.75,0.75,2.0,none,75.72730940277663,70.1040286530055,-70.00763511040158
diffuse__s0.6__f1__n2__none,diffuse,0.6,1.0,2.0,none,75.80948646505638,70.20220660428267,-70.14885309411055
diffuse__s0.75__f0.75__n4__none,diffuse,0.75,0.75,4.0,none,75.97502839859551,70.32728556482138,-70.18565039279521
diffuse__s0.6__f1__n4__none,diffuse,0.6,1.0,4.0,none,76.0656709573903,70.42610760602867,-70.33522886866665
diffuse__s0.75__f0.75__n0__none,diffuse,0.75,0.75,0.0,none,76.6517158564536,70.88400239828499,-71.15422204678077
diffuse__s0.75__f1__n1__none,diffuse,0.75,1.0,1.0,none,76.6853048877487,71.1049435683159,-71.11469004630226
diffuse__s0.6__f1__n0__none,diffuse,0.6,1.0,0.0,none,76.6943821701744,70.94741271361008,-71.25458602168572
diffuse__s0.75__f1__n2__none,diffuse,0.75,1.0,2.0,none,77.32746552670484,71.68797397584946,-71.63357486606924
diffuse__s0.75__f1__n4__none,diffuse,0.75,1.0,4.0,none,77.6912434249971,72.01003322810593,-71.88700857681626
diffuse__s0.75__f1__n0__none,diffuse,0.75,1.0,0.0,none,78.64756130025164,72.79654826451974,-73.2050957161765
