domain,scenario,systems,median_sigma,minimum_sigma,maximum_sigma,median_opportunities
registered_cluster_baryons_only,high,4,0.5764441220212005,0.45180145936435123,0.849338385566981,661.9017741224412
registered_cluster_baryons_only,low,4,0.5183256991786502,0.41913865717747895,0.8259349423262926,665.7621593981928
registered_cluster_baryons_only,nominal,4,0.5558286528117674,0.44142067743118807,0.8414846561921547,663.5248609697388
registered_galaxy_baryons_only,high,13,6.375261585194367e-05,6.9771615932383e-06,0.0007719907245133458,0.027277518412328308
registered_galaxy_baryons_only,low,13,3.9920103778594405e-05,5.717631085691891e-06,0.0005390626264299387,0.03297380750808912
registered_galaxy_baryons_only,nominal,13,5.3340752417078445e-05,7.300951431028628e-06,0.00067797909284024,0.030926214519046837
