candidate_id,fraction_max,length_over_R80,width_over_R80,shape_gate,outer_RMSE_km_s,outer_equal_galaxy_RMSE_km_s,outer_mean_residual_km_s,solar_activation,solar_effective_route_fraction,solar_maximum_absolute_interior_force_change,galaxy_equal_RMSE_ratio_to_fixed_RAR,cluster_equal_JS
F0.1_L0.75_W0.2_sqrt_H,0.1,0.75,0.2,sqrt_H,10.487771234969541,10.995675716864225,2.7545154208003226,4.938730118393774e-50,4.756500783208722e-51,0.0,1.0260570448270154,0.08257664508004056
F0.1_L0.75_W0.2_H,0.1,0.75,0.2,H,10.475858738869704,10.985806361341211,2.7024115300131046,4.938730118393774e-50,4.580995348663291e-51,0.0,1.0251360898968187,0.08351613008522468
F0.1_L0.75_W0.2_H2,0.1,0.75,0.2,H2,10.459571908593652,10.96823382544673,2.6459502178383776,4.938730118393774e-50,4.2491729415050194e-51,0.0,1.0234963157970463,0.08510955417774121
F0.1_L0.75_W0.25_sqrt_H,0.1,0.75,0.25,sqrt_H,10.48379275428417,10.99141776860288,2.743588416367511,4.938730118393774e-50,4.756500783208722e-51,0.0,1.0256597161022911,0.08345048017900726
F0.1_L0.75_W0.25_H,0.1,0.75,0.25,H,10.47244431248333,10.982045951157167,2.6942192529273683,4.938730118393774e-50,4.580995348663291e-51,0.0,1.0247851887371144,0.08438602732884208
F0.1_L0.75_W0.25_H2,0.1,0.75,0.25,H2,10.457084065309932,10.96539247173479,2.640229842233482,4.938730118393774e-50,4.2491729415050194e-51,0.0,1.0232311760213697,0.08592138264858581
F0.1_L0.75_W0.35_sqrt_H,0.1,0.75,0.35,sqrt_H,10.471751406149417,10.977220328440813,2.70775142871981,4.938730118393774e-50,4.756500783208722e-51,0.0,1.0243348876995713,0.08540823626056003
F0.1_L0.75_W0.35_H,0.1,0.75,0.35,H,10.462016679512718,10.969430307408139,2.667042037044393,4.938730118393774e-50,4.580995348663291e-51,0.0,1.0236079650287193,0.08626910228066724
F0.1_L0.75_W0.35_H2,0.1,0.75,0.35,H2,10.449389722072908,10.95573367703663,2.6211540955926416,4.938730118393774e-50,4.2491729415050194e-51,0.0,1.0223298694896226,0.08761322255759292
F0.1_L0.75_W0.5_sqrt_H,0.1,0.75,0.5,sqrt_H,10.441821442396677,10.940527385807373,2.6202018769752757,4.938730118393774e-50,4.756500783208722e-51,0.0,1.02091090055645,0.08791549278461785
F0.1_L0.75_W0.5_H,0.1,0.75,0.5,H,10.436411384369352,10.93681902317513,2.6003333420403436,4.938730118393774e-50,4.580995348663291e-51,0.0,1.0205648561930507,0.08860335441465529
F0.1_L0.75_W0.5_H2,0.1,0.75,0.5,H2,10.4305068201085,10.930558528468852,2.5744226086830992,4.938730118393774e-50,4.2491729415050194e-51,0.0,1.0199806606544695,0.08963293744918233
F0.1_L0.75_W0.75_sqrt_H,0.1,0.75,0.75,sqrt_H,10.368299790282437,10.852933171533593,2.423171334948955,4.938730118393774e-50,4.756500783208722e-51,0.0,1.0127370817793235,0.09016411893382684
F0.1_L0.75_W0.75_H,0.1,0.75,0.75,H,10.37592351838144,10.860627063119521,2.451940231057716,4.938730118393774e-50,4.580995348663291e-51,0.0,1.0134550341696227,0.09064025080622604
F0.1_L0.75_W0.75_H2,0.1,0.75,0.75,H2,10.387367908288699,10.87265543318495,2.4727870603064055,4.938730118393774e-50,4.2491729415050194e-51,0.0,1.0145774566710875,0.09133532929880542
F0.1_L0.75_W1_sqrt_H,0.1,0.75,1.0,sqrt_H,10.290935996533095,10.763416185121995,2.2194311459421128,4.938730118393774e-50,4.756500783208722e-51,0.0,1.0043838402956342,0.0910989069920854
F0.1_L0.75_W1_H,0.1,0.75,1.0,H,10.313577926459423,10.78414605085482,2.30137635327433,4.938730118393774e-50,4.580995348663291e-51,0.0,1.0063182393558814,0.09146927152291358
F0.1_L0.75_W1_H2,0.1,0.75,1.0,H2,10.344093885888075,10.815604613014543,2.3726569194098777,4.938730118393774e-50,4.2491729415050194e-51,0.0,1.0092537823961882,0.0920018102918446
F0.1_L1_W0.2_sqrt_H,0.1,1.0,0.2,sqrt_H,10.503971601293932,11.012138415189384,2.7945859292495485,4.938730118393774e-50,4.756500783208722e-51,0.0,1.0275932548816173,0.08400144807780388
F0.1_L1_W0.2_H,0.1,1.0,0.2,H,10.490078497874174,11.0010769506118,2.732062721168501,4.938730118393774e-50,4.580995348663291e-51,0.0,1.0265610587757859,0.08488748800780667
F0.1_L1_W0.2_H2,0.1,1.0,0.2,H2,10.470104527357748,10.979748646516223,2.6662396059435327,4.938730118393774e-50,4.2491729415050194e-51,0.0,1.024570816681076,0.08636381426203137
F0.1_L1_W0.25_sqrt_H,0.1,1.0,0.25,sqrt_H,10.499674240965968,11.007644832084777,2.785218742929618,4.938730118393774e-50,4.756500783208722e-51,0.0,1.0271739379865288,0.08464204366239152
F0.1_L1_W0.25_H,0.1,1.0,0.25,H,10.486270456312672,10.997041220822922,2.7250074801231263,4.938730118393774e-50,4.580995348663291e-51,0.0,1.0261844662781965,0.08554420901042273
F0.1_L1_W0.25_H2,0.1,1.0,0.25,H2,10.467280102497861,10.976736323129687,2.6612041200015666,4.938730118393774e-50,4.2491729415050194e-51,0.0,1.024289722939169,0.086990771958426
F0.1_L1_W0.35_sqrt_H,0.1,1.0,0.35,sqrt_H,10.48851442990283,10.995350836330983,2.754861523928595,4.938730118393774e-50,4.756500783208722e-51,0.0,1.0260267287310842,0.08625839810195371
F0.1_L1_W0.35_H,0.1,1.0,0.35,H,10.476353894295416,10.98594175518148,2.702194746412156,4.938730118393774e-50,4.580995348663291e-51,0.0,1.0251487241184174,0.08709518364153528
F0.1_L1_W0.35_H2,0.1,1.0,0.35,H2,10.459878249692428,10.968310672036814,2.645233406488286,4.938730118393774e-50,4.2491729415050194e-51,0.0,1.023503486705607,0.08837155121778878
F0.1_L1_W0.5_sqrt_H,0.1,1.0,0.5,sqrt_H,10.461337040197904,10.963078527045052,2.6740296578444798,4.938730118393774e-50,4.756500783208722e-51,0.0,1.0230152512058894,0.08838647756734269
F0.1_L1_W0.5_H,0.1,1.0,0.5,H,10.452798760247392,10.956926010829553,2.6409394376915403,4.938730118393774e-50,4.580995348663291e-51,0.0,1.0224411316366262,0.08905731498841446
F0.1_L1_W0.5_H2,0.1,1.0,0.5,H2,10.442394165608073,10.945926131432577,2.602483461756589,4.938730118393774e-50,4.2491729415050194e-51,0.0,1.0214146823270849,0.09004135286578659
F0.1_L1_W0.75_sqrt_H,0.1,1.0,0.75,sqrt_H,10.387747525345718,10.876074356869534,2.475804125896295,4.938730118393774e-50,4.756500783208722e-51,0.0,1.0148964921558201,0.09034668513060745
F0.1_L1_W0.75_H,0.1,1.0,0.75,H,10.392071487628733,10.880925084800804,2.4916373633455207,4.938730118393774e-50,4.580995348663291e-51,0.0,1.015349135876368,0.09081273471810453
F0.1_L1_W0.75_H2,0.1,1.0,0.75,H2,10.398923963788947,10.888081059063932,2.500076095974307,4.938730118393774e-50,4.2491729415050194e-51,0.0,1.0160168927286388,0.09148119996136263
F0.1_L1_W1_sqrt_H,0.1,1.0,1.0,sqrt_H,10.30713205986331,10.782873091012448,2.26471908922614,4.938730118393774e-50,4.756500783208722e-51,0.0,1.0061994536215908,0.09121390333029775
F0.1_L1_W1_H,0.1,1.0,1.0,H,10.327025228886788,10.80111060877772,2.335324241360821,4.938730118393774e-50,4.580995348663291e-51,0.0,1.0079012802364404,0.09157010967294313
F0.1_L1_W1_H2,0.1,1.0,1.0,H2,10.353659963325514,10.828439080740354,2.3957319285132783,4.938730118393774e-50,4.2491729415050194e-51,0.0,1.0104514255757224,0.09207643443823164
F0.1_L1.25_W0.2_sqrt_H,0.1,1.25,0.2,sqrt_H,10.508665831193607,11.017213570672725,2.8121628897085253,4.938730118393774e-50,4.756500783208722e-51,0.0,1.0280668409686724,0.08784399583170108
F0.1_L1.25_W0.2_H,0.1,1.25,0.2,H,10.49433066418737,11.005984208650755,2.743200141375268,4.938730118393774e-50,4.580995348663291e-51,0.0,1.027018977580533,0.0884139662693607
F0.1_L1.25_W0.2_H2,0.1,1.25,0.2,H2,10.473233225509128,10.983428043747528,2.672493692986219,4.938730118393774e-50,4.2491729415050194e-51,0.0,1.024914158149769,0.08935249145404851
F0.1_L1.25_W0.25_sqrt_H,0.1,1.25,0.25,sqrt_H,10.505808493869168,11.014106964116454,2.8050178019103655,4.938730118393774e-50,4.756500783208722e-51,0.0,1.0277769492308069,0.08796523322454897
F0.1_L1.25_W0.25_H,0.1,1.25,0.25,H,10.491755853500814,11.003224070804004,2.738178106318074,4.938730118393774e-50,4.580995348663291e-51,0.0,1.0267614164305612,0.08858075982697053
F0.1_L1.25_W0.25_H2,0.1,1.25,0.25,H2,10.471307417062112,10.981386047802348,2.6691112749878814,4.938730118393774e-50,4.2491729415050194e-51,0.0,1.0247236101217068,0.08954929710777164
F0.1_L1.25_W0.35_sqrt_H,0.1,1.25,0.35,sqrt_H,10.496329750762682,11.003529224948371,2.778218458152195,4.938730118393774e-50,4.756500783208722e-51,0.0,1.0267898917664704,0.08853153631294557
F0.1_L1.25_W0.35_H,0.1,1.25,0.35,H,10.483164826917806,10.99360851009682,2.7184304902623277,4.938730118393774e-50,4.580995348663291e-51,0.0,1.025864144261245,0.08915995174808013
F0.1_L1.25_W0.35_H2,0.1,1.25,0.35,H2,10.464825157439114,10.97409475161724,2.6554856366842428,4.938730118393774e-50,4.2491729415050194e-51,0.0,1.0240432257588634,0.09009687823204207
F0.1_L1.25_W0.5_sqrt_H,0.1,1.25,0.5,sqrt_H,10.470991526318711,10.973526180607543,2.700908368404858,4.938730118393774e-50,4.756500783208722e-51,0.0,1.0239901697844054,0.08954364508522675
F0.1_L1.25_W0.5_H,0.1,1.25,0.5,H,10.460916518889453,10.966362549473233,2.660058807599468,4.938730118393774e-50,4.580995348663291e-51,0.0,1.0233216984342883,0.09010314704510101
F0.1_L1.25_W0.5_H2,0.1,1.25,0.5,H2,10.448184952465839,10.953028900791018,2.614807071036479,4.938730118393774e-50,4.2491729415050194e-51,0.0,1.022077474385133,0.09090840723309294
F0.1_L1.25_W0.75_sqrt_H,0.1,1.25,0.75,sqrt_H,10.398213632615414,10.88768566236688,2.502945626033474,4.938730118393774e-50,4.756500783208722e-51,0.0,1.0159799964453218,0.09074247329592831
F0.1_L1.25_W0.75_H,0.1,1.25,0.75,H,10.400652555617336,10.891057271240612,2.51102969367424,4.938730118393774e-50,4.580995348663291e-51,0.0,1.0162946167675624,0.09116637254782586
F0.1_L1.25_W0.75_H2,0.1,1.25,0.75,H2,10.404930339055563,10.895623011192201,2.5125473717481386,4.938730118393774e-50,4.2491729415050194e-51,0.0,1.0167206669497255,0.0917674330658647
F0.1_L1.25_W1_sqrt_H,0.1,1.25,1.0,sqrt_H,10.316117827381854,10.792959341310835,2.2885738423891397,4.938730118393774e-50,4.756500783208722e-51,0.0,1.0071406480002751,0.09139909619162552
F0.1_L1.25_W1_H,0.1,1.25,1.0,H,10.334384499103793,10.809820671441297,2.3522607196459506,4.938730118393774e-50,4.580995348663291e-51,0.0,1.008714056221016,0.091731952515691
F0.1_L1.25_W1_H2,0.1,1.25,1.0,H2,10.358782940087698,10.834880635163568,2.406488772757378,4.938730118393774e-50,4.2491729415050194e-51,0.0,1.011052516628766,0.0922006196790242
F0.2_L0.25_W0.2_sqrt_H,0.2,0.25,0.2,sqrt_H,10.452969425927662,10.961035808397545,2.6643030417441533,4.938730118393774e-50,9.513001566417444e-51,0.0,1.022824635739151,0.08547776841550395
F0.2_L0.25_W0.2_H,0.2,0.25,0.2,H,10.44430687768222,10.951418846817209,2.6431271282537865,4.938730118393774e-50,9.161990697326582e-51,0.0,1.0219272328479216,0.08564744823427957
F0.2_L0.25_W0.2_H2,0.2,0.25,0.2,H2,10.435868783238295,10.941168331241938,2.6116875278455423,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0209707101211751,0.08652193659922505
F0.2_L0.25_W0.25_sqrt_H,0.2,0.25,0.25,sqrt_H,10.433711901345804,10.935689877350772,2.6189310533437244,4.938730118393774e-50,9.513001566417444e-51,0.0,1.0204594904058493,0.0850126111358673
F0.2_L0.25_W0.25_H,0.2,0.25,0.25,H,10.428153384816575,10.929552483387505,2.6077211780004155,4.938730118393774e-50,9.161990697326582e-51,0.0,1.019886781963454,0.08544019075951764
F0.2_L0.25_W0.25_H2,0.2,0.25,0.25,H2,10.423880047015427,10.924239149007876,2.5860554662531587,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0193909703087525,0.0865518137395199
F0.2_L0.25_W0.35_sqrt_H,0.2,0.25,0.35,sqrt_H,10.390636704592389,10.879315818676115,2.514690090162551,4.938730118393774e-50,9.513001566417444e-51,0.0,1.0151989678569797,0.08494904805184013
F0.2_L0.25_W0.35_H,0.2,0.25,0.35,H,10.391825348855622,10.880738142757508,2.52702199274451,4.938730118393774e-50,9.161990697326582e-51,0.0,1.015331691454994,0.08569511854721902
F0.2_L0.25_W0.35_H2,0.2,0.25,0.35,H2,10.396994371637259,10.886472529314888,2.5285975984788434,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0158667934238468,0.08708104813586648
F0.2_L0.25_W0.5_sqrt_H,0.2,0.25,0.5,sqrt_H,10.317439969993286,10.787070439581967,2.3266107231222195,4.938730118393774e-50,9.513001566417444e-51,0.0,1.0065911275105128,0.08599446138668249
F0.2_L0.25_W0.5_H,0.2,0.25,0.5,H,10.330277310451722,10.80043818606907,2.383741247607042,4.938730118393774e-50,9.161990697326582e-51,0.0,1.007838533382579,0.08688411944295532
F0.2_L0.25_W0.5_H2,0.2,0.25,0.5,H2,10.352171879943489,10.824726308299123,2.4292811555916094,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0101049697127762,0.08833802253723176
F0.2_L0.25_W0.75_sqrt_H,0.2,0.25,0.75,sqrt_H,10.187845895533341,10.632681057019116,1.9711926629244332,4.938730118393774e-50,9.513001566417444e-51,0.0,0.9921843445438101,0.08809861128197571
F0.2_L0.25_W0.75_H,0.2,0.25,0.75,H,10.222564468032212,10.666085476324533,2.119472165197234,4.938730118393774e-50,9.161990697326582e-51,0.0,0.9953014644588791,0.08886527244414913
F0.2_L0.25_W0.75_H2,0.2,0.25,0.75,H2,10.275628580775454,10.72265429253151,2.252518356120705,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0005801607283291,0.09007107674412987
F0.2_L0.25_W1_sqrt_H,0.2,0.25,1.0,sqrt_H,10.074554360477281,10.501739326807172,1.6210568660096774,4.938730118393774e-50,9.513001566417444e-51,0.0,0.9799655697995037,0.08947253465730508
F0.2_L0.25_W1_H,0.2,0.25,1.0,H,10.127528011040727,10.551246835470199,1.8650336108382173,4.938730118393774e-50,9.161990697326582e-51,0.0,0.9845853430034027,0.09008867761052188
F0.2_L0.25_W1_H2,0.2,0.25,1.0,H2,10.20863757847321,10.635819773415198,2.087782209923034,4.938730118393774e-50,8.498345883010039e-51,0.0,0.9924772325984272,0.09104498549510497
F0.2_L0.5_W0.2_sqrt_H,0.2,0.5,0.2,sqrt_H,10.534807370080607,11.055874082205834,2.884319861376762,4.938730118393774e-50,9.513001566417444e-51,0.0,1.0316744310101216,0.0788807284047605
F0.2_L0.5_W0.2_H,0.2,0.5,0.2,H,10.512925444840983,11.035791328017233,2.813689334500728,4.938730118393774e-50,9.161990697326582e-51,0.0,1.0298004169026356,0.07954262310578322
F0.2_L0.5_W0.2_H2,0.2,0.5,0.2,H2,10.486226683317307,11.006242383617655,2.733262228628323,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0270430690734442,0.0811514139418887
F0.2_L0.5_W0.25_sqrt_H,0.2,0.5,0.25,sqrt_H,10.522417489299606,11.04022586315131,2.853575340258167,4.938730118393774e-50,9.513001566417444e-51,0.0,1.030214223760169,0.07946394533053833
F0.2_L0.5_W0.25_H,0.2,0.5,0.25,H,10.502822576449352,11.022515392069623,2.7904434275939693,4.938730118393774e-50,9.161990697326582e-51,0.0,1.0285615782940338,0.08028295649571678
F0.2_L0.5_W0.25_H2,0.2,0.5,0.25,H2,10.478972909758935,10.996189168689119,2.7169752145528903,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0261049573769738,0.08202039734379471
F0.2_L0.5_W0.35_sqrt_H,0.2,0.5,0.35,sqrt_H,10.486545675238675,10.995034672352903,2.7652632946404334,4.938730118393774e-50,9.513001566417444e-51,0.0,1.0259972260169825,0.08136277849934873
F0.2_L0.5_W0.35_H,0.2,0.5,0.35,H,10.472745906541931,10.98339962364441,2.722723957551675,4.938730118393774e-50,9.161990697326582e-51,0.0,1.0249115061393086,0.08233113595716111
F0.2_L0.5_W0.35_H2,0.2,0.5,0.35,H2,10.456894211843379,10.966167810288251,2.6689926767396197,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0233035264257824,0.08411820371377207
F0.2_L0.5_W0.5_sqrt_H,0.2,0.5,0.5,sqrt_H,10.412374610200397,10.903123623167179,2.579159203207512,4.938730118393774e-50,9.513001566417444e-51,0.0,1.017420583531081,0.08446888211670772
F0.2_L0.5_W0.5_H,0.2,0.5,0.5,H,10.410279976517582,10.903059759899675,2.5802327373687866,4.938730118393774e-50,9.161990697326582e-51,0.0,1.0174146241560307,0.08540524238374983
F0.2_L0.5_W0.5_H2,0.2,0.5,0.5,H2,10.411071683605154,10.90431919067222,2.5689257278602495,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0175321474306267,0.08699225722319712
F0.2_L0.5_W0.75_sqrt_H,0.2,0.5,0.75,sqrt_H,10.266756397755769,10.729361089369503,2.197791751198576,4.938730118393774e-50,9.513001566417444e-51,0.0,1.0012060027703322,0.0878437205739487
F0.2_L0.5_W0.75_H,0.2,0.5,0.75,H,10.2895604651454,10.751769213199644,2.293797454595947,4.938730118393774e-50,9.161990697326582e-51,0.0,1.003297007808068,0.08857352512950303
F0.2_L0.5_W0.75_H2,0.2,0.5,0.75,H2,10.32468248699106,10.789094468432298,2.373902628807887,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0067799989463655,0.08975833485896165
F0.2_L0.5_W1_sqrt_H,0.2,0.5,1.0,sqrt_H,10.133714852294627,10.574715375128738,1.813534841685806,4.938730118393774e-50,9.513001566417444e-51,0.0,0.9867753003164867,0.08944270924492848
F0.2_L0.5_W1_H,0.2,0.5,1.0,H,10.179038946379558,10.616892393574137,2.01162581893129,4.938730118393774e-50,9.161990697326582e-51,0.0,0.9907110317822053,0.09003373776285822
F0.2_L0.5_W1_H2,0.2,0.5,1.0,H2,10.246701283760839,10.687133893133685,2.188097656258816,4.938730118393774e-50,8.498345883010039e-51,0.0,0.997265588984338,0.09096422683034534
F0.2_L0.75_W0.2_sqrt_H,0.2,0.75,0.2,sqrt_H,10.59680102777942,11.117962766372907,3.0138087041508985,4.938730118393774e-50,9.513001566417444e-51,0.0,1.0374682115320366,0.07528583345756759
F0.2_L0.75_W0.2_H,0.2,0.75,0.2,H,10.564938117320096,11.091197751876964,2.9117579540832157,4.938730118393774e-50,9.161990697326582e-51,0.0,1.0349706449990095,0.07661565532013932
F0.2_L0.75_W0.2_H2,0.2,0.75,0.2,H2,10.524007730347309,11.04794011032547,2.801593852422635,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0309340756239744,0.07903256426756075
F0.2_L0.75_W0.25_sqrt_H,0.2,0.75,0.25,sqrt_H,10.586111422002952,11.10695194779422,2.9928764230862295,4.938730118393774e-50,9.513001566417444e-51,0.0,1.0364407414371661,0.0762776542342128
F0.2_L0.75_W0.25_H,0.2,0.75,0.25,H,10.556071653205246,11.081729549449229,2.896129543826744,4.938730118393774e-50,9.161990697326582e-51,0.0,1.0340871235081086,0.07771593310219325
F0.2_L0.75_W0.25_H2,0.2,0.75,0.25,H2,10.517645043033538,11.040892294191053,2.790702944675712,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0302764115038627,0.0801814966379415
F0.2_L0.75_W0.35_sqrt_H,0.2,0.75,0.35,sqrt_H,10.55473349137545,11.07168364934892,2.923621700120082,4.938730118393774e-50,9.513001566417444e-51,0.0,1.0331496943918843,0.07918458151270842
