galaxy,sigma_v,rms_gr,rms_combined,delta_rms,improvement_pct
CamB,1.635,4.616823441597752,9.050230500890212,4.43340705929246,-96.0272168813582
D564-8,3.1275,10.049576841590154,6.274806566587063,-3.7747702750030907,37.56148477198772
D631-7,8.355,24.5852323730351,14.765027332426774,-9.820205040608327,39.94351117616059
DDO064,6.7875,14.591505838594633,7.062170953588236,-7.5293348850063975,51.60080781444266
DDO154,6.757499999999999,22.680803776816237,14.359539205144433,-8.321264571671804,36.68857882443125
DDO161,9.967499999999998,21.31489016029167,5.707103022521889,-15.607787137769783,73.22480679185544
DDO168,7.199999999999999,18.767038568918075,8.945451025856071,-9.821587543062003,52.33424286412718
DDO170,8.565,24.535484730575124,3.9916744687832084,-20.543810261791915,83.73101443637285
ESO079-G014,23.775,28.886704382352235,22.891746098580935,-5.9949582837713,20.75334799158952
ESO116-G012,16.275,34.256228959673145,10.787512610012959,-23.468716349660184,68.50933994307384
ESO444-G084,7.919999999999999,31.693305766747677,24.324871640603067,-7.36843412614461,23.249181326725164
ESO563-G021,46.875,62.93505741241875,49.005020001243146,-13.930037411175604,22.133986976274432
F561-1,7.1025,4.42316040510831,38.03390695457788,33.61074654946957,-759.8807972383842
F563-1,15.9375,57.23862337544333,33.89619853295308,-23.342424842490253,40.780898396841394
F563-V1,4.1925,1.9045179143635556,18.772768588193017,16.86825067382946,-885.6966136475764
F563-V2,15.435,51.070448240065694,29.32207647077359,-21.748371769292103,42.58504187599848
F565-V2,10.275,37.81055917316258,21.84216191965902,-15.96839725350356,42.23263977761459
F568-1,18.075,59.47223904806734,36.855847557777814,-22.616391490289523,38.02848497432599
F568-3,14.4525,33.872109024328516,8.932163418690184,-24.939945605638332,73.629739405141
F568-V1,16.8,55.10144891123267,32.82512977116853,-22.276319140064146,40.427828269907835
F571-8,17.099999999999998,47.869589054996254,48.984169161584155,1.1145801065879013,-2.3283678188826444
F571-V1,11.55,33.703220222549966,5.346837056058488,-28.356383166491476,84.13553060879015
F574-1,14.325,36.44732159054748,10.572531499730912,-25.874790090816568,70.99229507588049
F579-V1,16.65,38.60867712662157,17.402037368307095,-21.206639758314477,54.92713383772481
F583-1,11.2875,32.7530184892085,18.416130821838184,-14.336887667370316,43.772721809118295
F583-4,9.12,19.018287399996733,2.680691195546955,-16.337596204449778,85.90466565592327
IC2574,9.36,18.897457874966218,2.7219677321744618,-16.175490142791755,85.5961169476647
IC4202,36.6,35.22311818624543,78.18496729080869,42.96184910456326,-121.97060145952605
KK98-251,4.32,7.801556034620339,1.7023393708003969,-6.099216663819942,78.17948928077858
NGC0024,15.975,32.600734022504845,12.79987731310973,-19.800856709395113,60.737456695687406
NGC0055,12.8625,22.25378039182271,15.660736936572325,-6.593043455250383,29.626622259978074
NGC0100,12.802499999999998,26.631135883562084,9.015949332313628,-17.615186551248456,66.14508156267314
NGC0247,15.75,32.17495623382241,6.655023828635126,-25.51993240518728,79.31613712145676
NGC0289,25.5,55.649949442799354,58.439015460414275,2.789066017614921,-5.011803326940494
NGC0300,13.9725,36.12032545823501,10.318646734043785,-25.801678724191223,71.43257541802892
NGC0801,33.15,37.740963726026024,109.1090520815266,71.36808835550057,-189.09980379299486
NGC0891,32.85,69.84503892878418,154.41913357589002,84.57409464710584,-121.08819172302243
NGC1003,16.65,48.153251971836,17.11795908947294,-31.03529288236306,64.45108401093049
NGC1090,24.6,25.712295442140153,63.49824653409253,37.78595109195238,-146.95673973170275
NGC1705,10.725,38.06804446988434,25.58179882541829,-12.486245644466052,32.79980839137647
NGC2366,7.619999999999999,16.360956127974482,4.7406856160236215,-11.62027051195086,71.02439748054915
NGC2403,20.175,37.895599436401874,24.92259945809589,-12.972999978305985,34.233526243800064
NGC2683,25.575,33.117970053884335,68.7336757855002,35.61570573161586,-107.54193470695095
NGC2841,42.675,87.87483219228517,60.155093994734884,-27.719738197550285,31.544570277977606
NGC2903,27.525,61.46052574802574,112.78096225443647,51.320436506410736,-83.50146029796902
NGC2915,12.315,48.7574283509878,35.73035638092615,-13.027071970061648,26.71812770001789
NGC2955,40.35,44.136667183471666,130.19729634477227,86.0606291613006,-194.98669621690115
NGC2976,11.745,3.6845505539647445,20.55619986849218,16.871649314527435,-457.90250581235125
NGC2998,31.875,35.122227450196725,51.5849849141874,16.462757463990677,-46.87276024088975
NGC3109,9.5325,29.986977397240718,20.28691446942614,-9.700062927814578,32.34758475092971
NGC3198,22.275,37.60592238748666,36.57015076021107,-1.0357716272755866,2.7542779475081796
NGC3521,31.5,52.51577662137675,128.26794484328548,75.75216822190873,-144.24649713943964
NGC3726,24.15,35.31058676501566,82.49367798893942,47.18309122392377,-133.62307326671478
NGC3741,7.14,25.07618692122832,18.80402838566143,-6.272158535566891,25.01240940366885
NGC3769,17.925,38.65390422651838,45.137470231642055,6.483566005123677,-16.77337939042041
NGC3877,25.2,29.10908735068305,90.78245947146763,61.67337212078458,-211.86982394120784
