galaxy,sigma_v,rms_gr,rms_rough,rms_pair,rms_res,Xi
CamB,1.635,4.616823441597752,8.566452486088401,5.413088034641903,22.558419519144323,0.5557605383105382
D564-8,3.1275,10.049576841590154,7.374708836550064,8.526416641641415,9.165125697590021,0.23360974736748757
D631-7,8.355,24.5852323730351,19.938051554411345,20.011024687676777,24.348739913999275,0.13754771795590165
DDO064,6.7875,14.591505838594633,8.775605354215054,11.77697685748975,12.011452021194287,0.16047998288973028
DDO154,6.757499999999999,22.680803776816237,18.156882882450393,19.042841090939564,22.210489330326165,0.13874708210294867
DDO161,9.967499999999998,21.31489016029167,14.219868686903851,12.998887341438468,21.034802603051116,0.15211310888164487
DDO168,7.199999999999999,18.767038568918075,12.43178249036729,14.395167646654965,17.21503425321517,0.1867631018315559
DDO170,8.565,24.535484730575124,16.555793759363713,16.055900459395396,24.145085164411217,0.16057925529575667
ESO079-G014,23.775,28.886704382352235,13.38702417271209,11.88419651493108,27.808417572733354,0.11723372564396961
ESO116-G012,16.275,34.256228959673145,21.185428175541233,22.797668990850628,33.035776008978885,0.1302471912142117
ESO444-G084,7.919999999999999,31.693305766747677,26.66223316246006,28.75334967879721,30.395089172530202,0.12521230653673532
ESO563-G021,46.875,62.93505741241875,46.69210392616263,47.30413820193023,63.27429722344184,0.10226964190654489
F561-1,7.1025,4.42316040510831,16.337941635907285,16.13838498389917,6.66746868513628,0.27614591060868177
F563-1,15.9375,57.23862337544333,47.91876771042845,48.26201047992816,57.05995841660484,0.08685628537424059
F563-V1,4.1925,1.9045179143635556,8.36977953320716,8.080293888206901,2.6015978443077397,0.34330362059877884
F563-V2,15.435,51.070448240065694,39.53938185919843,41.687255806828055,50.29783759441001,0.10196518587902098
F565-V2,10.275,37.81055917316258,30.725484967437108,31.02605638672656,37.51012180054203,0.11140428148827544
F568-1,18.075,59.47223904806734,46.82660674536072,49.170002057984846,58.96979856378576,0.0839977966555927
F568-3,14.4525,33.872109024328516,21.327628390778873,21.929229742536975,33.26697804782618,0.1209048921224888
F568-V1,16.8,55.10144891123267,43.34320104798101,45.38518448952925,54.59038353476958,0.09714618650865871
F571-8,17.099999999999998,47.869589054996254,51.740698598275266,43.466514400453185,63.07473239577748,0.161748782944119
F571-V1,11.55,33.703220222549966,23.439567726915843,22.83095330762801,33.29138688590147,0.1371644983293111
F574-1,14.325,36.44732159054748,23.406507635660166,24.533259874999594,35.74548648542822,0.1291184383477823
F579-V1,16.65,38.60867712662157,21.64552311657318,26.091619572248522,36.89730199990659,0.14144216457189723
F583-1,11.2875,32.7530184892085,25.940488061211724,26.345817934569897,32.47649566810834,0.09539876511498825
F583-4,9.12,19.018287399996733,9.370755358969257,10.57706402319801,17.69016451155761,0.1868358932597553
IC2574,9.36,18.897457874966218,11.553329754996739,11.221465738882904,18.56970059954264,0.1404783276903419
IC4202,36.6,35.22311818624543,65.31392963253272,37.323849764057,47.74317593298487,0.13612618136059504
KK98-251,4.32,7.801556034620339,3.3517373109449013,5.396490448657681,5.42979651240089,0.22668086551796265
NGC0024,15.975,32.600734022504845,19.0087656003293,25.362746522415705,26.608640342482918,0.12720314050587692
NGC0055,12.8625,22.25378039182271,9.90295820233559,8.561903079876478,21.56379658013122,0.1627106978896713
NGC0100,12.802499999999998,26.631135883562084,17.339720735260368,16.885976126111288,25.927777282742223,0.14466283172414052
NGC0247,15.75,32.17495623382241,17.16480240879822,18.465720694786206,31.52198168659864,0.13097132452553228
NGC0289,25.5,55.649949442799354,56.45513621150231,47.278570831852115,65.8370713893032,0.1276909059365185
NGC0300,13.9725,36.12032545823501,24.359306734614275,25.1450227340789,35.339804427734954,0.1310293987309231
NGC0801,33.15,37.740963726026024,88.64749739670988,52.7558588720955,80.573006186077,0.15934303638583758
NGC0891,32.85,69.84503892878418,141.1260235702411,95.81853373152573,147.18993626369405,0.183485415287618
NGC1003,16.65,48.153251971836,37.49698707214923,36.06648596456155,48.16667071039939,0.11472806578169135
NGC1090,24.6,25.712295442140153,37.30703948415134,25.212281988948902,31.52004322157488,0.15689201972229283
NGC1705,10.725,38.06804446988434,30.122684198905887,32.908218672582755,36.595794578581874,0.12484264771061902
NGC2366,7.619999999999999,16.360956127974482,9.544582277746091,10.758019995520272,15.244652807877577,0.1825605642809588
NGC2403,20.175,37.895599436401874,32.15740184657697,27.807160090341444,40.41400316652345,0.12880797395033852
NGC2683,25.575,33.117970053884335,49.071774086844215,33.52015698200549,44.48855246139615,0.15593510104785377
NGC2841,42.675,87.87483219228517,65.72656175573832,71.91418972173797,86.59821871410314,0.13178300261155354
NGC2903,27.525,61.46052574802574,104.15468140044374,70.88279519977311,165.87507537875595,0.18022890435426947
NGC2915,12.315,48.7574283509878,42.64903515391742,42.74591566304103,50.825231820299244,0.09479059100212577
NGC2955,40.35,44.136667183471666,118.1704871909694,68.0842647420275,70.99811803507072,0.15547933688276444
NGC2976,11.745,3.6845505539647445,18.219327665965427,7.4407318322432054,26.130530482413867,0.1738210199661105
NGC2998,31.875,35.122227450196725,36.75584751289743,27.896065110712684,32.74807514265631,0.12676111326246084
NGC3109,9.5325,29.986977397240718,24.785639037679665,25.707740607172642,29.691979403215324,0.1049456854875115
NGC3198,22.275,37.60592238748666,34.14848289461661,27.781193279554614,41.51484092452197,0.1318123421731575
NGC3521,31.5,52.51577662137675,121.86470041668387,73.10393228279541,146.11984131667563,0.19062695226846857
NGC3726,24.15,35.31058676501566,58.82046858004811,46.78785207753234,39.20067553106841,0.17721686597873226
NGC3741,7.14,25.07618692122832,21.769374268018016,22.394286024388535,24.831651025487783,0.10229678737611436
NGC3769,17.925,38.65390422651838,40.20845188871887,32.722366027883965,47.082409932824824,0.1640154573157364
NGC3877,25.2,29.10908735068305,72.52901769990888,53.02535974526703,43.48046770592388,0.18690593265083094
NGC3893,27.375,33.81205976768977,59.20576353882932,36.573269489965725,58.507327090089085,0.16138242308968037
NGC3917,20.55,26.009308864899815,9.69298494442094,8.719261474992127,24.501974423382407,0.14803225078171975
NGC3949,23.55,32.027021331325585,80.63724129397133,53.06880735092696,66.81822581190441,0.20275468178911296
NGC3953,32.925,18.26639069797791,83.04157781355218,49.8568358202994,28.69639370110183,0.16389142046186717
NGC3972,16.95,21.173242996045843,11.390298503856842,7.4914211137634865,18.420642526651942,0.1756666098841535
NGC3992,37.2,51.50181558835592,30.798786537445817,30.272018927792118,50.757799164398364,0.13023340893243868
NGC4010,17.775,17.706376631874576,22.70081893112105,14.901772104693636,18.62105950735297,0.17477892367773046
NGC4013,26.7,39.2720830188511,49.05918221806713,38.87444616043734,41.25420822822025,0.1424705735113319
NGC4051,22.95,29.682131008832762,78.11399012595626,58.82792801937444,55.55186515727216,0.2007955944288313
NGC4068,3.9675,6.0332781675934655,5.558754871746257,3.8272522421325568,9.66806811821552,0.3313477571222513
NGC4085,19.05,33.53583468853068,70.84495660835576,50.54069631855552,67.30601812846402,0.2151463286822288
NGC4088,25.875,50.78967092195533,106.98434357934677,84.33568682872196,66.72662643398333,0.19417449794429603
NGC4100,25.725,29.35765118897049,32.475686273277276,20.768701494987365,29.45007134377781,0.15262700582306832
NGC4138,24.3,31.520891576041766,51.51420497631608,32.58289080354349,56.80229197649622,0.1575746576995236
NGC4157,27.675,40.01023827592091,77.51368824164268,56.88396311045278,53.023138497052294,0.163244638536744
NGC4183,16.5,33.263626959210285,15.889428872254486,16.542603913767078,32.25823078881895,0.14502521754844494
NGC4214,12.015,33.48453104145477,24.18295372886242,27.01032088174901,32.73084493724242,0.1407136347617517
NGC4217,27.675,64.40844387153237,115.0083491014709,84.15340068466574,110.07294981143367,0.181534972214323
NGC4389,11.4525,57.39781645079807,96.2446332605168,79.67427782183854,119.04108985852463,0.3603437839302608
NGC4559,18.3,23.931662308749097,26.171612385498822,19.3180335181242,26.729161224039395,0.16302553118026095
NGC5005,39.6,57.02955192190641,141.85171998324236,78.85477464587467,172.7460744063141,0.16582552086889663
NGC5033,29.625,61.16313286997931,74.61674956148738,54.240324294762594,142.50662143712478,0.13934458334837685
NGC5055,26.925,58.26922066188828,106.09137452361585,77.39378175474224,115.8586731353304,0.19127096485815945
NGC5371,31.95,35.62745617971017,103.36906769125153,71.64089212499496,56.95755332197441,0.17683330698047164
NGC5585,13.4625,24.178154775922287,19.07221957774957,15.9997011083754,26.312984994340827,0.1402279066383014
NGC5907,32.325,43.258327077427516,34.7707969857746,27.90203003171709,42.5465617165332,0.13566961588067628
NGC5985,43.725,80.13943130227766,27.659112732965745,59.0721377031125,78.29721645975417,0.10422064983852784
NGC6015,23.175,43.27900492409794,31.53843120459372,29.200171056577695,42.8972057685842,0.13152060280124198
NGC6195,37.725,43.84749983065521,120.4862195031112,74.48427505043648,69.69840215976146,0.16645189241926378
NGC6503,17.25,41.67287570412551,33.4668160383154,28.999447894290213,46.892699031822175,0.13904806214203366
NGC6674,36.3,77.68970787051921,47.56400558520753,57.408772793432014,77.79271118892318,0.11172753384068242
NGC6946,23.55,27.29685221130175,67.26609944184219,46.03045575815444,129.77394145599644,0.19333813574104786
NGC7331,35.775,70.71859232887839,137.7353630265365,94.33572625567125,107.22549065948566,0.16166519679557106
NGC7793,16.2,11.486837363798388,20.133294760471593,9.400424208252298,26.662404521142836,0.1566667445617151
NGC7814,32.1,53.457344257273526,72.44428485520814,45.16323098083161,203.3569305161203,0.1379608729814567
PGC51017,2.8575,4.522399935416963,9.202038591520662,6.9176878300215625,13.452628707654341,0.41566337401860043
UGC00128,19.575,65.11324314929104,50.49431929613378,50.757232887154316,65.01470066352205,0.094459070472691
UGC00191,8.64,23.831490758619328,13.455011965986468,15.75895145035547,20.61669818284836,0.18489779288501135
UGC00731,10.4625,36.16596928486053,29.074523127764184,29.289792619283947,35.92148409901861,0.1071376784468853
UGC01230,15.6,43.73505435771638,29.702457815288646,30.025581222367677,43.268739505300445,0.12484964348675882
UGC01281,8.032499999999999,18.461825570134042,13.079990327872551,14.79149634861425,17.568722879626232,0.13244699218673195
UGC02259,12.4875,39.096000450093676,27.65099491931907,30.309127205293027,37.731195144920235,0.13661089375790098
UGC02455,5.4075,35.37808204018852,56.875173861012996,45.88465775381448,101.07888182112706,0.49007600178969
UGC02487,49.875,109.51773009092928,64.55309270782645,90.1397766934862,108.71442979661758,0.1001977109677081
UGC02885,44.7,69.35716763455243,53.1661973053831,53.63615376027713,72.45355432070026,0.10808561237517074
UGC02916,31.425,39.97364888805376,90.90811964396688,55.733922947721936,87.25864498161225,0.16641868199116003
UGC02953,39.45,62.22481167957494,109.69881327858037,65.91706835395195,147.86674201613266,0.1641575240380543
UGC03205,32.55,33.64653417615317,50.593214545351614,29.214598264261614,47.82210682938855,0.14404696005329726
UGC03546,29.175,72.11935937530671,139.4795366718206,85.27112499925992,357.06787604476824,0.20569212253847385
UGC03580,18.45,39.24452840755697,57.46570406892448,41.13708526595486,84.37651968219289,0.17721892588032506
UGC04278,12.57,27.66685900630416,18.986109053786667,20.496420436344597,26.91328024020096,0.10886050226607642
UGC04305,5.010000000000001,4.955072428351265,13.939633350984698,11.422405177130644,10.762286172496408,0.34613628081567216
UGC04325,13.41,35.331222541708,22.309252960457624,27.385465429274056,32.68451090682638,0.14537601631011668
UGC04483,3.12,7.079526352533245,3.7128984666394307,6.191661782142865,5.242142428777471,0.28425213513842085
UGC04499,10.035,21.50254779202607,11.173698839608615,11.686204596078408,20.391232936170525,0.1827724948516416
UGC05005,11.3325,33.6105146121397,23.644958535990853,21.54555655308961,33.366877733060264,0.16523635259347844
UGC05253,32.775,44.104843857397995,102.18119063232034,55.996420394271595,181.45283864349412,0.1927613877025479
UGC05414,7.334999999999999,12.492346698655776,4.757745282714451,6.126168197693091,9.509213367007256,0.23185664179154342
UGC05716,10.815,34.860659179032254,26.529654803129826,26.661954764831087,34.4229773838817,0.12222721909951759
UGC05721,11.7825,36.993423389983725,28.38053188860125,31.548611426063765,35.43523695590829,0.1238054500070089
UGC05750,8.3475,20.787271481906608,11.716593059709385,10.49980777529828,20.22138346665949,0.16448168866357482
UGC05764,7.4925,27.9551391121523,22.697782482528876,25.081476449044303,26.82035802877067,0.13841308690580556
UGC05829,7.484999999999999,20.89128746050334,12.974954767340368,14.22590904318321,19.86169808694721,0.1753744620745868
UGC05918,5.714999999999999,18.378285164393436,13.288214123324964,15.050591144893508,17.342033113728707,0.18398825973809135
UGC05986,16.95,38.97404649965343,23.8613223495365,26.78171741884977,37.42546994917592,0.1311221430533105
UGC06399,11.625,28.750319030139067,16.937212899345173,18.828496196314322,27.402656622614924,0.1595304502454357
UGC06446,12.254999999999995,37.554663229842475,27.490017911227007,28.997108273591113,36.72446064989929,0.12318782726581881
UGC06614,29.025,50.98495587013215,65.50902056971765,52.30573817414831,58.50602612647831,0.15962747168576913
UGC06628,6.21,8.072900058646603,21.390735377359928,20.024015258270243,13.137786733541056,0.33000278643320025
UGC06667,11.595,45.27733630984675,38.50584894136787,39.41684816098157,45.00745677673309,0.09493585936103272
UGC06786,33.75,51.9524574240025,53.2315962269764,41.3095220366131,97.8339736678171,0.1377489032657423
UGC06787,37.425,64.96642478114666,93.88527102917865,60.69704355938547,235.14258049189488,0.1353002108741397
UGC06818,8.3175,20.175495852306163,15.789981167960395,13.908521962684683,20.54624165096895,0.21650276666483897
UGC06917,15.075,30.603998657699744,14.136818713759167,15.657897300452824,29.115929808795176,0.15530148325308565
UGC06923,11.355,15.1054378478316,13.60103153452715,8.456592454540983,19.12934386558854,0.20048036188302837
UGC06930,15.75,31.485550365605146,14.137643030309373,14.409525175671703,30.603267489267957,0.1492537098207954
UGC06973,26.1,88.38568001480633,154.33443546582893,111.54306915013272,216.74091205691025,0.20741333422058741
UGC06983,16.275,42.45443781782275,26.8517771636815,27.88223424079698,41.691873665842394,0.1290021449616571
UGC07089,10.364999999999998,14.928726535103594,7.701083367695688,5.315461651609885,13.916313901826822,0.20151935498696283
UGC07125,9.7125,14.698599189568334,5.882868189346499,3.429750602410433,14.354094937908982,0.18530668315027146
UGC07151,10.1925,15.566865119323268,4.4125657034477666,6.4366046771474545,12.401268731050015,0.20080036079548547
UGC07261,10.44,22.262552465739894,10.834327614533253,13.21978036730426,19.56539848879991,0.18386999567056042
UGC07323,9.375,10.345457337040719,8.229967008904195,3.1979794048492565,8.000514297288653,0.2348309326127741
UGC07399,14.01,50.95226232229807,40.556632052747645,44.07864526173232,49.399671230464094,0.10875155374754117
UGC07524,11.895,26.756759638805764,16.145890158302123,17.060761622499403,26.119080368470446,0.13277471140832398
UGC07559,3.915,6.78682547264883,3.222186576103239,4.36445937807522,5.660977726631744,0.28895520557737225
UGC07577,1.6049999999999998,1.7651840058788588,4.779408376453953,2.3387308931955197,11.897212105159152,0.5053005077127274
UGC07603,9.075,25.74568614409514,18.589143106618586,21.240450347244817,24.059772318037698,0.14806475811786804
