model,galaxies,points,pooled_RMSE_km_s,equal_galaxy_RMSE_km_s,mean_residual_km_s,median_galaxy_mean_residual_km_s,improvement_vs_constant_fraction
P0628_selected_OOF,131,968,11.646627836305054,11.710598387805955,-0.7737446844350042,-0.00701906432051184,0.07506688890497548
fold_refit_constant_OOF,131,968,12.607313183633927,12.661021913186593,-2.1785384741466967,-2.014589399070642,0.0
fixed_RAR_same_nuisance,131,968,10.348465773189675,10.716437036615254,1.742624817150273,2.6151775671523296,0.15358830352754005
weak_prior_NFW_inner_refit,131,968,17.80400126728755,14.498315711029704,1.6460632647549474,0.10879507541602133,-0.145114178811234
simple_MOND_inner_refit,131,968,10.385167718947923,10.707800903551433,1.4740175030500011,2.090715761300734,0.15427040747799814
