dimension,regime,galaxies,selected_equal_galaxy_RMSE_km_s,selected_mean_galaxy_residual_km_s,constant_equal_galaxy_RMSE_km_s,constant_mean_galaxy_residual_km_s,RAR_equal_galaxy_RMSE_km_s,RAR_mean_galaxy_residual_km_s,selected_improvement_vs_constant_fraction
mass_regime,dwarf_below_1e9,20,8.114550208268511,-3.741206973062758,9.794820243956925,-6.305241370733169,6.308781530325381,-0.42447344097226153,0.1715467965555656
mass_regime,giant_above_1e10,62,13.128707884080699,1.809084082140297,13.910463131127313,1.418575696416063,11.800189035029893,3.175683531138268,0.056199081200775325
mass_regime,intermediate_1e9_to_1e10,49,11.030264791602772,-1.4640292817315088,12.023499294086823,-4.630309454454922,10.704885300272066,2.6168391303160887,0.08260777317735835
gas_regime,gas_intermediate,40,14.066147137990892,-2.057377695241217,14.998669053252586,-4.507265845344996,12.812321573180625,1.3479284410158123,0.06217364433809336
gas_regime,gas_poor_below_0p2,41,12.202975323445814,3.1632212992372786,12.927379956950894,3.7391924676779387,10.623076567615664,2.445417629200284,0.05603646182887789
gas_regime,gas_rich_above_0p5,50,8.883035881757126,-1.6359065326496085,10.148189150508331,-4.761091097323086,8.776379243769965,3.2489753411754325,0.12466788409120588
bulge_regime,bulged_above_0p2,19,15.257960613043954,-1.3339704970368558,16.580237364508775,-1.1477117849880454,12.770665883925213,-0.263940105183048,0.07975017018123354
bulge_regime,bulgeless_below_0p05,104,10.813119076598435,-0.33807053091383654,11.775376742418171,-2.61606495970534,10.201865780340142,2.9767881733539108,0.08171778167856125
bulge_regime,modest_bulge,8,13.142215092118391,3.2633016856673276,13.017893736092693,3.60487277737119,11.83996381254937,1.507114933285873,-0.009550036169139409
hubble_regime,early_T_le_4,41,13.32016230370037,0.19223985844068092,14.283491429312026,0.4426301077771776,11.469050789094625,0.6847518137995136,0.06744353300305483
hubble_regime,late_T_ge_8,46,8.08741677839565,-1.3662899002885982,9.23031108691573,-4.345031640667507,7.908566097057326,2.872505660491033,0.12381969553985794
hubble_regime,middle_T_5_to_7,44,13.213205404069452,0.46748045554106715,14.07416439487421,-1.8935153739390358,12.407944303293226,3.5549532442783685,0.06117300939857695
surface_regime,high_surface_tertile,44,12.311863792517988,2.0495481302478775,13.105309595257488,2.5534240368432894,10.448218137863499,1.409804950501148,0.06054384270529789
surface_regime,low_surface_tertile,44,8.705476347204877,-2.0099996530127062,10.165679968268744,-5.243033593348496,8.90766592424212,3.298878526522549,0.14364052632207203
surface_regime,middle_surface_tertile,43,13.606540355920783,-0.8404300970173991,14.383069046689856,-3.4115227213704546,12.528838273375666,2.5452547559900722,0.053989081763310076
