system_label,source_id,x_arcsec,y_arcsec,radius_kpc,F160W_magnitude,photoz_low,photoz_high,photoz_odds,base_weight
MS2137,4149,-25.313439395934775,6.215360039990969,120.35742080055788,23.8304,0.045,0.519,0.59,0.0006051611818817663
MS2137,5526,6.828295356370755,-25.972599960000764,124.00469813659043,27.0994,0.269,3.475,0.627,2.980376033481921e-05
MS2137,4145,25.191326721109295,10.293080039988922,125.65712839016034,26.462,0.288,0.444,0.864,5.360817990455176e-05
MS2137,4664,-27.506187799065486,-1.7478399600094008,127.26683385037339,24.1096,0.086,0.807,0.607,0.0004679409607406609
MS2137,3993,-19.10120181438939,21.18920003999989,131.72821900948537,24.7442,0.258,3.279,0.957,0.00026082610885722426
MS2137,5168,-24.48810868113914,15.56492003998784,133.98274930660696,24.4222,0.142,3.295,0.61,0.00035087389860026644
MS2137,5367,-18.921495366196435,-22.023399960008305,134.0717512431281,23.5697,0.246,3.391,0.883,0.000769398016536316
MS2137,5174,-25.118894800689745,15.460880039999836,136.1974128750968,26.1503,0.208,3.477,0.767,7.143500219090674e-05
MS2137,3711,-7.898400761772284,28.526360040000043,136.67719442775916,18.5918,0.291,0.409,0.709,0.07538953461440588
MS2137,5297,-23.02012132907626,-20.08695996000398,141.0738395086702,22.8223,0.15,0.535,0.785,0.0015314790576585397
MS2137,4687,32.64502260901034,-3.081279960001382,151.40937896882377,27.092,0.173,2.699,0.842,3.0007586203890302e-05
MS2137,5712,-4.075434598284556,-32.59659996000579,151.68764632085436,28.5556,0.125,3.004,0.576,7.794550271140835e-06
MS2137,4748,-27.738652103443588,17.687120039988713,151.90673321998966,24.9324,0.246,3.866,0.574,0.00021931637672188966
MS2137,4706,-34.12400140097135,-3.56943996000183,158.42831052435642,25.1427,0.286,0.691,0.531,0.00018069704996452382
MS2137,5736,4.046307645322776,-34.18239996000523,158.94028757283476,24.911,0.282,0.857,0.564,0.00022368201295919893
MS2137,3482,-5.418781514885105,35.87432003999851,167.5298515725126,17.9983,0.269,0.339,0.995,0.13023000654539788
MS2137,3944,-28.757538203643293,23.195840039993243,170.6015508574524,26.1082,0.094,3.307,0.651,7.425933613372695e-05
MS2137,5836,1.7572761543167918,-37.5138399600047,173.41126066177196,26.335,0.174,3.715,0.787,6.026026849592792e-05
MS2137,4199,-36.55844673353749,9.408920039990676,174.31089207915593,21.5662,0.25,0.329,0.98,0.004870247839768685
MS2137,4163,31.776496399388137,20.63120003998904,174.9424041628136,27.6388,0.228,3.628,0.716,1.8134728682182525e-05
MS2137,3787,25.86036228646911,28.155920039993987,176.52707462851677,24.3808,0.182,0.379,0.775,0.00036451135557642934
MS2137,3491,6.620231560403311,37.832720039990875,177.34818504661644,21.8157,0.286,0.42,0.721,0.0038703573243072924
MS2137,3498,-1.1968340628726073,38.441120039989585,177.58906852213926,27.3,0.284,3.444,0.69,2.4775992585784384e-05
MS2137,3789,26.180206790528725,28.790600039992853,179.68674410772445,26.8701,0.06,2.95,0.718,3.6812139776739864e-05
MS2137,4221,37.30354132200455,12.433280039995509,181.56590881349348,22.9288,0.235,0.319,0.982,0.0013883886746335207
MS2137,4344,-38.31825097837419,14.045000039990896,188.44676930421576,26.363,0.295,3.333,0.661,5.872608675905843e-05
MS2137,5717,22.25963859283607,-34.61367996000604,190.02687216356045,19.6815,0.256,0.36,0.947,0.027633192496422317
MS2137,3697,-28.583767014308652,31.371080039990318,195.9692510443092,24.0179,0.17,4.327,0.634,0.0005091796783475822
MS2137,4858,42.45435678168849,-7.4415999600020655,199.02307078923502,25.7904,0.295,4.063,0.529,9.951099354737041e-05
MS2137,5972,11.928990852528864,-42.439719960002265,203.56088630025036,27.3794,0.116,3.248,0.681,2.3028786973560185e-05
MS2137,5992,7.187378515893101,-43.5146799600048,203.65278434855853,25.4177,0.3,0.646,0.669,0.00014026556401827245
MS2137,3940,37.228361376715796,24.39716003998882,205.52797035194928,25.4802,0.309,0.874,0.58,0.0001324192312798296
MS2137,3830,-36.10670758882757,27.346280039996884,209.14475814376402,25.2292,0.086,1.819,0.523,0.00016685954783935583
MS2137,3957,-39.65434368959933,22.273880039988114,210.01354380356676,24.7946,0.283,0.646,0.794,0.0002489952500593446
MS2137,5020,43.725491382335726,-12.541359960010823,210.04458784506758,20.3128,0.238,0.344,0.942,0.01544938024807546
MS2137,6042,6.033300408844091,-45.42699996000863,211.60250494716078,24.0485,0.032,0.436,0.918,0.000495029479513943
MS2137,3634,-31.467643335414092,33.52784003999858,212.3225173688157,24.872,0.121,3.297,0.754,0.00023186279265331654
MS2137,5806,29.41690127562206,-36.9230799600075,217.9879510188698,25.0319,0.284,3.646,0.632,0.00020011104614487635
MS2137,3264,7.525358532828928,47.42024003999319,221.70449252201902,17.3567,0.304,0.383,0.976,0.23515329167974286
MS2137,5811,29.448226252731992,-38.43795996000949,223.58935151756367,25.3609,0.146,0.638,0.871,0.00014779885254980634
MS2137,5809,30.27256775768667,-38.10855996000981,224.73151857032755,25.8021,0.213,0.536,0.683,9.844441042898139e-05
MS2137,5392,44.939251814269156,-21.992439960004617,231.0244318794187,25.3309,0.274,0.418,0.97,0.0001519396292655926
MS2137,5928,-30.51932086797448,-41.24343996000164,236.91354870174868,24.0383,0.304,0.469,0.883,0.0004997019709197609
MS2137,3195,-14.872000157188921,49.90280003999743,240.44285585521,25.1469,0.197,0.392,0.701,0.00017999940204476182
MS2137,4704,-48.8493785725973,18.34124003999733,240.93880029402965,28.366,0.245,4.229,0.504,9.281775554201174e-06
MS2137,6178,14.010947757408362,-50.34207996000788,241.2911373340171,27.5439,0.143,0.924,0.641,1.9791151457928292e-05
MS2137,4945,51.358234245264896,-11.215119960000663,242.73667002419177,22.0601,0.261,0.337,0.987,0.0030902318360732273
MS2137,5435,47.51746230520222,-23.19519996000423,244.15897104973666,25.7628,0.202,0.659,0.752,0.00010207304305681431
MS2137,6290,-17.49373587962468,-50.9231199600066,248.62713071913907,25.3059,0.184,3.329,0.778,0.00015547875787721643
MS2137,5052,50.34594287708833,19.15628003999359,248.73353651818596,19.5047,0.242,0.344,0.937,0.032520039346810865
MS2137,3620,-37.180989438059164,39.06752003999401,249.03423704742767,26.2447,0.251,0.83,0.739,6.548639183915191e-05
MS2137,6256,10.697424644020487,-53.62383996000233,252.4886452775892,28.2373,0.258,3.831,0.526,1.0449874203080386e-05
MS2137,6072,29.214443002024236,-46.64163996000639,254.12895990544453,27.5167,0.296,3.597,0.628,2.0293224615640724e-05
MS2137,5394,-50.15315709687155,-22.772199960010653,254.33803827154279,23.9589,0.045,3.908,0.633,0.0005376146099585829
MS2137,6134,-20.618979393301974,-51.11283996001106,254.49527731920733,18.6895,0.313,0.417,0.94,0.06890187849517787
MS2137,5161,-53.88577543152976,-15.026079960001937,258.3119527335908,26.3568,0.132,3.409,0.684,5.9062396171274935e-05
MS2137,3148,8.951469336582333,55.783400039999265,260.8768677195446,19.5389,0.275,0.346,0.988,0.03151164406970488
MS2137,3130,-24.64275514738174,51.35468003999222,263.01970452929703,20.4681,0.262,0.318,0.999,0.013390323284914275
MS2137,6221,-15.546641244918353,-54.964119960010294,263.75571397770176,18.5941,0.295,0.379,0.98,0.0752300000982076
MS2137,6057,34.10377733620333,-45.96807996000081,264.2959480992783,25.8287,0.204,1.089,0.503,9.606187569673979e-05
MS2137,4509,-57.994623228932994,-0.022719960006156725,267.7919844385708,21.2786,0.275,0.355,0.99,0.0063473297713706
MS2137,4675,-59.659793068900214,-2.026839960008431,275.6398691909963,26.5897,0.234,1.202,0.505,4.765967345251991e-05
MS2137,4394,60.180996504694235,5.180000039990773,278.9151004863151,24.3702,0.013,1.75,0.878,0.0003680874940950277
MS2137,5785,-42.23024602436178,-43.87215996000009,281.1829915317499,24.0508,0.064,2.594,0.851,0.0004939819297589015
MS2137,6086,-38.52829319383611,-47.46819996000937,282.29921436477605,26.4434,0.258,4.002,0.535,5.45344656852513e-05
MS2137,5906,46.41119600550844,-40.35531996000827,283.98944761588206,19.5047,0.238,0.332,0.957,0.032520039346810865
MS2137,3978,58.12475905455505,23.402120039999375,289.32974080530295,26.8372,0.188,3.926,0.832,3.794469465705984e-05
MS2137,4243,62.67281600578674,8.390480039996362,291.975574039429,25.4067,0.204,0.497,0.533,0.00014169387009856834
MS2137,5715,53.76498170303394,-34.14243996001147,294.0892139660081,21.074,0.313,0.408,0.961,0.007663568830604227
MS2137,3302,16.669943715812366,61.53728003999106,294.3915446078001,24.3121,0.054,0.52,0.838,0.0003883211654220733
MS2137,2702,-19.50743730810213,61.802240039992284,299.2522333467569,18.3319,0.303,0.372,0.998,0.09577916849110191
