system_label,source_id,x_arcsec,y_arcsec,radius_kpc,F160W_magnitude,photoz_low,photoz_high,photoz_odds,base_weight
A383,3204,-14.91789562297154,6.610039920001043,51.26987567750561,32.7147,0.154,0.318,0.591,9.218741967413477e-08
A383,3367,-14.660624442623927,-16.858000079999336,70.19946629488318,16.2597,0.185,0.237,0.888,0.35210456788062827
A383,3203,-25.366842445179334,5.988319920000151,81.89760662111148,22.7813,0.038,0.416,0.627,0.0008670250779375455
A383,2511,-8.335562169202586,25.956079920000796,85.66066432366026,24.2574,0.11,0.278,0.609,0.00022263408715953025
A383,2777,3.6800080417281116,29.20579992000132,92.4950047446575,16.6789,0.168,0.192,0.999,0.23932697924967955
A383,3861,-28.777841488594675,-9.786160079999817,95.510021176369,22.5774,0.173,0.251,0.754,0.0010461444593096324
A383,3578,29.775066983093545,-8.104600079998825,96.96202984466254,22.4001,0.136,0.19,0.856,0.0012317190525156748
A383,3065,-31.413074500771085,9.857599920000304,103.45083773549923,28.3825,0.123,0.238,0.571,4.983697334272374e-06
A383,2450,21.249545619602173,28.14667992000004,110.81543413049569,26.236,0.149,0.554,0.681,3.598749845520484e-05
A383,3552,-32.86148250077874,-13.319200079998694,111.41517842075476,20.1258,0.168,0.194,0.994,0.010005335574122599
A383,3554,-36.26673246754754,-9.69832007999969,117.96020998090384,18.6262,0.151,0.206,0.952,0.03981728642559133
A383,2821,37.308153988844886,13.153039920001142,124.30027481951352,17.2926,0.157,0.209,0.862,0.1359914671608594
A383,2547,-31.184548703707243,25.342999920000153,126.26427319691756,27.7266,0.115,0.192,0.702,9.118253441745951e-06
A383,2404,-33.65521439659875,23.73991992000022,129.4119971992146,23.1783,0.078,0.691,0.718,0.0006014944981869694
A383,2073,5.383172001068071,43.018279920000424,136.22465978076988,18.0145,0.145,0.188,0.968,0.06994419227435505
A383,4583,-11.069966753704174,-43.422760079999634,140.80536861109547,24.0291,0.16,0.192,0.99,0.00027473352550036386
A383,4698,-14.185606983915163,-42.874480080000055,141.9010067952328,25.1376,0.122,0.189,0.806,9.897184338900624e-05
A383,2989,36.3024248913358,31.001839920000407,150.0026564477363,28.8125,0.177,0.349,0.545,3.3539119679516924e-06
A383,2892,24.011976952797138,41.30827992000121,150.133216147646,24.4046,0.184,0.239,0.91,0.00019440689290658295
A383,2357,13.126100304737319,46.14919992000033,150.75975112428782,25.8593,0.171,0.423,0.684,5.0913348303516636e-05
A383,2933,-16.008423601151154,45.977479919999986,152.97519680209555,23.3203,0.014,0.278,0.567,0.0005277541526388917
A383,4180,33.95069322177546,-36.1939600799996,155.9301983781617,20.7601,0.052,0.307,0.592,0.005578425780055287
A383,2024,-8.889988749205,49.59043992000076,158.3052556036961,22.9284,0.025,0.483,0.559,0.0007571669679553869
A383,4460,-34.252759051514055,-38.329480079999456,161.52063224930168,18.8357,0.182,0.227,0.954,0.032830058699774345
A383,2522,46.20592806579342,23.91091992000014,163.4746202095129,19.5535,0.155,0.194,0.967,0.016949295806146868
A383,2381,-43.52961287047741,29.721679920001165,165.61926787446853,23.5275,0.123,0.201,0.686,0.00043606543081325526
A383,4107,-32.55282894780533,43.07227991999998,169.64501581859923,25.0618,0.141,0.219,0.727,0.00010612841036663714
A383,2649,50.66721155081152,20.991319920001317,172.32698547346692,22.5448,0.014,0.429,0.624,0.001078032016695251
A383,2417,48.77792123475575,27.900799920001162,176.56998544044757,24.7671,0.046,1.091,0.544,0.00013922321525501472
A383,5189,22.96384841494002,-51.6221200799988,177.53029582858662,17.8686,0.137,0.195,0.905,0.08000399227591043
A383,2929,57.30883235759847,13.649479920000829,185.11074265211005,23.3824,0.05,0.456,0.589,0.0004984156370899066
A383,4796,25.111128545959332,-54.54568007999914,188.68157701416158,24.1811,0.027,0.356,0.626,0.0002388425279845495
A383,1602,22.590158432327605,68.22655992000008,225.8246563284308,22.7385,0.123,3.073,0.629,0.0009018860287206793
A383,1290,2.9178960675279075,75.26635992000088,236.67680887652782,25.3882,0.044,0.204,0.788,7.857269676988355e-05
A383,4971,-53.53552147286591,-55.29700007999896,241.84062200043866,20.3626,0.154,0.187,0.983,0.008044733454759825
MS2137,4129,0.5774785923400362,-2.5369599600097104,12.014143975558994,19.8488,0.296,0.411,0.791,0.02368705466883633
MS2137,4088,9.06061215182776,9.146120039989114,59.44722749317283,19.3738,0.212,0.396,0.71,0.03668690392418223
MS2137,5171,-6.170251230721643,-12.156159960011337,62.94834904092602,20.835,0.127,0.703,0.857,0.00955060893150751
MS2137,4059,-5.8959103778466355,12.292160039996247,62.95084404026397,26.079,0.177,3.893,0.539,7.628357930229762e-05
MS2137,5236,-1.9024703912232732,-17.275359960004266,80.251764234084,26.8249,0.292,3.574,0.853,3.837700355679571e-05
MS2137,5165,-10.40011236108694,-14.839959960001181,83.67632939021284,20.9078,0.235,0.336,0.923,0.008931225656280373
MS2137,4276,16.39131628727226,8.0060000399925,84.23308980594483,27.2458,0.254,3.168,0.781,2.6044202437216414e-05
MS2137,5029,-13.00865861947641,-12.897399960002076,84.58632553159197,25.8788,0.171,3.116,0.531,9.172993006183167e-05
MS2137,5183,-11.484616045029382,-15.787119960006635,90.14593071570661,20.7329,0.282,0.366,0.971,0.010492308764322255
MS2137,5218,-8.450379833533871,-19.413759960002608,97.76775192215996,20.8519,0.222,0.326,0.926,0.009403100165030384
MS2137,4031,16.29833056540856,14.414720039988538,100.46920991618006,19.6753,0.288,0.378,0.956,0.0277914407850281
MS2137,5299,-15.638967493429792,-16.315599960005045,104.35784335964591,27.3284,0.127,2.987,0.646,2.413632040530093e-05
MS2137,4778,-22.753034681389224,-5.437479960012581,108.0212877725273,24.9058,0.2,0.815,0.556,0.00022475587997018004
MS2137,5273,-5.405262314162687,-22.98135996001207,109.0128306113354,23.9834,0.011,3.541,0.502,0.0005256190081527074
MS2137,4280,13.28849486251114,19.66028004000009,109.57379451916339,27.4417,0.307,4.49,0.542,2.174458194118201e-05
MS2137,4326,-23.394042635650678,7.122560039989878,112.91841978393559,26.4658,0.188,3.132,0.694,5.342088301689479e-05
MS2137,5407,-9.193276397852783,-22.72071996001017,113.17637398516959,28.1691,0.099,3.233,0.646,1.1127332418715406e-05
MS2137,5404,-10.036742625712064,-23.85651996000746,119.51020494289675,26.4738,0.117,3.137,0.547,5.302870999754774e-05
