r_Mpc,M_Msun,M_stat_err_Msun,M_syst_err_up_Msun,M_syst_err_down_Msun,M2hsub_Msun,M2hsub_stat_err_Msun,M2hsub_syst_err_up_Msun,M2hsub_syst_err_down_Msun,ρ_Msun_Mpc3,ρ_stat_err_Msun_Mpc3,ρ_syst_err_up_Msun_Mpc3,ρ_syst_err_down_Msun_Mpc3
0.19933192587771476,1.104829170619504e14,3.004335533279897e13,6.581836366938575e12,9.07338775664921e12,1.1023838258021017e14,3.004403833063632e13,6.595296993479253e12,9.083355037351062e12,1.9805823269978928e15,1.6602330914942202e15,3.5883352299719225e14,4.1265402699447225e14
0.2657786611592907,1.550216124215257e14,3.0359916460566176e13,5.241898604823868e12,8.999649187713615e12,1.5463766515868388e14,3.0359908356429383e13,5.265513847173458e12,9.017839860205982e12,2.7297913186807138e14,5.540154500636628e14,5.764164687145322e13,6.531646070132481e13
0.3544260575977868,1.7085507639994794e14,3.962534854697437e13,9.108111853847336e12,1.360482273463928e13,1.7010384985960825e14,3.961994642228935e13,9.123184104860852e12,1.3609351090864438e13,2.074073887340892e14,3.0071327329917856e14,1.2146912977861062e14,1.2873401040967234e14
0.47260188758970945,2.3445574861009303e14,6.0090596747338805e13,5.82074146301629e12,1.2263377539139645e13,2.3307802935846866e14,6.006818852292572e13,5.8578240083785e12,1.2281327583573459e13,2.388555234992764e14,1.6578309649281753e14,1.3922428157989e13,2.1018507468842156e13
0.6302110596875038,3.4732428866693194e14,8.054692984860828e13,8.256536897544297e12,1.81089418350818e13,3.44651724727376e14,8.045292499062816e13,8.468359684946838e12,1.8283974069911703e13,1.57870426829992e14,9.233334032336812e13,3.4426798741431875e12,7.201233512349219e12
0.840387671963424,4.748845094222189e14,1.0601452609863712e14,6.079974132148235e12,1.9951820596533277e13,4.6988402756206094e14,1.0559853727155439e14,6.527195277544233e12,2.0330882406975973e13,3.139797495194826e13,5.354439909294491e13,1.863735065688483e13,2.0026113838277086e13
1.1206438554454359,4.7988826981293444e14,1.464087049721005e14,2.874153174976592e13,4.4633662474209016e13,4.7069598349494706e14,1.4502611914929906e14,2.7911620152394195e13,4.367907364996203e13,-1.624318258713443e13,3.092235473146335e13,1.7983578918510484e13,1.7977199581535156e13
1.4943601665898512,6.013298643273361e14,2.1431925792082672e14,7.019235466014915e13,9.459101603754553e13,5.847745541750444e14,2.1284574421522856e14,6.834658760509277e13,9.251681568984303e13,4.875105393200339e13,1.7743496093715656e13,1.6068882816169633e13,1.8014424687327812e13
1.9926796317228102,1.5677872041019832e15,3.5116525058607025e14,1.706555026729375e14,2.3589621962027106e14,1.5391677892113485e15,3.4969863306350225e14,1.6775946948509556e14,2.3256355553630544e14,4.217468066967295e13,1.1964931083825031e13,1.1442088122804844e13,1.3446644520723281e13
2.657209083496293,2.674705846162428e15,6.884386160474436e14,3.6527408239725075e14,5.2269127351683294e14,2.6298966142882675e15,6.86731297222765e14,3.5714521787152244e14,5.1340402986698775e14,1.1621662988194113e13,3.0661676576998267e12,8.22062552413125e12,1.1621663021720178e13
