r_Mpc,M_Msun,M_stat_err_Msun,M_syst_err_up_Msun,M_syst_err_down_Msun,M2hsub_Msun,M2hsub_stat_err_Msun,M2hsub_syst_err_up_Msun,M2hsub_syst_err_down_Msun,ρ_Msun_Mpc3,ρ_stat_err_Msun_Mpc3,ρ_syst_err_up_Msun_Mpc3,ρ_syst_err_down_Msun_Mpc3
0.3688878725286596,3.407544046321279e14,4.929936253843285e13,6.100071459980837e12,9.75327989818153e12,3.393543109098699e14,4.930279810148789e13,6.14011853779543e12,9.781303160971025e12,3.275656301229793e14,4.751370709725138e14,5.2348353552687875e13,5.6098370736327625e13
0.49185560439883047,3.8985477131001794e14,5.3429086439097875e13,1.1560232571254236e13,1.5417146063961596e13,3.873420090807096e14,5.340547756689601e13,1.1642683933211146e13,1.5478062686368059e13,7.526713458765312e13,1.4653575511987962e14,5.621896550597495e13,5.728283934888706e13
0.6559083487517985,4.4614120523761606e14,7.349063432158142e13,8.1504639709249795e12,1.2253802290205684e13,4.4119027975267794e14,7.335007724347178e13,8.330476354278738e12,1.2391433840478e13,1.2011475720650934e14,7.340520430905262e13,2.381861138017261e13,2.513734785708553e13
0.8746070359694825,5.461743630859353e14,9.87405819767532e13,4.908948043224297e12,9.460907404494695e12,5.368273490977953e14,9.80994229812794e13,5.299153664460518e12,9.771176966084045e12,-2.0720883561969805e13,4.4091618673204555e13,1.5332175647393574e13,1.5074312658741367e13
1.1662818990409718,4.618871237377115e14,1.3352335359868723e14,2.973601259263359e13,3.324148570436584e13,4.4425785995330025e14,1.3091298095622555e14,3.005052959847273e13,3.394766401807131e13,7.018707592621926e12,2.403325716594426e13,2.272579442633175e13,2.2897846898470844e13
1.5552391772910648,6.698265650918494e14,1.8760962206125147e14,9.802311640706734e12,1.6672783711183332e13,6.373720149786231e14,1.799918164663019e14,9.15073142221139e12,1.4775848895593805e13,2.4367761518123977e13,1.3273960529168822e13,2.611972657830668e12,2.9632612540438633e12
2.0738871903098324,9.931855387932579e14,2.6055077019969872e14,1.5732095696525557e13,2.816937779194372e13,9.347794892152982e14,2.523388063115572e14,1.2998422944003797e13,2.4920651111299832e13,7.61779507635029e12,7.879480897813359e12,1.292461645944584e12,1.4315141081881367e12
2.7654944897441203,1.3331748366562262e15,3.949376817950444e14,6.955927394730194e13,8.959979769318008e13,1.230964290275987e15,3.869707944030056e14,6.256581014269654e13,8.164101717966933e13,8.359149295255086e12,5.0822337131706875e12,2.1776660484459688e12,2.3399392156105547e12
3.687695017948962,2.1780152044847442e15,6.74007272779658e14,2.2637175796530128e14,2.66904054946631e14,2.0071482336245485e15,6.652685355890688e14,2.05430418285611e14,2.4398103567995706e14,5.081248701627412e12,3.3176934288479517e12,2.0576534289997222e12,2.217947952645332e12
4.917487258293551,2.9845340259164425e15,1.2507950281049215e15,5.125049463172725e14,6.164700230292789e14,2.7224920723324295e15,1.2416716756281258e15,4.633783681556761e14,5.610618653998481e14,2.017734226126579e12,8.543703833076924e11,1.530834963175082e12,3.8252048941969585e12
