R_lo,R_hi,R_kpc_mid,vphi_kms,vphi_err_kms,N,sigma_phi,sigma_R,nu,ad_applied,v_GR_pred,v_NFW_pred,v_SatWell_pred,res_GR,sig_GR,abs_res_GR,res_NFW,sig_NFW,abs_res_NFW,res_SatWell,sig_SatWell,abs_res_SatWell
3.7083333333333335,4.416666666666667,4.0625,283.2350804271658,15.334424283185,5,23.32557314882606,16.080518248022223,0.2765407155985873,True,183.12154331955895,187.8519505071707,183.12154331955895,100.11353710760687,6.528679216042471,100.11353710760687,95.38312991999513,6.220196347676889,95.38312991999513,100.11353710760687,6.528679216042471,100.11353710760687
4.416666666666667,5.125,4.770833333333334,277.25169446348986,13.9568294762952,42,25.828747673172007,17.492827135723452,1.978051057425704,True,183.420291255783,188.68759263790696,183.420291255783,93.83140320770684,6.722974108630732,93.83140320770684,88.5641018255829,6.345574542986534,88.5641018255829,93.83140320770684,6.722974108630732,93.83140320770684
5.125,5.833333333333334,5.479166666666667,266.4443214643726,10.641025367718084,320,30.23715394735233,17.608310449458497,13.122540420799876,True,181.7036193260388,187.51154231281973,181.7036193260388,84.7407021383338,7.963584260912821,84.7407021383338,78.93277915155286,7.417779436088273,78.93277915155286,84.7407021383338,7.963584260912821,84.7407021383338
5.833333333333334,6.541666666666667,6.1875,261.1299961109899,8.468626533252772,1936,27.96170706217729,18.746731131003823,70.30279525439649,True,178.84178578638154,185.1885499359141,178.84178578638154,82.28821032460837,9.716830704659937,82.28821032460837,75.94144617507581,8.967386373325752,75.94144617507581,82.28821032460837,9.716830704659937,82.28821032460837
6.541666666666667,7.25,6.895833333333334,250.7593045499253,6.161660521221091,7584,24.91917555120865,20.26573456791161,247.1121048244344,True,175.3680580202549,182.2475299000993,222.01606076570343,75.39124652967041,12.235540447257504,75.39124652967041,68.51177464982601,11.1190440326707,68.51177464982601,28.743243784221875,4.664853522070649,28.743243784221875
7.25,7.958333333333334,7.604166666666667,237.87372257335392,2.233176359778069,29535,21.17695394361061,19.279808757933043,872.7056749944286,True,171.60545535085785,179.00834728581867,219.0561802229093,66.26826722249606,29.674444175596477,66.26826722249606,58.865375287535244,26.359483445985088,58.865375287535244,18.817542350444626,8.426357492121534,18.817542350444626
7.958333333333334,8.666666666666668,8.3125,225.5803942323604,0.022061054529888,51413,18.560539502520975,19.490376425475443,1389.7085830369335,True,167.74702342225746,175.6618664742699,216.04684110692506,57.833370810102934,2621.514340203054,57.833370810102934,49.91852775809048,2262.7444073655483,49.91852775809048,9.533553125435333,432.1440352055434,9.533553125435333
8.666666666666668,9.375,9.020833333333334,210.2563100202915,0.0448142154052424,12477,18.89561203448269,19.00753310337651,310.77492340050713,True,163.9072491972763,172.32109895663024,213.07924501828,46.34906082301521,1034.2490748503267,46.34906082301521,37.93521106366126,846.4995029060258,37.93521106366126,-2.8229349979885114,-62.99195405880703,2.8229349979885114
9.375,10.083333333333334,9.729166666666668,199.96710915289748,0.0891973487358053,3176,18.414098397810587,18.514054400801296,73.34783553940767,True,160.15275393303438,169.0517542379629,210.20485473929136,39.8143552198631,446.36254086194555,39.8143552198631,30.915354914934568,346.5949980924111,30.915354914934568,-10.237745586393885,-114.7763440449019,10.237745586393885
10.083333333333334,10.791666666666668,10.4375,194.54525516715972,0.1530437573122304,1091,15.181234742739482,17.719039499618113,23.486089636735105,True,156.521011881435,165.89075322717778,207.45120722065454,38.02424328572474,248.45340936154636,38.02424328572474,28.65450193998194,187.23077924389165,28.65450193998194,-12.905952053494815,-84.32851022577086,12.905952053494815
10.791666666666668,11.5,11.145833333333334,185.50501719929707,0.2952049970948568,298,15.881364160009632,17.216219675835617,6.007394760162221,True,153.031480183397,162.85728894156097,204.83117822866052,32.473537015900064,110.00334457572036,32.473537015900064,22.647728257736105,76.71864799246207,22.647728257736105,-19.326161029363448,-65.46691695450353,19.326161029363448
