z,D,f,sigma_8,f_sigma_8
3.731512589614803588e+00,2.083263436462076956e-01,9.873139111481483710e-01,2.163123943008152805e-01,2.135682360469583763e-01
3.742419852602447250e+00,2.078532591629456971e-01,9.873918007112244544e-01,2.158211744411955846e-01,2.131000580631033925e-01
3.753352259428051951e+00,2.073812119336733983e-01,9.874691532130823735e-01,2.153310315980016265e-01,2.126327514325781487e-01
3.764309868054157349e+00,2.069102000263258190e-01,9.875459720722481460e-01,2.148419637651039216e-01,2.121663159483202776e-01
3.775292736576908226e+00,2.064402215093117110e-01,9.876222606923253933e-01,2.143539689368650358e-01,2.117007513897991300e-01
3.786300923226382231e+00,2.059712744515467264e-01,9.876980224478881798e-01,2.138670451081737811e-01,2.112360575201165380e-01
3.797334486366890971e+00,2.055033569224866408e-01,9.877732607025262457e-01,2.133811902744797706e-01,2.107722340900090585e-01
3.808393484497284653e+00,2.050364669921569127e-01,9.878479787929775879e-01,2.128964024318241999e-01,2.103092808345738973e-01
3.819477976251273610e+00,2.045706027311862685e-01,9.879221800325980185e-01,2.124126795768747078e-01,2.098471974741517587e-01
3.830588020397725835e+00,2.041057622108382041e-01,9.879958677235713971e-01,2.119300197069578506e-01,2.093859837170494176e-01
3.841723675840993835e+00,2.036419435030349945e-01,9.880690451545961484e-01,2.114484208200844151e-01,2.089256392591480327e-01
3.852885001621210392e+00,2.031791446803964674e-01,9.881417155697850285e-01,2.109678809149894418e-01,2.084661637774597731e-01
3.864072056914614528e+00,2.027173638162658997e-01,9.882138822186067317e-01,2.104883979911590375e-01,2.080075569408184610e-01
3.875284901033863250e+00,2.022565989847393830e-01,9.882855483206666181e-01,2.100099700488610444e-01,2.075498184025454107e-01
3.886523593428335310e+00,2.017968482606964098e-01,9.883567170740096275e-01,2.095325950891768485e-01,2.070929478023365855e-01
3.897788193684462499e+00,2.013381097198297665e-01,9.884273916590773368e-01,2.090562711140321328e-01,2.066369447672156967e-01
3.909078761526029844e+00,2.008803814386743991e-01,9.884975752353184486e-01,2.085809961262271028e-01,2.061818089109428431e-01
3.920395356814507792e+00,2.004236614946318940e-01,9.885672709550904491e-01,2.081067681294618554e-01,2.057275398370259079e-01
3.931738039549358632e+00,1.999679479660023962e-01,9.886364819331929787e-01,2.076335851283694633e-01,2.052741371324873221e-01
3.943106869868353570e+00,1.995132389320130872e-01,9.887052112779853852e-01,2.071614451285455627e-01,2.048216003744714186e-01
3.954501908047902248e+00,1.990595324728439419e-01,9.887734620704369259e-01,2.066903461365751093e-01,2.043699291259983286e-01
3.965923214503360050e+00,1.986068266696569551e-01,9.888412373764694507e-01,2.062202861600626602e-01,2.039191229386459747e-01
3.977370849789360285e+00,1.981551196046195673e-01,9.889085402539812275e-01,2.057512632076569925e-01,2.034691813540967509e-01
3.988844874600121493e+00,1.977044093609332254e-01,9.889753737231529174e-01,2.052832752890802193e-01,2.030201038981309936e-01
4.000345349769783176e+00,1.972546940228607215e-01,9.890417407976019870e-01,2.048163204151566552e-01,2.025718900871659733e-01
4.011872336272722883e+00,1.968059716757521171e-01,9.891076444685852342e-01,2.043503965978396286e-01,2.021245394251103555e-01
4.023425895223869730e+00,1.963582404060694175e-01,9.891730877133863009e-01,2.038855018502369054e-01,2.016780514051921824e-01
4.035006087879048131e+00,1.959114983014118849e-01,9.892380734836683231e-01,2.034216341866370570e-01,2.012324255076883561e-01
4.046612975635282439e+00,1.954657434505424896e-01,9.893026047219248831e-01,2.029587916225371880e-01,2.007876612033904218e-01
4.058246620031140672e+00,1.950209739434126399e-01,9.893666843415711565e-01,2.024969721746682494e-01,2.003437579496589183e-01
4.069907082747043603e+00,1.945771878711866631e-01,9.894303152503454157e-01,2.020361738610205737e-01,1.999007151952831851e-01
4.081594425605604037e+00,1.941343833262650087e-01,9.894935003291499553e-01,2.015763947008681056e-01,1.994585323762922968e-01
4.093308710571954556e+00,1.936925584023108937e-01,9.895562424435652149e-01,2.011176327147959353e-01,1.990172089183984971e-01
4.105049999754061041e+00,1.932517111942728683e-01,9.896185444392323616e-01,2.006598859247236966e-01,1.985767442361674739e-01
4.116818355403077057e+00,1.928118397984085741e-01,9.896804091505592149e-01,2.002031523539304081e-01,1.981371377348696006e-01
4.128613839913648498e+00,1.923729423123052840e-01,9.897418393973849149e-01,1.997474300270755398e-01,1.976983888098981790e-01
4.140436515824259089e+00,1.919350168349052421e-01,9.898028379666536924e-01,1.992927169702256585e-01,1.972604968432144501e-01
4.152286445817565230e+00,1.914980614665300895e-01,9.898634076449577268e-01,1.988390112108794350e-01,1.968234612099550584e-01
4.164163692720708632e+00,1.910620743089005702e-01,9.899235511860532410e-01,1.983863107779883783e-01,1.963872812720462435e-01
4.176068319505676918e+00,1.906270534651623161e-01,9.899832713362621828e-01,1.979346137019835083e-01,1.959519563833689859e-01
4.188000389289610048e+00,1.901929970399038050e-01,9.900425708260655044e-01,1.974839180147938966e-01,1.955174858881705002e-01
4.199959965335160916e+00,1.897599031391802860e-01,9.901014523637359233e-01,1.970342217498717574e-01,1.950838691199064390e-01
4.211947111050803549e+00,1.893277698705357615e-01,9.901599186397450625e-01,1.965855229422150685e-01,1.946511054022154186e-01
4.223961889991196372e+00,1.888965953430223332e-01,9.902179723383719434e-01,1.961378196283876663e-01,1.942191940512913717e-01
4.236004365857501952e+00,1.884663776672225177e-01,9.902756161111140321e-01,1.956911098465425325e-01,1.937881343707525961e-01
4.248074602497724506e+00,1.880371149552697296e-01,9.903328526084199668e-01,1.952453916364429998e-01,1.933579256579667505e-01
4.260172663907061619e+00,1.876088053208693762e-01,9.903896844514897824e-01,1.948006630394846228e-01,1.929285671986161743e-01
4.272298614228226654e+00,1.871814468793175645e-01,9.904461142542650975e-01,1.943569220987146628e-01,1.925000582710908459e-01
4.284452517751804912e+00,1.867550377475218626e-01,9.905021446167256993e-01,1.939141668588535428e-01,1.920723981452600315e-01
4.296634438916577814e+00,1.863295760440192572e-01,9.905577781149763616e-01,1.934723953663137208e-01,1.916455860806379752e-01
4.308844442309881728e+00,1.859050598889994688e-01,9.906130173033704800e-01,1.930316056692235882e-01,1.912196213269039824e-01
4.321082592667942812e+00,1.854814874043239359e-01,9.906678647366371493e-01,1.925917958174474254e-01,1.907945031282650417e-01
4.333348954876208303e+00,1.850588567135415530e-01,9.907223229362590589e-01,1.921529638626016112e-01,1.903702307170437036e-01
4.345643593969716889e+00,1.846371659419101807e-01,9.907763944237818476e-01,1.917151078580770496e-01,1.899468033201920369e-01
4.357966575133415787e+00,1.842164132164121892e-01,9.908300817004446204e-01,1.912782258590552120e-01,1.895242201554437622e-01
4.370317963702525788e+00,1.837965966657760519e-01,9.908833872412702304e-01,1.908423159225306476e-01,1.891024804302857687e-01
4.382697825162882310e+00,1.833777144204949694e-01,9.909363135155850877e-01,1.904073761073302729e-01,1.886815833459733471e-01
4.395106225151274693e+00,1.829597646128417465e-01,9.909888629782458436e-01,1.899734044741288042e-01,1.882615280959233084e-01
4.407543229455808564e+00,1.825427453768882213e-01,9.910410380603811298e-01,1.895403990854690190e-01,1.878423138640421264e-01
4.420008904016237139e+00,1.821266548485242498e-01,9.910928411835633334e-01,1.891083580057812963e-01,1.874239398275082402e-01
4.432503314924332471e+00,1.817114911654716392e-01,9.911442747562739797e-01,1.886772793013982985e-01,1.870064051561713681e-01
4.445026528424211421e+00,1.812972524673024943e-01,9.911953411690379578e-01,1.882471610405738460e-01,1.865897090117144275e-01
4.457578610912707795e+00,1.808839368954561211e-01,9.912460427983482703e-01,1.878180012935005971e-01,1.861738505484775152e-01
4.470159628939715191e+00,1.804715425932567341e-01,9.912963820033414697e-01,1.873897981323283668e-01,1.857588289129136205e-01
4.482769649208536045e+00,1.800600677059272514e-01,9.913463611309616397e-01,1.869625496311783652e-01,1.853446432446354819e-01
4.495408738576245788e+00,1.796495103806073912e-01,9.913959825149785132e-01,1.865362538661622382e-01,1.849312926763073683e-01
4.508076964054033020e+00,1.792398687663704637e-01,9.914452484637839014e-01,1.861109089153991647e-01,1.845187763314485863e-01
4.520774392807573427e+00,1.788311410142376934e-01,9.914941612855497910e-01,1.856865128590311220e-01,1.841070933292035250e-01
4.533501092157366408e+00,1.784233252771947609e-01,9.915427232619040687e-01,1.852630637792396229e-01,1.836962427795110764e-01
4.546257129579106326e+00,1.780164197102057366e-01,9.915909366705770722e-01,1.848405597602606198e-01,1.832862237873905953e-01
4.559042572704035123e+00,1.776104224702291234e-01,9.916388037669353617e-01,1.844189988884007980e-01,1.828770354495895534e-01
4.571857489319296697e+00,1.772053317162328168e-01,9.916863267947316762e-01,1.839983792520533401e-01,1.824686768566527451e-01
4.584701947368308161e+00,1.768011456092097589e-01,9.917335079829093791e-01,1.835786989417140802e-01,1.820611470924045072e-01
4.597576014951100909e+00,1.763978623121919553e-01,9.917803495442926165e-01,1.831599560499961032e-01,1.816544452337824078e-01
4.610479760324702525e+00,1.759954799902632150e-01,9.918268536838699134e-01,1.827421486716429289e-01,1.812485703524255864e-01
4.623413251903490284e+00,1.755939968105764137e-01,9.918730225840366455e-01,1.823252749035464415e-01,1.808435215120459960e-01
4.636376558259542868e+00,1.751934109423644026e-01,9.919188584257963015e-01,1.819093328447582980e-01,1.804392977723708602e-01
4.649369748123024948e+00,1.747937205569544128e-01,9.919643633618037137e-01,1.814943205965047490e-01,1.800358981842949402e-01
4.662392890382532684e+00,1.743949238277855418e-01,9.920095395354523449e-01,1.810802362622049300e-01,1.796333217934408255e-01
4.675446054085471204e+00,1.739970189304180237e-01,9.920543890825725963e-01,1.806670779474804367e-01,1.792315676405212277e-01
4.688529308438413423e+00,1.736000040425464963e-01,9.920989141240666997e-01,1.802548437601689812e-01,1.788306347600669421e-01
4.701642722807473973e+00,1.732038773440132962e-01,9.921431167620694547e-01,1.798435318103384084e-01,1.784305221798075380e-01
4.714786366718670685e+00,1.728086370168250008e-01,9.921869990819978113e-01,1.794331402103037654e-01,1.780312289211206378e-01
4.727960309858290522e+00,1.724142812451614770e-01,9.922305631692094341e-01,1.790236670746366276e-01,1.776327540020837537e-01
4.741164622073275936e+00,1.720208082153880935e-01,9.922738110898184916e-01,1.786151105201778944e-01,1.772350964340860535e-01
4.754399373371568593e+00,1.716282161160689879e-01,9.923167448908408739e-01,1.782074686660515828e-01,1.768382552219328330e-01
4.767664633922508166e+00,1.712365031379801950e-01,9.923593666131951263e-01,1.778007396336782620e-01,1.764422293662345764e-01
4.780960474057180498e+00,1.708456674741213321e-01,9.924016782789396585e-01,1.773949215467874874e-01,1.760470178611927283e-01
4.794286964268809292e+00,1.704557073197275063e-01,9.924436819014293976e-01,1.769900125314298467e-01,1.756526196964723618e-01
4.807644175213120263e+00,1.700666208722796946e-01,9.924853794819646913e-01,1.765860107159879788e-01,1.752590338566636097e-01
4.821032177708713284e+00,1.696784063315172619e-01,9.925267730042101055e-01,1.761829142311894525e-01,1.748662593203599847e-01
4.834451042737447857e+00,1.692910618994497574e-01,9.925678644429588582e-01,1.757807212101190897e-01,1.744742950617710342e-01
4.847900841444806375e+00,1.689045857803675166e-01,9.926086557580101610e-01,1.753794297882298736e-01,1.740831400497011849e-01
4.861381645140285812e+00,1.685189761808522646e-01,9.926491489007792657e-01,1.749790381033540509e-01,1.736927932487714321e-01
4.874893525297767205e+00,1.681342313097884678e-01,9.926893457993385406e-01,1.745795442957149002e-01,1.733032536168598592e-01
4.888436553555888686e+00,1.677503493783746025e-01,9.927292483878685792e-01,1.741809465079383612e-01,1.729145201103131912e-01
4.902010801718443389e+00,1.673673286001311766e-01,9.927688585715687131e-01,1.737832428850614452e-01,1.725265916778681297e-01
4.915616341754738272e+00,1.669851671909149127e-01,9.928081782429015734e-01,1.733864315745469453e-01,1.721394672635634671e-01
4.929253245799999128e+00,1.666038633689276016e-01,9.928472092950233474e-01,1.729905107262926511e-01,1.717531458091204610e-01
4.942921586155725855e+00,1.662234153547235693e-01,9.928859536034366773e-01,1.725954784926389540e-01,1.713676262508052606e-01
4.956621435290102795e+00,1.658438213712204456e-01,9.929244130321172035e-01,1.722013330283803101e-01,1.709829075205526461e-01
4.970352865838369105e+00,1.654650796437116267e-01,9.929625894254116014e-01,1.718080724907778689e-01,1.705989885446316245e-01
4.984115950603195344e+00,1.650871883998736300e-01,9.930004846219849801e-01,1.714156950395673285e-01,1.702158682461047401e-01
4.997910762555094699e+00,1.647101458697774190e-01,9.930381004512056631e-01,1.710241988369705923e-01,1.698335455442545605e-01
5.011737374832780034e+00,1.643339502858944534e-01,9.930754387223900137e-01,1.706335820477021537e-01,1.694520193527947471e-01
5.025595860743577781e+00,1.639585998831105673e-01,9.931125012400349172e-01,1.702438428389833058e-01,1.690712885825381151e-01
5.039486293763797420e+00,1.635840928987289111e-01,9.931492897997853397e-01,1.698549793805455010e-01,1.686913521407459593e-01
5.053408747539133827e+00,1.632104275724838016e-01,9.931858061748799482e-01,1.694669898446443390e-01,1.683122089288832945e-01
5.067363295885053631e+00,1.628376021465477719e-01,9.932220521346587505e-01,1.690798724060672831e-01,1.679338578458204057e-01
5.081350012787178017e+00,1.624656148655395926e-01,9.932580294364182771e-01,1.686936252421417093e-01,1.675562977864953063e-01
5.095368972401692176e+00,1.620944639765340978e-01,9.932937398214181091e-01,1.683082465327452870e-01,1.671795276412957887e-01
5.109420249055719232e+00,1.617241477290680685e-01,9.933291850307636173e-01,1.679237344603119186e-01,1.668035462987839945e-01
5.123503917247733241e+00,1.613546643751504472e-01,9.933643667788829568e-01,1.675400872098424809e-01,1.664283526412839997e-01
5.137620051647941999e+00,1.609860121692702484e-01,9.933992867846482833e-01,1.671573029689130407e-01,1.660539455501635897e-01
5.151768727098679612e+00,1.606181893684031081e-01,9.934339467379781352e-01,1.667753799276815163e-01,1.656803239002824224e-01
5.165950018614821282e+00,1.602511942320205551e-01,9.934683483382401592e-01,1.663943162788974472e-01,1.653074865664669879e-01
5.180164001384157224e+00,1.598850250220963387e-01,9.935024932573569556e-01,1.660141102179085726e-01,1.649354324173938346e-01
5.194410750767814555e+00,1.595196800031145890e-01,9.935363831638582832e-01,1.656347599426690742e-01,1.645641603196533465e-01
5.208690342300634768e+00,1.591551574420782267e-01,9.935700197116211774e-01,1.652562636537487084e-01,1.641936691359239808e-01
5.223002851691592063e+00,1.587914556085143203e-01,9.936034045463232323e-01,1.648786195543379685e-01,1.638239577260881819e-01
5.237348354824192143e+00,1.584285727744815242e-01,9.936365393072053021e-01,1.645018258502560504e-01,1.634550249475649752e-01
5.251726927756855900e+00,1.580665072145772954e-01,9.936694256141486159e-01,1.641258807499582362e-01,1.630868696532272455e-01
5.266138646723354633e+00,1.577052572059459701e-01,9.937020650794705645e-01,1.637507824645443588e-01,1.627194906933968899e-01
5.280583588133178630e+00,1.573448210282842874e-01,9.937344593023033079e-01,1.633765292077645204e-01,1.623528869149648279e-01
5.295061828571976825e+00,1.569851969638486333e-01,9.937666098831418049e-01,1.630031191960265025e-01,1.619870571638129253e-01
5.309573444801931608e+00,1.566263832974595371e-01,9.937985183952023904e-01,1.626305506484005958e-01,1.616220002801764255e-01
5.324118513762192251e+00,1.562683783165108309e-01,9.938301864150996812e-01,1.622588217866290927e-01,1.612577151037000167e-01
