a,D,f
2.959715725594464497e-01,8.506115852634293262e+00,1.463454376537620893e+00
2.964831389524343330e-01,8.527631194327238262e+00,1.462188412712586150e+00
2.969955895525508982e-01,8.549182258784934874e+00,1.460921437349692154e+00
2.975089258880873611e-01,8.570769026930920020e+00,1.459653451151848857e+00
2.980231494899763800e-01,8.592391479303030266e+00,1.458384454803560271e+00
2.985382618917958863e-01,8.614049596052355540e+00,1.457114449025361580e+00
2.990542646297756346e-01,8.635743356942379378e+00,1.455843434528031555e+00
2.995711592427996450e-01,8.657472741347941536e+00,1.454571412036293143e+00
3.000889472724124207e-01,8.679237728254458162e+00,1.453298382295040936e+00
3.006076302628231112e-01,8.701038296256980331e+00,1.452024346043839342e+00
3.011272097609088982e-01,8.722874423559225932e+00,1.450749304043444932e+00
3.016476873162219352e-01,8.744746087972776749e+00,1.449473257064355369e+00
3.021690644809914006e-01,8.766653266916119236e+00,1.448196205877726683e+00
3.026913428101306591e-01,8.788595937413658632e+00,1.446918151258377305e+00
3.032145238612393712e-01,8.810574076094829010e+00,1.445639094005623848e+00
3.037386091946103761e-01,8.832587659193389840e+00,1.444359034927252372e+00
3.042636003732331895e-01,8.854636662546505832e+00,1.443077974840225597e+00
3.047894989627982221e-01,8.876721061593775275e+00,1.441795914559849567e+00
3.053163065317030522e-01,8.898840831376370275e+00,1.440512854927113784e+00
3.058440246510550908e-01,8.920995946536352861e+00,1.439228796788444065e+00
3.063726548946779649e-01,8.943186381315589628e+00,1.437943740989802599e+00
3.069021988391157918e-01,8.965412109554987907e+00,1.436657688395202692e+00
3.074326580636366213e-01,8.987673104693653769e+00,1.435370639882046717e+00
3.079640341502393186e-01,9.009969339768185037e+00,1.434082596340324978e+00
3.084963286836560625e-01,9.032300787411703169e+00,1.432793558656415556e+00
3.090295432513588958e-01,9.054667419852972188e+00,1.431503527735422443e+00
3.095636794435637773e-01,9.077069208915713006e+00,1.430212504495253611e+00
3.100987388532343014e-01,9.099506126017788077e+00,1.428920489866395860e+00
3.106347230760885814e-01,9.121978142170384274e+00,1.427627484779343536e+00
3.111716337106017471e-01,9.144485227977146025e+00,1.426333490184686914e+00
3.117094723580124405e-01,9.167027353633436348e+00,1.425038507035437219e+00
3.122482406223271445e-01,9.189604488925569470e+00,1.423742536303180373e+00
3.127879401103237367e-01,9.212216603229945733e+00,1.422445578960723767e+00
3.133285724315586496e-01,9.234863665512344610e+00,1.421147635997217495e+00
3.138701391983688693e-01,9.257545644327215939e+00,1.419848708423947947e+00
3.144126420258796517e-01,9.280262507816887663e+00,1.418548797238168513e+00
3.149560825320065760e-01,9.303014223710684760e+00,1.417247903467458325e+00
3.155004623374625394e-01,9.325800759324401668e+00,1.415946028145897539e+00
3.160457830657617539e-01,9.348622081559460284e+00,1.414643172319718367e+00
3.165920463432237431e-01,9.371478156902165679e+00,1.413339337036052523e+00
3.171392537989800586e-01,9.394368951422963576e+00,1.412034523365159444e+00
3.176874070649770565e-01,9.417294430775804415e+00,1.410728732383316419e+00
3.182365077759826133e-01,9.440254560197415046e+00,1.409421965186407721e+00
3.187865575695901232e-01,9.463249304506581083e+00,1.408114222862106635e+00
3.193375580862227170e-01,9.486278628103436361e+00,1.406805506528320260e+00
3.198895109691398675e-01,9.509342494968755943e+00,1.405495817305905781e+00
3.204424178644403876e-01,9.532440868663398348e+00,1.404185156329619266e+00
3.209962804210689247e-01,9.555573712327467106e+00,1.402873524739171041e+00
3.215511002908202909e-01,9.578740988679774304e+00,1.401560923698743855e+00
3.221068791283433486e-01,9.601942660017137143e+00,1.400247354370869113e+00
3.226636185911482824e-01,9.625178688213724243e+00,1.398932817935500728e+00
3.232213203396087642e-01,9.648449034720371742e+00,1.397617315584205766e+00
3.237799860369693361e-01,9.671753660564085919e+00,1.396300848521418558e+00
3.243396173493492407e-01,9.695092526347307782e+00,1.394983417960785399e+00
3.249002159457467509e-01,9.718465592247309104e+00,1.393665025131542112e+00
3.254617834980459423e-01,9.741872818015609781e+00,1.392345671264750173e+00
3.260243216810194689e-01,9.765314162977324131e+00,1.391025357617148961e+00
3.265878321723356681e-01,9.788789586030700818e+00,1.389704085452845295e+00
3.271523166525624471e-01,9.812299045646417639e+00,1.388381856041918327e+00
3.277177768051717788e-01,9.835842499867020194e+00,1.387058670671884153e+00
3.282842143165464743e-01,9.859419906306351677e+00,1.385734530640503337e+00
3.288516308759829587e-01,9.883031222149025297e+00,1.384409437261401754e+00
3.294200281756987092e-01,9.906676404149918014e+00,1.383083391856754218e+00
3.299894079108348088e-01,9.930355408633520398e+00,1.381756395761089218e+00
3.305597717794633295e-01,9.954068191493437467e+00,1.380428450318508249e+00
3.311311214825911620e-01,9.977814708191903748e+00,1.379099556898064183e+00
3.317034587241644572e-01,1.000159491375927523e+01,1.377769716862977667e+00
3.322767852110757869e-01,1.002540876279331350e+01,1.376438931594536896e+00
3.328511026531666417e-01,1.004925620945901699e+01,1.375107202503228931e+00
3.334264127632348140e-01,1.007313720748793884e+01,1.373774530989550158e+00
3.340027172570385616e-01,1.009705171017771619e+01,1.372440918477592087e+00
3.345800178533008262e-01,1.012099967039162962e+01,1.371106366406423360e+00
3.351583162737163391e-01,1.014498104055814665e+01,1.369770876219795319e+00
3.357376142429546184e-01,1.016899577267034971e+01,1.368434449377156303e+00
3.363179134886669641e-01,1.019304381828566264e+01,1.367097087353755125e+00
3.368992157414907318e-01,1.021712512852530530e+01,1.365758791634410496e+00
3.374815227350538294e-01,1.024123965407388503e+01,1.364419563721997353e+00
3.380648362059816558e-01,1.026538734517900942e+01,1.363079405122938459e+00
3.386491578939002101e-01,1.028956815165085459e+01,1.361738317366536943e+00
3.392344895414430850e-01,1.031378202286169099e+01,1.360396301986908529e+00
3.398208328942559642e-01,1.033802890774569150e+01,1.359053360542286537e+00
3.404081897010007851e-01,1.036230875479830260e+01,1.357709494585973564e+00
3.409965617133631777e-01,1.038662151207601703e+01,1.356364705703873463e+00
3.415859506860552952e-01,1.041096712719606288e+01,1.355018995486750866e+00
3.421763583768230310e-01,1.043534554733589736e+01,1.353672365534046129e+00
3.427677865464503482e-01,1.045975671923295813e+01,1.352324817464137352e+00
3.433602369587638314e-01,1.048420058918427777e+01,1.350976352908209277e+00
3.439537113806398483e-01,1.050867710304630442e+01,1.349626973516485862e+00
3.445482115820075464e-01,1.053318620623437774e+01,1.348276680933815364e+00
3.451437393358563477e-01,1.055772784372252104e+01,1.346925476841931424e+00
3.457402964182391125e-01,1.058230196004318735e+01,1.345573362920415628e+00
3.463378846082793006e-01,1.060690849928691648e+01,1.344220340865782459e+00
3.469365056881754672e-01,1.063154740510205087e+01,1.342866412392459186e+00
3.475361614432057600e-01,1.065621862069451353e+01,1.341511579225802109e+00
3.481368536617350795e-01,1.068092208882758243e+01,1.340155843104381850e+00
3.487385841352183546e-01,1.070565775182159740e+01,1.338799205781691759e+00
3.493413546582078144e-01,1.073042555155370259e+01,1.337441669026228297e+00
3.499451670283573179e-01,1.075522542945771498e+01,1.336083234616229465e+00
3.505500230464270173e-01,1.078005732652379223e+01,1.334723904347791645e+00
3.511559245162908516e-01,1.080492118329831364e+01,1.333363680024856945e+00
3.517628732449392670e-01,1.082981693988362260e+01,1.332002563473907220e+00
3.523708710424869883e-01,1.085474453593792177e+01,1.330640556531479612e+00
3.529799197221772933e-01,1.087970391067508835e+01,1.329277661046154746e+00
3.535900211003867311e-01,1.090469500286444493e+01,1.327913878886272325e+00
3.542011769966325052e-01,1.092971775083073460e+01,1.326549211928639727e+00
3.548133892335754158e-01,1.095477209245381012e+01,1.325183662062162870e+00
3.554266596370276865e-01,1.097985796516862678e+01,1.323817231199019062e+00
3.560409900359571833e-01,1.100497530596506124e+01,1.322449921255469452e+00
3.566563822624922442e-01,1.103012405138784757e+01,1.321081734171176247e+00
3.572728381519289509e-01,1.105530413753653640e+01,1.319712671896241751e+00
3.578903595427345707e-01,1.108051550006538122e+01,1.318342736402790871e+00
3.585089482765550506e-01,1.110575807418318028e+01,1.316971929658450779e+00
3.591286061982184030e-01,1.113103179465318604e+01,1.315600253655999197e+00
3.597493351557421448e-01,1.115633659579315484e+01,1.314227710407809946e+00
3.603711370003380710e-01,1.118167241147531854e+01,1.312854301937474322e+00
3.609940135864165289e-01,1.120703917512637915e+01,1.311480030284538634e+00
3.616179667715945789e-01,1.123243681972732944e+01,1.310104897490530718e+00
3.622429984166986028e-01,1.125786527781356483e+01,1.308728905632672079e+00
3.628691103857723532e-01,1.128332448147489941e+01,1.307352056785762384e+00
3.634963045460813946e-01,1.130881436235551618e+01,1.305974353047336445e+00
3.641245827681177660e-01,1.133433485165409671e+01,1.304595796533022156e+00
3.647539469256079192e-01,1.135988588012381406e+01,1.303216389365461580e+00
3.653843988955154387e-01,1.138546737807228659e+01,1.301836133678906160e+00
3.660159405580491465e-01,1.141107927536168098e+01,1.300455031636450043e+00
3.666485737966678760e-01,1.143672150140892008e+01,1.299073085402903782e+00
3.672823004980845796e-01,1.146239398518557273e+01,1.297690297168353268e+00
3.679171225522747668e-01,1.148809665521811674e+01,1.296306669128391542e+00
3.685530418524793350e-01,1.151382943958799210e+01,1.294922203503284130e+00
3.691900602952124522e-01,1.153959226593162768e+01,1.293536902516875919e+00
3.698281797802662196e-01,1.156538506144067924e+01,1.292150768419996210e+00
3.704674022107155573e-01,1.159120775286217864e+01,1.290763803469489490e+00
3.711077294929259751e-01,1.161706026649863688e+01,1.289376009945565560e+00
3.717491635365565705e-01,1.164294252820824127e+01,1.287987390134200272e+00
3.723917062545682999e-01,1.166885446340495136e+01,1.286597946340380494e+00
3.730353595632285302e-01,1.169479599705876893e+01,1.285207680888460269e+00
3.736801253821156465e-01,1.172076705369607552e+01,1.283816596119091047e+00
3.743260056341273234e-01,1.174676755739962708e+01,1.282424694378871299e+00
3.749730022454834666e-01,1.177279743180883465e+01,1.281031978034635976e+00
3.756211171457346509e-01,1.179885660012004678e+01,1.279638449472349837e+00
3.762703522677652290e-01,1.182494498508685332e+01,1.278244111091743518e+00
3.769207095478014358e-01,1.185106250902023106e+01,1.276848965300763084e+00
3.775721909254161068e-01,1.187720909378886525e+01,1.275453014530220086e+00
3.782247983435333971e-01,1.190338466081942670e+01,1.274056261223529551e+00
3.788785337484372184e-01,1.192958913109694841e+01,1.272658707846639148e+00
3.795333990897740151e-01,1.195582242516514349e+01,1.271260356872548014e+00
3.801893963205610349e-01,1.198208446312659170e+01,1.269861210791730866e+00
3.808465273971913256e-01,1.200837516464318888e+01,1.268461272108233118e+00
3.815047942794382863e-01,1.203469444893651819e+01,1.267060543356474112e+00
3.821641989304640497e-01,1.206104223478816095e+01,1.265659027059768515e+00
3.828247433168226466e-01,1.208741844054003423e+01,1.264256725781960577e+00
3.834864294084679992e-01,1.211382298409488634e+01,1.262853642088637152e+00
3.841492591787591393e-01,1.214025578291652074e+01,1.261449778561571700e+00
3.848132346044648155e-01,1.216671675403046216e+01,1.260045137811327765e+00
3.854783576657718758e-01,1.219320581402424253e+01,1.258639722447291387e+00
3.861446303462883756e-01,1.221972287904779364e+01,1.257233535106762501e+00
3.868120546330519605e-01,1.224626786481395158e+01,1.255826578432275076e+00
3.874806325165347509e-01,1.227284068659898253e+01,1.254418855096601781e+00
3.881503659906481163e-01,1.229944125924303044e+01,1.253010367776399736e+00
3.888212570527513345e-01,1.232606949715054334e+01,1.251601119169331922e+00
3.894933077036544233e-01,1.235272531429083642e+01,1.250191111982464687e+00
3.901665199476267443e-01,1.237940862419854859e+01,1.248780348952351460e+00
3.908408957924019989e-01,1.240611933997435123e+01,1.247368832818633422e+00
3.915164372491830025e-01,1.243285737428524484e+01,1.245956566341481775e+00
3.921931463326501222e-01,1.245962263936523584e+01,1.244543552296649258e+00
3.928710250609646626e-01,1.248641504701597960e+01,1.243129793482953938e+00
3.935500754557775815e-01,1.251323450860727249e+01,1.241715292700976914e+00
3.942302995422326539e-01,1.254008093507760080e+01,1.240300052778958717e+00
3.949116993489750205e-01,1.256695423693482105e+01,1.238884076555836433e+00
3.955942769081562949e-01,1.259385432425682261e+01,1.237467366891060072e+00
3.962780342554393376e-01,1.262078110669208897e+01,1.236049926655178322e+00
3.969629734300070822e-01,1.264773449346032308e+01,1.234631758735452056e+00
3.976490964745654777e-01,1.267471439335326089e+01,1.233212866047048495e+00
3.983364054353523143e-01,1.270172071473515452e+01,1.231793251496289487e+00
3.990249023621421087e-01,1.272875336554355385e+01,1.230372918031142904e+00
3.997145893082512114e-01,1.275581225328997981e+01,1.228951868600841824e+00
4.004054683305464657e-01,1.278289728506072542e+01,1.227530106178430280e+00
4.010975414894483171e-01,1.281000836751747585e+01,1.226107633746854830e+00
4.017908108489397501e-01,1.283714540689810590e+01,1.224684454314284743e+00
4.024852784765710623e-01,1.286430830901742972e+01,1.223260570892330756e+00
4.031809464434651380e-01,1.289149697926791482e+01,1.221835986518783779e+00
4.038778168243261080e-01,1.291871132262051169e+01,1.220410704245036282e+00
4.045758916974426245e-01,1.294595124362549932e+01,1.218984727140989710e+00
4.052751731446965766e-01,1.297321664641323657e+01,1.217558058288763734e+00
4.059756632515683639e-01,1.300050743469502557e+01,1.216130700792764419e+00
4.066773641071417256e-01,1.302782351176383280e+01,1.214702657759408222e+00
4.073802778041127892e-01,1.305516478049517382e+01,1.213273932328385207e+00
4.080844064387933456e-01,1.308253114334805645e+01,1.211844527644248659e+00
4.087897521111198973e-01,1.310992250236581036e+01,1.210414446880492934e+00
4.094963169246571555e-01,1.313733875917710137e+01,1.208983693216629351e+00
4.102041029866066446e-01,1.316477981499662775e+01,1.207552269846609905e+00
4.109131124078122532e-01,1.319224557062612213e+01,1.206120179992026920e+00
4.116233473027650636e-01,1.321973592645527162e+01,1.204687426873211509e+00
4.123348097896124553e-01,1.324725078246258470e+01,1.203254013744050388e+00
4.130475019901613254e-01,1.327479003821660086e+01,1.201819943871490937e+00
4.137614260298871915e-01,1.330235359287667407e+01,1.200385220530417740e+00
4.144765840379391886e-01,1.332994134519387508e+01,1.198949847020843951e+00
4.151929781471454528e-01,1.335755319351216386e+01,1.197513826650757895e+00
4.159106104940221704e-01,1.338518903576934171e+01,1.196077162754455303e+00
4.166294832187767416e-01,1.341284876949802829e+01,1.194639858677493116e+00
4.173495984653168844e-01,1.344053229182680020e+01,1.193201917779378674e+00
4.180709583812559638e-01,1.346823949948110766e+01,1.191763343440767065e+00
4.187935651179182095e-01,1.349597028878447524e+01,1.190324139054792063e+00
4.195174208303477648e-01,1.352372455565943277e+01,1.188884308029606984e+00
4.202425276773120721e-01,1.355150219562871605e+01,1.187443853798943572e+00
4.209688878213110330e-01,1.357930310381641981e+01,1.186002779805382712e+00
4.216965034285822811e-01,1.360712717494899948e+01,1.184561089506373399e+00
4.224253766691064560e-01,1.363497430335645078e+01,1.183118786378711818e+00
4.231555097166164736e-01,1.366284438297341097e+01,1.181675873916187669e+00
4.238869047486008013e-01,1.369073730734051075e+01,1.180232355635867370e+00
4.246195639463126725e-01,1.371865296960539027e+01,1.178788235055578726e+00
4.253534894947754719e-01,1.374659126252384134e+01,1.177343515720059353e+00
4.260886835827882302e-01,1.377455207846107577e+01,1.175898201185737735e+00
4.268251484029345066e-01,1.380253530939295459e+01,1.174452295029487114e+00
4.275628861515861079e-01,1.383054084690719421e+01,1.173005800843612834e+00
4.283018990289128025e-01,1.385856858220464360e+01,1.171558722232046268e+00
4.290421892388854297e-01,1.388661840610046205e+01,1.170111062821538317e+00
4.297837589892855581e-01,1.391469020902547626e+01,1.168662826251351650e+00
4.305266104917107040e-01,1.394278388102741140e+01,1.167214016177269276e+00
4.312707459615798267e-01,1.397089931177221445e+01,1.165764636273696864e+00
4.320161676181425991e-01,1.399903639054533855e+01,1.164314690226629700e+00
4.327628776844830161e-01,1.402719500625309657e+01,1.162864181744056369e+00
4.335108783875286642e-01,1.405537504742401822e+01,1.161413114550020387e+00
4.342601719580562181e-01,1.408357640221020191e+01,1.159961492380041426e+00
4.350107606306968799e-01,1.411179895838855636e+01,1.158509318986488124e+00
4.357626466439458723e-01,1.414004260336228747e+01,1.157056598139105441e+00
4.365158322401659352e-01,1.416830722416233890e+01,1.155603333631531671e+00
4.372703196655967073e-01,1.419659270744872970e+01,1.154149529257650242e+00
4.380261111703604437e-01,1.422489893951184214e+01,1.152695188837802753e+00
4.387832090084671788e-01,1.425322580627407731e+01,1.151240316209237502e+00
4.395416154378246065e-01,1.428157319329116781e+01,1.149784915218551085e+00
4.403013327202413563e-01,1.430994098575368234e+01,1.148328989738442329e+00
4.410623631214367069e-01,1.433832906848853206e+01,1.146872543647613485e+00
4.418247089110460268e-01,1.436673732596032593e+01,1.145415580844729497e+00
4.425883723626263810e-01,1.439516564227302631e+01,1.143958105249579527e+00
4.433533557536662451e-01,1.442361390117143571e+01,1.142500120792242280e+00
4.441196613655888359e-01,1.445208198604269789e+01,1.141041631421400249e+00
4.448872914837622705e-01,1.448056977991776151e+01,1.139582641096237081e+00
4.456562483975032851e-01,1.450907716547295756e+01,1.138123153798659581e+00
4.464265344000865610e-01,1.453760402503165849e+01,1.136663173519935732e+00
4.471981517887506641e-01,1.456615024056571350e+01,1.135202704274038465e+00
4.479711028647035409e-01,1.459471569369717869e+01,1.133741750088311129e+00
4.487453899331322882e-01,1.462330026569989272e+01,1.132280315003618920e+00
4.495210153032066502e-01,1.465190383750100978e+01,1.130818403078980072e+00
4.502979812880888999e-01,1.468052628968270668e+01,1.129356018388816940e+00
4.510762902049393341e-01,1.470916750248373717e+01,1.127893165019477006e+00
4.518559443749222693e-01,1.473782735580119407e+01,1.126429847079862157e+00
4.526369461232154223e-01,1.476650572919223059e+01,1.124966068695197885e+00
4.534192977790139634e-01,1.479520250187561814e+01,1.123501833997895494e+00
4.542030016755400079e-01,1.482391755273343037e+01,1.122037147141409230e+00
4.549880601500486121e-01,1.485265076031282483e+01,1.120572012294108077e+00
4.557744755438332129e-01,1.488140200282771985e+01,1.119106433637147680e+00
4.565622502022358420e-01,1.491017115816054606e+01,1.117640415375696250e+00
4.573513864746504565e-01,1.493895810386400314e+01,1.116173961715946961e+00
4.581418867145332641e-01,1.496776271716277407e+01,1.114707076897397897e+00
4.589337532794079411e-01,1.499658487495542403e+01,1.113239765160039418e+00
4.597269885308720161e-01,1.502542445381607372e+01,1.111772030768894748e+00
4.605215948346064181e-01,1.505428132999620416e+01,1.110303878000022726e+00
4.613175745603793065e-01,1.508315537942647744e+01,1.108835311140498936e+00
4.621149300820561190e-01,1.511204647771853260e+01,1.107366334501901584e+00
4.629136637776053442e-01,1.514095450016691302e+01,1.105896952403039757e+00
4.637137780291043510e-01,1.516987932175082143e+01,1.104427169187096602e+00
4.645152752227494908e-01,1.519882081713607391e+01,1.102956989204459948e+00
4.653181577488597620e-01,1.522777886067685316e+01,1.101486416819345449e+00
4.661224280018873012e-01,1.525675332641759141e+01,1.100015456413469206e+00
4.669280883804213245e-01,1.528574408809497953e+01,1.098544112389945537e+00
4.677351412871980085e-01,1.531475101913993342e+01,1.097072389165485218e+00
4.685435891291065413e-01,1.534377399267939346e+01,1.095600291161578976e+00
4.693534343171950618e-01,1.537281288153818259e+01,1.094127822820634366e+00
4.701646792666804853e-01,1.540186755824101006e+01,1.092654988598861676e+00
4.709773263969528334e-01,1.543093789501447510e+01,1.091181792971127607e+00
4.717913781315850597e-01,1.546002376378908671e+01,1.089708240425392383e+00
4.726068368983389889e-01,1.548912503620122827e+01,1.088234335464962621e+00
4.734237051291715903e-01,1.551824158359496053e+01,1.086760082598406063e+00
4.742419852602447472e-01,1.554737327702425276e+01,1.085285486365044072e+00
4.750616797319296980e-01,1.557651998725497755e+01,1.083810551311062742e+00
4.758827909888166396e-01,1.560568158476686662e+01,1.082335281991364750e+00
4.767053214797213334e-01,1.563485793975553229e+01,1.080859682986417436e+00
4.775292736576907116e-01,1.566404892213455113e+01,1.079383758877066946e+00
4.783546499800134244e-01,1.569325440153745355e+01,1.077907514268781508e+00
4.791814529082236152e-01,1.572247424732001164e+01,1.076430953788128475e+00
4.800096849081113559e-01,1.575170832856223946e+01,1.074954082060602500e+00
4.808393484497285320e-01,1.578095651407035049e+01,1.073476903731533039e+00
4.816704460073952809e-01,1.581021867237889467e+01,1.071999423459310208e+00
4.825029800597099849e-01,1.583949467175303383e+01,1.070521645923137921e+00
4.833369530895533783e-01,1.586878438019058102e+01,1.069043575810608271e+00
4.841723675840990948e-01,1.589808766542423157e+01,1.067565217824158141e+00
4.850092260348195516e-01,1.592740439492350646e+01,1.066086576676898767e+00
4.858475309374922779e-01,1.595673443589709350e+01,1.064607657102220939e+00
4.866872847922103507e-01,1.598607765529496127e+01,1.063128463839377646e+00
4.875284901033862250e-01,1.601543391981053333e+01,1.061649001649588309e+00
4.883711493797628922e-01,1.604480309588299747e+01,1.060169275305606007e+00
4.892152651344178205e-01,1.607418504969948359e+01,1.058689289596454586e+00
4.900608398847733915e-01,1.610357964719721124e+01,1.057209049311358839e+00
4.909078761526031176e-01,1.613298675406564442e+01,1.055728559266587263e+00
4.917563764640381363e-01,1.616240623574889312e+01,1.054247824286975055e+00
4.926063433495773691e-01,1.619183795744784149e+01,1.052766849209369582e+00
4.934577793440917959e-01,1.622128178412251032e+01,1.051285638888370455e+00
4.943106869868352238e-01,1.625073758049430950e+01,1.049804198189296267e+00
4.951650688214501717e-01,1.628020521104836860e+01,1.048322531992916806e+00
4.960209273959744758e-01,1.630968454003568269e+01,1.046840645185016516e+00
4.968782652628518370e-01,1.633917543147540030e+01,1.045358542669169166e+00
4.977370849789359286e-01,1.636867774915728901e+01,1.043876229370405806e+00
4.985973891055009988e-01,1.639819135664416194e+01,1.042393710217454084e+00
4.994591802082483656e-01,1.642771611727393832e+01,1.040910990149901849e+00
5.003224608573125787e-01,1.645725189416199896e+01,1.039428074124312262e+00
5.011872336272723549e-01,1.648679855020371576e+01,1.037944967106102512e+00
5.020535010971546308e-01,1.651635594807657625e+01,1.036461674078441142e+00
5.029212658504451650e-01,1.654592395024285878e+01,1.034978200036028806e+00
5.037905304750953661e-01,1.657550241895189558e+01,1.033494549990241929e+00
5.046612975635281773e-01,1.660509121624245665e+01,1.032010728954114276e+00
5.055335697126491779e-01,1.663469020394496667e+01,1.030526741954129522e+00
5.064073495238508027e-01,1.666429924368415882e+01,1.029042594042464343e+00
5.072826396030236662e-01,1.669391819688141609e+01,1.027558290268331564e+00
5.081594425605605592e-01,1.672354692475720128e+01,1.026073835702632886e+00
5.090377610113674400e-01,1.675318528833336273e+01,1.024589235416248689e+00
5.099175975748702072e-01,1.678283314843569585e+01,1.023104494508507045e+00
5.107989548750206943e-01,1.681249036569653299e+01,1.021619618079741221e+00
5.116818355403078833e-01,1.684215680055698527e+01,1.020134611245874012e+00
5.125662422037622346e-01,1.687183231326955735e+01,1.018649479133031166e+00
5.134521775029664559e-01,1.690151676390046376e+01,1.017164226877492750e+00
5.143396440800621638e-01,1.693121001233227929e+01,1.015678859629691955e+00
5.152286445817563232e-01,1.696091191826639388e+01,1.014193382553008949e+00
5.161191816593325710e-01,1.699062234122547466e+01,1.012707800814327541e+00
5.170112579686549914e-01,1.702034114055598835e+01,1.011222119602749547e+00
5.179048761701796622e-01,1.705006817543073794e+01,1.009736344108600248e+00
5.188000389289610936e-01,1.707980330485143483e+01,1.008250479541882960e+00
5.196967489146588903e-01,1.710954638765115376e+01,1.006764531114548777e+00
5.205950088015485200e-01,1.713929728249685169e+01,1.005278504057258049e+00
5.214948212685261986e-01,1.716905584789202521e+01,1.003792403603329886e+00
5.223961889991195484e-01,1.719882194217919036e+01,1.002306235008413982e+00
5.232991146814947037e-01,1.722859542354254003e+01,1.000820003529847124e+00
5.242036010084626385e-01,1.725837615001049841e+01,9.993337144387698379e-01
5.251096506774906025e-01,1.728816397945822203e+01,9.978473730179847623e-01
5.260172663907061175e-01,1.731795876961033898e+01,9.963609845576596458e-01
5.269264508549088566e-01,1.734776037804327586e+01,9.948745543542342196e-01
5.278372067815767510e-01,1.737756866218807517e+01,9.933880877256043851e-01
5.287495368868732060e-01,1.740738347933315922e+01,9.919015899978091966e-01
5.296634438916578702e-01,1.743720468662658618e+01,9.904150664936715032e-01
5.305789305214916318e-01,1.746703214107884961e+01,9.889285225589944384e-01
5.314959995066481646e-01,1.749686569956545767e+01,9.874419635433103748e-01
5.324146535821179249e-01,1.752670521882967591e+01,9.859553948119178512e-01
5.333348954876206971e-01,1.755655055548514909e+01,9.844688217354561344e-01
5.342567279676112557e-01,1.758640156601844851e+01,9.829822496909322860e-01
5.351801537712865819e-01,1.761625810679181470e+01,9.814956840726927201e-01
5.361051756525974099e-01,1.764612003404578999e+01,9.800091302781337443e-01
5.370317963702526676e-01,1.767598720390195766e+01,9.785225937176520450e-01
5.379600186877308010e-01,1.770585947236547142e+01,9.770360798075282682e-01
5.388898453732869909e-01,1.773573669532793318e+01,9.755495939777891756e-01
5.398212791999592586e-01,1.776561872856985147e+01,9.740631416590822544e-01
5.407543229455810119e-01,1.779550542776348721e+01,9.725767283004617125e-01
5.416889793927848196e-01,1.782539664847555727e+01,9.710903593544769619e-01
5.426252513290141799e-01,1.785529224616984223e+01,9.696040402827635907e-01
5.435631415465308480e-01,1.788519207620996809e+01,9.681177765582301697e-01
5.445026528424210532e-01,1.791509599386213480e+01,9.666315736575322726e-01
5.454437880186074894e-01,1.794500385429779854e+01,9.651454370732950316e-01
5.463865498818540889e-01,1.797491551259646059e+01,9.636593722999258205e-01
5.473309412437774579e-01,1.800483082374829635e+01,9.621733848392586275e-01
5.482769649208537599e-01,1.803474964265689096e+01,9.606874802037105310e-01
5.492246237344258208e-01,1.806467182414196415e+01,9.592016639129878897e-01
5.501739205107151198e-01,1.809459722294222317e+01,9.577159414968872131e-01
5.511248580808257858e-01,1.812452569371801303e+01,9.562303184875281525e-01
5.520774392807570319e-01,1.815445709105419070e+01,9.547448004347025563e-01
5.530316669514098171e-01,1.818439126946274698e+01,9.532593928841528452e-01
5.539875439385939515e-01,1.821432808338565223e+01,9.517741013981920739e-01
5.549450730930398645e-01,1.824426738719755292e+01,9.502889315378514334e-01
5.559042572704034901e-01,1.827420903520861728e+01,9.488038888832761586e-01
5.568650993312783681e-01,1.830415288166724608e+01,9.473189790061872229e-01
5.578276021412007513e-01,1.833409878076279398e+01,9.458342074983132619e-01
5.587917685706607074e-01,1.836404658662847922e+01,9.443495799486186781e-01
5.597576014951102241e-01,1.839399615334404103e+01,9.428651019644757048e-01
5.607251037949695371e-01,1.842394733493871684e+01,9.413807791513889578e-01
5.616942783556396757e-01,1.845389998539384635e+01,9.398966171194558239e-01
5.626651280675066813e-01,1.848385395864566760e+01,9.384126214921723053e-01
5.636376558259541536e-01,1.851380910858824080e+01,9.369287978964270236e-01
5.646118645313700224e-01,1.854376528907617683e+01,9.354451519652191571e-01
5.655877570891537642e-01,1.857372235392744386e+01,9.339616893378216433e-01
5.665653364097288369e-01,1.860368015692616694e+01,9.324784156593549644e-01
5.675446054085470093e-01,1.863363855182537421e+01,9.309953365769672029e-01
5.685255670061009070e-01,1.866359739234992077e+01,9.295124577549361833e-01
5.695082241279306734e-01,1.869355653219923852e+01,9.280297848478437084e-01
5.704925797046317415e-01,1.872351582505008238e+01,9.265473235271820540e-01
5.714786366718671573e-01,1.875347512455941157e+01,9.250650794622741202e-01
5.724663979703715766e-01,1.878343428436719620e+01,9.235830583349765588e-01
5.734558665459641436e-01,1.881339315809928792e+01,9.221012658293792352e-01
5.744470453495559292e-01,1.884335159937030113e+01,9.206197076373864308e-01
5.754399373371567039e-01,1.887330946178624558e+01,9.191383894480501526e-01
5.764345454698874827e-01,1.890326659894746086e+01,9.176573169626482951e-01
5.774308727139854103e-01,1.893322286445135205e+01,9.161764958813288784e-01
