z,mu_data,mu_err,mu_model,residuals
0.00122,28.9987,1.51645,29.38558549464642,-0.2908269161900193
0.00122,29.0559,1.51747,29.38558549464642,-0.23362691619001763
0.00256,30.7233,0.782372,30.75955014615072,0.059808432305681
0.00256,30.7449,0.799068,30.75955014615072,0.08140843230568395
0.00293,31.5611,0.530838,31.01215486521652,0.6450037132398819
0.00293,31.499,0.514259,31.01215486521652,0.582903713239881
0.00299,30.7757,0.881212,31.050174893389805,-0.1784163149334027
0.0035,30.7946,0.614535,31.34635960639511,-0.4557010279387107
0.00357,31.5011,0.591006,31.383702660633876,0.2134559178225267
0.00366,30.9999,0.566505,31.4306858376899,-0.3347272592334981
0.00369,31.7933,0.55272,31.44609834924142,0.44326022921497954
0.00369,31.4967,0.545492,31.44609834924142,0.14666022921498156
0.00435,31.3779,0.479276,31.757606442562846,-0.2836478641064438
0.00435,31.3933,0.476404,31.757606442562846,-0.2682478641064442
0.00458,31.6512,0.514401,31.855475921111633,-0.10821734265523231
0.0046,31.2476,0.558603,31.863760060863108,-0.5201014824067073
0.0046,31.2234,0.410577,31.863760060863108,-0.5443014824067042
0.0046,31.34,0.562589,31.863760060863108,-0.4277014824067059
0.0046,31.7635,0.574442,31.863760060863108,-0.004201482406705259
0.0046,31.6525,0.564724,31.863760060863108,-0.11520148240670591
0.0046,31.1331,0.446882,31.863760060863108,-0.6346014824067069
0.00462,31.6969,0.550993,31.872009400828627,-0.07905082237222627
0.00465,32.033,0.420403,31.88431880901926,0.24473976943714393
0.00465,31.9309,0.442017,31.88431880901926,0.14263976943714385
0.00478,30.4013,0.578445,31.936786143551963,-1.4394275650955621
0.00478,30.5107,0.578546,31.936786143551963,-1.3300275650955613
0.00478,30.5528,0.580251,31.936786143551963,-1.28792756509556
0.00478,30.4604,0.594683,31.936786143551963,-1.3803275650955613
0.00489,31.9117,0.469628,31.980113697066077,0.027644881390324394
0.00489,31.8985,0.483668,31.980113697066077,0.014444881390323183
0.00505,31.7403,0.491367,32.04148050360152,-0.2051219251451165
0.00515,31.539,0.407028,32.078886298673616,-0.44382772021721306
0.00515,31.4473,0.448264,32.078886298673616,-0.5355277202172161
0.0054,32.1822,0.339643,32.16941075617394,0.10884782228246481
0.00548,32.4001,0.482567,32.19752364209903,0.29863493635737515
0.0055,32.4608,0.318474,32.204489827010846,0.3523687514455546
0.0055,32.4338,0.32229,32.204489827010846,0.32536875144555355
0.00551,31.1857,0.452235,32.20796373647616,-0.9262051580197571
0.00551,30.9079,0.524992,32.20796373647616,-1.2040051580197564
0.00552,32.0203,0.538159,32.211431553162875,-0.09507297470647413
0.00552,32.0754,0.533991,32.211431553162875,-0.0399729747064711
0.00552,32.0843,0.537335,32.211431553162875,-0.031072974706474077
0.00567,32.8333,0.562902,32.26273219644827,0.6666263820081341
0.00592,32.3593,0.359446,32.34538558500113,0.10997299345526701
0.00594,31.2217,0.420706,32.35185130946393,-1.0340927310075316
0.00596,31.9404,0.344335,32.35829602186818,-0.32183744341177556
0.00596,31.9102,0.350249,32.35829602186818,-0.35203744341177623
0.00596,32.0666,0.343707,32.35829602186818,-0.1956374434117748
0.00603,32.4685,0.487055,32.38068903886123,0.18386953959517316
0.00611,32.4405,0.439634,32.40597540675288,0.13058317170352185
0.00635,32.0999,0.322811,32.47995841813974,-0.283999839683338
0.00635,32.0667,0.32593,32.47995841813974,-0.31719983968333876
0.00635,32.0023,0.36156,32.47995841813974,-0.3815998396833379
0.00635,32.0337,0.339166,32.47995841813974,-0.3501998396833329
0.0066,31.6799,0.375913,32.55420460563605,-0.7782460271796502
0.0066,31.6292,0.385756,32.55420460563605,-0.8289460271796493
0.00664,32.7685,0.292411,32.565831192531114,0.2987273859252909
0.00664,32.7943,0.289134,32.565831192531114,0.3245273859252876
0.00664,32.7423,0.294759,32.565831192531114,0.272527385925288
0.00668,32.4423,0.300309,32.57739032077296,-0.03903174231655837
0.00668,32.4642,0.300269,32.57739032077296,-0.017131742316563225
0.00701,31.7282,0.501431,32.67027958785236,-0.8460210093959603
0.00703,32.3327,0.348317,32.67577265767867,-0.24701407922226648
