candidate_id,q_R80,route_fraction_max,acceleration_gate_power,shape_gate,shape_midpoint,shape_width,fold,training_galaxies,test_galaxies,training_equal_galaxy_RMSE_km_s,test_equal_galaxy_RMSE_km_s
q1.25__f0.3__n4__hc0.7_w0.05__RAR,1.25,0.3,4.0,c0.7_w0.05,0.7,0.05,4,104,27,10.05770657323998,11.538991451345776
q1.25__f0.3__n4__hc0.7_w0.1__RAR,1.25,0.3,4.0,c0.7_w0.1,0.7,0.1,0,109,22,10.86418376952503,7.5124245899554225
q1.25__f0.3__n4__hc0.7_w0.1__RAR,1.25,0.3,4.0,c0.7_w0.1,0.7,0.1,1,97,34,10.705127432904906,9.37887290047182
q1.25__f0.3__n4__hc0.7_w0.1__RAR,1.25,0.3,4.0,c0.7_w0.1,0.7,0.1,2,108,23,10.811413929189992,8.03028594819115
q1.25__f0.3__n4__hc0.7_w0.1__RAR,1.25,0.3,4.0,c0.7_w0.1,0.7,0.1,3,106,25,9.339166408174664,13.945040285754363
q1.25__f0.3__n4__hc0.7_w0.1__RAR,1.25,0.3,4.0,c0.7_w0.1,0.7,0.1,4,104,27,10.084796384700407,11.433871909679674
q1.25__f0.3__n4__hc0.7_w0.2__RAR,1.25,0.3,4.0,c0.7_w0.2,0.7,0.2,0,109,22,10.847883853023504,7.649875661761177
q1.25__f0.3__n4__hc0.7_w0.2__RAR,1.25,0.3,4.0,c0.7_w0.2,0.7,0.2,1,97,34,10.67723333226417,9.480443625586597
q1.25__f0.3__n4__hc0.7_w0.2__RAR,1.25,0.3,4.0,c0.7_w0.2,0.7,0.2,2,108,23,10.816689233088246,8.016608004130786
q1.25__f0.3__n4__hc0.7_w0.2__RAR,1.25,0.3,4.0,c0.7_w0.2,0.7,0.2,3,106,25,9.367311798092633,13.875256537522148
q1.25__f0.3__n4__hc0.7_w0.2__RAR,1.25,0.3,4.0,c0.7_w0.2,0.7,0.2,4,104,27,10.112121164646547,11.35240452766415
q2__f0.1__n0__hnone__RAR,2.0,0.1,0.0,none,,,0,109,22,10.83311856125575,8.392338800408378
q2__f0.1__n0__hnone__RAR,2.0,0.1,0.0,none,,,1,97,34,10.744393570640408,9.615352716759249
q2__f0.1__n0__hnone__RAR,2.0,0.1,0.0,none,,,2,108,23,10.91623400193972,7.998950505044669
q2__f0.1__n0__hnone__RAR,2.0,0.1,0.0,none,,,3,106,25,9.492891677689025,13.84074335159944
q2__f0.1__n0__hnone__RAR,2.0,0.1,0.0,none,,,4,104,27,10.262763256114953,11.20121588021571
q2__f0.1__n0__hc0.5_w0.05__RAR,2.0,0.1,0.0,c0.5_w0.05,0.5,0.05,0,109,22,10.818829779505815,8.09410399074522
q2__f0.1__n0__hc0.5_w0.05__RAR,2.0,0.1,0.0,c0.5_w0.05,0.5,0.05,1,97,34,10.739119228503844,9.41302097545703
q2__f0.1__n0__hc0.5_w0.05__RAR,2.0,0.1,0.0,c0.5_w0.05,0.5,0.05,2,108,23,10.868463057013997,7.918371788931611
q2__f0.1__n0__hc0.5_w0.05__RAR,2.0,0.1,0.0,c0.5_w0.05,0.5,0.05,3,106,25,9.395701404390472,13.91668809700085
q2__f0.1__n0__hc0.5_w0.05__RAR,2.0,0.1,0.0,c0.5_w0.05,0.5,0.05,4,104,27,10.161133274547298,11.322860270522135
q2__f0.1__n0__hc0.5_w0.1__RAR,2.0,0.1,0.0,c0.5_w0.1,0.5,0.1,0,109,22,10.857031438968926,8.07919260012718
q2__f0.1__n0__hc0.5_w0.1__RAR,2.0,0.1,0.0,c0.5_w0.1,0.5,0.1,1,97,34,10.760284321567955,9.476569258781693
q2__f0.1__n0__hc0.5_w0.1__RAR,2.0,0.1,0.0,c0.5_w0.1,0.5,0.1,2,108,23,10.903067639465982,7.928209547675189
q2__f0.1__n0__hc0.5_w0.1__RAR,2.0,0.1,0.0,c0.5_w0.1,0.5,0.1,3,106,25,9.438786028102179,13.915158440607463
q2__f0.1__n0__hc0.5_w0.1__RAR,2.0,0.1,0.0,c0.5_w0.1,0.5,0.1,4,104,27,10.17911072128005,11.399344411466926
q2__f0.1__n0__hc0.5_w0.2__RAR,2.0,0.1,0.0,c0.5_w0.2,0.5,0.2,0,109,22,10.925332930961718,8.122634959516681
q2__f0.1__n0__hc0.5_w0.2__RAR,2.0,0.1,0.0,c0.5_w0.2,0.5,0.2,1,97,34,10.808056955630228,9.596395161179002
q2__f0.1__n0__hc0.5_w0.2__RAR,2.0,0.1,0.0,c0.5_w0.2,0.5,0.2,2,108,23,10.972320282764532,7.966611563083066
q2__f0.1__n0__hc0.5_w0.2__RAR,2.0,0.1,0.0,c0.5_w0.2,0.5,0.2,3,106,25,9.51802490676186,13.941618029283255
q2__f0.1__n0__hc0.5_w0.2__RAR,2.0,0.1,0.0,c0.5_w0.2,0.5,0.2,4,104,27,10.238286976100275,11.483502388484446
q2__f0.1__n0__hc0.6_w0.05__RAR,2.0,0.1,0.0,c0.6_w0.05,0.6,0.05,0,109,22,10.915602688092768,7.866862835651192
q2__f0.1__n0__hc0.6_w0.05__RAR,2.0,0.1,0.0,c0.6_w0.05,0.6,0.05,1,97,34,10.793101510144073,9.470210914283957
q2__f0.1__n0__hc0.6_w0.05__RAR,2.0,0.1,0.0,c0.6_w0.05,0.6,0.05,2,108,23,10.925673836620495,7.958915300199689
q2__f0.1__n0__hc0.6_w0.05__RAR,2.0,0.1,0.0,c0.6_w0.05,0.6,0.05,3,106,25,9.432175760144107,14.026443209354085
q2__f0.1__n0__hc0.6_w0.05__RAR,2.0,0.1,0.0,c0.6_w0.05,0.6,0.05,4,104,27,10.184008713767154,11.486961755319248
q2__f0.1__n0__hc0.6_w0.1__RAR,2.0,0.1,0.0,c0.6_w0.1,0.6,0.1,0,109,22,10.946471848429907,7.983525314501694
q2__f0.1__n0__hc0.6_w0.1__RAR,2.0,0.1,0.0,c0.6_w0.1,0.6,0.1,1,97,34,10.822643622128329,9.551079452080913
q2__f0.1__n0__hc0.6_w0.1__RAR,2.0,0.1,0.0,c0.6_w0.1,0.6,0.1,2,108,23,10.972219277930247,7.970277210500494
q2__f0.1__n0__hc0.6_w0.1__RAR,2.0,0.1,0.0,c0.6_w0.1,0.6,0.1,3,106,25,9.497977017394463,14.001046448334307
q2__f0.1__n0__hc0.6_w0.1__RAR,2.0,0.1,0.0,c0.6_w0.1,0.6,0.1,4,104,27,10.22139902339628,11.54307696399759
q2__f0.1__n0__hc0.6_w0.2__RAR,2.0,0.1,0.0,c0.6_w0.2,0.6,0.2,0,109,22,10.984874262908441,8.093324209514757
q2__f0.1__n0__hc0.6_w0.2__RAR,2.0,0.1,0.0,c0.6_w0.2,0.6,0.2,1,97,34,10.853121461047799,9.653011326225565
q2__f0.1__n0__hc0.6_w0.2__RAR,2.0,0.1,0.0,c0.6_w0.2,0.6,0.2,2,108,23,11.023530451854725,7.994092921826717
q2__f0.1__n0__hc0.6_w0.2__RAR,2.0,0.1,0.0,c0.6_w0.2,0.6,0.2,3,106,25,9.565834700736607,13.991775635354402
q2__f0.1__n0__hc0.6_w0.2__RAR,2.0,0.1,0.0,c0.6_w0.2,0.6,0.2,4,104,27,10.27190656355776,11.57990028457203
q2__f0.1__n0__hc0.7_w0.05__RAR,2.0,0.1,0.0,c0.7_w0.05,0.7,0.05,0,109,22,11.081442278435988,7.879936259516042
q2__f0.1__n0__hc0.7_w0.05__RAR,2.0,0.1,0.0,c0.7_w0.05,0.7,0.05,1,97,34,10.926360200045751,9.656904849566065
q2__f0.1__n0__hc0.7_w0.05__RAR,2.0,0.1,0.0,c0.7_w0.05,0.7,0.05,2,108,23,11.081638788573512,8.044395007347287
q2__f0.1__n0__hc0.7_w0.05__RAR,2.0,0.1,0.0,c0.7_w0.05,0.7,0.05,3,106,25,9.60246722557898,14.10970491684452
q2__f0.1__n0__hc0.7_w0.05__RAR,2.0,0.1,0.0,c0.7_w0.05,0.7,0.05,4,104,27,10.285458975066309,11.783301061819907
q2__f0.1__n0__hc0.7_w0.1__RAR,2.0,0.1,0.0,c0.7_w0.1,0.7,0.1,0,109,22,11.069112160420982,7.989166058047573
q2__f0.1__n0__hc0.7_w0.1__RAR,2.0,0.1,0.0,c0.7_w0.1,0.7,0.1,1,97,34,10.918882971760922,9.693700370672905
q2__f0.1__n0__hc0.7_w0.1__RAR,2.0,0.1,0.0,c0.7_w0.1,0.7,0.1,2,108,23,11.085660878797889,8.04097631947009
q2__f0.1__n0__hc0.7_w0.1__RAR,2.0,0.1,0.0,c0.7_w0.1,0.7,0.1,3,106,25,9.615423505261687,14.084126524819297
q2__f0.1__n0__hc0.7_w0.1__RAR,2.0,0.1,0.0,c0.7_w0.1,0.7,0.1,4,104,27,10.305561675973587,11.72866397191774
q2__f0.1__n0__hc0.7_w0.2__RAR,2.0,0.1,0.0,c0.7_w0.2,0.7,0.2,0,109,22,11.054939079603653,8.088917188840972
q2__f0.1__n0__hc0.7_w0.2__RAR,2.0,0.1,0.0,c0.7_w0.2,0.7,0.2,1,97,34,10.908098660412357,9.729947564727544
q2__f0.1__n0__hc0.7_w0.2__RAR,2.0,0.1,0.0,c0.7_w0.2,0.7,0.2,2,108,23,11.08744430577657,8.032413149109283
q2__f0.1__n0__hc0.7_w0.2__RAR,2.0,0.1,0.0,c0.7_w0.2,0.7,0.2,3,106,25,9.629235955001011,14.04563146038227
q2__f0.1__n0__hc0.7_w0.2__RAR,2.0,0.1,0.0,c0.7_w0.2,0.7,0.2,4,104,27,10.319074466608052,11.684562021400996
q2__f0.1__n1__hnone__RAR,2.0,0.1,1.0,none,,,0,109,22,10.942600836714004,8.028882550515329
q2__f0.1__n1__hnone__RAR,2.0,0.1,1.0,none,,,1,97,34,10.748036412397337,9.798609029398559
q2__f0.1__n1__hnone__RAR,2.0,0.1,1.0,none,,,2,108,23,10.957882072059855,8.080522875008107
q2__f0.1__n1__hnone__RAR,2.0,0.1,1.0,none,,,3,106,25,9.548160569632147,13.865294352592645
q2__f0.1__n1__hnone__RAR,2.0,0.1,1.0,none,,,4,104,27,10.280002697903443,11.351850177579637
q2__f0.1__n1__hc0.5_w0.05__RAR,2.0,0.1,1.0,c0.5_w0.05,0.5,0.05,0,109,22,10.947866340800779,7.885696127787314
q2__f0.1__n1__hc0.5_w0.05__RAR,2.0,0.1,1.0,c0.5_w0.05,0.5,0.05,1,97,34,10.788365490843143,9.614045648814047
q2__f0.1__n1__hc0.5_w0.05__RAR,2.0,0.1,1.0,c0.5_w0.05,0.5,0.05,2,108,23,10.944769249565777,8.06288067399212
q2__f0.1__n1__hc0.5_w0.05__RAR,2.0,0.1,1.0,c0.5_w0.05,0.5,0.05,3,106,25,9.496986137788841,13.959801100646596
q2__f0.1__n1__hc0.5_w0.05__RAR,2.0,0.1,1.0,c0.5_w0.05,0.5,0.05,4,104,27,10.227132268317192,11.473854066050624
q2__f0.1__n1__hc0.5_w0.1__RAR,2.0,0.1,1.0,c0.5_w0.1,0.5,0.1,0,109,22,10.976978225778538,7.906968789930415
q2__f0.1__n1__hc0.5_w0.1__RAR,2.0,0.1,1.0,c0.5_w0.1,0.5,0.1,1,97,34,10.808559478461175,9.666914541344115
q2__f0.1__n1__hc0.5_w0.1__RAR,2.0,0.1,1.0,c0.5_w0.1,0.5,0.1,2,108,23,10.977278040524265,8.062868709745572
q2__f0.1__n1__hc0.5_w0.1__RAR,2.0,0.1,1.0,c0.5_w0.1,0.5,0.1,3,106,25,9.536796215228527,13.95499033041385
q2__f0.1__n1__hc0.5_w0.1__RAR,2.0,0.1,1.0,c0.5_w0.1,0.5,0.1,4,104,27,10.245302835290744,11.535463894417688
q2__f0.1__n1__hc0.5_w0.2__RAR,2.0,0.1,1.0,c0.5_w0.2,0.5,0.2,0,109,22,11.030085735291378,7.971593619587384
q2__f0.1__n1__hc0.5_w0.2__RAR,2.0,0.1,1.0,c0.5_w0.2,0.5,0.2,1,97,34,10.849997824927014,9.762149352651358
q2__f0.1__n1__hc0.5_w0.2__RAR,2.0,0.1,1.0,c0.5_w0.2,0.5,0.2,2,108,23,11.037476209313152,8.081292958977215
q2__f0.1__n1__hc0.5_w0.2__RAR,2.0,0.1,1.0,c0.5_w0.2,0.5,0.2,3,106,25,9.603093150085206,13.97713385198945
q2__f0.1__n1__hc0.5_w0.2__RAR,2.0,0.1,1.0,c0.5_w0.2,0.5,0.2,4,104,27,10.295760105303673,11.60297637732925
q2__f0.1__n1__hc0.6_w0.05__RAR,2.0,0.1,1.0,c0.6_w0.05,0.6,0.05,0,109,22,11.025271450949704,7.811602596689077
q2__f0.1__n1__hc0.6_w0.05__RAR,2.0,0.1,1.0,c0.6_w0.05,0.6,0.05,1,97,34,10.850945912414312,9.657459608135783
q2__f0.1__n1__hc0.6_w0.05__RAR,2.0,0.1,1.0,c0.6_w0.05,0.6,0.05,2,108,23,11.008265612849176,8.087803619508554
q2__f0.1__n1__hc0.6_w0.05__RAR,2.0,0.1,1.0,c0.6_w0.05,0.6,0.05,3,106,25,9.54445055847802,14.051195905749033
q2__f0.1__n1__hc0.6_w0.05__RAR,2.0,0.1,1.0,c0.6_w0.05,0.6,0.05,4,104,27,10.262852434267339,11.608134050361054
q2__f0.1__n1__hc0.6_w0.1__RAR,2.0,0.1,1.0,c0.6_w0.1,0.6,0.1,0,109,22,11.047753368071726,7.9014697414247115
q2__f0.1__n1__hc0.6_w0.1__RAR,2.0,0.1,1.0,c0.6_w0.1,0.6,0.1,1,97,34,10.872223384313278,9.718665576923064
q2__f0.1__n1__hc0.6_w0.1__RAR,2.0,0.1,1.0,c0.6_w0.1,0.6,0.1,2,108,23,11.044049921048092,8.087617731211967
q2__f0.1__n1__hc0.6_w0.1__RAR,2.0,0.1,1.0,c0.6_w0.1,0.6,0.1,3,106,25,9.593527596773503,14.03068104212504
q2__f0.1__n1__hc0.6_w0.1__RAR,2.0,0.1,1.0,c0.6_w0.1,0.6,0.1,4,104,27,10.28948059987339,11.653098971985814
q2__f0.1__n1__hc0.6_w0.2__RAR,2.0,0.1,1.0,c0.6_w0.2,0.6,0.2,0,109,22,11.07726041758573,7.988642730450509
q2__f0.1__n1__hc0.6_w0.2__RAR,2.0,0.1,1.0,c0.6_w0.2,0.6,0.2,1,97,34,10.894813206083569,9.799942353999857
q2__f0.1__n1__hc0.6_w0.2__RAR,2.0,0.1,1.0,c0.6_w0.2,0.6,0.2,2,108,23,11.084946168708893,8.09808026406537
q2__f0.1__n1__hc0.6_w0.2__RAR,2.0,0.1,1.0,c0.6_w0.2,0.6,0.2,3,106,25,9.645996964707344,14.023022371805926
q2__f0.1__n1__hc0.6_w0.2__RAR,2.0,0.1,1.0,c0.6_w0.2,0.6,0.2,4,104,27,10.328159027732852,11.682775916572583
q2__f0.1__n1__hc0.7_w0.05__RAR,2.0,0.1,1.0,c0.7_w0.05,0.7,0.05,0,109,22,11.144685890872884,7.891932745127415
q2__f0.1__n1__hc0.7_w0.05__RAR,2.0,0.1,1.0,c0.7_w0.05,0.7,0.05,1,97,34,10.95914222890672,9.789677010380078
q2__f0.1__n1__hc0.7_w0.05__RAR,2.0,0.1,1.0,c0.7_w0.05,0.7,0.05,2,108,23,11.13621572287204,8.115479999768121
q2__f0.1__n1__hc0.7_w0.05__RAR,2.0,0.1,1.0,c0.7_w0.05,0.7,0.05,3,106,25,9.676899178117129,14.117172224624246
q2__f0.1__n1__hc0.7_w0.05__RAR,2.0,0.1,1.0,c0.7_w0.05,0.7,0.05,4,104,27,10.343089846134497,11.836207851609752
q2__f0.1__n1__hc0.7_w0.1__RAR,2.0,0.1,1.0,c0.7_w0.1,0.7,0.1,0,109,22,11.13997213347521,7.964433810096482
q2__f0.1__n1__hc0.7_w0.1__RAR,2.0,0.1,1.0,c0.7_w0.1,0.7,0.1,1,97,34,10.956234388303418,9.81970898481711
q2__f0.1__n1__hc0.7_w0.1__RAR,2.0,0.1,1.0,c0.7_w0.1,0.7,0.1,2,108,23,11.140925256640767,8.122202458352561
q2__f0.1__n1__hc0.7_w0.1__RAR,2.0,0.1,1.0,c0.7_w0.1,0.7,0.1,3,106,25,9.689006432074976,14.101562491989423
q2__f0.1__n1__hc0.7_w0.1__RAR,2.0,0.1,1.0,c0.7_w0.1,0.7,0.1,4,104,27,10.36018701402511,11.800213211179686
q2__f0.1__n1__hc0.7_w0.2__RAR,2.0,0.1,1.0,c0.7_w0.2,0.7,0.2,0,109,22,11.1313658386788,8.022060508856798
q2__f0.1__n1__hc0.7_w0.2__RAR,2.0,0.1,1.0,c0.7_w0.2,0.7,0.2,1,97,34,10.945512158217273,9.852830836543781
q2__f0.1__n1__hc0.7_w0.2__RAR,2.0,0.1,1.0,c0.7_w0.2,0.7,0.2,2,108,23,11.141061844409764,8.11964960656444
q2__f0.1__n1__hc0.7_w0.2__RAR,2.0,0.1,1.0,c0.7_w0.2,0.7,0.2,3,106,25,9.699157225887834,14.071055828938537
q2__f0.1__n1__hc0.7_w0.2__RAR,2.0,0.1,1.0,c0.7_w0.2,0.7,0.2,4,104,27,10.36945542295828,11.76783012533343
q2__f0.1__n4__hnone__RAR,2.0,0.1,4.0,none,,,0,109,22,10.898762544528827,7.9829279352331435
q2__f0.1__n4__hnone__RAR,2.0,0.1,4.0,none,,,1,97,34,10.707011324605526,9.745674597774475
q2__f0.1__n4__hnone__RAR,2.0,0.1,4.0,none,,,2,108,23,10.901915215084493,8.111605191214641
q2__f0.1__n4__hnone__RAR,2.0,0.1,4.0,none,,,3,106,25,9.493014781190698,13.85194546485871
q2__f0.1__n4__hnone__RAR,2.0,0.1,4.0,none,,,4,104,27,10.25704352768019,11.234577593229453
q2__f0.1__n4__hc0.5_w0.05__RAR,2.0,0.1,4.0,c0.5_w0.05,0.5,0.05,0,109,22,10.89650760989686,7.8195629001597275
q2__f0.1__n4__hc0.5_w0.05__RAR,2.0,0.1,4.0,c0.5_w0.05,0.5,0.05,1,97,34,10.743023212799557,9.536582794003921
q2__f0.1__n4__hc0.5_w0.05__RAR,2.0,0.1,4.0,c0.5_w0.05,0.5,0.05,2,108,23,10.879528872686487,8.086131664722489
q2__f0.1__n4__hc0.5_w0.05__RAR,2.0,0.1,4.0,c0.5_w0.05,0.5,0.05,3,106,25,9.433158748813979,13.9353361165959
q2__f0.1__n4__hc0.5_w0.05__RAR,2.0,0.1,4.0,c0.5_w0.05,0.5,0.05,4,104,27,10.188647194959627,11.371028530937693
q2__f0.1__n4__hc0.5_w0.1__RAR,2.0,0.1,4.0,c0.5_w0.1,0.5,0.1,0,109,22,10.929014180485941,7.849172376236327
q2__f0.1__n4__hc0.5_w0.1__RAR,2.0,0.1,4.0,c0.5_w0.1,0.5,0.1,1,97,34,10.767204788723049,9.59359867586296
q2__f0.1__n4__hc0.5_w0.1__RAR,2.0,0.1,4.0,c0.5_w0.1,0.5,0.1,2,108,23,10.917747476944502,8.079592465420383
q2__f0.1__n4__hc0.5_w0.1__RAR,2.0,0.1,4.0,c0.5_w0.1,0.5,0.1,3,106,25,9.478252266128173,13.931237145356834
q2__f0.1__n4__hc0.5_w0.1__RAR,2.0,0.1,4.0,c0.5_w0.1,0.5,0.1,4,104,27,10.208448473244559,11.444945033523886
q2__f0.1__n4__hc0.5_w0.2__RAR,2.0,0.1,4.0,c0.5_w0.2,0.5,0.2,0,109,22,10.98721590739362,7.92271070772853
q2__f0.1__n4__hc0.5_w0.2__RAR,2.0,0.1,4.0,c0.5_w0.2,0.5,0.2,1,97,34,10.812819540332255,9.698895794139485
q2__f0.1__n4__hc0.5_w0.2__RAR,2.0,0.1,4.0,c0.5_w0.2,0.5,0.2,2,108,23,10.985436256462613,8.091508422748893
q2__f0.1__n4__hc0.5_w0.2__RAR,2.0,0.1,4.0,c0.5_w0.2,0.5,0.2,3,106,25,9.55168712315055,13.954792865486713
q2__f0.1__n4__hc0.5_w0.2__RAR,2.0,0.1,4.0,c0.5_w0.2,0.5,0.2,4,104,27,10.262670916357116,11.524139010370627
q2__f0.1__n4__hc0.6_w0.05__RAR,2.0,0.1,4.0,c0.6_w0.05,0.6,0.05,0,109,22,10.98795137266053,7.759094874948268
q2__f0.1__n4__hc0.6_w0.05__RAR,2.0,0.1,4.0,c0.6_w0.05,0.6,0.05,1,97,34,10.823551768181376,9.581111807672263
q2__f0.1__n4__hc0.6_w0.05__RAR,2.0,0.1,4.0,c0.6_w0.05,0.6,0.05,2,108,23,10.956755980813085,8.12710765155638
q2__f0.1__n4__hc0.6_w0.05__RAR,2.0,0.1,4.0,c0.6_w0.05,0.6,0.05,3,106,25,9.494446206159042,14.041771196680301
q2__f0.1__n4__hc0.6_w0.05__RAR,2.0,0.1,4.0,c0.6_w0.05,0.6,0.05,4,104,27,10.234759194764793,11.531873103853329
q2__f0.1__n4__hc0.6_w0.1__RAR,2.0,0.1,4.0,c0.6_w0.1,0.6,0.1,0,109,22,11.009686582914293,7.85196612680256
q2__f0.1__n4__hc0.6_w0.1__RAR,2.0,0.1,4.0,c0.6_w0.1,0.6,0.1,1,97,34,10.841621977207305,9.651513794938023
q2__f0.1__n4__hc0.6_w0.1__RAR,2.0,0.1,4.0,c0.6_w0.1,0.6,0.1,2,108,23,10.995374269305174,8.106897931744733
q2__f0.1__n4__hc0.6_w0.1__RAR,2.0,0.1,4.0,c0.6_w0.1,0.6,0.1,3,106,25,9.545509624894347,14.014616533661664
q2__f0.1__n4__hc0.6_w0.1__RAR,2.0,0.1,4.0,c0.6_w0.1,0.6,0.1,4,104,27,10.258847398228808,11.584219861763343
q2__f0.1__n4__hc0.6_w0.2__RAR,2.0,0.1,4.0,c0.6_w0.2,0.6,0.2,0,109,22,11.03996292292716,7.945027099849399
q2__f0.1__n4__hc0.6_w0.2__RAR,2.0,0.1,4.0,c0.6_w0.2,0.6,0.2,1,97,34,10.863094110672312,9.742357887140273
q2__f0.1__n4__hc0.6_w0.2__RAR,2.0,0.1,4.0,c0.6_w0.2,0.6,0.2,2,108,23,11.039545618085851,8.106872834577825
q2__f0.1__n4__hc0.6_w0.2__RAR,2.0,0.1,4.0,c0.6_w0.2,0.6,0.2,3,106,25,9.601121580154274,14.003540147158175
q2__f0.1__n4__hc0.6_w0.2__RAR,2.0,0.1,4.0,c0.6_w0.2,0.6,0.2,4,104,27,10.298359937264316,11.617156183315508
q2__f0.1__n4__hc0.7_w0.05__RAR,2.0,0.1,4.0,c0.7_w0.05,0.7,0.05,0,109,22,11.124642893466895,7.857657968504499
q2__f0.1__n4__hc0.7_w0.05__RAR,2.0,0.1,4.0,c0.7_w0.05,0.7,0.05,1,97,34,10.947584759265512,9.735496073095131
q2__f0.1__n4__hc0.7_w0.05__RAR,2.0,0.1,4.0,c0.7_w0.05,0.7,0.05,2,108,23,11.108265538959808,8.133194420570366
q2__f0.1__n4__hc0.7_w0.05__RAR,2.0,0.1,4.0,c0.7_w0.05,0.7,0.05,3,106,25,9.647626450755567,14.116371529042603
q2__f0.1__n4__hc0.7_w0.05__RAR,2.0,0.1,4.0,c0.7_w0.05,0.7,0.05,4,104,27,10.323647058912861,11.806854262724542
q2__f0.1__n4__hc0.7_w0.1__RAR,2.0,0.1,4.0,c0.7_w0.1,0.7,0.1,0,109,22,11.114497615117113,7.929103942817691
q2__f0.1__n4__hc0.7_w0.1__RAR,2.0,0.1,4.0,c0.7_w0.1,0.7,0.1,1,97,34,10.937475998648797,9.7681903100375
q2__f0.1__n4__hc0.7_w0.1__RAR,2.0,0.1,4.0,c0.7_w0.1,0.7,0.1,2,108,23,11.107800646075765,8.136765737459404
q2__f0.1__n4__hc0.7_w0.1__RAR,2.0,0.1,4.0,c0.7_w0.1,0.7,0.1,3,106,25,9.655791760009745,14.092994097524217
q2__f0.1__n4__hc0.7_w0.1__RAR,2.0,0.1,4.0,c0.7_w0.1,0.7,0.1,4,104,27,10.338233584920797,11.757937813492104
q2__f0.1__n4__hc0.7_w0.2__RAR,2.0,0.1,4.0,c0.7_w0.2,0.7,0.2,0,109,22,11.100910079103421,7.985704714448865
q2__f0.1__n4__hc0.7_w0.2__RAR,2.0,0.1,4.0,c0.7_w0.2,0.7,0.2,1,97,34,10.920160320243287,9.803697407657664
q2__f0.1__n4__hc0.7_w0.2__RAR,2.0,0.1,4.0,c0.7_w0.2,0.7,0.2,2,108,23,11.103869273520468,8.126998129965278
q2__f0.1__n4__hc0.7_w0.2__RAR,2.0,0.1,4.0,c0.7_w0.2,0.7,0.2,3,106,25,9.662333750914886,14.0553638764735
q2__f0.1__n4__hc0.7_w0.2__RAR,2.0,0.1,4.0,c0.7_w0.2,0.7,0.2,4,104,27,10.344421844542262,11.716291715223065
q2__f0.2__n0__hnone__RAR,2.0,0.2,0.0,none,,,0,109,22,10.73777097420917,9.238481552922174
q2__f0.2__n0__hnone__RAR,2.0,0.2,0.0,none,,,1,97,34,10.796006833868034,9.60950039217822
q2__f0.2__n0__hnone__RAR,2.0,0.2,0.0,none,,,2,108,23,10.903983475753154,8.352296171460562
q2__f0.2__n0__hnone__RAR,2.0,0.2,0.0,none,,,3,106,25,9.558526009441946,13.79945727285267
q2__f0.2__n0__hnone__RAR,2.0,0.2,0.0,none,,,4,104,27,10.46167912964141,10.650856421460482
q2__f0.2__n0__hc0.5_w0.05__RAR,2.0,0.2,0.0,c0.5_w0.05,0.5,0.05,0,109,22,10.494783753542665,8.346204515201432
q2__f0.2__n0__hc0.5_w0.05__RAR,2.0,0.2,0.0,c0.5_w0.05,0.5,0.05,1,97,34,10.558746200262172,8.950128269348651
q2__f0.2__n0__hc0.5_w0.05__RAR,2.0,0.2,0.0,c0.5_w0.05,0.5,0.05,2,108,23,10.5942740614295,7.84646251365438
q2__f0.2__n0__hc0.5_w0.05__RAR,2.0,0.2,0.0,c0.5_w0.05,0.5,0.05,3,106,25,9.125588929939305,13.726643088159555
q2__f0.2__n0__hc0.5_w0.05__RAR,2.0,0.2,0.0,c0.5_w0.05,0.5,0.05,4,104,27,9.991641980414222,10.810131134879295
q2__f0.2__n0__hc0.5_w0.1__RAR,2.0,0.2,0.0,c0.5_w0.1,0.5,0.1,0,109,22,10.52572374081014,8.23114225096287
q2__f0.2__n0__hc0.5_w0.1__RAR,2.0,0.2,0.0,c0.5_w0.1,0.5,0.1,1,97,34,10.551129116686777,9.022989662083841
q2__f0.2__n0__hc0.5_w0.1__RAR,2.0,0.2,0.0,c0.5_w0.1,0.5,0.1,2,108,23,10.609919349930868,7.82731910270731
q2__f0.2__n0__hc0.5_w0.1__RAR,2.0,0.2,0.0,c0.5_w0.1,0.5,0.1,3,106,25,9.150166685706084,13.69939106667333
q2__f0.2__n0__hc0.5_w0.1__RAR,2.0,0.2,0.0,c0.5_w0.1,0.5,0.1,4,104,27,9.980556700459728,10.89876645501425
q2__f0.2__n0__hc0.5_w0.2__RAR,2.0,0.2,0.0,c0.5_w0.2,0.5,0.2,0,109,22,10.619980866902242,8.24263232655547
q2__f0.2__n0__hc0.5_w0.2__RAR,2.0,0.2,0.0,c0.5_w0.2,0.5,0.2,1,97,34,10.60281947972,9.209072067037061
q2__f0.2__n0__hc0.5_w0.2__RAR,2.0,0.2,0.0,c0.5_w0.2,0.5,0.2,2,108,23,10.6991827376236,7.871593997139931
q2__f0.2__n0__hc0.5_w0.2__RAR,2.0,0.2,0.0,c0.5_w0.2,0.5,0.2,3,106,25,9.252178546074749,13.732092922317621
q2__f0.2__n0__hc0.5_w0.2__RAR,2.0,0.2,0.0,c0.5_w0.2,0.5,0.2,4,104,27,10.056343783393958,11.006112447306768
q2__f0.2__n0__hc0.6_w0.05__RAR,2.0,0.2,0.0,c0.6_w0.05,0.6,0.05,0,109,22,10.596113594485026,7.675576514718384
q2__f0.2__n0__hc0.6_w0.05__RAR,2.0,0.2,0.0,c0.6_w0.05,0.6,0.05,1,97,34,10.551096526380801,8.970199862759879
