galaxy,cv_fold,shape_gate_MSE_km_s2,shape_gate_RMSE_km_s,no_shape_MSE_km_s2,no_shape_RMSE_km_s,fixed_RAR_MSE_km_s2,fixed_RAR_RMSE_km_s,shape_vs_RAR_delta_MSE_km_s2,shape_vs_no_shape_delta_MSE_km_s2
NGC0300,1,26.429442359248043,5.140957338788958,16.999979913717528,4.123103189797404,7.71147556926765,2.776954369316797,-18.717966789980395,-9.429462445530515
NGC0801,2,221.4674438147075,14.88178227950898,109.82497162121619,10.479741009262405,252.56215069611116,15.892204085529205,31.094706881403653,-111.64247219349132
NGC0891,4,8.155435693761495,2.8557723462771842,15.970398352535668,3.9962980810414614,7.011126064186925,2.647853104722187,-1.14430962957457,7.8149626587741725
NGC1003,3,41.44910594237579,6.438098006583605,78.41312534033715,8.855118595498151,59.12154879555962,7.6890538296697875,17.67244285318383,36.96401939796136
NGC1090,1,7.569683457423352,2.751305773159965,6.0678707217814765,2.4633048373641206,13.791475558042706,3.713687595644349,6.2217921006193535,-1.5018127356418756
NGC2403,1,1.8672898351008662,1.366488139392679,1.0049082458530796,1.0024511189345242,11.26079059772364,3.355710148049685,9.393500762622773,-0.8623815892477866
NGC2683,4,850.96849891672,29.171364365019336,848.5904089754731,29.130575156963054,505.7457409083813,22.488791450595592,-345.2227580083387,-2.3780899412469125
NGC2841,2,51.757775109761255,7.1942876721577695,45.64564650716798,6.756156193218743,53.3767468161138,7.305939146756822,1.6189717063525464,-6.112128602593273
NGC2903,3,52.556578184636194,7.249591587436922,55.187527763310555,7.428830847671157,52.061767655261754,7.215384096169916,-0.4948105293744405,2.630949578674361
NGC2915,0,13.601200468806404,3.6879805407304422,27.155419751432532,5.211086235271158,6.089793100657035,2.467750615572213,-7.511407368149369,13.554219282626129
NGC2955,3,268.08860763849043,16.373411606580053,472.93049256241943,21.74696513452899,264.43382578956573,16.2614213951169,-3.6547818489246993,204.841884923929
NGC2976,4,95.896643269184,9.792683149636977,41.08594440928007,6.409831854992771,23.733983125760783,4.871753598629634,-72.16266014342321,-54.81069885990393
NGC2998,1,29.53777732469288,5.434866817567187,28.13691216676852,5.304423829858293,66.0738600772641,8.128582907079444,36.53608275257122,-1.4008651579243576
NGC3109,0,95.50539390128455,9.77268611494734,83.45640488747779,9.135447711386552,47.404802521980706,6.885114561282238,-48.10059137930384,-12.04898901380676
NGC3198,3,169.28915916387447,13.01111675314131,71.20962291294857,8.438579436904565,170.47758842738384,13.056706645528337,1.188429263509363,-98.0795362509259
NGC3521,4,130.96304637235923,11.443908701678778,101.31322379666169,10.065447024184355,104.49432591892652,10.222246617986015,-26.46872045343271,-29.64982257569754
NGC3726,2,223.8447908964603,14.961443476364849,220.3875097076443,14.845454176536476,194.00075997193568,13.928415558559978,-29.844030924524617,-3.4572811888159833
NGC3741,3,23.749813882659307,4.8733780771308215,17.590696625436486,4.194126443663387,7.1496896666583245,2.6738903617497716,-16.60012421600098,-6.159117257222821
NGC3769,4,62.393336797187146,7.898945296505549,42.76298885692881,6.539341622589296,62.39411105585997,7.8989943066101755,0.0007742586728269885,-19.63034794025834
NGC3877,1,75.56322967990079,8.692711296247033,162.29020015626222,12.739317099289986,339.0488394085701,18.413278888035396,263.48560972866926,86.72697047636143
NGC3893,2,35.00425951415857,5.9164397667988275,25.044665366050953,5.004464543390327,44.4582672031654,6.667703292976181,9.45400768900683,-9.959594148107616
NGC3917,0,0.8932465183315897,0.9451171981990327,1.3474816393675262,1.1608107681131865,33.78109223238059,5.812150396572734,32.887845714049,0.45423512103593644
NGC3953,1,86.92062401043967,9.323123082446122,132.62350537127062,11.516227914177048,287.15476046680664,16.945641341265507,200.23413645636697,45.70288136083096
NGC3972,3,130.12976131339988,11.407443241734752,80.51901212244945,8.973238664074943,19.775941443065246,4.44701489125742,-110.35381987033463,-49.61074919095043
NGC3992,4,152.41923375425532,12.34581847243249,185.40123968445474,13.616212383936098,110.03819055013594,10.489908986742256,-42.38104320411938,32.98200593019942
NGC4010,4,104.96969878771796,10.245472111509452,74.21120639198222,8.614592642254317,39.98404579139433,6.32329390360707,-64.98565299632364,-30.758492395735743
NGC4013,2,45.69909015840137,6.760110217918149,45.45948068455007,6.742364621151104,135.86452554205573,11.656093923011076,90.16543538365437,-0.23960947385129572
NGC4088,2,27.220702008967578,5.217346261172204,23.479480389386193,4.84556295897455,29.913964880536504,5.469366040094273,2.693262871568926,-3.7412216195813848
NGC4100,1,185.44840586698842,13.617944259945714,208.89718971619237,14.453276089392064,181.395801219803,13.468325850669155,-4.052604647185433,23.44878384920395
NGC4157,0,100.32463941592182,10.016218818292751,65.37655324921538,8.085576865580796,61.84687836153065,7.864278629444067,-38.47776105439117,-34.948086166706446
NGC4183,3,3.829286203455431,1.956856204082311,9.686717861240437,3.1123492511671045,32.002678873342795,5.657091025725395,28.173392669887363,5.857431657785006
NGC4217,2,51.070131491762716,7.146336928228525,32.38627697894277,5.690894216108991,29.091368568025825,5.393641494206472,-21.97876292373689,-18.68385451281995
NGC4559,2,58.128262674077305,7.624189312581194,23.373037242011083,4.834566913593304,70.88184797798874,8.419135821329213,12.753585303911436,-34.755225432066226
NGC5005,0,198.3007869361329,14.081931221822272,109.83811183378657,10.480367924542849,39.91447188238937,6.317790110662855,-158.38631505374354,-88.46267510234634
NGC5033,1,410.401900179954,20.25837851803431,326.60854493811485,18.072314321583576,341.0096911314637,18.466447712851103,-69.39220904849032,-83.79335524183915
NGC5055,1,92.16989200843945,9.600515194948626,100.2350771947281,10.011746960182728,89.4344697798491,9.456979950272132,-2.735422228590352,8.065185186288659
NGC5371,2,229.8149177840388,15.159647680076171,175.20463180924267,13.236488651044985,96.50932612644833,9.823916028063774,-133.30559165759047,-54.61028597479614
NGC5585,0,64.75030121227266,8.046757186113712,61.78183634201089,7.8601422596547765,26.871199393046886,5.18374376228676,-37.879101819225774,-2.9684648702617693
NGC5907,3,21.977085100876877,4.687972386957593,14.038395867324178,3.746784737254621,41.428983017380425,6.43653501640288,19.451897916503547,-7.938689233552699
NGC5985,3,45.155531051653945,6.719786533190913,28.03398818115421,5.2947132293594725,95.77044810106676,9.78623768876818,50.61491704941282,-17.121542870499734
NGC6015,1,108.52298927685739,10.41743679015416,98.29689089125564,9.914478851218336,106.14772426267423,10.302801767610315,-2.3752650141831566,-10.226098385601745
NGC6195,0,96.52939480346166,9.824937394378738,142.25535506223756,11.927084935651191,40.934504111864676,6.398007823679546,-55.59489069159698,45.7259602587759
NGC6503,1,5.320760376671563,2.306677345592912,1.0545850679785231,1.0269299235967968,6.193717778920208,2.4887180995283913,0.8729574022486446,-4.26617530869304
NGC6674,4,134.96496203871328,11.61744214699231,127.97035413075416,11.312398248415503,191.17550205163522,13.826622944581777,56.21054001292194,-6.9946079079591215
NGC6946,3,25.38135849062131,5.037991513551934,46.55121521874511,6.822845097079744,27.136049867256745,5.20922737718913,1.754691376635435,21.169856728123797
NGC7331,2,64.48958109891251,8.030540523458711,145.52457040711639,12.063356514963669,96.87955702911107,9.842741337102742,32.38997593019856,81.03498930820388
NGC7793,0,69.06645262780462,8.310622878449282,68.42859651411557,8.272157911579999,57.05567990275831,7.553521026829693,-12.010772725046316,-0.6378561136890539
NGC7814,0,107.11947172099487,10.349853705294334,109.38228515251626,10.458598622784807,81.57206227823114,9.03172532123465,-25.547409442763723,2.262813431521394
UGC00128,1,15.103737908539104,3.8863527771599817,11.33556130327774,3.3668325327045507,12.192776626549582,3.491815663311794,-2.910961281989522,-3.768176605261365
UGC00191,0,83.95282698311179,9.162577529446166,101.33135981610731,10.066347888688693,180.51996162501277,13.435771716764645,96.56713464190098,17.378532832995518
UGC00731,3,176.67127029440545,13.291774535193014,223.9080020141985,14.963555794469391,333.54963851174944,18.26334138408822,156.878368217344,47.236731719793056
UGC01281,0,15.921676181073192,3.9901975115366395,13.908766321422524,3.729445846425783,4.401399487375864,2.0979512595329433,-11.520276693697328,-2.0129098596506676
UGC02259,4,31.55526587461353,5.617407397956243,25.50351568082512,5.050100561456684,47.84241316888261,6.916821030566181,16.28714729426908,-6.051750193788408
UGC02487,1,105.53479222752826,10.27301281161122,120.86753310746332,10.993977128749329,123.37073191298026,11.107237816531176,17.835939685452004,15.33274087993506
UGC02885,0,13.8296851765815,3.718828468292333,134.8262547216079,11.611470825076722,2.8866836014807493,1.6990243086785866,-10.94300157510075,120.9965695450264
UGC02916,4,644.2026277366064,25.381147092608057,551.685133324808,23.48797848527642,682.3956974220647,26.122704634514104,38.19306968545834,-92.51749441179834
UGC02953,3,16.001835438321468,4.000229423210807,13.629192294079838,3.691773597348548,27.318568276255434,5.226716777887954,11.316732837933966,-2.3726431442416303
UGC03205,4,19.56099901892133,4.422781819050238,17.457293006045,4.178192552533332,29.090008836301482,5.393515443224529,9.529009817380153,-2.10370601287633
UGC03546,1,6.301793005877427,2.510337229512686,7.9708756006370045,2.823273915268762,10.18924004163452,3.192058903221324,3.8874470357570923,1.669082594759577
UGC03580,2,174.00961920804244,13.191270568373708,254.70788202830758,15.959570233195741,148.76222710321582,12.196812169711224,-25.247392104826616,80.69826282026514
UGC04278,4,138.56371964937256,11.77130917312822,92.9209291765223,9.63955025800075,78.2953601698495,8.848466543410192,-60.268359479523056,-45.64279047285025
UGC04325,0,89.98758101303486,9.486178419839828,115.89405318590968,10.765410033338707,214.24961724924268,14.637268093781799,124.26203623620782,25.906472172874828
UGC04483,1,4.585973290791549,2.1414885689145176,5.562195082131846,2.3584306396694914,12.241879442735295,3.4988397280720496,7.6559061519437455,0.9762217913402971
UGC04499,2,4.497199319078156,2.1206601139923755,4.904618947306536,2.2146374302143763,19.331784655588113,4.3967925417954525,14.834585336509956,0.4074196282283795
UGC05005,1,66.73681364473934,8.169260287488662,61.47831651740995,7.840810960443438,22.452637563799094,4.738421421085201,-44.28417608094025,-5.258497127329392
UGC05253,1,117.86849493134697,10.856725792399244,272.2412680065354,16.499735392015697,101.93373167173517,10.096223634197846,-15.934763259611799,154.37277307518843
UGC05716,4,19.224483158144356,4.384573315403034,39.960913793636905,6.321464529176518,62.18030293039954,7.885448809700025,42.95581977225518,20.73643063549255
UGC05721,1,64.77472803609541,8.048274848443945,75.86364863941115,8.709974089479896,138.92193805924765,11.786515093921853,74.14721002315224,11.088920603315742
UGC05750,1,66.23037512899104,8.138204662515625,67.68057275979211,8.22682033107519,104.45239939260324,10.22019566312716,38.2220242636122,1.4501976308010711
UGC05764,2,63.02271350807505,7.93868462077157,84.43909707707581,9.189074876018577,130.83846048453327,11.438464078910824,67.81574697645823,21.416383569000764
UGC05829,4,12.58800694229468,3.547958137054985,39.17269563303553,6.2588094421411755,58.2461371646456,7.63191569428316,45.65813022235092,26.58468869074085
UGC05918,1,14.340628958264583,3.7869022905621135,17.741143813302592,4.212023719461061,37.889138632239046,6.155415390714021,23.548509673974465,3.4005148550380095
UGC05986,4,17.997807822475572,4.242382328653981,14.499582225398523,3.807831696044157,18.975911930243818,4.356134976127785,0.978104107768246,-3.498225597077049
UGC06399,0,6.362814587234991,2.522462009076646,2.7161143163727375,1.6480638083438206,4.034758107584799,2.0086707315000134,-2.3280564796501917,-3.646700270862253
UGC06446,1,62.80583003016446,7.925012935646507,81.5646242582798,9.031313540027265,151.08191636893855,12.29153840529893,88.27608633877409,18.75879422811535
UGC06614,1,664.1084490454174,25.770301687124608,1042.9749608176169,32.295122864259504,601.3253266807451,24.52193562263683,-62.783122364672295,378.8665117721995
UGC06667,4,38.352363104308445,6.192928475633192,84.60036486372984,9.197845664269968,123.45852469006688,11.111189166334398,85.10616158575843,46.24800175942139
UGC06786,1,166.0019690347478,12.884175139866262,148.13946456619857,12.171255669247877,92.26084925530886,9.605251129216189,-73.74111977943893,-17.86250446854922
UGC06787,2,104.89399969290534,10.241777174538868,165.62221269972952,12.869429385164267,108.47285331062697,10.415030163692613,3.5788536177216344,60.72821300682418
UGC06818,3,199.79521777061476,14.134893624311955,174.40884114150057,13.206393949201296,122.65662654994863,11.075045216609665,-77.13859122066613,-25.38637662911418
UGC06917,3,2.905471733385082,1.7045444357320467,1.658578307256391,1.287858030706953,20.15562099958281,4.489501197191377,17.250149266197727,-1.2468934261286908
UGC06930,0,20.958260897844138,4.578019320387818,34.430653696936396,5.86776394352537,96.52867851904692,9.824900941945772,75.57041762120278,13.472392799092258
UGC06983,4,90.61613474999514,9.51925074520023,101.9991303452506,10.09946188394464,156.49554337404572,12.509817879331646,65.87940862405058,11.382995595255466
UGC07089,1,22.759457707594727,4.770687341211403,17.22356296765043,4.1501280664155935,2.8138959603508384,1.6774671264590666,-19.94556174724389,-5.535894739944297
UGC07125,3,31.504524853183305,5.612889171646213,48.19859231385615,6.942520602335736,78.16581590447758,8.841143359570502,46.66129105129428,16.694067460672848
UGC07151,4,11.060718837147906,3.32576590233707,27.291519672401275,5.224128604121579,47.80885260243893,6.914394594065263,36.74813376529103,16.23080083525337
UGC07323,4,53.39366688768937,7.307097021915705,17.18422959433214,4.1453865434157215,5.746585007629295,2.3972035807643235,-47.64708188006008,-36.209437293357226
UGC07399,1,3.8620418853400404,1.965207847872596,2.4212296105906166,1.556030080233225,7.3901804536540645,2.718488634085871,3.528138568314024,-1.4408122747494239
UGC07524,4,50.686376660962615,7.119436540974476,109.3025014625146,10.454783664070462,149.3054346719344,12.219060302328261,98.61905801097177,58.61612480155198
UGC07577,3,105.77097418268512,10.28450164970015,116.85140995316281,10.809783066887272,139.8563962787275,11.826089644456763,34.085422096042365,11.080435770477692
UGC07603,3,10.349039170102884,3.2169922552133823,23.763275712950552,4.874759041527135,8.011388083676362,2.8304395566194946,-2.337651086426522,13.414236542847668
UGC08286,1,4.759151878405012,2.1815480463205508,1.7986090042227056,1.3411222927916402,2.7651956345535518,1.6628877396124946,-1.9939562438514602,-2.9605428741823063
UGC08490,0,15.920983176845182,3.990110672255242,4.122007639163409,2.0302727991980314,19.1361593478773,4.37448960998621,3.215176171032118,-11.798975537681773
UGC08550,1,9.1072117568978,3.017815726133357,10.30883129181057,3.210736876763739,25.210882277493695,5.021043942995689,16.103670520595895,1.2016195349127692
UGC08699,3,14.18723157969326,3.7665941617983294,13.85038355888536,3.7216103448487674,25.447136720098413,5.04451550895608,11.259905140405154,-0.3368480208078992
UGC08837,2,1.5933261800177954,1.2622702484087136,1.9278916645170485,1.3884853850570587,9.366963831786421,3.0605495963611538,7.773637651768626,0.33456548449925316
UGC09037,4,112.50076718816489,10.606637883333478,85.33471623533384,9.237679158497217,132.57785705041448,11.514245830727017,20.077089862249593,-27.166050952831043
UGC09133,1,69.87888521491315,8.359359139007795,68.68859627834978,8.287858365002975,71.36221279509843,8.447615805367715,1.483327580185275,-1.1902889365633769
UGC11455,1,69.79663230329457,8.354437880749044,66.24233864908291,8.138939651397036,94.09436080074967,9.70022478093934,24.297728497455097,-3.554293654211662
UGC11557,3,153.5041047890374,12.389677348060255,123.61804925855209,11.118365404075911,69.4097909888026,8.331253866543895,-84.0943138002348,-29.886055530485308
UGC11820,0,1.5725930296235084,1.2540307131898758,3.5322312650814767,1.8794231202902332,26.7466876526489,5.171719989776022,25.174094623025393,1.9596382354579682
UGC11914,2,46.46000579536655,6.816157700300555,64.01170513074919,8.000731537225155,46.29764845061108,6.804237536315959,-0.16235734475547048,17.551699335382644
UGC12506,3,816.4082995673866,28.572859492311697,411.75020528855083,20.291628946157843,831.7220505627893,28.839591719765888,15.313750995402643,-404.6580942788358
UGC12632,1,68.249747728842,8.261340552769992,83.43382566522581,9.134211825068752,156.86336076056486,12.5245104000342,88.61361303172286,15.184077936383815
UGC12732,1,29.650493336383175,5.4452266561074545,44.209340437138515,6.6490104855638865,106.51401081359741,10.320562524087405,76.86351747721423,14.55884710075534
UGCA442,2,51.05017799451449,7.14494072715194,39.14133364939185,6.256303513209046,30.32058213692515,5.50641281933394,-20.72959585758934,-11.908844345122645
UGCA444,2,3.4528009104836523,1.8581713888884557,2.5765594303944046,1.6051664805852397,3.687144612723027,1.920193899772371,0.23434370223937462,-0.8762414800892477
