name,Rd,Vf,Mbar,Sigma0,HSB_LSB,residual_rms,chi2,chi2_red,ape,n_points,mean_residual,std_residual,max_residual,A,l0,p,n_coh
NGC2403,1.39,131.2,8.2195,704.37,HSB,27.172721217632834,14457.446506475122,209.52821023876987,16.64088569973417,73,11.780139855369912,24.486426512644076,58.10815572430542,0.6,5.0,2.0,1.5
NGC2683,2.18,154.0,41.6135,5102.7,HSB,37.12174316358112,424.486052127684,60.64086458966914,16.14731214170939,11,-18.945163989280353,31.92341737537127,73.72761647727384,0.6,5.0,2.0,1.5
NGC2841,3.64,284.8,103.8355,2375.745,HSB,60.67920534433053,8903.331645004157,193.55068793487297,17.32344847617395,50,21.04391852270622,56.91326255302127,126.21671554005599,0.6,5.0,2.0,1.5
NGC2903,2.33,184.6,43.4835,596.76,HSB,73.11516408335494,26758.5647455379,891.9521581845967,42.43540149710228,34,-51.59055984237869,51.809664678376954,154.18243208267725,0.6,5.0,2.0,1.5
NGC2915,0.55,83.5,0.8285,156.965,HSB,44.094401617574604,1218.0933948364145,46.84974595524671,60.35033217121403,30,37.85311548414688,22.615435042373285,54.19752024291922,0.6,5.0,2.0,1.5
NGC2955,18.76,257.0,188.66000000000005,25.34,LSB,98.14351469123886,5395.680660803876,269.7840330401938,35.024613563470055,24,-89.82576083966701,39.540892320790675,153.13647767020797,0.6,5.0,2.0,1.5
NGC2976,1.01,85.4,1.8575,751.275,HSB,4.4071542386874984,42.26608843746569,1.8376560190202473,12.888574352279944,27,-3.649507201721665,2.4706488354606133,7.617124868121195,0.6,5.0,2.0,1.5
NGC2998,6.2,209.9,98.902,387.08,HSB,33.13273216550688,437.5701609747044,48.61890677496715,16.014094579383197,13,-5.683475594846291,32.641630564572004,66.17144365675335,0.6,5.0,2.0,1.5
NGC3109,1.56,66.2,0.574,70.435,LSB,27.05743951612086,2563.1043638984665,122.05258875706984,52.25697000823924,25,24.600031956417737,11.266918873931973,39.30608267766466,0.6,5.0,2.0,1.5
NGC3198,3.14,150.1,30.0085,801.31,HSB,27.432664414129594,7213.260068180808,184.95538636361047,23.46821429193066,43,0.3481423409190157,27.430455223504982,50.339738740560605,0.6,5.0,2.0,1.5
NGC3521,2.4,213.7,46.572,1056.33,HSB,81.82862559571088,2396.0898612162114,64.75918543827598,37.12866321178984,41,-76.89724780178987,27.97744175926655,108.06286904758866,0.6,5.0,2.0,1.5
NGC3726,3.4,168.0,41.59,894.955,HSB,50.69296630038041,1191.749472425658,148.96868405320726,32.375544928827786,12,-33.75570556333455,37.81969294234115,71.8582490179887,0.6,5.0,2.0,1.5
NGC3741,0.2,50.1,0.196,71.745,LSB,23.39754721898504,2098.7656758379053,123.45680446105325,54.317404350204534,21,21.198881897354116,9.902152400698872,34.59510406143278,0.6,5.0,2.0,1.5
NGC3769,3.38,118.6,14.8685,80.13,LSB,31.937883809028765,181.1644634742171,22.645557934277136,24.02368261696904,12,1.8197425820670539,31.88599942190983,49.50187623022052,0.6,5.0,2.0,1.5
NGC3877,2.53,168.4,37.7505,1705.295,HSB,58.986001035685604,1510.3849691934274,167.82055213260304,43.94658554405667,13,-52.57837223047594,26.7369237530315,82.05998114043189,0.6,5.0,2.0,1.5
NGC3893,2.38,174.0,35.0615,1027.545,HSB,39.84716456905553,383.4150330717156,63.9025055119526,17.913370681509907,10,-28.220205942891788,28.132125777021706,67.32736468978712,0.6,5.0,2.0,1.5
NGC3917,2.63,135.9,12.871,613.48,HSB,8.637763175182828,53.79462693431182,4.138048225716294,7.566532996557266,17,3.3964730253008613,7.941972277649182,18.919776367525884,0.6,5.0,2.0,1.5
NGC3949,3.59,163.0,22.4045,92.855,LSB,54.17646693341868,467.8450472332852,155.94834907776172,34.57962773925773,7,-52.268052171811064,14.252729266798108,74.70839649729064,0.6,5.0,2.0,1.5
NGC3953,4.89,220.8,73.48249999999999,999.54,HSB,70.13642058992099,1014.6641202696981,253.66603006742451,32.12699301186533,8,-69.06212589147506,12.228665524755428,85.20685723450873,0.6,5.0,2.0,1.5
NGC3972,2.18,132.7,8.3905,793.965,HSB,8.211085246965006,26.22693406911644,4.371155678186073,8.437130053480411,10,3.1064970339169795,7.600762929548018,13.947071658582345,0.6,5.0,2.0,1.5
NGC3992,4.96,241.0,130.065,1628.545,HSB,28.540474896097432,177.15597045699462,35.43119409139892,9.829135167670223,9,-6.340560047666252,27.827252929038945,45.7620860529932,0.6,5.0,2.0,1.5
NGC4010,2.81,125.8,11.4285,1305.57,HSB,13.37327693184956,61.64546558116092,7.705683197645115,12.71879729180689,12,-8.03317973145064,10.69170516326326,26.027915010945748,0.6,5.0,2.0,1.5
NGC4013,3.53,172.9,42.514,5102.7,HSB,43.77443591069208,3774.6922280538274,117.9591321266821,19.99518327637064,36,-17.428132615588954,40.15546579025989,83.45232193866525,0.6,5.0,2.0,1.5
NGC4051,4.65,157.0,50.331,660.39,HSB,62.088571956711725,565.8987692084453,188.63292306948176,41.54604037421417,7,-60.14450792982835,15.415217595044949,83.3356697458498,0.6,5.0,2.0,1.5
NGC4068,0.59,36.0,0.272,130.555,HSB,4.96404332215532,17.00993901902973,8.504969509514865,21.53558411023222,6,1.7158376389553096,4.6580711996468125,9.58348665266739,0.6,5.0,2.0,1.5
NGC4085,1.65,131.5,12.211,2510.73,HSB,47.72530997395316,516.065768561236,172.02192285374534,53.08761995422834,7,-47.20839446452708,7.005191231616793,55.93217835807832,0.6,5.0,2.0,1.5
NGC4088,2.58,171.7,61.869,1994.345,HSB,93.24565287054597,2255.1875104218902,281.8984388027363,53.834229631512706,12,-86.57490175022497,34.63434951306652,144.7923255522232,0.6,5.0,2.0,1.5
NGC4100,2.15,158.2,32.799,4485.39,HSB,24.62541822000702,529.2722226351273,26.463611131756362,9.960320257069395,24,-12.492665934843956,21.221322304480534,59.36674124369131,0.6,5.0,2.0,1.5
NGC4138,1.51,147.3,23.5385,1976.06,HSB,33.11714648576812,62.93069644242922,20.976898814143073,14.566490386088082,7,-19.076706844310284,27.070734148450217,71.47934355666484,0.6,5.0,2.0,1.5
NGC4157,2.32,184.7,61.036,11906.935,HSB,65.27616803889194,1371.1175443184547,105.47058033218883,30.164949083729248,17,-49.3789629247594,42.69304550294923,113.80683419786249,0.6,5.0,2.0,1.5
NGC4183,2.79,110.6,8.924999999999999,549.29,HSB,18.398220248359284,221.83574791578525,11.67556567977817,16.09174404216604,23,16.248293592230574,8.630612008879574,35.858316340944015,0.6,5.0,2.0,1.5
NGC4214,0.51,80.1,1.0565,654.335,HSB,29.059618991168158,265.93811516781795,26.593811516781795,34.50516432645088,14,26.541402311101194,11.832811131431665,40.880932352107024,0.6,5.0,2.0,1.5
NGC4217,2.94,181.3,45.2115,2186.755,HSB,90.51125163696123,3446.7808533958555,229.78539022639038,56.707448817109466,19,-78.60087834772776,44.879712519745695,154.32198052163164,0.6,5.0,2.0,1.5
NGC4389,2.79,95.9,11.203,161.36,HSB,71.71540846308571,731.3527443851032,365.6763721925516,116.35673424126362,6,-71.12376837004462,9.192898556574377,83.48147083063711,0.6,5.0,2.0,1.5
NGC4559,2.1,121.2,15.4995,801.31,HSB,18.667473685409373,387.779756249526,13.849277008911642,16.053257120739435,32,-7.443041021912862,17.119454259455054,33.39964841760886,0.6,5.0,2.0,1.5
NGC5005,9.45,262.2,90.64,48.285,LSB,101.12824417328865,589.9607976357896,42.140056973984976,39.30572510483161,18,-99.6001266072151,17.51389589437519,116.01578489575411,0.6,5.0,2.0,1.5
NGC5033,5.16,194.2,66.5685,307.47,HSB,54.21123684770735,2266.533999452978,125.91855552516546,20.94365813993291,22,-10.443233121682358,53.19583707889575,113.47735249189378,0.6,5.0,2.0,1.5
NGC5055,3.2,179.0,88.18299999999999,1674.17,HSB,83.8375520164122,125632.83594208039,5234.701497586683,35.83029599854403,28,-60.033302582713645,58.52125860844903,135.05513413839685,0.6,5.0,2.0,1.5
NGC5371,7.44,209.5,181.3765,697.91,HSB,91.80380630244703,16191.476331728843,1079.4317554485895,37.561544539132115,19,-84.52116921323588,35.83449185414467,141.32824633732457,0.6,5.0,2.0,1.5
NGC5585,1.53,90.3,3.1545,148.525,HSB,16.889244683127426,2172.600824589619,108.63004122948095,20.096677949895046,24,7.4381296709013505,15.163139944134429,29.926878090092863,0.6,5.0,2.0,1.5
NGC5907,5.34,215.0,108.7375,4323.145,HSB,31.8334952473022,2406.792769894895,160.45285132632634,11.847605070993673,19,-10.588358426385994,30.02096076900925,57.458744947143316,0.6,5.0,2.0,1.5
NGC5985,7.01,293.6,115.95,730.805,HSB,33.46760175714299,1318.0258345221914,45.449166707661774,10.338980304492155,33,28.715639396345725,17.18989300239409,58.14959972547092,0.6,5.0,2.0,1.5
NGC6015,2.3,154.1,21.8985,963.385,HSB,28.471553137007508,2560.9636424450405,64.02409106112601,15.745220456382,44,12.040636569400958,25.80024048409329,55.443140579833255,0.6,5.0,2.0,1.5
NGC6195,13.94,251.7,216.445,87.055,LSB,103.83746388104001,6803.3947160649805,358.0734061086832,41.32039911441201,23,-100.24069008268643,27.09285804401412,131.3628404019883,0.6,5.0,2.0,1.5
NGC6503,2.16,116.3,8.166500000000001,199.435,HSB,29.30928068658375,9964.675323086078,369.06204900318806,22.557882566055703,31,16.762573603274216,24.0426716601913,47.35935849769811,0.6,5.0,2.0,1.5
NGC6674,6.04,241.3,139.492,685.175,HSB,45.42333843307963,4726.636005761582,429.694182341962,14.845959197293498,15,26.6807736067117,36.76161033134274,86.1539760309671,0.6,5.0,2.0,1.5
NGC6789,0.31,0.0,0.067,159.88,HSB,22.22831658221719,56.99351572645769,56.99351572645769,46.85789137576337,4,18.95945821069215,11.603318595828082,35.73927654435707,0.6,5.0,2.0,1.5
NGC6946,2.44,158.9,38.7565,1116.35,HSB,49.2870001058959,28634.73843332766,530.2729339505122,26.922370813994405,58,-44.02956876598737,22.149615204778883,81.5971732270252,0.6,5.0,2.0,1.5
NGC7331,5.02,239.0,136.3825,903.235,HSB,116.78677077761581,21367.684973478903,667.7401554212157,39.360714435976426,36,-95.90179750651804,66.64829377922727,198.4941912557543,0.6,5.0,2.0,1.5
NGC7793,1.21,109.0,4.386,534.32,HSB,7.5102809818684335,70.60760250619649,1.6811333930046781,14.822366171635032,46,-3.8953552817945694,6.421100190404276,18.14368503394782,0.6,5.0,2.0,1.5
NGC7814,2.54,218.9,38.3345,1317.65,HSB,43.23929050092054,798.8754119345058,57.062529423893274,15.522320977780188,18,-12.771299048573711,41.31017022035733,84.92051325627347,0.6,5.0,2.0,1.5
PGC51017,0.53,18.6,0.2785,46.97,LSB,5.5149010132344936,36.430998323070405,18.215499161535202,27.364162765797552,6,-2.4125207939485485,4.959221370794079,8.558666610443506,0.6,5.0,2.0,1.5
UGC00128,5.95,129.3,13.441,44.445,LSB,51.10654785730465,31555.87144099224,1753.1039689440133,39.895587848736454,22,48.887139985112135,14.897207052565978,70.46304966527342,0.6,5.0,2.0,1.5
UGC00191,1.58,81.0,2.345,103.705,HSB,18.612027345137886,1584.7078549683383,316.94157099366765,28.350955002340527,9,17.196688471872847,7.11909176071751,27.399323787033566,0.6,5.0,2.0,1.5
UGC00634,2.45,0.0,5.1575,63.065,LSB,37.4629151170283,2749.4000454706998,2749.4000454706998,35.063143982289795,4,34.99287386547083,13.377921651023245,49.533293581302,0.6,5.0,2.0,1.5
UGC00731,2.3,73.3,1.9685,41.285,LSB,31.002021379153668,1557.4502495974286,194.68128119967858,52.40046455495108,12,30.67530142704577,4.489010130684114,36.67070653481366,0.6,5.0,2.0,1.5
UGC00891,1.43,60.15,0.615,56.99,LSB,21.10202199372581,2126.1952932139284,2126.1952932139284,34.20261881575531,5,18.646626180836137,9.87920362660088,31.06009503669881,0.6,5.0,2.0,1.5
UGC01230,4.34,103.7,10.24,34.66,LSB,31.900389163476003,90.84948650470685,12.978498072100978,30.092605526338495,11,29.366264258858294,12.460230826919657,41.04478777464421,0.6,5.0,2.0,1.5
UGC01281,1.63,55.2,0.4705,67.89,LSB,16.3544786438741,335.33664837559104,15.968411827409097,47.67392573906539,25,13.517772981056833,9.205367203188796,25.696097588193705,0.6,5.0,2.0,1.5
UGC02023,1.55,47.9,1.131,60.785,LSB,6.208420668664476,2.5520708298694097,2.5520708298694097,14.259749867339105,5,1.0120226527591067,6.125381404402723,11.66007604098538,0.6,5.0,2.0,1.5
UGC02259,1.62,86.2,1.3565,86.26,LSB,32.50118090666085,2307.6943361671224,576.9235840417806,41.27186856665929,8,32.40812647332612,2.457661249317027,38.003667567238494,0.6,5.0,2.0,1.5
UGC02455,0.99,53.1,2.6275,397.925,HSB,40.05103021685934,968.533402627569,242.13335065689225,120.4228906305443,8,-38.5366437412357,10.909267188627258,53.41288634788228,0.6,5.0,2.0,1.5
UGC02487,7.89,332.0,262.9405,575.175,HSB,64.26467262669748,7017.102763021759,539.7771356170583,16.36708510429375,17,36.46269227329799,52.91899677808881,116.68619733334975,0.6,5.0,2.0,1.5
UGC02885,11.4,289.5,241.8375,235.395,HSB,46.2558504646005,406.52470341866155,27.101646894577435,14.244070497570055,19,-0.9636518644589881,46.24581145668878,86.74219238451894,0.6,5.0,2.0,1.5
UGC02916,6.15,182.7,85.3495,260.495,HSB,66.19588565489997,32659.376532535876,837.4199110906635,27.08002743583762,43,-54.0676389989849,38.191434782056,109.25658729537344,0.6,5.0,2.0,1.5
UGC02953,3.55,264.9,137.43699999999998,2107.655,HSB,76.96962045119011,75336.40849720259,678.706382857681,25.64410494022163,115,-42.75504402927517,64.00256778016804,153.756630502227,0.6,5.0,2.0,1.5
UGC03205,3.19,219.6,66.49799999999999,1957.945,HSB,37.449886835829496,2405.723996776197,54.6755453812772,14.750261009247229,48,-21.65182619113031,30.556381438343102,68.04486059983623,0.6,5.0,2.0,1.5
UGC03546,3.79,196.9,53.343,461.105,HSB,85.78480584136084,8139.226525876429,313.0471740721704,34.10125314137479,30,-71.08771459297569,48.01634874902099,138.75188420711754,0.6,5.0,2.0,1.5
UGC03580,2.43,126.2,11.003,151.285,HSB,38.27386148347959,10335.356794107669,240.35713474668998,41.01048826649991,47,-19.61716792366673,32.864193212541274,58.03711185777523,0.6,5.0,2.0,1.5
UGC04278,2.21,91.4,1.7695,188.71,HSB,22.14184836834475,523.3308420402116,24.920516287629123,29.947675145253484,25,18.78819498685296,11.716022290127494,36.836579941544166,0.6,5.0,2.0,1.5
UGC04305,1.16,34.5,1.0579999999999998,44.035,LSB,8.813579788639323,169.95547594133265,9.441970885629592,27.86705707480031,22,-6.467128164577597,5.987941381947454,15.328775552417632,0.6,5.0,2.0,1.5
UGC04325,1.86,90.9,1.6909999999999998,106.61,HSB,29.745510544135144,759.2249270135418,189.80623175338545,37.509629177211096,8,29.279021956533462,5.247310816035829,37.81307338235975,0.6,5.0,2.0,1.5
UGC04483,0.18,24.2,0.0385,41.285,LSB,6.922660402357939,163.8122070831177,40.953051770779425,30.84742261878437,8,6.1114473760136026,3.251682336359292,9.769356696823467,0.6,5.0,2.0,1.5
UGC04499,1.73,72.8,1.876,63.65,LSB,14.315703571693598,241.8415455754416,48.368309115088316,21.7420810442505,9,12.522748528983577,6.936868027607307,18.846847732175263,0.6,5.0,2.0,1.5
UGC05005,3.2,98.9,5.143,32.795,LSB,24.330075102229316,62.254863141941634,8.893551877420233,20.6196524029162,11,17.605721215231895,16.7925916692943,40.09534792941912,0.6,5.0,2.0,1.5
UGC05253,8.07,213.7,102.187,94.58,LSB,64.78623826932164,30006.85418425098,434.8819446992896,24.604648570820128,73,-48.96213041156898,42.42601153360788,86.12632388331974,0.6,5.0,2.0,1.5
UGC05414,1.47,56.8,1.1355,63.65,LSB,8.796602876823883,77.66655559642986,38.83327779821493,14.863572710355205,6,7.5589534081453,4.499160537926467,13.653387983080464,0.6,5.0,2.0,1.5
UGC05716,1.14,73.1,1.388,45.27,LSB,28.71845633272973,8046.779405612741,1005.8474257015927,43.46875632598915,12,28.15710954483581,5.650390801972939,35.34161177584319,0.6,5.0,2.0,1.5
UGC05721,0.38,79.7,0.8275000000000001,456.88,HSB,33.524183773203134,1176.804863250023,61.93709806579068,39.79161098928382,23,30.37106752997447,14.19398304737705,42.26055753777485,0.6,5.0,2.0,1.5
UGC05750,3.46,77.6,2.767,62.49,LSB,13.395010448761411,39.753191604188366,5.679027372026909,23.349784918751386,11,10.930778980587602,7.742375333188881,21.435050272987304,0.6,5.0,2.0,1.5
UGC05764,1.17,50.0,0.2055,16.895,LSB,26.556470429062717,5454.231383393256,909.038563898876,58.179689693589424,10,26.072079565405726,5.049038401996522,30.899947024738516,0.6,5.0,2.0,1.5
UGC05829,1.99,65.6,1.305,31.61,LSB,16.41036483003176,115.69860536808012,16.528372195440017,37.31523357713652,11,16.077359559638612,3.289161510908242,19.85921501535602,0.6,5.0,2.0,1.5
UGC05918,1.66,42.6,0.4135,12.47,LSB,16.556505274454857,141.98492286932327,35.49623071733082,47.47830906022574,8,16.30393073375811,2.880921646256471,18.674618653202508,0.6,5.0,2.0,1.5
UGC05986,1.67,113.0,5.0145,862.58,HSB,27.923102792586867,1305.3193629892924,118.66539663539021,24.2083744312768,15,24.710549674526927,13.003399722692137,39.903947112682175,0.6,5.0,2.0,1.5
UGC05999,3.22,97.7,3.714,25.81,LSB,25.85842698413345,133.7316492187522,133.7316492187522,24.85087930757549,5,22.970628903532383,11.874698053843884,34.446653682702234,0.6,5.0,2.0,1.5
UGC06399,2.05,85.0,1.822,155.525,HSB,21.292976235335964,193.98940231107335,38.79788046221467,27.87418674514007,9,19.988093208488287,7.339411887022442,28.487806719734763,0.6,5.0,2.0,1.5
UGC06446,1.49,82.2,1.873,43.23,LSB,31.015357122911226,845.9772129507476,65.07517022698059,41.57628903560149,17,30.444786587270322,5.921768917923541,35.957880091745565,0.6,5.0,2.0,1.5
UGC06614,5.1,199.8,84.063,270.27,HSB,57.15971526210422,404.96472948088064,44.99608105343118,28.28515623814142,13,-22.882503388042633,52.37961519084546,86.43094508430528,0.6,5.0,2.0,1.5
UGC06628,2.82,41.8,3.3695,51.5,LSB,16.211100101018072,26.897504936866213,8.965834978955405,32.67659147856859,7,-13.461304259901146,9.032887362720485,26.720802468410838,0.6,5.0,2.0,1.5
UGC06667,5.15,83.8,1.5075,307.47,HSB,40.85500526279315,1413.8413487317114,282.7682697463423,61.318090812215964,9,40.028092533923314,8.178218823101316,47.1340761983283,0.6,5.0,2.0,1.5
UGC06786,3.6,219.4,41.7335,539.26,HSB,38.8135436387761,10683.52157648324,260.5736969873961,15.821725131406636,45,0.2057374484202266,38.81299836268121,85.0612206559891,0.6,5.0,2.0,1.5
UGC06787,5.37,248.1,54.158,214.685,HSB,59.47109471817255,19430.742651692886,290.01108435362517,22.12420452383538,71,-19.430625758291853,56.207311709590385,110.75458367774868,0.6,5.0,2.0,1.5
UGC06818,1.39,71.2,1.873,143.155,HSB,15.049273750440051,60.715289323943466,15.178822330985867,24.974638855447463,8,6.385959992705315,13.627184426258092,25.036302796286108,0.6,5.0,2.0,1.5
