train_cluster,test_cluster,root_convergence_fraction,finite_family_fraction,median_finite_RMS_arcsec,median_RMS_ratio_to_halo,topology_correct_fraction
AS295,PLCKG287,0.851063829787234,0.8333333333333334,25.00237923396272,13.472540589134153,0.16666666666666666
PLCKG287,AS295,0.5555555555555556,0.3333333333333333,12.782163106042244,20.81737342808151,0.3333333333333333
