V0,lambda,M4,beta,cosmo_pass,cosmo_Omega_m0,cosmo_Omega_phi0,cosmo_reason,screening_pass,ppn_pass,overall_pass,overall_reason,screening_R_c_cosmic,screening_R_c_dwarf,screening_R_c_spiral,screening_reason
1e-08,0.1,0.004641588833612777,0.004641588833612777,False,0.6883463180017908,0.31165368199820925,"Omega_m=0.6883, Omega_phi=0.3117",False,False,False,"Omega_m=0.6883, Omega_phi=0.3117",,,,
1e-08,0.1,0.004641588833612777,0.01,False,0.6883463180017908,0.31165368199820925,"Omega_m=0.6883, Omega_phi=0.3117",False,False,False,"Omega_m=0.6883, Omega_phi=0.3117",,,,
1e-08,0.1,0.004641588833612777,0.021544346900318832,False,0.6883463180017908,0.31165368199820925,"Omega_m=0.6883, Omega_phi=0.3117",False,False,False,"Omega_m=0.6883, Omega_phi=0.3117",,,,
1e-08,0.1,0.004641588833612777,0.046415888336127774,False,0.6883463180017908,0.31165368199820925,"Omega_m=0.6883, Omega_phi=0.3117",False,False,False,"Omega_m=0.6883, Omega_phi=0.3117",,,,
1e-08,0.1,0.004641588833612777,0.1,False,0.6883463180017908,0.31165368199820925,"Omega_m=0.6883, Omega_phi=0.3117",False,False,False,"Omega_m=0.6883, Omega_phi=0.3117",,,,
1e-08,0.1,0.004641588833612777,0.21544346900318823,False,0.6883463180017908,0.31165368199820925,"Omega_m=0.6883, Omega_phi=0.3117",False,False,False,"Omega_m=0.6883, Omega_phi=0.3117",,,,
1e-08,0.1,0.004641588833612777,0.46415888336127775,False,0.6883463180017908,0.31165368199820925,"Omega_m=0.6883, Omega_phi=0.3117",False,False,False,"Omega_m=0.6883, Omega_phi=0.3117",,,,
1e-08,0.1,0.004641588833612777,1.0,False,0.6883463180017908,0.31165368199820925,"Omega_m=0.6883, Omega_phi=0.3117",False,False,False,"Omega_m=0.6883, Omega_phi=0.3117",,,,
1e-08,0.1,0.007742636826811269,0.001,False,0.14272281549802227,0.8572771845019778,"Omega_m=0.1427, Omega_phi=0.8573",False,False,False,"Omega_m=0.1427, Omega_phi=0.8573",,,,
1e-08,0.1,0.007742636826811269,0.0021544346900318843,False,0.14272281549802227,0.8572771845019778,"Omega_m=0.1427, Omega_phi=0.8573",False,False,False,"Omega_m=0.1427, Omega_phi=0.8573",,,,
1e-08,0.1,0.007742636826811269,0.004641588833612777,False,0.14272281549802227,0.8572771845019778,"Omega_m=0.1427, Omega_phi=0.8573",False,False,False,"Omega_m=0.1427, Omega_phi=0.8573",,,,
1e-08,0.1,0.007742636826811269,0.01,False,0.14272281549802227,0.8572771845019778,"Omega_m=0.1427, Omega_phi=0.8573",False,False,False,"Omega_m=0.1427, Omega_phi=0.8573",,,,
1e-08,0.1,0.007742636826811269,0.021544346900318832,False,0.14272281549802227,0.8572771845019778,"Omega_m=0.1427, Omega_phi=0.8573",False,False,False,"Omega_m=0.1427, Omega_phi=0.8573",,,,
1e-08,0.1,0.007742636826811269,0.046415888336127774,False,0.14272281549802227,0.8572771845019778,"Omega_m=0.1427, Omega_phi=0.8573",False,False,False,"Omega_m=0.1427, Omega_phi=0.8573",,,,
1e-08,0.1,0.007742636826811269,0.1,False,0.14272281549802227,0.8572771845019778,"Omega_m=0.1427, Omega_phi=0.8573",False,False,False,"Omega_m=0.1427, Omega_phi=0.8573",,,,
1e-08,0.1,0.007742636826811269,0.21544346900318823,False,0.14272281549802227,0.8572771845019778,"Omega_m=0.1427, Omega_phi=0.8573",False,False,False,"Omega_m=0.1427, Omega_phi=0.8573",,,,
1e-08,0.1,0.007742636826811269,0.46415888336127775,False,0.14272281549802227,0.8572771845019778,"Omega_m=0.1427, Omega_phi=0.8573",False,False,False,"Omega_m=0.1427, Omega_phi=0.8573",,,,
1e-08,0.1,0.007742636826811269,1.0,False,0.14272281549802227,0.8572771845019778,"Omega_m=0.1427, Omega_phi=0.8573",False,False,False,"Omega_m=0.1427, Omega_phi=0.8573",,,,
1e-08,0.1,0.01291549665014884,0.001,False,0.0013258610321335166,0.9986741389678664,"Omega_m=0.0013, Omega_phi=0.9987",False,False,False,"Omega_m=0.0013, Omega_phi=0.9987",,,,
1e-08,0.1,0.01291549665014884,0.0021544346900318843,False,0.0013258610321335166,0.9986741389678664,"Omega_m=0.0013, Omega_phi=0.9987",False,False,False,"Omega_m=0.0013, Omega_phi=0.9987",,,,
1e-08,0.1,0.01291549665014884,0.004641588833612777,False,0.0013258610321335166,0.9986741389678664,"Omega_m=0.0013, Omega_phi=0.9987",False,False,False,"Omega_m=0.0013, Omega_phi=0.9987",,,,
1e-08,0.1,0.01291549665014884,0.01,False,0.0013258610321335166,0.9986741389678664,"Omega_m=0.0013, Omega_phi=0.9987",False,False,False,"Omega_m=0.0013, Omega_phi=0.9987",,,,
1e-08,0.1,0.01291549665014884,0.021544346900318832,False,0.0013258610321335166,0.9986741389678664,"Omega_m=0.0013, Omega_phi=0.9987",False,False,False,"Omega_m=0.0013, Omega_phi=0.9987",,,,
1e-08,0.1,0.01291549665014884,0.046415888336127774,False,0.0013258610321335166,0.9986741389678664,"Omega_m=0.0013, Omega_phi=0.9987",False,False,False,"Omega_m=0.0013, Omega_phi=0.9987",,,,
1e-08,0.1,0.01291549665014884,0.1,False,0.0013258610321335166,0.9986741389678664,"Omega_m=0.0013, Omega_phi=0.9987",False,False,False,"Omega_m=0.0013, Omega_phi=0.9987",,,,
1e-08,0.1,0.01291549665014884,0.21544346900318823,False,0.0013258610321335166,0.9986741389678664,"Omega_m=0.0013, Omega_phi=0.9987",False,False,False,"Omega_m=0.0013, Omega_phi=0.9987",,,,
1e-08,0.1,0.01291549665014884,0.46415888336127775,False,0.0013258610321335166,0.9986741389678664,"Omega_m=0.0013, Omega_phi=0.9987",False,False,False,"Omega_m=0.0013, Omega_phi=0.9987",,,,
1e-08,0.1,0.01291549665014884,1.0,False,0.0013258610321335166,0.9986741389678664,"Omega_m=0.0013, Omega_phi=0.9987",False,False,False,"Omega_m=0.0013, Omega_phi=0.9987",,,,
1e-08,0.1,0.021544346900318832,0.001,False,2.8280651249565675e-05,0.9999717193487504,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.021544346900318832,0.0021544346900318843,False,2.8280651249565675e-05,0.9999717193487504,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.021544346900318832,0.004641588833612777,False,2.8280651249565675e-05,0.9999717193487504,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.021544346900318832,0.01,False,2.8280651249565675e-05,0.9999717193487504,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.021544346900318832,0.021544346900318832,False,2.8280651249565675e-05,0.9999717193487504,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.021544346900318832,0.046415888336127774,False,2.8280651249565675e-05,0.9999717193487504,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.021544346900318832,0.1,False,2.8280651249565675e-05,0.9999717193487504,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.021544346900318832,0.21544346900318823,False,2.8280651249565675e-05,0.9999717193487504,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.021544346900318832,0.46415888336127775,False,2.8280651249565675e-05,0.9999717193487504,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.021544346900318832,1.0,False,2.8280651249565675e-05,0.9999717193487504,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.03593813663804626,0.001,False,1.7427529958544446e-06,0.9999982572470042,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.03593813663804626,0.0021544346900318843,False,1.7427529958544446e-06,0.9999982572470042,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.03593813663804626,0.004641588833612777,False,1.7427529958544446e-06,0.9999982572470042,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.03593813663804626,0.01,False,1.7427529958544446e-06,0.9999982572470042,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.03593813663804626,0.021544346900318832,False,1.7427529958544446e-06,0.9999982572470042,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.03593813663804626,0.046415888336127774,False,1.7427529958544446e-06,0.9999982572470042,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.03593813663804626,0.1,False,1.7427529958544446e-06,0.9999982572470042,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.03593813663804626,0.21544346900318823,False,1.7427529958544446e-06,0.9999982572470042,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.03593813663804626,0.46415888336127775,False,1.7427529958544446e-06,0.9999982572470042,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.03593813663804626,1.0,False,1.7427529958544446e-06,0.9999982572470042,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.05994842503189409,0.001,False,1.3225566152670746e-07,0.9999998677443386,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.05994842503189409,0.0021544346900318843,False,1.3225566152670746e-07,0.9999998677443386,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.05994842503189409,0.004641588833612777,False,1.3225566152670746e-07,0.9999998677443386,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.05994842503189409,0.01,False,1.3225566152670746e-07,0.9999998677443386,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.05994842503189409,0.021544346900318832,False,1.3225566152670746e-07,0.9999998677443386,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.05994842503189409,0.046415888336127774,False,1.3225566152670746e-07,0.9999998677443386,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.05994842503189409,0.1,False,1.3225566152670746e-07,0.9999998677443386,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.05994842503189409,0.21544346900318823,False,1.3225566152670746e-07,0.9999998677443386,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.05994842503189409,0.46415888336127775,False,1.3225566152670746e-07,0.9999998677443386,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.05994842503189409,1.0,False,1.3225566152670746e-07,0.9999998677443386,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.1,0.001,False,1.0224013054817246e-08,0.9999999897759869,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.1,0.0021544346900318843,False,1.0224013054817246e-08,0.9999999897759869,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.1,0.004641588833612777,False,1.0224013054817246e-08,0.9999999897759869,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.1,0.01,False,1.0224013054817246e-08,0.9999999897759869,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.1,0.021544346900318832,False,1.0224013054817246e-08,0.9999999897759869,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.1,0.046415888336127774,False,1.0224013054817246e-08,0.9999999897759869,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.1,0.1,False,1.0224013054817246e-08,0.9999999897759869,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.1,0.21544346900318823,False,1.0224013054817246e-08,0.9999999897759869,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.1,0.46415888336127775,False,1.0224013054817246e-08,0.9999999897759869,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.1,0.1,1.0,False,1.0224013054817246e-08,0.9999999897759869,"Omega_m=0.0000, Omega_phi=1.0000",False,False,False,"Omega_m=0.0000, Omega_phi=1.0000",,,,
1e-08,0.6444444444444445,0.001,0.001,False,0.7765534181394401,0.2234465818605599,"Omega_m=0.7766, Omega_phi=0.2234",False,False,False,"Omega_m=0.7766, Omega_phi=0.2234",,,,
1e-08,0.6444444444444445,0.001,0.0021544346900318843,False,0.7765534181394401,0.2234465818605599,"Omega_m=0.7766, Omega_phi=0.2234",False,False,False,"Omega_m=0.7766, Omega_phi=0.2234",,,,
1e-08,0.6444444444444445,0.001,0.004641588833612777,False,0.7765534181394401,0.2234465818605599,"Omega_m=0.7766, Omega_phi=0.2234",False,False,False,"Omega_m=0.7766, Omega_phi=0.2234",,,,
1e-08,0.6444444444444445,0.001,0.01,False,0.7765534181394401,0.2234465818605599,"Omega_m=0.7766, Omega_phi=0.2234",False,False,False,"Omega_m=0.7766, Omega_phi=0.2234",,,,
1e-08,0.6444444444444445,0.001,0.021544346900318832,False,0.7765534181394401,0.2234465818605599,"Omega_m=0.7766, Omega_phi=0.2234",False,False,False,"Omega_m=0.7766, Omega_phi=0.2234",,,,
1e-08,0.6444444444444445,0.001,0.046415888336127774,False,0.7765534181394401,0.2234465818605599,"Omega_m=0.7766, Omega_phi=0.2234",False,False,False,"Omega_m=0.7766, Omega_phi=0.2234",,,,
1e-08,0.6444444444444445,0.001,0.1,False,0.7765534181394401,0.2234465818605599,"Omega_m=0.7766, Omega_phi=0.2234",False,False,False,"Omega_m=0.7766, Omega_phi=0.2234",,,,
1e-08,0.6444444444444445,0.001,0.21544346900318823,False,0.7765534181394401,0.2234465818605599,"Omega_m=0.7766, Omega_phi=0.2234",False,False,False,"Omega_m=0.7766, Omega_phi=0.2234",,,,
1e-08,0.6444444444444445,0.001,0.46415888336127775,False,0.7765534181394401,0.2234465818605599,"Omega_m=0.7766, Omega_phi=0.2234",False,False,False,"Omega_m=0.7766, Omega_phi=0.2234",,,,
1e-08,0.6444444444444445,0.001,1.0,False,0.7765534181394401,0.2234465818605599,"Omega_m=0.7766, Omega_phi=0.2234",False,False,False,"Omega_m=0.7766, Omega_phi=0.2234",,,,
1e-08,0.6444444444444445,0.0016681005372000592,0.001,False,0.9356670163773586,0.06433298362264138,"Omega_m=0.9357, Omega_phi=0.0643",False,False,False,"Omega_m=0.9357, Omega_phi=0.0643",,,,
1e-08,0.6444444444444445,0.0016681005372000592,0.0021544346900318843,False,0.9356670163773586,0.06433298362264138,"Omega_m=0.9357, Omega_phi=0.0643",False,False,False,"Omega_m=0.9357, Omega_phi=0.0643",,,,
1e-08,0.6444444444444445,0.0016681005372000592,0.004641588833612777,False,0.9356670163773586,0.06433298362264138,"Omega_m=0.9357, Omega_phi=0.0643",False,False,False,"Omega_m=0.9357, Omega_phi=0.0643",,,,
1e-08,0.6444444444444445,0.0016681005372000592,0.01,False,0.9356670163773586,0.06433298362264138,"Omega_m=0.9357, Omega_phi=0.0643",False,False,False,"Omega_m=0.9357, Omega_phi=0.0643",,,,
1e-08,0.6444444444444445,0.0016681005372000592,0.021544346900318832,False,0.9356670163773586,0.06433298362264138,"Omega_m=0.9357, Omega_phi=0.0643",False,False,False,"Omega_m=0.9357, Omega_phi=0.0643",,,,
1e-08,0.6444444444444445,0.0016681005372000592,0.046415888336127774,False,0.9356670163773586,0.06433298362264138,"Omega_m=0.9357, Omega_phi=0.0643",False,False,False,"Omega_m=0.9357, Omega_phi=0.0643",,,,
1e-08,0.6444444444444445,0.0016681005372000592,0.1,False,0.9356670163773586,0.06433298362264138,"Omega_m=0.9357, Omega_phi=0.0643",False,False,False,"Omega_m=0.9357, Omega_phi=0.0643",,,,
1e-08,0.6444444444444445,0.0016681005372000592,0.21544346900318823,False,0.9356670163773586,0.06433298362264138,"Omega_m=0.9357, Omega_phi=0.0643",False,False,False,"Omega_m=0.9357, Omega_phi=0.0643",,,,
1e-08,0.6444444444444445,0.0016681005372000592,0.46415888336127775,False,0.9356670163773586,0.06433298362264138,"Omega_m=0.9357, Omega_phi=0.0643",False,False,False,"Omega_m=0.9357, Omega_phi=0.0643",,,,
1e-08,0.6444444444444445,0.0016681005372000592,1.0,False,0.9356670163773586,0.06433298362264138,"Omega_m=0.9357, Omega_phi=0.0643",False,False,False,"Omega_m=0.9357, Omega_phi=0.0643",,,,
1e-08,0.6444444444444445,0.0027825594022071257,0.001,False,0.9851546285022142,0.014845371497785715,"Omega_m=0.9852, Omega_phi=0.0148",False,False,False,"Omega_m=0.9852, Omega_phi=0.0148",,,,
1e-08,0.6444444444444445,0.0027825594022071257,0.0021544346900318843,False,0.9851546285022142,0.014845371497785715,"Omega_m=0.9852, Omega_phi=0.0148",False,False,False,"Omega_m=0.9852, Omega_phi=0.0148",,,,
1e-08,0.6444444444444445,0.0027825594022071257,0.004641588833612777,False,0.9851546285022142,0.014845371497785715,"Omega_m=0.9852, Omega_phi=0.0148",False,False,False,"Omega_m=0.9852, Omega_phi=0.0148",,,,
1e-08,0.6444444444444445,0.0027825594022071257,0.01,False,0.9851546285022142,0.014845371497785715,"Omega_m=0.9852, Omega_phi=0.0148",False,False,False,"Omega_m=0.9852, Omega_phi=0.0148",,,,
1e-08,0.6444444444444445,0.0027825594022071257,0.021544346900318832,False,0.9851546285022142,0.014845371497785715,"Omega_m=0.9852, Omega_phi=0.0148",False,False,False,"Omega_m=0.9852, Omega_phi=0.0148",,,,
1e-08,0.6444444444444445,0.0027825594022071257,0.046415888336127774,False,0.9851546285022142,0.014845371497785715,"Omega_m=0.9852, Omega_phi=0.0148",False,False,False,"Omega_m=0.9852, Omega_phi=0.0148",,,,
1e-08,0.6444444444444445,0.0027825594022071257,0.1,False,0.9851546285022142,0.014845371497785715,"Omega_m=0.9852, Omega_phi=0.0148",False,False,False,"Omega_m=0.9852, Omega_phi=0.0148",,,,
1e-08,0.6444444444444445,0.0027825594022071257,0.21544346900318823,False,0.9851546285022142,0.014845371497785715,"Omega_m=0.9852, Omega_phi=0.0148",False,False,False,"Omega_m=0.9852, Omega_phi=0.0148",,,,
1e-08,0.6444444444444445,0.0027825594022071257,0.46415888336127775,False,0.9851546285022142,0.014845371497785715,"Omega_m=0.9852, Omega_phi=0.0148",False,False,False,"Omega_m=0.9852, Omega_phi=0.0148",,,,
1e-08,0.6444444444444445,0.0027825594022071257,1.0,False,0.9851546285022142,0.014845371497785715,"Omega_m=0.9852, Omega_phi=0.0148",False,False,False,"Omega_m=0.9852, Omega_phi=0.0148",,,,
