length_kpc,wavelength_kpc,planetary_low_pass_activation,planetary_literal_tidal_factor,inner_1kpc_activation,transition_10kpc_activation,outer_30kpc_activation,cluster_100kpc_activation,inside_derived_window
0.01,0.0628318530718,1.17518354341e-09,5.95374180765e-11,1,1,1,1,false
0.0101157945426,0.0635594116405,1.14843352497e-09,5.8182180984e-11,1,1,1,1,false
0.0102329299228,0.0642953949404,1.12229239686e-09,5.68577928539e-11,1,1,1,1,false
0.0103514216668,0.0650399005252,1.09674629953e-09,5.55635514783e-11,1,1,1,1,false
0.0104712854805,0.0657930270784,1.07178168892e-09,5.4298770633e-11,1,1,1,1,false
0.0105925372518,0.0665548744261,1.04738532921e-09,5.30627797148e-11,1,1,1,1,false
0.0107151930524,0.0673255435503,1.02354428589e-09,5.18549233846e-11,1,1,1,1,false
0.0108392691402,0.0681051366023,1.00024591883e-09,5.06745612213e-11,1,1,1,1,false
0.0109647819614,0.0688937569165,9.77477875632e-10,4.9521067381e-11,1,1,1,1,false
0.0110917481526,0.0696915090235,9.55228085041e-10,4.83938302662e-11,1,1,1,1,false
0.011220184543,0.0704984986645,9.33484750575e-10,4.72922522008e-11,1,1,1,1,false
0.0113501081567,0.0713148328052,9.12236344256e-10,4.62157491134e-11,1,1,1,1,false
0.011481536215,0.0721406196497,8.91471600504e-10,4.5163750228e-11,1,1,1,1,false
0.0116144861384,0.0729759686553,8.7117951016e-10,4.41356977607e-11,1,1,1,1,false
0.0117489755494,0.0738209905464,8.51349314655e-10,4.31310466246e-11,1,1,1,1,false
0.0118850222744,0.0746757973298,8.31970500302e-10,4.21492641404e-11,1,1,1,1,false
0.0120226443462,0.0755405023093,8.13032792725e-10,4.11898297539e-11,1,1,1,1,false
0.0121618600065,0.0764152201006,7.94526151408e-10,4.02522347603e-11,1,1,1,1,false
0.0123026877081,0.0773000666465,7.76440764378e-10,3.93359820344e-11,1,1,1,1,false
0.0124451461177,0.0781951592325,7.58767042998e-10,3.84405857669e-11,1,1,1,1,false
0.0125892541179,0.0791006165022,7.41495616886e-10,3.75655712068e-11,1,1,1,1,false
0.0127350308102,0.0800165584729,7.24617328948e-10,3.67104744097e-11,1,1,1,1,false
0.0128824955169,0.0809431065518,7.08123230518e-10,3.58748419921e-11,1,1,1,1,false
0.0130316677845,0.0818803835518,6.92004576623e-10,3.50582308906e-11,1,1,1,1,false
0.0131825673856,0.0828285137079,6.76252821338e-10,3.42602081272e-11,1,1,1,1,false
0.0133352143216,0.0837876226938,6.60859613261e-10,3.34803505796e-11,1,1,1,1,false
0.0134896288259,0.0847578376383,6.45816791081e-10,3.2718244757e-11,1,1,1,1,false
