variant_id,family,width_law,return_law,travel_mode,combined_roots,all_18_roots,systems_not_worse,minimum_system_improvement,mean_system_improvement,four_cluster_improvement,RXJ2129_improvement,equal_complete_five_system_RMS_arcsec
width_plus_even,width,plus_even,fixed,constant,18,True,2,-0.005136398571772283,0.0022701540042955105,0.001317097174690418,0.008917890518439942,20.11846505022394
joint_even_wide,joint,plus_even,plus_even,constant,18,True,2,-0.005141218137728609,0.0016690784529133974,0.0016648708855497851,0.004992842113276996,20.11152568014929
joint_width_wide_return_narrow,joint,plus_even,minus_rational,constant,18,True,2,-0.005350691522274742,0.002275718945895644,-5.8553015501727756e-05,0.012755831255099603,20.146096840387237
return_minus_linear,return_length,fixed,minus_linear,constant,18,True,2,-0.005436221726744295,0.0017480538632486775,-0.0007287466713599144,0.011989059641495325,20.15959946266791
phase_rational_no_cross,center_crossing,fixed,fixed,rational_no_cross,18,True,2,-0.005513852920553397,0.002015593737827004,-0.0018490805543573963,0.01616653920740263,20.182086994813936
return_plus_even,return_length,fixed,plus_even,constant,18,True,2,-0.005579467036848973,0.0013148911211061654,0.0014194777996616725,0.003925916926778683,20.11648198501534
fixed_support,baseline,fixed,fixed,constant,18,True,2,-0.005592295888740884,0.0019842813625457144,0.0010486387244660333,0.008256779381100476,20.123879282646932
phase_hard_no_cross,center_crossing,fixed,fixed,hard_no_cross,18,True,2,-0.005722013808745041,0.0025210904081995667,-0.0007562587928084952,0.015878668923798078,20.16009323130716
phase_tanh_no_cross,center_crossing,fixed,fixed,tanh_no_cross,18,True,2,-0.005737221831291217,0.0029636611501452138,-0.0009144538008181158,0.01841026602136553,20.163238706056873
return_minus_even,return_length,fixed,minus_even,constant,18,True,2,-0.005775422229810756,0.0017187536026496142,0.0006538368465588418,0.008036356187729576,20.13182990052571
return_minus_rational,return_length,fixed,minus_rational,constant,18,True,2,-0.005897369403347064,0.001934553797580385,-0.0004112316358342305,0.012057964184588932,20.153206931341973
width_minus_even,width,minus_even,fixed,constant,18,True,2,-0.006053774182091631,0.001639895775311806,0.0007410091974905386,0.007408873245826841,20.130084920490017
joint_even_narrow,joint,minus_even,minus_even,constant,18,True,2,-0.00635571296036308,0.0012987518395939813,0.000283279165807393,0.006985293533415482,20.13930541383471
width_minus_linear,width,minus_linear,fixed,constant,18,True,2,-0.006434708153062019,-0.00028511540092295283,-0.0006374170227589904,0.0018511258945929088,20.157918650911384
width_minus_rational,width,minus_rational,fixed,constant,18,True,2,-0.006470546400138222,0.00032940622186752313,-9.817933879618934e-05,0.0033635575325864364,20.14704044413769
joint_rational_narrow,joint,minus_rational,minus_rational,constant,18,True,2,-0.0073725846616528035,-0.0006170974990986844,-0.0020827819055593277,0.004196921242290985,20.186976562610457
joint_width_narrow_return_wide,joint,minus_rational,plus_even,constant,18,True,1,-0.006193758258749238,-0.00039153429195066814,0.0004948140243785648,-0.001842122533691537,20.135185314393937
return_plus_linear,return_length,fixed,plus_linear,constant,18,True,1,-0.008460337946635699,-0.00034324804715764047,0.0029008895316613437,-0.008460337946635699,20.086856987050236
width_plus_linear,width,plus_linear,fixed,constant,17,False,1,-inf,-inf,0.002121293358639198,-inf,inf
