radius_grid_cells,radius,cells,path_radial_mean,target_radial_mean,mean_relative_error,median_absolute_relative_error,angular_scatter_fraction
4,1.6,138,0.2135738394671713,0.22047016469852218,-0.03139083779279222,0.04016765251960974,0.03923509440355785
5,2.0,350,0.18052127842112276,0.18465569354350075,-0.022109350937220065,0.023660442702912288,0.0579355399879015
6,2.4000000000000004,450,0.14778193664015135,0.1498093757320336,-0.013488316950715406,0.014146249811456846,0.05067224692626251
7,2.8000000000000003,602,0.12398250018733833,0.12511270964845253,-0.009029463556824279,0.010685944898640498,0.04961795534579834
8,3.2,762,0.10527862516746543,0.10597773828028785,-0.006568065926176892,0.008127157753212655,0.04370243788093098
9,3.6,1142,0.08948699714768056,0.09002716215037015,-0.006004005332435345,0.006410173085225401,0.04774197947290266
10,4.0,1250,0.07733511039398998,0.07762301578630322,-0.003647020698173212,0.0072857757444651505,0.03699861483236767
11,4.4,1458,0.06841184813569776,0.0684231110959715,-0.0001444785410193623,0.008671021104646126,0.03396933023818797
12,4.800000000000001,750,0.0631351561812517,0.06303407605319507,0.0015965666196288493,0.009313400597129817,0.01859627815924271
