fold,train_chi2,optimizer_success,at_hard_bound,log10_F,log10_chi_t,F,chi_t,w_dex
0,19874.416690177306,True,True,1.2687606500676936,-5.603660641261462,18.56780857328409,2.4908028773290288e-06,0.10000000000000002
1,20898.71671079006,True,True,1.2349735014820815,-5.577331334813846,17.178035720163898,2.6464802979855503e-06,0.10000000000000002
2,21796.49612743934,True,True,1.281687434220751,-5.580636708847788,19.128787128774867,2.626414643667339e-06,0.10000000000000002
3,24096.786123472782,True,True,1.2280646753699624,-5.597126542340637,16.906926917699693,2.528561130846051e-06,0.10000000000000002
4,23428.790788080325,True,False,1.8884713756090699,-5.27221166518946,77.35196943375658,5.343038884433489e-06,0.2947867079405218
