log_g_low,log_g_high,g_center,g_center_vs_gdagger,n_points,mean_deviation_pct,std_deviation_pct,median_deviation_pct,mean_g_ratio,p10_deviation,p90_deviation
-12.377495326902276,-12.074413157169545,5.943547774905905e-13,0.006191889536738372,5,254.07184609680044,114.16694621686788,181.5878694537077,13.840096380688152,149.63019222671397,396.31565420384237
-12.074413157169545,-11.771330987436816,1.1943398626682196e-12,0.012442434685539265,35,223.52336169023985,100.1108094047347,216.2324964722074,11.46895397190249,89.61644443127032,323.8316388597824
-11.771330987436816,-11.468248817704085,2.3999936764720033e-12,0.02500273623832446,240,154.01855281455906,68.12944138112596,150.02768038906692,6.916704595690722,65.7705562044622,245.27451378908697
-11.468248817704085,-11.165166647971356,4.8227224319864e-12,0.05024232276097552,580,121.26334899835783,50.62213110334389,119.26504712587085,5.152006976741323,65.00439868621648,183.93301945828998
-11.165166647971356,-10.862084478238625,9.691130390882986e-12,0.10096058976732228,618,98.24086471358143,43.39709551316695,96.9478107717282,4.118274834136742,42.463252269826306,149.12515497973376
-10.862084478238625,-10.559002308505896,1.9474064613420623e-11,0.20287757663311648,405,75.65315737095762,33.411222887235894,72.17023504362004,3.197034150920696,43.24091921945403,111.57814962721908
-10.559002308505896,-10.255920138773165,3.9132606545512357e-11,0.4076770073885602,388,52.74445822170656,27.9114342736614,50.415682438289124,2.410991768065558,22.35602685405784,90.5869120040379
-10.255920138773165,-9.952837969040436,7.863591527731337e-11,0.8192159286969815,359,35.23113889784145,26.00544395699771,33.95915968825994,1.8963744043007835,10.332757931266627,60.85176471700023
-9.952837969040436,-9.649755799307705,1.5801674657958427e-10,1.6461922690460022,278,20.857864511426538,22.69675129171427,20.911654097145245,1.5121765933460265,-7.226589091055104,45.838550468166765
-9.649755799307705,-9.346673629574976,3.175303817796389e-10,3.307978875578254,189,13.803345559308825,15.187789478762634,14.926332504806242,1.3181870409742669,-2.7582021490216984,29.980820540421007
-9.346673629574976,-9.043591459842247,6.380687207880375e-10,6.647294150891276,143,2.1822159821046427,14.9683383314077,4.567307267987232,1.066525641541697,-10.539505586154021,19.328220220499798
-9.043591459842247,-8.740509290109516,1.2821818503359067e-09,13.357557950169644,71,6.491470949128543,32.33519174568632,0.7404340999166557,1.2385998010139387,-12.2713806941975,20.85188778559801
-8.740509290109516,-8.437427120376785,2.5765097767218804e-09,26.84165170699061,40,4.925451011776391,24.085490870546966,2.3477004685755096,1.1589461140499888,-16.388519089366458,16.46367155552952
-8.437427120376785,-8.134344950644056,5.177426765013348e-09,53.937573697761486,13,5.026431735945557,28.211163513155782,-2.8325007650058054,1.1826421109951244,-20.74422456704647,32.43608606367385
