k_hMpc,k_1_per_m,a,mu,D,f
1.000000000000000021e-02,2.268545502611055180e-25,2.030018519859684289e-01,1.000000000000000000e+00,2.023926401332401259e-01,9.891312956485208696e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.033917501372292103e-01,1.000000000000000000e+00,2.027771274760171993e-01,9.890709127820566104e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.037823971514529375e-01,1.000000000000000000e+00,2.031623216307728297e-01,9.890102047028549448e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.041737944669529681e-01,1.000000000000000000e+00,2.035482237231935054e-01,9.889491695452766740e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.045659435248052271e-01,1.000000000000000000e+00,2.039348348793989518e-01,9.888878054270211493e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.049588457688535093e-01,1.000000000000000000e+00,2.043221562259285584e-01,9.888261104635571730e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.053525026457146407e-01,1.000000000000000000e+00,2.047101888897320532e-01,9.887640827598321858e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.057469156047839476e-01,1.000000000000000000e+00,2.050989339981572068e-01,9.887017204139005866e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.061420860982406678e-01,1.000000000000000000e+00,2.054883926789380366e-01,9.886390215070234300e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.065380155810529472e-01,1.000000000000000000e+00,2.058785660601822887e-01,9.885759841212540255e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.069347055109836964e-01,1.000000000000000000e+00,2.062694552703604745e-01,9.885126063223604875e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.073321573485955582e-01,1.000000000000000000e+00,2.066610614382930200e-01,9.884488861693018213e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.077303725572564042e-01,1.000000000000000000e+00,2.070533856931379424e-01,9.883848217116657509e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.081293526031447461e-01,1.000000000000000000e+00,2.074464291643808300e-01,9.883204109948593441e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.085290989552552876e-01,1.000000000000000000e+00,2.078401929818187999e-01,9.882556520412221213e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.089296130854040034e-01,1.000000000000000000e+00,2.082346782755494508e-01,9.881905428765499488e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.093308964682336903e-01,1.000000000000000000e+00,2.086298861759603718e-01,9.881250815177725633e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.097329505812196848e-01,1.000000000000000000e+00,2.090258178137147649e-01,9.880592659651707965e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.101357769046748314e-01,1.000000000000000000e+00,2.094224743197372895e-01,9.879930942063851473e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.105393769217551725e-01,1.000000000000000000e+00,2.098198568252012397e-01,9.879265642306906958e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.109437521184654996e-01,1.000000000000000000e+00,2.102179664615186905e-01,9.878596740128063880e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.113489039836647376e-01,1.000000000000000000e+00,2.106168043603248441e-01,9.877924215181181911e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.117548340090711911e-01,1.000000000000000000e+00,2.110163716534641798e-01,9.877248046964728356e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.121615436892684559e-01,1.000000000000000000e+00,2.114166694729774088e-01,9.876568214941736645e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.125690345217107480e-01,1.000000000000000000e+00,2.118176989510876240e-01,9.875884698457628730e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.129773080067281776e-01,1.000000000000000000e+00,2.122194612201890318e-01,9.875197476810496644e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.133863656475326331e-01,1.000000000000000000e+00,2.126219574128308809e-01,9.874506529110618214e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.137962089502232488e-01,1.000000000000000000e+00,2.130251886617031687e-01,9.873811834419721212e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.142068394237916229e-01,1.000000000000000000e+00,2.134291560996252057e-01,9.873113371765658286e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.146182585801278131e-01,1.000000000000000000e+00,2.138338608595306278e-01,9.872411119952262393e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.150304679340256653e-01,1.000000000000000000e+00,2.142393040744503263e-01,9.871705057725449484e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.154434690031884481e-01,1.000000000000000000e+00,2.146454868775001246e-01,9.870995163730317268e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.158572633082342096e-01,1.000000000000000000e+00,2.150524104018659011e-01,9.870281416519278705e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.162718523727020503e-01,1.000000000000000000e+00,2.154600757807909328e-01,9.869563794624843789e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.166872377230568691e-01,1.000000000000000000e+00,2.158684841475594640e-01,9.868842276341747155e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.171034208886954420e-01,1.000000000000000000e+00,2.162776366354811908e-01,9.868116839909525373e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.175204034019523058e-01,1.000000000000000000e+00,2.166875343778763841e-01,9.867387463491665844e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.179381867981046994e-01,1.000000000000000000e+00,2.170981785080624560e-01,9.866654125132179320e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.183567726153788358e-01,1.000000000000000000e+00,2.175095701593373898e-01,9.865916802774131744e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.187761623949552869e-01,1.000000000000000000e+00,2.179217104649643078e-01,9.865175474260825528e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.191963576809747571e-01,1.000000000000000000e+00,2.183346005581567884e-01,9.864430117309186397e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.196173600205436338e-01,1.000000000000000000e+00,2.187482415720629625e-01,9.863680709607722807e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.200391709637398718e-01,1.000000000000000000e+00,2.191626346397495539e-01,9.862927228577174077e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.204617920636185724e-01,1.000000000000000000e+00,2.195777808941840881e-01,9.862169651702477058e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.208852248762176729e-01,1.000000000000000000e+00,2.199936814682234842e-01,9.861407956305598965e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.213094709605637755e-01,1.000000000000000000e+00,2.204103374945930727e-01,9.860642119525243610e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.217345318786779484e-01,1.000000000000000000e+00,2.208277501058730496e-01,9.859872118522987616e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.221604091955811933e-01,1.000000000000000000e+00,2.212459204344811581e-01,9.859097930237912255e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.225871044793004683e-01,1.000000000000000000e+00,2.216648496126560897e-01,9.858319531603660923e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.230146193008744893e-01,1.000000000000000000e+00,2.220845387724426634e-01,9.857536899362925320e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.234429552343592529e-01,1.000000000000000000e+00,2.225049890456712864e-01,9.856750010180028720e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.238721138568339486e-01,1.000000000000000000e+00,2.229262015639437711e-01,9.855958840614649219e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.243020967484071204e-01,1.000000000000000000e+00,2.233481774586164315e-01,9.855163367128596530e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.247329054922218017e-01,1.000000000000000000e+00,2.237709178607810434e-01,9.854363566067165792e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.251645416744617600e-01,1.000000000000000000e+00,2.241944239012493567e-01,9.853559413619410456e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.255970068843576315e-01,1.000000000000000000e+00,2.246186967105339161e-01,9.852750885950156690e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.260303027141920551e-01,1.000000000000000000e+00,2.250437374188305195e-01,9.851937958991003885e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.264644307593060013e-01,1.000000000000000000e+00,2.254695471560006492e-01,9.851120608693219038e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.268993926181046006e-01,1.000000000000000000e+00,2.258961270515545960e-01,9.850298810790645287e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.273351898920630554e-01,1.000000000000000000e+00,2.263234782346326690e-01,9.849472541005434012e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.277718241857322468e-01,1.000000000000000000e+00,2.267516018339869321e-01,9.848641774869029142e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.282092971067450626e-01,1.000000000000000000e+00,2.271804989779612760e-01,9.847806487782488905e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.286476102658220599e-01,1.000000000000000000e+00,2.276101707944759023e-01,9.846966655126160317e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.290867652767773210e-01,1.000000000000000000e+00,2.280406184110065071e-01,9.846122252087523563e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.295267637565246988e-01,1.000000000000000000e+00,2.284718429545667118e-01,9.845273253786330780e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.299676073250835340e-01,1.000000000000000000e+00,2.289038455516876347e-01,9.844419635169596727e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.304092976055845954e-01,1.000000000000000000e+00,2.293366273283990731e-01,9.843561371118935144e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.308518362242762134e-01,1.000000000000000000e+00,2.297701894102126552e-01,9.842698436422975261e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.312952248105302477e-01,1.000000000000000000e+00,2.302045329220998582e-01,9.841830805686231365e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.317394649968479159e-01,1.000000000000000000e+00,2.306396589884720516e-01,9.840958453418235941e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.321845584188658995e-01,1.000000000000000000e+00,2.310755687331630392e-01,9.840081354043551665e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.326305067153626449e-01,1.000000000000000000e+00,2.315122632794079927e-01,9.839199481855287477e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.330773115282638308e-01,1.000000000000000000e+00,2.319497437498229397e-01,9.838312810976613809e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.335249745026487800e-01,1.000000000000000000e+00,2.323880112663859743e-01,9.837421315540129108e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.339734972867567042e-01,1.000000000000000000e+00,2.328270669504156620e-01,9.836524969382743899e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.344228815319922832e-01,1.000000000000000000e+00,2.332669119225500298e-01,9.835623746337498474e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.348731288929319372e-01,1.000000000000000000e+00,2.337075473027267758e-01,9.834717620111148584e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.353242410273301832e-01,1.000000000000000000e+00,2.341489742101639793e-01,9.833806564302407516e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.357762195961254637e-01,1.000000000000000000e+00,2.345911937633369249e-01,9.832890552299233811e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.362290662634462246e-01,1.000000000000000000e+00,2.350342070799576188e-01,9.831969557478973387e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.366827826966171888e-01,1.000000000000000000e+00,2.354780152769532786e-01,9.831043553007425828e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.371373705661655729e-01,1.000000000000000000e+00,2.359226194704446555e-01,9.830112511964939070e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.375928315458268880e-01,1.000000000000000000e+00,2.363680207757251905e-01,9.829176407364726975e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.380491673125514906e-01,1.000000000000000000e+00,2.368142203072401974e-01,9.828235212027006673e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.385063795465105774e-01,1.000000000000000000e+00,2.372612191785636593e-01,9.827288898663542049e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.389644699311023190e-01,1.000000000000000000e+00,2.377090185023759128e-01,9.826337439896590809e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.394234401529581613e-01,1.000000000000000000e+00,2.381576193904414995e-01,9.825380808144339451e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.398832919019490695e-01,1.000000000000000000e+00,2.386070229535864062e-01,9.824418975787533315e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.403440268711916072e-01,1.000000000000000000e+00,2.390572303016755829e-01,9.823451915003686974e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.408056467570540982e-01,1.000000000000000000e+00,2.395082425435920148e-01,9.822479597976579990e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.412681532591633982e-01,1.000000000000000000e+00,2.399600607872118818e-01,9.821501996567861825e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.417315480804104466e-01,1.000000000000000000e+00,2.404126861393794112e-01,9.820519082668474065e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.421958329269568722e-01,1.000000000000000000e+00,2.408661197058898085e-01,9.819530828045450743e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.426610095082415708e-01,1.000000000000000000e+00,2.413203625914606965e-01,9.818537204226490678e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.431270795369863680e-01,1.000000000000000000e+00,2.417754158997096059e-01,9.817538182714516948e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.435940447292027078e-01,1.000000000000000000e+00,2.422312807331302720e-01,9.816533734815405809e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.440619068041980644e-01,1.000000000000000000e+00,2.426879581930689589e-01,9.815523831737034133e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.445306674845820205e-01,1.000000000000000000e+00,2.431454493797003680e-01,9.814508444604587156e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.450003284962726513e-01,1.000000000000000000e+00,2.436037553920047394e-01,9.813487544367861526e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.454708915685030468e-01,1.000000000000000000e+00,2.440628773277390973e-01,9.812461101773998218e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.459423584338276125e-01,1.000000000000000000e+00,2.445228162834162389e-01,9.811429087587727471e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.464147308281281756e-01,1.000000000000000000e+00,2.449835733542790883e-01,9.810391472343313879e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.468880104906208683e-01,1.000000000000000000e+00,2.454451496342748285e-01,9.809348226453786790e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.473621991638621787e-01,1.000000000000000000e+00,2.459075462160301151e-01,9.808299320242968022e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.478372985937553341e-01,1.000000000000000000e+00,2.463707641908270130e-01,9.807244723908558059e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.483133105295570187e-01,1.000000000000000000e+00,2.468348046485758229e-01,9.806184407454063834e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.487902367238836732e-01,1.000000000000000000e+00,2.472996686777896858e-01,9.805118340785762276e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.492680789327176849e-01,1.000000000000000000e+00,2.477653573655586028e-01,9.804046493706738419e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.497468389154143542e-01,1.000000000000000000e+00,2.482318717975243449e-01,9.802968835847150064e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.502265184347080007e-01,1.000000000000000000e+00,2.486992130578529470e-01,9.801885336750083555e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.507071192567185691e-01,1.000000000000000000e+00,2.491673822292093665e-01,9.800795965736982529e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.511886431509580131e-01,1.000000000000000000e+00,2.496363803927281466e-01,9.799700692075669073e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.516710918903372063e-01,1.000000000000000000e+00,2.501062086279882690e-01,9.798599484842714924e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.521544672511719098e-01,1.000000000000000000e+00,2.505768680129877302e-01,9.797492313076785475e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.526387710131896558e-01,1.000000000000000000e+00,2.510483596241137039e-01,9.796379145531717292e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.531240049595363528e-01,1.000000000000000000e+00,2.515206845361158683e-01,9.795259950993840947e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.536101708767826701e-01,1.000000000000000000e+00,2.519938438220805099e-01,9.794134697979006710e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.540972705549305322e-01,1.000000000000000000e+00,2.524678385533992153e-01,9.793003354925908788e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.545853057874200576e-01,1.000000000000000000e+00,2.529426697997446127e-01,9.791865890148304663e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.550742783711359429e-01,1.000000000000000000e+00,2.534183386290390638e-01,9.790722271778483643e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.555641901064138466e-01,1.000000000000000000e+00,2.538948461074289065e-01,9.789572467886525908e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.560550427970476051e-01,1.000000000000000000e+00,2.543721932992534795e-01,9.788416446277004024e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.565468382502953948e-01,1.000000000000000000e+00,2.548503812670174229e-01,9.787254174760094960e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.570395782768863935e-01,1.000000000000000000e+00,2.553294110713624221e-01,9.786085620927763573e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.575332646910277745e-01,1.000000000000000000e+00,2.558092837710370104e-01,9.784910752250197685e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.580278993104110907e-01,1.000000000000000000e+00,2.562900004228668149e-01,9.783729536021988915e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.585234839562191023e-01,1.000000000000000000e+00,2.567715620817248579e-01,9.782541939479065807e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.590200204531323824e-01,1.000000000000000000e+00,2.572539698005054110e-01,9.781347929673299690e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.595175106293362566e-01,1.000000000000000000e+00,2.577372246300891900e-01,9.780147473510160117e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.600159563165272414e-01,1.000000000000000000e+00,2.582213276193154883e-01,9.778940537750164808e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.605153593499198172e-01,1.000000000000000000e+00,2.587062798149507570e-01,9.777727089025933793e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.610157215682537002e-01,1.000000000000000000e+00,2.591920822616581299e-01,9.776507093801614090e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.615170448137997816e-01,1.000000000000000000e+00,2.596787360019675583e-01,9.775280518466302748e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.620193309323674558e-01,1.000000000000000000e+00,2.601662420762463901e-01,9.774047329264102801e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.625225817733113920e-01,1.000000000000000000e+00,2.606546015226645086e-01,9.772807492189687917e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.630267991895382518e-01,1.000000000000000000e+00,2.611438153771646897e-01,9.771560973215029922e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.635319850375132944e-01,1.000000000000000000e+00,2.616338846734309609e-01,9.770307738081769333e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.640381411772677045e-01,1.000000000000000000e+00,2.621248104428547387e-01,9.769047752419729447e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.645452694724049758e-01,1.000000000000000000e+00,2.626165937145065743e-01,9.767780981761529091e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.650533717901080166e-01,1.000000000000000000e+00,2.631092355151017359e-01,9.766507391490552026e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.655624500011459221e-01,1.000000000000000000e+00,2.636027368689703998e-01,9.765226946768803540e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.660725059798810244e-01,1.000000000000000000e+00,2.640970987980175155e-01,9.763939612619711994e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.665835416042754424e-01,1.000000000000000000e+00,2.645923223216969933e-01,9.762645354008391285e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.670955587558984656e-01,1.000000000000000000e+00,2.650884084569757881e-01,9.761344135677779699e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.676085593199332147e-01,1.000000000000000000e+00,2.655853582183030914e-01,9.760035922339889147e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.681225451851834141e-01,1.000000000000000000e+00,2.660831726175740264e-01,9.758720678366201717e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.686375182440807752e-01,1.000000000000000000e+00,2.665818526640975072e-01,9.757398368213843209e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.691534803926916020e-01,1.000000000000000000e+00,2.670813993645616002e-01,9.756068955989518621e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.696704335307239520e-01,1.000000000000000000e+00,2.675818137229977189e-01,9.754732405741114443e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.701883795615344086e-01,1.000000000000000000e+00,2.680830967407492049e-01,9.753388681430189555e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.707073203921357418e-01,1.000000000000000000e+00,2.685852494164370774e-01,9.752037746784569805e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.712272579332029032e-01,1.000000000000000000e+00,2.690882727459191770e-01,9.750679565337463384e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.717481940990807976e-01,1.000000000000000000e+00,2.695921677222615775e-01,9.749314100641826020e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.722701308077912774e-01,1.000000000000000000e+00,2.700969353357017266e-01,9.747941315995327649e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.727930699810399706e-01,1.000000000000000000e+00,2.706025765736136401e-01,9.746561174562501373e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.733170135442233861e-01,1.000000000000000000e+00,2.711090924204695995e-01,9.745173639367219476e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.738419634264361302e-01,1.000000000000000000e+00,2.716164838578048468e-01,9.743778673239754662e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.743679215604780675e-01,1.000000000000000000e+00,2.721247518641812801e-01,9.742376238896972573e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.748948898828610932e-01,1.000000000000000000e+00,2.726338974151519268e-01,9.740966298933159129e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.754228703338166273e-01,1.000000000000000000e+00,2.731439214832263040e-01,9.739548815811588378e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.759518648573027200e-01,1.000000000000000000e+00,2.736548250378302294e-01,9.738123751745442203e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.764818754010107682e-01,1.000000000000000000e+00,2.741666090452691829e-01,9.736691068866797361e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.770129039163733431e-01,1.000000000000000000e+00,2.746792744686935572e-01,9.735250729230974231e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.775449523585710732e-01,1.000000000000000000e+00,2.751928222680598002e-01,9.733802694591529026e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.780780226865395277e-01,1.000000000000000000e+00,2.757072534000913344e-01,9.732346926672665877e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.786121168629770994e-01,1.000000000000000000e+00,2.762225688182415873e-01,9.730883386952744463e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.791472368543514992e-01,1.000000000000000000e+00,2.767387694726548553e-01,9.729412036812183917e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.796833846309076943e-01,1.000000000000000000e+00,2.772558563101276130e-01,9.727932837482013984e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.802205621666747359e-01,1.000000000000000000e+00,2.777738302740724308e-01,9.726445750034459214e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.807587714394728096e-01,1.000000000000000000e+00,2.782926923044765632e-01,9.724950735399752189e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.812980144309213393e-01,1.000000000000000000e+00,2.788124433378641465e-01,9.723447754370834195e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.818382931264454272e-01,1.000000000000000000e+00,2.793330843072568404e-01,9.721936767517842526e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.823796095152835139e-01,1.000000000000000000e+00,2.798546161421311407e-01,9.720417735329457409e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.829219655904949837e-01,1.000000000000000000e+00,2.803770397683830740e-01,9.718890618152734584e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.834653633489667701e-01,1.000000000000000000e+00,2.809003561082874523e-01,9.717355376150169644e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.840098047914215162e-01,1.000000000000000000e+00,2.814245660804540194e-01,9.715811969319801955e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.845552919224245136e-01,1.000000000000000000e+00,2.819496705997896480e-01,9.714260357508185395e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.851018267503909742e-01,1.000000000000000000e+00,2.824756705774568721e-01,9.712700500492773559e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.856494112875937463e-01,1.000000000000000000e+00,2.830025669208353079e-01,9.711132357790087655e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.861980475501706422e-01,1.000000000000000000e+00,2.835303605334746901e-01,9.709555888797448686e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.867477375581315990e-01,1.000000000000000000e+00,2.840590523150588464e-01,9.707971052809596380e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.872984833353664502e-01,1.000000000000000000e+00,2.845886431613617318e-01,9.706377808891843983e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.878502869096522532e-01,1.000000000000000000e+00,2.851191339642050737e-01,9.704776116043084544e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.884031503126606166e-01,1.000000000000000000e+00,2.856505256114173497e-01,9.703165933014283873e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.889570755799654167e-01,1.000000000000000000e+00,2.861828189867886563e-01,9.701547218455237598e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.895120647510501244e-01,1.000000000000000000e+00,2.867160149700320737e-01,9.699919930889429054e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.900681198693153551e-01,1.000000000000000000e+00,2.872501144367374248e-01,9.698284028620965946e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.906252429820865846e-01,1.000000000000000000e+00,2.877851182583278655e-01,9.696639469818130186e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.911834361406212546e-01,1.000000000000000000e+00,2.883210273020204717e-01,9.694986212611905740e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.917427014001167107e-01,1.000000000000000000e+00,2.888578424307783332e-01,9.693324214741602107e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.923030408197176966e-01,1.000000000000000000e+00,2.893955645032663671e-01,9.691653434019510405e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.928644564625236812e-01,1.000000000000000000e+00,2.899341943738127370e-01,9.689973828060163275e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.934269503955969083e-01,1.000000000000000000e+00,2.904737328923601702e-01,9.688285354231551683e-01
1.000000000000000021e-02,2.268545502611055180e-25,2.939905246899695568e-01,1.000000000000000000e+00,2.910141809044186623e-01,9.686587969726648817e-01
