tier,galaxy,component,realization,status,profile,baseScaleHeightKpc,flaringPerR80,r80Kpc,projection_relative_error
haar_256,NGC3198,stars,0,assumed_prior_not_measured,sech_squared,1.6415286076967595,0.08571163643303004,21.07711479755588,1.6446129830180382e-16
haar_256,NGC3198,stars,1,assumed_prior_not_measured,sech_squared,1.4981141665542876,0.6123634751204445,21.07711479755588,8.223064915090191e-17
haar_256,NGC3198,stars,2,assumed_prior_not_measured,exponential,1.7292764283951318,0.14601765833827052,21.07711479755588,1.6446129830180382e-16
haar_256,NGC5055,gas,0,assumed_prior_not_measured,exponential,2.149410247822849,0.6830846390484164,32.2567413892975,4.38128932840414e-16
haar_256,NGC5055,gas,1,assumed_prior_not_measured,exponential,5.955319599673882,0.17727585377719024,32.2567413892975,2.920859552269427e-16
haar_256,NGC5055,gas,2,assumed_prior_not_measured,sech_squared,4.29567094519322,0.9866629406390106,32.2567413892975,2.920859552269427e-16
haar_256,NGC5055,stars,0,assumed_prior_not_measured,sech_squared,1.9302763951753272,0.4912855935444056,16.772656679229073,3.6825704060763065e-16
haar_256,NGC5055,stars,1,assumed_prior_not_measured,sech_squared,0.7973873045998131,0.9399466389658152,16.772656679229073,6.137617343460511e-17
haar_256,NGC5055,stars,2,assumed_prior_not_measured,exponential,1.4395663212156025,0.545290038918105,16.772656679229073,6.137617343460511e-17
haar_256,NGC7793,gas,0,assumed_prior_not_measured,exponential,0.8141582947871563,0.3112651971232743,6.353796485475021,2.9330768944849654e-16
haar_256,NGC7793,gas,1,assumed_prior_not_measured,exponential,0.7770077079138116,0.22717612599180426,6.353796485475021,2.9330768944849654e-16
haar_256,NGC7793,gas,2,assumed_prior_not_measured,sech_squared,0.9052482293332784,0.08817315183715424,6.353796485475021,4.399615341727448e-16
haar_256,NGC7793,stars,0,assumed_prior_not_measured,sech_squared,0.6153276317568974,0.8436366772510963,8.541450687825604,1.3596086669765935e-16
haar_256,NGC7793,stars,1,assumed_prior_not_measured,exponential,0.7581088035603363,0.864303730157799,8.541450687825604,1.3596086669765935e-16
haar_256,NGC7793,stars,2,assumed_prior_not_measured,sech_squared,0.3518621133114423,0.33386613717538494,8.541450687825604,6.798043334882967e-17
haar_512,NGC2403,gas,0,assumed_prior_not_measured,sech_squared,1.005599259684599,0.28743520701679526,13.320207676933592,3.4666307390718905e-16
haar_512,NGC2403,gas,1,assumed_prior_not_measured,sech_squared,0.8591504402569546,0.049814857278435154,13.320207676933592,3.4666307390718905e-16
haar_512,NGC2403,gas,2,assumed_prior_not_measured,exponential,1.894126687586997,0.9995913831552636,13.320207676933592,2.31108715938126e-16
haar_512,NGC2403,stars,0,assumed_prior_not_measured,sech_squared,0.6313495836640551,0.6177235841099626,11.034649089097995,1.495921717627044e-16
haar_512,NGC2403,stars,1,assumed_prior_not_measured,exponential,0.5377097030949439,0.2501140802511944,11.034649089097995,1.495921717627044e-16
haar_512,NGC2403,stars,2,assumed_prior_not_measured,exponential,0.4523984229628974,0.14558306890816253,11.034649089097995,1.495921717627044e-16
haar_512,NGC3198,gas,0,assumed_prior_not_measured,sech_squared,3.5121186337770225,0.23868221466139072,30.03387394575247,3.4712179085130036e-16
haar_512,NGC3198,gas,1,assumed_prior_not_measured,exponential,5.249328970937094,0.033471582564375546,30.03387394575247,3.4712179085130036e-16
haar_512,NGC3198,gas,2,assumed_prior_not_measured,exponential,6.0921583428372585,0.23179334454730727,30.03387394575247,3.4712179085130036e-16
haar_512,NGC3198,stars,0,assumed_prior_not_measured,exponential,3.010046064673906,0.07683259468929637,21.612939643818404,8.33996108385664e-17
haar_512,NGC3198,stars,1,assumed_prior_not_measured,sech_squared,1.8912934759666842,0.38765370759259,21.612939643818404,3.335984433542656e-16
haar_512,NGC3198,stars,2,assumed_prior_not_measured,exponential,1.083081350364167,0.005645774562147321,21.612939643818404,3.335984433542656e-16
haar_512,NGC5055,gas,0,assumed_prior_not_measured,exponential,3.6234326085003445,0.9391129231605078,32.49429462473162,2.406842976529885e-16
haar_512,NGC5055,gas,1,assumed_prior_not_measured,exponential,4.347866991162612,0.13144455404178157,32.49429462473162,3.610264464794827e-16
haar_512,NGC5055,gas,2,assumed_prior_not_measured,exponential,3.517007944748316,0.9216631268342812,32.49429462473162,3.610264464794827e-16
haar_512,NGC5055,stars,0,assumed_prior_not_measured,sech_squared,1.0611253110235292,0.2832383345589683,16.389318647012168,1.2310631698829499e-16
haar_512,NGC5055,stars,1,assumed_prior_not_measured,exponential,2.511384684974918,0.0587252864671719,16.389318647012168,3.6931895096488496e-16
haar_512,NGC5055,stars,2,assumed_prior_not_measured,sech_squared,1.4159931786307327,0.31164925990109005,16.389318647012168,3.6931895096488496e-16
haar_512,NGC7793,gas,0,assumed_prior_not_measured,exponential,0.9371671603160727,0.08603612416080819,6.364127868697485,2.727934360535557e-16
haar_512,NGC7793,gas,1,assumed_prior_not_measured,exponential,0.8591073787689503,0.8472455161172492,6.364127868697485,2.727934360535557e-16
haar_512,NGC7793,gas,2,assumed_prior_not_measured,sech_squared,0.8168998505153765,0.8076332809357177,6.364127868697485,2.727934360535557e-16
haar_512,NGC7793,stars,0,assumed_prior_not_measured,sech_squared,0.7599588647566448,0.23653905545897425,9.455868393610865,1.4009649358551487e-16
haar_512,NGC7793,stars,1,assumed_prior_not_measured,exponential,0.9253631375121855,0.9713525753387022,9.455868393610865,7.004824679275744e-17
haar_512,NGC7793,stars,2,assumed_prior_not_measured,sech_squared,1.045086755469201,0.6505823515747462,9.455868393610865,1.4009649358551487e-16
