tier,galaxy,component,mass_relative_error,normalized_l2,pixel_correlation,radial_profile_log10_rmse,concentration_absolute_error,lopsidedness_absolute_error,clumpiness_absolute_error
haar_256,NGC5055,total,3.302663825450538e-16,0.07760984747024752,0.9969465491748302,0.14631728714970182,0.036160438484465374,0.002460877228789432,0.018781455921624265
haar_256,NGC7793,gas,2.0360949913025424e-16,0.19236012657001866,0.9787712891820367,1.9780099978520067,0.014227705049703054,0.006980333737566374,0.013867158480240532
haar_256,NGC7793,stars,2.7054590536347523e-16,0.16591809592040396,0.9860224643486059,0.29773677563217893,0.18969279455682564,0.049563470407266136,0.0771994323070153
haar_256,NGC7793,total,4.061679896788943e-16,0.15699179966509003,0.987228899073794,0.30049648462969697,0.08475901200352887,0.03769876202281627,0.05840258598242412
haar_512,NGC2403,gas,0.0,0.26459311117754325,0.937606673907006,1.2470644526083408,0.011957533158116984,0.057751515408601906,0.04941462922692492
haar_512,NGC2403,stars,0.0,0.07287206111205233,0.9976156008461424,0.193948782556014,0.033960340748738105,0.08889334194932103,0.09108299646903675
haar_512,NGC2403,total,2.035343226984657e-16,0.07764377891249191,0.9972100876346534,0.19977387715608463,0.03306525176851327,0.06695558070880764,0.05501572368555516
haar_512,NGC3198,gas,1.2903323488905984e-16,0.14968774057235607,0.979896605685834,0.9445484332613946,0.0039923488915951655,0.007444194283850042,0.0073874851623956725
haar_512,NGC3198,stars,1.9931018394550541e-16,0.07826558135500611,0.9968613104464721,0.0427460795076393,0.01666124057841234,0.033981213291993606,0.04361047882213012
haar_512,NGC3198,total,1.1245715132789568e-16,0.07938469944166059,0.9965778314446849,0.026135098129200368,0.005859949889008842,0.023218630618221825,0.021467077426851527
haar_512,NGC5055,gas,0.0,0.25523995222699347,0.9538034288241785,0.2165025731202854,0.007730772888975501,0.06747817613940654,0.05317727457368106
haar_512,NGC5055,stars,1.9956303295143926e-16,0.0462756233905639,0.9989189620759146,0.14577381351533775,0.04994583787855422,0.00017494168599160864,0.01891402946283975
haar_512,NGC5055,total,1.651331912725269e-16,0.04787691357736848,0.9988372069639867,0.1377859173358744,0.02401410193364395,0.012431138751228588,0.018503705504088974
haar_512,NGC7793,gas,2.0360949913025424e-16,0.14517292506966603,0.9879693568671696,2.048827050337867,0.017755689322897172,0.0032901543806115596,0.011184344287867964
haar_512,NGC7793,stars,0.0,0.12180811723224402,0.9922634554590469,0.28708407313687806,0.031156111240277617,0.049157729947189366,0.07047043073206971
haar_512,NGC7793,total,0.0,0.11476772447590211,0.9930112609865995,0.2933110343852754,0.027107166208999,0.03762778029209424,0.05292759888121658
