tier,galaxy,component,mass_relative_error,normalized_l2,pixel_correlation,radial_profile_log10_rmse,concentration_absolute_error,lopsidedness_absolute_error,clumpiness_absolute_error
haar_128,NGC2403,gas,2.1920322444657562e-16,0.34019086280197636,0.8945121744942979,1.3257252665960169,0.0392073722727142,0.08189647410860659,0.06768825679062387
haar_128,NGC2403,stars,1.899560435028882e-16,0.17226240066988274,0.988687933496482,0.2559005285506138,0.5023530870924704,0.04156072180886511,0.12908457143826924
haar_128,NGC2403,total,2.035343226984657e-16,0.17378700140040337,0.9882065308628862,0.23763527400461754,0.10012731305700129,0.08339333804795312,0.08040088452000523
haar_128,NGC3198,gas,0.0,0.2343357755680223,0.9499685804292936,1.2633981693145022,0.023174576016671944,0.01989839049768699,0.01772345660635096
haar_128,NGC3198,stars,1.9931018394550541e-16,0.16541528315827014,0.9861808434114266,0.14251002329592366,0.07982470579928247,0.04197871546315665,0.0424104475615945
haar_128,NGC3198,total,1.1245715132789568e-16,0.16277061782032293,0.9857950148816892,0.12144215003534864,0.005207793297289598,0.003015776142104326,0.022862840286411154
haar_128,NGC5055,gas,0.0,0.35032889024077973,0.9112018921358956,0.2454518651749274,0.010332919516340855,0.10720313511224835,0.07025029721038524
haar_128,NGC5055,stars,0.0,0.12901583129954738,0.9916051568730598,0.2477708326725792,0.43627543824210235,0.09031607364184632,0.010069232302301903
haar_128,NGC5055,total,3.302663825450538e-16,0.12914408273694136,0.9915438298072592,0.21620855667397387,0.2070175747603935,0.05660123854208235,0.012583194811768325
haar_128,NGC7793,gas,2.0360949913025424e-16,0.24417679044343837,0.9656087951788213,1.989090477059602,0.009589617823423602,0.02410415359629839,0.01743225148100047
haar_128,NGC7793,stars,1.3527295268173762e-16,0.21796899924074162,0.9753386039502279,0.30052331066311383,0.04869211756700054,0.024291976261664794,0.07938756225464778
haar_128,NGC7793,total,2.0308399483944714e-16,0.205829328991145,0.9775938100323128,0.30174093790767753,0.02218380428086375,0.029194818092240726,0.05917095492468613
haar_256,NGC2403,gas,0.0,0.301764355167833,0.9180142323498113,1.2970430249447926,0.027204806371843304,0.06847355115335002,0.05797824223556636
haar_256,NGC2403,stars,1.899560435028882e-16,0.10864613851497826,0.9950630138151517,0.17989527342057565,0.10375617245382163,0.11413806648938091,0.10657062234129047
haar_256,NGC2403,total,0.0,0.11202899588283163,0.9945831499105683,0.18324221111559352,0.00824637409605744,0.08428840175326469,0.06545198250108818
haar_256,NGC3198,gas,1.2903323488905984e-16,0.19153452465648266,0.9668715883953761,1.1064354084963701,0.005022195664409201,0.016004956778939178,0.0105379397029381
haar_256,NGC3198,stars,0.0,0.11629444346644316,0.9932316803637652,0.0862567677899055,0.009115679853707093,0.008990428595412298,0.04482205006693578
haar_256,NGC3198,total,1.1245715132789568e-16,0.11632330126227948,0.9928129317987455,0.08741994662267184,0.01549073312498317,0.019338734948657677,0.02229733806091526
haar_256,NGC5055,gas,3.589307874106444e-16,0.2998902240741471,0.9357044163753582,0.22181885113604238,0.0006320200434286605,0.07942347571331032,0.06064274232739342
haar_256,NGC5055,stars,0.0,0.07637016567244205,0.997058138122906,0.15854694092489405,0.10015063006591607,0.028298774721931624,0.018539079716902745
