tier,galaxy,model,radial_speed_transport_rmse_km_s,los_speed_transport_rmse_km_s,los_speed_transport_normalized_rmse,radial_bins_scored,map_pixels_scored
haar_128,NGC2403,newtonian_thin_sheet,5.17870169901368,5.822451770447663,0.16011373418435282,24,34727
haar_128,NGC2403,fixed_simple_mond,5.2053570913852125,8.091885384282156,0.12647056491397587,24,34727
haar_128,NGC3198,newtonian_thin_sheet,1.7215663069553018,4.23420832762872,0.0868939180427198,24,13141
haar_128,NGC3198,fixed_simple_mond,1.8563475800746887,5.673933628170829,0.05932435716726394,24,13141
haar_128,NGC5055,newtonian_thin_sheet,5.199105934913569,9.452734147925808,0.10022823009627926,24,23153
haar_128,NGC5055,fixed_simple_mond,5.012405753474795,10.62616432083953,0.07998021685241592,24,23153
haar_128,NGC7793,newtonian_thin_sheet,1.369320249773717,1.991377146472353,0.07475888283745356,24,5168
haar_128,NGC7793,fixed_simple_mond,1.2597944895457764,2.1077881091980197,0.050222528456127596,24,5168
haar_256,NGC2403,newtonian_thin_sheet,2.091397614955919,4.291957008592539,0.11802609805930948,24,34727
haar_256,NGC2403,fixed_simple_mond,2.087770537823247,6.170888401298313,0.09644671236313278,24,34727
haar_256,NGC3198,newtonian_thin_sheet,0.6465237316439841,3.2389597131047276,0.06646954473584235,24,13141
haar_256,NGC3198,fixed_simple_mond,0.7492129400002273,4.472541674183036,0.046763088381462925,24,13141
haar_256,NGC5055,newtonian_thin_sheet,1.7611292476013598,5.810514611021532,0.061609433450431746,24,23153
haar_256,NGC5055,fixed_simple_mond,1.6461931963720826,6.697943578389924,0.05041357950904989,24,23153
haar_256,NGC7793,newtonian_thin_sheet,0.7777261256937386,1.5408424620860255,0.05784522600257827,24,5168
haar_256,NGC7793,fixed_simple_mond,0.7912658475245298,1.6967424082644786,0.04042849160687414,24,5168
haar_512,NGC2403,newtonian_thin_sheet,1.1703273711673219,3.5030189821078364,0.09633080225597689,24,34727
haar_512,NGC2403,fixed_simple_mond,1.1699158662141445,5.08643143818377,0.07949740101767086,24,34727
haar_512,NGC3198,newtonian_thin_sheet,0.4811259696306255,2.4668600206966924,0.05062460698085811,24,13141
haar_512,NGC3198,fixed_simple_mond,0.5488955859558474,3.3952647422174502,0.035499516110776404,24,13141
haar_512,NGC5055,newtonian_thin_sheet,0.9984481594501529,4.038652696648747,0.04282221476074103,24,23153
haar_512,NGC5055,fixed_simple_mond,1.0006766980334334,4.747578904981543,0.03573372092502891,24,23153
haar_512,NGC7793,newtonian_thin_sheet,0.5750643115911666,1.1331774777660255,0.04254095335201617,24,5168
haar_512,NGC7793,fixed_simple_mond,0.55052958528036,1.272444590798899,0.03031869493492794,24,5168
