scenario,role,pairedModelSystems,expectedPairedModelSystems,completeFitModels,expectedFitModels,medianNormalizedPredictionRmse,p90NormalizedPredictionRmse,maximumModelAggregateFitRmseRelativeChange,gateResults,status
coarse_25x25x9,lower transverse resolution,16,16,4,4,0.03455829283707666,0.18527479279300596,0.7752826858500922,"{'complete_prediction_coverage': True, 'complete_fit_coverage': True, 'median_normalized_prediction_rmse': True, 'p90_normalized_prediction_rmse': True, 'aggregate_fit_rmse_relative_change': False}",sensitive
fine_49x49x17,higher transverse and vertical resolution,14,16,3,4,0.05198367757236387,0.23781689533394762,0.018590950758541388,"{'complete_prediction_coverage': False, 'complete_fit_coverage': False, 'median_normalized_prediction_rmse': False, 'p90_normalized_prediction_rmse': False, 'aggregate_fit_rmse_relative_change': False}",incomplete
expanded_box_49x49x9,1.5x transverse box at baseline transverse cell spacing,16,16,4,4,0.0032271573290760364,0.01570972715702859,0.005585956177871157,"{'complete_prediction_coverage': True, 'complete_fit_coverage': True, 'median_normalized_prediction_rmse': True, 'p90_normalized_prediction_rmse': True, 'aggregate_fit_rmse_relative_change': True}",stable
vertical_draw_b_33x33x9,independent declared thickness/flaring/profile prior draw,16,16,4,4,0.014153818390674902,0.05241634124695363,0.0284150896307785,"{'complete_prediction_coverage': True, 'complete_fit_coverage': True, 'median_normalized_prediction_rmse': True, 'p90_normalized_prediction_rmse': True, 'aggregate_fit_rmse_relative_change': True}",stable
vertical_draw_c_33x33x9,second independent thickness/flaring/profile prior draw,16,16,4,4,0.019894569786212124,0.06569010918171625,0.026509665224281487,"{'complete_prediction_coverage': True, 'complete_fit_coverage': True, 'median_normalized_prediction_rmse': True, 'p90_normalized_prediction_rmse': True, 'aggregate_fit_rmse_relative_change': True}",stable
