alpha,apogee_ratio,screen_exponent,screen_scale,mass_radius_delta,extent_leak,invariant_mode,invariant_power,invariant_scale,secondary_path_ratio_power,photon_extra_multiplier,candidate_id,universal_q,fold_q_min,fold_q_max,cross_galaxy_outer_RMSE_km_s,cross_galaxy_equal_RMSE_km_s,cluster_RMSE_dex,cluster_equal_system_RMSE_dex,cluster_mean_residual_dex,cluster_median_observed_over_predicted,maximum_dynamic_fraction_limb_to_Saturn,maximum_lensing_fraction_limb_to_Saturn,Earth_orbit_fractional_change,Saturn_orbit_fractional_change,Mercury_precession_mas_per_century,Cassini_proxy_pass,Earth_proxy_pass,Mercury_proxy_pass,all_solar_proxies_pass,pareto
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.25,2.0,P0435,1.130939310756234,1.1221891415952143,1.1452928520604624,13.606232668166342,13.501304968785702,0.20772975855414225,0.19978277045079038,0.0814396375291393,0.8657760674811764,1.0486498260035376e-08,2.0972996520070753e-08,3.00049448850874e-11,1.0486498260035376e-08,-1.6028405812389728,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.25,2.25,P0436,1.130939310756234,1.1221891415952143,1.1452928520604624,13.606232668166342,13.501304968785702,0.23089144093648917,0.21981649836586423,0.1260859900996256,0.7819769596093509,1.0486498260035376e-08,2.3594621085079598e-08,3.00049448850874e-11,1.0486498260035376e-08,-1.6028405812389728,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.25,2.5,P0437,1.130939310756234,1.1221891415952143,1.1452928520604624,13.606232668166342,13.501304968785702,0.2567381703656162,0.24351169638413545,0.166535710767362,0.7110859298496971,1.0486498260035376e-08,2.621624565008844e-08,3.00049448850874e-11,1.0486498260035376e-08,-1.6028405812389728,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.4,1.0,P0438,1.0823961199603556,1.0741823975218847,1.0940748909875198,13.917393336853387,13.678012625449147,0.199025081986403,0.2109624002175346,-0.12194554719219,1.334463870507106,1.0036387382310952e-08,1.0036387382310952e-08,2.8717045746270958e-11,1.0036387382310952e-08,-1.534042021130179,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.4,1.5,P0439,1.0823961199603556,1.0741823975218847,1.0940748909875198,13.917393336853387,13.678012625449147,0.1645713456656529,0.16336198384059256,0.02404179090584763,0.946256408892088,1.0036387382310952e-08,1.5054581073466427e-08,2.8717045746270958e-11,1.0036387382310952e-08,-1.534042021130179,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.4,1.75,P0440,1.0823961199603556,1.0741823975218847,1.0940748909875198,13.917393336853387,13.678012625449147,0.18402495520584455,0.17652561429390762,0.08187421750338071,0.832689091175957,1.0036387382310952e-08,1.7563677919044165e-08,2.8717045746270958e-11,1.0036387382310952e-08,-1.534042021130179,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.4,2.0,P0441,1.0823961199603556,1.0741823975218847,1.0940748909875198,13.917393336853387,13.678012625449147,0.21298406111097548,0.2013691890613744,0.1328622791144794,0.7462147371136363,1.0036387382310952e-08,2.0072774764621904e-08,2.8717045746270958e-11,1.0036387382310952e-08,-1.534042021130179,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.4,2.25,P0442,1.0823961199603556,1.0741823975218847,1.0940748909875198,13.917393336853387,13.678012625449147,0.2449936518690293,0.2308111661401007,0.1784619368551071,0.677065594637628,1.0036387382310952e-08,2.2581871610199642e-08,2.8717045746270958e-11,1.0036387382310952e-08,-1.534042021130179,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.4,2.5,P0443,1.0823961199603556,1.0741823975218847,1.0940748909875198,13.917393336853387,13.678012625449147,0.2772021424581198,0.2613581503373642,0.2197076572798257,0.6166456645280326,1.0036387382310952e-08,2.509096845577738e-08,2.8717045746270958e-11,1.0036387382310952e-08,-1.534042021130179,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.5,1.0,P0444,1.0459891573553908,1.0383860145715018,1.0562025560658723,14.381556923074768,14.018359104564421,0.178774150088777,0.19070795345769206,-0.09192247333672815,1.2443211629929039,9.698808215702225e-09,9.698808215702225e-09,2.7751132813538125e-11,9.698808215702225e-09,-1.482443711169703,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.5,1.5,P0445,1.0459891573553908,1.0383860145715018,1.0562025560658723,14.381556923074768,14.018359104564421,0.16730216979296814,0.16338064942204844,0.05648390730447062,0.8768244298962924,9.698808215702225e-09,1.4548212323553338e-08,2.7751132813538125e-11,9.698808215702225e-09,-1.482443711169703,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.5,1.75,P0446,1.0459891573553908,1.0383860145715018,1.0562025560658723,14.381556923074768,14.018359104564421,0.19626976088661408,0.18645141322173484,0.11510128097398961,0.7621514457073864,9.698808215702225e-09,1.6972914377478894e-08,2.7751132813538125e-11,9.698808215702225e-09,-1.482443711169703,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.5,2.0,P0447,1.0459891573553908,1.0383860145715018,1.0562025560658723,14.381556923074768,14.018359104564421,0.23121340812670893,0.2178598641234173,0.166710775525394,0.6745163374813573,9.698808215702225e-09,1.939761643140445e-08,2.7751132813538125e-11,9.698808215702225e-09,-1.482443711169703,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.5,2.25,P0448,1.0459891573553908,1.0383860145715018,1.0562025560658723,14.381556923074768,14.018359104564421,0.26699926643833116,0.2514834253912053,0.21281493383122468,0.6053040902374769,9.698808215702225e-09,2.1822318485330007e-08,2.7751132813538125e-11,9.698808215702225e-09,-1.482443711169703,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.5,2.5,P0449,1.0459891573553908,1.0383860145715018,1.0562025560658723,14.381556923074768,14.018359104564421,0.3017281935110287,0.2848010355018182,0.25447855883900583,0.5537450804077788,9.698808215702225e-09,2.4247020539255564e-08,2.7751132813538125e-11,9.698808215702225e-09,-1.482443711169703,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.6,1.0,P0450,1.0060181195366524,0.9992394674780332,1.015040423204202,15.104439739855117,14.587275029004264,0.17033757115201228,0.18116454598114337,-0.06217101242961085,1.138396611561367,9.328181591840572e-09,9.328181591840572e-09,2.6690661420118235e-11,9.328181591840572e-09,-1.4257941625327641,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.6,1.5,P0451,1.0060181195366524,0.9992394674780332,1.015040423204202,15.104439739855117,14.587275029004264,0.18484166783258268,0.17854696683676546,0.08825806688876754,0.799555861960823,9.328181591840572e-09,1.3992272387760858e-08,2.6690661420118235e-11,9.328181591840572e-09,-1.4257941625327641,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.6,1.75,P0452,1.0060181195366524,0.9992394674780332,1.015040423204202,15.104439739855117,14.587275029004264,0.22039506591032726,0.20900401878368174,0.14752084693238882,0.6947101482518565,9.328181591840572e-09,1.6324317785721003e-08,2.6690661420118235e-11,9.328181591840572e-09,-1.4257941625327641,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.6,2.0,P0453,1.0060181195366524,0.9992394674780332,1.015040423204202,15.104439739855117,14.587275029004264,0.25888660432753796,0.2444800296004289,0.1996374775014592,0.6141743798510912,9.328181591840572e-09,1.8656363183681144e-08,2.6690661420118235e-11,9.328181591840572e-09,-1.4257941625327641,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.6,2.25,P0454,1.0060181195366524,0.9992394674780332,1.015040423204202,15.104439739855117,14.587275029004264,0.29673747764777,0.28044282834421114,0.24615084933771292,0.5503718234270474,9.328181591840572e-09,2.0988408581641286e-08,2.6690661420118235e-11,9.328181591840572e-09,-1.4257941625327641,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,1.5e-06,0.6,2.5,P0455,1.0060181195366524,0.9992394674780332,1.015040423204202,15.104439739855117,14.587275029004264,0.3327820423413242,0.31521870002712293,0.28815174603917626,0.4985651064374005,9.328181591840572e-09,2.332045397960143e-08,2.6690661420118235e-11,9.328181591840572e-09,-1.4257941625327641,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.25,1.0,P0456,1.1858148257469772,1.1791564996969004,1.1987300268601688,12.99029393135952,12.968599397446143,0.2794947796491867,0.2905926891632082,-0.2220094282671877,1.710372408854616,1.0993180798238258e-08,1.0993180798238258e-08,3.140942947852252e-11,1.0993180798238258e-08,-1.6761053761864233,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.25,1.5,P0457,1.1858148257469772,1.1791564996969004,1.1987300268601688,12.99029393135952,12.968599397446143,0.198533688113496,0.20474901854626865,-0.08493547278043215,1.2330164471556406,1.0993180798238258e-08,1.6489771197357387e-08,3.140942947852252e-11,1.0993180798238258e-08,-1.6761053761864233,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.25,1.75,P0458,1.1858148257469772,1.1791564996969004,1.1987300268601688,12.99029393135952,12.968599397446143,0.18550056219179809,0.18750085849504627,-0.03004734938143721,1.122014714809442,1.0993180798238258e-08,1.9238066396916954e-08,3.140942947852252e-11,1.0993180798238258e-08,-1.6761053761864233,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.25,2.0,P0459,1.1858148257469772,1.1791564996969004,1.1987300268601688,12.99029393135952,12.968599397446143,0.18699380610580793,0.18457494739155988,0.018589021241167753,1.0001073474318345,1.0993180798238258e-08,2.1986361596476517e-08,3.140942947852252e-11,1.0993180798238258e-08,-1.6761053761864233,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.25,2.25,P0460,1.1858148257469772,1.1791564996969004,1.1987300268601688,12.99029393135952,12.968599397446143,0.1986352173325209,0.19241136314745458,0.06226503645466853,0.9064812856481341,1.0993180798238258e-08,2.473465679603608e-08,3.140942947852252e-11,1.0993180798238258e-08,-1.6761053761864233,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.25,2.5,P0461,1.1858148257469772,1.1791564996969004,1.1987300268601688,12.99029393135952,12.968599397446143,0.21632234057526156,0.20718915727219633,0.1019069005069494,0.8222985015771413,1.0993180798238258e-08,2.7482951995595647e-08,3.140942947852252e-11,1.0993180798238258e-08,-1.6761053761864233,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.4,1.0,P0462,1.1349171698158125,1.1287865739234884,1.145076891787397,13.170853181330934,13.026614059217437,0.23489112103012452,0.247759445236296,-0.17985401714067908,1.5361672021607657,1.0521330453893512e-08,1.0521330453893512e-08,3.006127098034809e-11,1.0521330453893512e-08,-1.6041634229495225,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.4,1.5,P0463,1.1349171698158125,1.1287865739234884,1.145076891787397,13.170853181330934,13.026614059217437,0.16105544556886336,0.16640662415927895,-0.038069813773795445,1.0956501059878392,1.0521330453893512e-08,1.578199568084027e-08,3.006127098034809e-11,1.0521330453893512e-08,-1.6041634229495225,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.4,1.75,P0464,1.1349171698158125,1.1287865739234884,1.145076891787397,13.170853181330934,13.026614059217437,0.15962940905589476,0.15883622109091278,0.01841373623778458,0.9646420675523402,1.0521330453893512e-08,1.8412328294313646e-08,3.006127098034809e-11,1.0521330453893512e-08,-1.6041634229495225,True,True,True,True,True
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.4,2.0,P0465,1.1349171698158125,1.1287865739234884,1.145076891787397,13.170853181330934,13.026614059217437,0.1742705145202005,0.16811610749245748,0.06833867363783125,0.8587948726997698,1.0521330453893512e-08,2.1042660907787023e-08,3.006127098034809e-11,1.0521330453893512e-08,-1.6041634229495225,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.4,2.25,P0466,1.1349171698158125,1.1287865739234884,1.145076891787397,13.170853181330934,13.026614059217437,0.19739858174203306,0.18746075658030525,0.11307818098005036,0.774728872182201,1.0521330453893512e-08,2.36729935212604e-08,3.006127098034809e-11,1.0521330453893512e-08,-1.6041634229495225,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.4,2.5,P0467,1.1349171698158125,1.1287865739234884,1.145076891787397,13.170853181330934,13.026614059217437,0.2240361889902965,0.21159551192756648,0.1536132832042132,0.7152298745800192,1.0521330453893512e-08,2.6303326134733778e-08,3.006127098034809e-11,1.0521330453893512e-08,-1.6041634229495225,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.5,1.0,P0468,1.0966971633866438,1.0911886428842466,1.1053459252326163,13.557072978648822,13.292477696327287,0.21021261512657308,0.2239236683886919,-0.15115672800459218,1.4336403023475355,1.0167009162185078e-08,1.0167009162185078e-08,2.9048913426250682e-11,1.0167009162185078e-08,-1.5501408581587213,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.5,1.5,P0469,1.0966971633866438,1.0911886428842466,1.1053459252326163,13.557072978648822,13.292477696327287,0.1500615833807354,0.15364329133940438,-0.006713418575942469,1.0114761561359171,1.0167009162185078e-08,1.5250513743277617e-08,2.9048913426250682e-11,1.0167009162185078e-08,-1.5501408581587213,True,True,True,True,True
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.5,1.75,P0470,1.0966971633866438,1.0911886428842466,1.1053459252326163,13.557072978648822,13.292477696327287,0.15963724464842458,0.1562495570378696,0.05064693783656647,0.8931278807663587,1.0167009162185078e-08,1.779226603382389e-08,2.9048913426250682e-11,1.0167009162185078e-08,-1.5501408581587213,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.5,2.0,P0471,1.0966971633866438,1.0911886428842466,1.1053459252326163,13.557072978648822,13.292477696327287,0.18317920960050224,0.17464045298517175,0.10127118676206569,0.7910908048273939,1.0167009162185078e-08,2.0334018324370156e-08,2.9048913426250682e-11,1.0167009162185078e-08,-1.5501408581587213,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.5,2.25,P0472,1.0966971633866438,1.0911886428842466,1.1053459252326163,13.557072978648822,13.292477696327287,0.21239345904166693,0.2005611744091119,0.14658188227456087,0.7099833331389434,1.0167009162185078e-08,2.2875770614916424e-08,2.9048913426250682e-11,1.0167009162185078e-08,-1.5501408581587213,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.5,2.5,P0473,1.0966971633866438,1.0911886428842466,1.1053459252326163,13.557072978648822,13.292477696327287,0.24310006546540253,0.22916536288947448,0.18759254678230416,0.6499670464662899,1.0167009162185078e-08,2.5417522905462696e-08,2.9048913426250682e-11,1.0167009162185078e-08,-1.5501408581587213,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.6,1.0,P0474,1.0547019325768994,1.050043583221747,1.0621225070031148,14.217035747935633,13.797466248171574,0.19370106249864272,0.20758366077654108,-0.12255899966982617,1.3075313114226728,9.777689383977336e-09,9.777689383977336e-09,2.79365591092754e-11,9.777689383977336e-09,-1.4907821534047447,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.6,1.5,P0475,1.0547019325768994,1.050043583221747,1.0621225070031148,14.217035747935633,13.797466248171574,0.15531495313163435,0.15635604440654574,0.02413558943973933,0.9256806033039267,9.777689383977336e-09,1.4666534075966005e-08,2.79365591092754e-11,9.777689383977336e-09,-1.4907821534047447,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.6,1.75,P0476,1.0547019325768994,1.050043583221747,1.0621225070031148,14.217035747935633,13.797466248171574,0.17519618299432352,0.16946131972671055,0.0822249233187685,0.8089584698716843,9.777689383977336e-09,1.7110956421960338e-08,2.79365591092754e-11,9.777689383977336e-09,-1.4907821534047447,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.6,2.0,P0477,1.0547019325768994,1.050043583221747,1.0621225070031148,14.217035747935633,13.797466248171574,0.20509587532762621,0.19488541018917446,0.1334258093619776,0.7164150364095873,9.777689383977336e-09,1.9555378767954673e-08,2.79365591092754e-11,9.777689383977336e-09,-1.4907821534047447,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.6,2.25,P0478,1.0547019325768994,1.050043583221747,1.0621225070031148,14.217035747935633,13.797466248171574,0.238022912124159,0.22501963105147665,0.1792043403574586,0.6428725646579129,9.777689383977336e-09,2.1999801113949008e-08,2.79365591092754e-11,9.777689383977336e-09,-1.4907821534047447,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.0,2e-06,0.6,2.5,P0479,1.0547019325768994,1.050043583221747,1.0621225070031148,14.217035747935633,13.797466248171574,0.27100711059927046,0.2561941661760296,0.22060234532207784,0.5830237672727627,9.777689383977336e-09,2.4444223459943343e-08,2.79365591092754e-11,9.777689383977336e-09,-1.4907821534047447,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.25,1.0,P0480,1.068987380988874,1.0567264332211024,1.0866516145413592,14.687800754482762,14.402660517771979,0.2070083011793868,0.20358095933096937,0.03726096622514592,0.9646136196424694,9.907331589793505e-09,9.907331589793505e-09,2.8286321247950183e-11,9.907331589793505e-09,-1.5091691300367907,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.25,1.5,P0481,1.068987380988874,1.0567264332211024,1.0866516145413592,14.687800754482762,14.402660517771979,0.2849245612419671,0.26764784914773343,0.19152944475652914,0.6676910768068873,9.907331589793505e-09,1.4860997384690257e-08,2.8286321247950183e-11,9.907331589793505e-09,-1.5091691300367907,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.25,1.75,P0482,1.068987380988874,1.0567264332211024,1.0866516145413592,14.687800754482762,14.402660517771979,0.33013109183156825,0.3099680944489205,0.25194758020697605,0.5776482940278145,9.907331589793505e-09,1.7337830282138633e-08,2.8286321247950183e-11,9.907331589793505e-09,-1.5091691300367907,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.25,2.0,P0483,1.068987380988874,1.0567264332211024,1.0866516145413592,14.687800754482762,14.402660517771979,0.373242599839218,0.3512818856962034,0.30494886563872214,0.5101368545446525,9.907331589793505e-09,1.981466317958701e-08,2.8286321247950183e-11,9.907331589793505e-09,-1.5091691300367907,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.25,2.25,P0484,1.068987380988874,1.0567264332211024,1.0866516145413592,14.687800754482762,14.402660517771979,0.41351351259888414,0.3903444203433352,0.3521613647186782,0.4580884823287795,9.907331589793505e-09,2.2291496077035387e-08,2.8286321247950183e-11,9.907331589793505e-09,-1.5091691300367907,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.25,2.5,P0485,1.068987380988874,1.0567264332211024,1.0866516145413592,14.687800754482762,14.402660517771979,0.45092732313174766,0.42689504218599333,0.3947286903928968,0.41422369011017274,9.907331589793505e-09,2.4768328974483764e-08,2.8286321247950183e-11,9.907331589793505e-09,-1.5091691300367907,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.4,1.0,P0486,1.0217869174507588,1.0100653436885563,1.0368494738930312,15.266678362450994,14.817975486266883,0.21234176882167397,0.20414067578568978,0.08806433304400071,0.8298185250723217,9.469879612548012e-09,9.469879612548012e-09,2.7037356574993788e-11,9.469879612548012e-09,-1.4425327190164325,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.4,1.5,P0487,1.0217869174507588,1.0100653436885563,1.0368494738930312,15.266678362450994,14.817975486266883,0.3154935273006792,0.2954194311292996,0.24533408970014772,0.575647032256551,9.469879612548012e-09,1.4204819418822018e-08,2.7037356574993788e-11,9.469879612548012e-09,-1.4425327190164325,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.4,1.75,P0488,1.0217869174507588,1.0100653436885563,1.0368494738930312,15.266678362450994,14.817975486266883,0.3661522694089507,0.3437935846417472,0.30669872905612544,0.5024660172051822,9.469879612548012e-09,1.657228932195902e-08,2.7037356574993788e-11,9.469879612548012e-09,-1.4425327190164325,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.4,2.0,P0489,1.0217869174507588,1.0100653436885563,1.0368494738930312,15.266678362450994,14.817975486266883,0.41284287846682877,0.38904077532124903,0.36043974428768166,0.44710098810078724,9.469879612548012e-09,1.8939759225096023e-08,2.7037356574993788e-11,9.469879612548012e-09,-1.4425327190164325,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.4,2.25,P0490,1.0217869174507588,1.0100653436885563,1.0368494738930312,15.266678362450994,14.817975486266883,0.4556407106172103,0.43084902581825546,0.4082465010635909,0.40024092410794804,9.469879612548012e-09,2.1307229128233026e-08,2.7037356574993788e-11,9.469879612548012e-09,-1.4425327190164325,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.4,2.5,P0491,1.0217869174507588,1.0100653436885563,1.0368494738930312,15.266678362450994,14.817975486266883,0.4949389514819613,0.46942682632138577,0.4513017979568034,0.3622751514564554,9.469879612548012e-09,2.367469903137003e-08,2.7037356574993788e-11,9.469879612548012e-09,-1.4425327190164325,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.5,1.0,P0492,0.9865551084986236,0.9754197730387982,1.0001912117562497,15.903321654873439,15.31733190824977,0.2307872489614165,0.21986036431918424,0.12151677853340347,0.7708940212167478,9.14335263944739e-09,9.14335263944739e-09,2.61050927486008e-11,9.14335263944739e-09,-1.3927933493928824,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.5,1.5,P0493,0.9865551084986236,0.9754197730387982,1.0001912117562497,15.903321654873439,15.31733190824977,0.34483337603567865,0.32359710708854894,0.2803569392261118,0.5285388945432203,9.14335263944739e-09,1.3715028959171083e-08,2.61050927486008e-11,9.14335263944739e-09,-1.3927933493928824,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.5,1.75,P0494,0.9865551084986236,0.9754197730387982,1.0001912117562497,15.903321654873439,15.31733190824977,0.39748848877446197,0.3742221202767113,0.34220775032612105,0.4571810218914922,9.14335263944739e-09,1.600086711903293e-08,2.61050927486008e-11,9.14335263944739e-09,-1.3927933493928824,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.5,2.0,P0495,0.9865551084986236,0.9754197730387982,1.0001912117562497,15.903321654873439,15.31733190824977,0.4454450934276736,0.4208656428381895,0.3963256795159604,0.40314945642644273,9.14335263944739e-09,1.828670527889478e-08,2.61050927486008e-11,9.14335263944739e-09,-1.3927933493928824,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.5,2.25,P0496,0.9865551084986236,0.9754197730387982,1.0001912117562497,15.903321654873439,15.31733190824977,0.4891176801630178,0.4636206787104931,0.4444332848343327,0.3610504837855816,9.14335263944739e-09,2.0572543438756626e-08,2.61050927486008e-11,9.14335263944739e-09,-1.3927933493928824,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.5,2.5,P0497,0.9865551084986236,0.9754197730387982,1.0001912117562497,15.903321654873439,15.31733190824977,0.5290583687189282,0.5028832525335609,0.48773432394780325,0.3269167496013895,9.14335263944739e-09,2.2858381598618474e-08,2.61050927486008e-11,9.14335263944739e-09,-1.3927933493928824,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.6,1.0,P0498,0.9480123634386541,0.9376549413167576,0.9604843560090754,16.782350259797408,16.035149611945474,0.25878490624883876,0.24587154152368407,0.15406953871837592,0.6893261620235068,8.786140045097814e-09,8.786140045097814e-09,2.5085218718342733e-11,8.786140045097814e-09,-1.3383796845864975,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.6,1.5,P0499,0.9480123634386541,0.9376549413167576,0.9604843560090754,16.782350259797408,16.035149611945474,0.37927151499804496,0.3573159530701224,0.3141702328271237,0.4698111478283192,8.786140045097814e-09,1.317921006764672e-08,2.5085218718342733e-11,8.786140045097814e-09,-1.3383796845864975,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.6,1.75,P0500,0.9480123634386541,0.9376549413167576,0.9604843560090754,16.782350259797408,16.035149611945474,0.4329298042323508,0.40909444375095116,0.37640664987615785,0.4052809041793105,8.786140045097814e-09,1.5375745078921176e-08,2.5085218718342733e-11,8.786140045097814e-09,-1.3383796845864975,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.6,2.0,P0501,0.9480123634386541,0.9376549413167576,0.9604843560090754,16.782350259797408,16.035149611945474,0.4814807903145956,0.45639808709315643,0.43082200564636947,0.3563368512316109,8.786140045097814e-09,1.757228009019563e-08,2.5085218718342733e-11,8.786140045097814e-09,-1.3383796845864975,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.6,2.25,P0502,0.9480123634386541,0.9376549413167576,0.9604843560090754,16.782350259797408,16.035149611945474,0.525540718807606,0.4995697921826841,0.4791660550254314,0.3179405673136054,8.786140045097814e-09,1.976881510147008e-08,2.5085218718342733e-11,8.786140045097814e-09,-1.3383796845864975,True,True,True,True,False
0.75,100.0,1.0,1.0,0.0,0.0,potential_depth,1.2,1e-06,0.6,2.5,P0503,0.9480123634386541,0.9376549413167576,0.9604843560090754,16.782350259797408,16.035149611945474,0.5657515566945382,0.5391148227775878,0.5226595948144774,0.28701403612969456,8.786140045097814e-09,2.1965350112744536e-08,2.5085218718342733e-11,8.786140045097814e-09,-1.3383796845864975,True,True,True,True,False
