candidate_id,radius_kpc,gbar_m_s2,dynamic_acceleration_m_s2,lensing_acceleration_m_s2,potential_path_ratio,enclosed_mass_log_slope
P0070,0.1,3.3326448229658797e-10,3.46716885350913e-10,3.635323891688194e-10,752.7322370835032,1.6957369896153978
P0070,0.10039437992839943,3.328656062252066e-10,3.463534718196146e-10,3.6321330381262464e-10,750.6698061901259,1.6957369896208547
P0070,0.10079031521207812,3.3246720755879565e-10,3.4599062531934554e-10,3.628948975200329e-10,748.6130154357904,1.6957369896217642
P0070,0.10118781198504509,3.320692857259609e-10,3.456283454922822e-10,3.625771702001839e-10,746.561849396383,1.6957369896208547
P0070,0.10158687640550067,3.3167184015599187e-10,3.452666319817524e-10,3.6226012176395306e-10,744.5162926899708,1.6957369896199452
P0070,0.10198751465593191,3.312748702788613e-10,3.4490548443223553e-10,3.6194375212395326e-10,742.4763299766856,1.6957369896199452
P0070,0.10238973294320834,3.3087837552522417e-10,3.4454490248936246e-10,3.616280611945354e-10,740.441945958609,1.6957369896208547
P0070,0.10279353749867814,3.304823553264167e-10,3.4418488579991595e-10,3.6131304889178995e-10,738.4131253796585,1.6957369896199452
P0070,0.10319893457826468,3.30086809114456e-10,3.4382543401183037e-10,3.6099871513354827e-10,736.3898530254717,1.6957369896190357
P0070,0.10360593046256342,3.296917363220388e-10,3.43466546774192e-10,3.606850598393835e-10,734.3721137232935,1.6957369896208547
P0070,0.10401453145693929,3.2929713638254083e-10,3.431082237372393e-10,3.603720829306122e-10,732.3598923418615,1.6957369896208547
P0070,0.10442474389162416,3.2890300873001615e-10,3.4275046455236246e-10,3.6005978433029526e-10,730.3531737912934,1.6957369896199452
P0070,0.10483657412181525,3.285093527991961e-10,3.4239326887210416e-10,3.597481639632392e-10,728.3519430229728,1.6957369896199452
P0070,0.10525002852777329,3.281161680254884e-10,3.4203663635015903e-10,3.594372217559974e-10,726.3561850294368,1.6957369896199452
P0070,0.10566511351492151,3.277234538449768e-10,3.416805666413744e-10,3.5912695763687143e-10,724.3658848442636,1.6957369896217642
P0070,0.10608183551394486,3.273312096944199e-10,3.4132505940174986e-10,3.5881737153591235e-10,722.38102754196,1.6957369896199452
P0070,0.10650020098088955,3.269394350112503e-10,3.4097011428843753e-10,3.5850846338492155e-10,720.40159823785,1.6957369896199452
P0070,0.10692021639726325,3.2654812923357406e-10,3.406157309597423e-10,3.582002331174526e-10,718.4275820879622,1.6957369896208547
