r_Mpc,M_Msun,M_stat_err_Msun,M_syst_err_up_Msun,M_syst_err_down_Msun,M2hsub_Msun,M2hsub_stat_err_Msun,M2hsub_syst_err_up_Msun,M2hsub_syst_err_down_Msun,ρ_Msun_Mpc3,ρ_stat_err_Msun_Mpc3,ρ_syst_err_up_Msun_Mpc3,ρ_syst_err_down_Msun_Mpc3
0.31198080735736317,1.99556110640022e14,6.2667089876609484e13,1.8202677207822751e12,4.48801771511993e12,1.9842399510482172e14,6.267384750142526e13,1.8624054646700833e12,4.523180707808562e12,-9.042134278013588e13,1.375242546449553e15,3.3440112381759094e13,3.314047497160028e13
0.4104742417772735,1.7002485469098116e14,8.022200703848673e13,1.168648913251113e13,1.3731870500838041e13,1.67739846399512e14,8.02223912928012e13,1.1776520951805756e13,1.3807857999152844e13,-2.2982602533163566e14,4.513581839666246e14,1.3668031704659928e14,1.3535151810010016e14
0.5401327600033397,2.0816672862925384e14,1.0752940421208208e14,1.6407161597456218e12,3.5498104665549272e12,2.040633308418361e14,1.0750817515401938e14,1.8235336645406626e12,3.7075459772548687e12,4.593721288910064e14,1.9210244607005816e14,7.450813480859544e13,7.796267870283606e13
0.710707706326576,5.119944559219693e14,1.4790911964073356e14,2.4742218278274543e13,2.9453358749218e13,5.0451630481798625e14,1.478436648365796e14,2.4930321564178895e13,2.95959626286061e13,7.943039920455247e13,1.2430654886414111e14,1.1428418351601925e14,1.1465556004253064e14
0.935135529161321,5.431393373319249e14,1.727925644888065e14,2.7627947228368516e13,3.2465652902173223e13,5.2929129864020994e14,1.7238685953651494e14,2.8428481057701402e13,3.318202688711456e13,1.0394895688786402e14,7.09583425782187e13,5.442041443440989e13,5.533111669025616e13
1.2304688229063716,1.0371584122316821e15,2.708098227754534e14,4.495422306854729e13,5.416566955190088e13,1.0120865095719416e15,2.6951547647174097e14,4.6015084754148195e13,5.507313990627783e13,7.151993092651634e13,4.5969361168999984e13,2.8211236438961797e13,2.85560781342075e13
1.6190033666027404,1.2874139844451338e15,3.733470258140349e14,1.3828339227277879e13,1.9897211818335875e13,1.243075442368952e15,3.683489483759733e14,1.4394117447678281e13,2.3268359416039875e13,6.227393545652668e12,2.500557187776309e13,4.849459228663348e12,4.915218857308256e12
2.1302871883184014,1.4905475053641842e15,4.527215788173616e14,4.249743995937859e13,5.643093030178315e13,1.4143590325552872e15,4.37729705360184e14,3.50548064389154e13,4.846145035050622e13,1.7808597590780363e13,1.4325267104388955e13,2.1575962869952422e12,2.3486517791735195e12
2.8030316374069466,1.885082725490495e15,6.820230342653206e14,2.3061717479224625e14,2.510024855127123e14,1.7593211541586008e15,6.676102213574788e14,2.138099479270243e14,2.3305972127590453e14,-2.1349508381367227e12,8.813831583751633e12,8.957192223793547e12,9.01492558937176e12
3.6881984914870416,1.0710224914646489e15,1.245016817584855e15,1.935964473102815e14,2.242054615917217e14,8.805379140268671e14,1.231669253028124e15,1.5798977380984438e14,1.846211094412068e14,1.7102003078900786e12,2.0014476163842205e12,1.3200585843116743e12,1.7102002895485068e12
