r_Mpc,M_Msun,M_stat_err_Msun,M_syst_err_up_Msun,M_syst_err_down_Msun,M2hsub_Msun,M2hsub_stat_err_Msun,M2hsub_syst_err_up_Msun,M2hsub_syst_err_down_Msun,ρ_Msun_Mpc3,ρ_stat_err_Msun_Mpc3,ρ_syst_err_up_Msun_Mpc3,ρ_syst_err_down_Msun_Mpc3
0.21519423026744508,6.34496826928262e13,2.351736844733416e13,3.277163003676295e12,4.89583103178008e12,6.291535867288404e13,2.351771914786483e13,3.3281841354355493e12,4.946601477959421e12,1.4819342201345865e15,9.379699359678224e14,2.40463119956625e14,2.7385870934526675e14
0.2869286199781806,1.192717294047273e14,2.3922201313752934e13,2.3609510298724834e12,5.349243268038032e12,1.1844788261179219e14,2.3921971724867098e13,2.4282321138476953e12,5.416982890305425e12,5.854222632023658e14,3.3336997016991075e14,5.1355791384664e13,6.2542353888466375e13
0.3826303404015217,1.9058887915309744e14,3.581424852310671e13,5.685961635605479e12,1.0356458763525488e13,1.8885140751350034e14,3.5809563679601266e13,5.832024384511774e12,1.0504116292514697e13,5.935792207427062e14,2.0753696381193894e14,7.904757176394625e13,9.091381694246062e13
0.5102102885676243,3.649310966573312e14,5.8312533335737836e13,1.2659076126421752e13,2.130219091383419e13,3.618212446342016e14,5.8294980057892e13,1.3006112072264318e13,2.165537947473144e13,4.659818368467215e14,1.1030736380621281e14,5.6608413605248e13,6.543314304996081e13
0.6803615793020604,5.787623539352978e14,7.383577168727783e13,7.320974041029685e12,2.1119152827468625e13,5.727601591711402e14,7.375631297130172e13,8.030676469181002e12,2.184657030394899e13,1.267813883057197e14,6.87594785591588e13,2.002822456001625e13,2.1970426039331188e13
0.9072634872617652,7.431287702188268e14,1.011109102893041e14,1.8209532269049473e13,3.585035284788216e13,7.318349449301365e14,1.008199451190487e14,1.942020447535785e13,3.710941010690284e13,1.0672779897585353e14,3.961320975434265e13,2.5150762366274344e13,2.662324037603597e13
1.2098217122753627,1.154913238355033e15,1.4903830811029766e14,1.296363654372326e13,3.557420821545559e13,1.1338294057653942e15,1.4809109121431616e14,1.3179701670276125e13,3.866127075709363e13,7.442149390556273e13,2.15751176307796e13,8.856089012078227e12,1.0569150709499867e13
1.6132773732839667,1.5651824213057945e15,2.019294311304848e14,3.4524400091271523e12,4.046211577509904e13,1.5273673961687078e15,1.9860304639314447e14,3.0649152003850376e12,3.4381090859421508e13,1.758353352804397e13,1.3380810522695914e13,4.690380604266033e12,5.33931287524323e12
2.1512517758006937,1.7855854836291375e15,3.1874655885241375e14,1.2349623434007705e14,1.7362750412455738e14,1.720683222290195e15,3.094919212715103e14,1.1004937702781334e14,1.6090585472684497e14,6.662829367761121e12,8.34641274442514e12,7.295194115296861e12,7.8718957027451045e12
2.8686627135356284,2.1819882166925635e15,5.957978555146046e14,3.35638709928334e14,4.384681030356042e14,2.080515748670777e15,5.816869736806214e14,3.0800653966104344e14,4.119266555522788e14,7.483224092946691e12,2.0794631195877678e12,5.481951047527371e12,7.483223997791215e12
