r_Mpc,M_Msun,M_stat_err_Msun,M_syst_err_up_Msun,M_syst_err_down_Msun,M2hsub_Msun,M2hsub_stat_err_Msun,M2hsub_syst_err_up_Msun,M2hsub_syst_err_down_Msun,ρ_Msun_Mpc3,ρ_stat_err_Msun_Mpc3,ρ_syst_err_up_Msun_Mpc3,ρ_syst_err_down_Msun_Mpc3
0.4106595621673474,3.065849250968614e14,6.318505931493733e13,7.44945475897145e12,1.6894790872637807e13,3.024544158765037e14,6.31926745665231e13,7.428481390972224e12,1.6826261634656842e13,6.335267427078871e14,5.947554734133725e14,5.133569040240275e13,6.1381055099108875e13
0.5475517689627684,5.3993858671330706e14,1.1704257455200017e14,1.1727330196071207e13,2.795715712558874e13,5.3225701468317675e14,1.1704074435226003e14,1.2008933245739475e13,2.8150068490345332e13,5.65577713368336e14,2.1061781905563453e14,2.0752122780041625e13,2.948302823025875e13
0.7301813244060893,9.853209259084146e14,1.5978000115471162e14,3.1816714479624883e13,6.079972681761251e13,9.707998404552361e14,1.5972996953921694e14,3.2408493065399727e13,6.122322444288556e13,4.0224827075669175e14,1.1356575977052369e14,2.6670047640475188e13,3.3427536958546188e13
0.9736447555125436,1.5908594507776498e15,1.950112851420876e14,4.283584294841471e13,8.78608580973896e13,1.5632257509252765e15,1.946766887898687e14,4.409992097512058e13,8.8803023915475e13,1.7322915108465022e14,7.139660666188214e13,1.4793666376725e13,1.7632253495623938e13
1.2983479525656074,2.1097046217650805e15,2.82140781075959e14,4.0130643984409086e13,9.477622994101688e13,2.0586263016324505e15,2.8066453294557616e14,4.283569752897343e13,9.688090188173686e13,6.326815427653723e13,3.72398091922973e13,1.5826229524884375e11,1.0151081217652422e12
1.7313495161384966,2.4119754550797645e15,3.568810961765203e14,4.909929484833404e13,1.0687161456498617e14,2.318078690118852e15,3.500962403628213e14,5.138335353488944e13,1.0803451659788283e14,-1.2054123964724125e13,2.198819744462818e13,2.440890232367373e12,2.300947549825506e12
2.3087275808746974,2.2310306147521898e15,5.0040045964295044e14,9.500109625150488e13,1.1783598443813212e14,2.063230242138076e15,4.8237516984656275e14,9.178911697060247e13,1.210652947262718e14,1.0374907988297836e13,1.164285314992038e13,1.0555876307735898e13,1.0770928015390078e13
3.0786502916175413,3.0644809192177625e15,7.188156167505499e14,5.999669343699106e13,1.1546813722599405e14,2.773209178998535e15,7.01692027096082e14,4.601019861387203e13,9.762331155863686e13,4.818365563551104e12,7.091456858166556e12,3.408733452724498e12,3.5565651331649575e12
4.105277875081061,3.362678789558402e15,1.1599606364133505e15,4.17385305291095e14,4.9412007134375406e14,2.879511600467183e15,1.1448945806537978e15,3.577933832716768e14,4.268396588952881e14,1.932145119841936e12,4.484488742503172e12,3.6342981553270107e12,3.780968654422979e12
5.474327878039545,4.568583267063685e15,2.2088817008146372e15,7.538982981136085e14,9.341407421577144e14,3.831978186197231e15,2.1942321617054142e15,6.307664131211796e14,7.892811079544629e14,2.244634551957412e12,1.0994493009376132e12,1.681029036981542e12,0.0
