r_Mpc,M_Msun,M_stat_err_Msun,M_syst_err_up_Msun,M_syst_err_down_Msun,M2hsub_Msun,M2hsub_stat_err_Msun,M2hsub_syst_err_up_Msun,M2hsub_syst_err_down_Msun,ρ_Msun_Mpc3,ρ_stat_err_Msun_Mpc3,ρ_syst_err_up_Msun_Mpc3,ρ_syst_err_down_Msun_Mpc3
0.3169472957811839,4.229911920182856e14,2.1727284317104403e14,4.11577095323068e13,5.096375268891519e13,4.215575059030082e14,2.1730731592356925e14,4.1325324172161586e13,5.10916079399813e13,-4.144854339143585e15,5.774167679634204e15,2.3364682036555505e15,2.2595437688686935e15
0.42260078288943353,2.7317133243798056e14,1.0275646237553419e14,1.8160770860364945e13,2.490177322936465e13,2.7024619896625716e14,1.0282176958211828e14,1.8509588211539957e13,2.5169804505795363e13,4.7947158489385706e14,5.804232545633586e14,3.018326773529952e14,3.1109274021944e14
0.563554383049101,5.0487966854673606e14,2.139716245649941e14,3.2490715297582418e13,4.289204764623158e13,4.9937078776942506e14,2.1404178540090472e14,3.2466727842975344e13,4.271707913458103e13,3.422410112805942e14,3.6575732529579844e14,1.8713741521828694e14,1.935443099833887e14
0.7514596048428986,5.2155069470435594e14,2.929218209103234e14,2.6847332522116723e13,3.646900085837794e13,5.1113852580332094e14,2.927655755376236e14,2.8190695437307824e13,3.752963263471671e13,-1.7502260833202625e14,2.1612168616111544e14,2.8399788547959844e13,2.5320567552610312e13
1.0020657266005972,3.6944118117478775e14,3.4411288364863825e14,2.9486516004030812e13,3.502787809061532e13,3.497661935654504e14,3.426500923753829e14,3.131627806513505e13,3.717322844013643e13,8.09014821821199e13,1.0508063194104684e14,4.9110632066948875e13,5.006852549800828e13
1.3362565924339507,8.857739353200872e14,4.838640347291377e14,4.210787382860259e13,5.524975607906332e13,8.494100134479892e14,4.784626386434207e14,4.0795348825287375e13,5.49295103623418e13,4.0884054145465625e13,5.636802542030645e13,2.5509408346621992e13,2.622406463614857e13
1.781877328246596,1.1529105622597012e15,5.92491455247785e14,3.349826343301159e13,5.3596521941329016e13,1.0866927322471915e15,5.662809431993532e14,3.631367242331434e13,5.151701270763492e13,2.9293430748979445e13,3.1743009323735598e13,1.1158700266450766e13,1.170580277832011e13
2.376104137047948,2.1499314707094025e15,8.648364002349235e14,1.1461174067024983e14,1.5359795247425403e14,2.033102814950853e15,7.91759553651328e14,9.649774673039714e13,1.3247714999140388e14,2.6424728035931168e13,1.9026195585788793e13,5.593553075266797e12,6.117484928659004e12
3.168455920203398,3.102421358076573e15,1.403929803443769e15,2.6170494348859172e14,3.258249185102839e14,2.905239279524537e15,1.3350452043378175e15,2.2386371026176744e14,2.828105454432071e14,3.909946256702703e12,1.261443712765535e13,5.50363542849823e12,5.737771016084856e12
4.225089531598738,3.111548091127224e15,2.782144696736468e15,5.1286048225607875e14,6.360322821585902e14,2.807191140805893e15,2.715752727561542e15,4.683430562353066e14,5.809717636556628e14,3.3255096307457637e12,3.012547101452741e12,2.489569860839616e12,3.3255096454606543e12
