r_Mpc,M_Msun,M_stat_err_Msun,M_syst_err_up_Msun,M_syst_err_down_Msun,M2hsub_Msun,M2hsub_stat_err_Msun,M2hsub_syst_err_up_Msun,M2hsub_syst_err_down_Msun,ρ_Msun_Mpc3,ρ_stat_err_Msun_Mpc3,ρ_syst_err_up_Msun_Mpc3,ρ_syst_err_down_Msun_Mpc3
0.42384526173677883,2.2835134854823078e14,8.667150830602692e13,3.2078614974190156e13,3.4825720047993652e13,2.255368056635698e14,8.666981333234512e13,3.216865450281387e13,3.4903193997112234e13,1.2457745607990415e15,4.730544614917213e14,3.6981194737628475e14,3.77282760777212e14
0.5651328842937969,4.828940380598546e14,1.3003887667151956e14,7.104841154181815e12,1.3302377804309887e13,4.775954183335885e14,1.3002070270892631e14,7.291442368427243e12,1.3465244343350643e13,-1.8107831357825117e13,2.3486513719087056e14,1.0965918108436134e14,1.0922801397958584e14
0.7536264172806217,4.683613331310058e14,1.587121163382417e14,2.7445779007263117e13,3.2239738007855758e13,4.5835083668791194e14,1.5849103627996266e14,2.745603401108081e13,3.2204929549314465e13,1.7565163055579122e14,1.1722394930022394e14,9.266629967468172e13,9.418964296866978e13
1.004907115910983,9.157542239504818e14,2.4276884547481172e14,4.89617410870795e13,5.87228108372784e13,8.968559388893242e14,2.4191665727137666e14,4.979913094003907e13,5.9474441405519086e13,9.923691386227433e13,6.548539809561164e13,5.658214441424135e13,5.731499581548138e13
1.340036074835947,9.782633563719105e14,2.89535684374182e14,3.873878793692346e13,4.854838793255908e13,9.432678164677908e14,2.8546647331551856e14,3.919935699705551e13,4.884775519180449e13,-2.6881666957827688e13,3.643523760922231e13,1.0643493487919207e13,1.0518166852086336e13
1.7869407081443451,8.987334437720468e14,3.6756322134136406e14,3.6363006709679195e13,4.236863023737569e13,8.347377132631378e14,3.5803383570048994e14,3.5140485490068426e13,3.906298990524251e13,1.9321918696301465e13,1.8649686094066766e13,1.0372709394093066e13,1.0530291618010898e13
2.382857568518011,1.5870632431424192e15,5.198437934640572e14,5.233424733422315e13,6.573381136533054e13,1.4730012467922175e15,5.105885942942563e14,4.891618742031077e13,6.148018549703787e13,1.383773358165296e13,1.0913226245968086e13,3.8755112207971426e12,3.998326088298834e12
3.17750141202094,2.2061616044919192e15,7.867754082836445e14,7.777760483637798e13,9.754932152369288e13,2.0089170891286375e15,7.784353866347881e14,6.711463246413597e13,8.572798355597664e13,8.112082571680068e12,6.892052042245268e12,8.359521735556631e11,9.224093708159834e11
4.237092559790129,2.9678016663035605e15,1.393548756427401e15,3.372591408994226e14,3.6896649586631e14,2.641568410081825e15,1.3852654243725945e15,3.07421890405086e14,3.3640285207610444e14,6.81047212227374e11,5.1526158069866e12,3.062462268592079e12,3.1118130173625234e12
5.650100828177201,2.4148935272661495e15,2.8891480527390815e15,4.398565319573425e14,5.065512948303717e14,1.9186443762535525e15,2.880348524981011e15,3.533523925929767e14,4.093488779305715e14,1.0719830588873765e12,1.2904602199693574e12,8.296001088661375e11,2.6450901873015264e12
