galaxy,scored_pixels,image_position_angle_deg,kinematic_phase_offset_deg_in_registered_plane,kinematic_unit_x,kinematic_unit_y,fitted_first_harmonic_amplitude_km_s,first_harmonic_explained_variance_fraction,fitted_observation_nuisances,fitted_gravity_parameters
NGC3521,7962,161.8262045869058,0.21330703245121974,-0.9999930699784438,0.0037229014339723154,198.38560114508846,0.97123479524174,1,0
NGC6946,23067,123.63968594598566,60.03351651347665,-0.4994933125567646,0.8663177423503863,92.47461319690592,0.9250960768689571,1,0
