gate_power,radius_over_solar_radius,fractional_force_change
0.0,0.0009765625,66423.5066253968
0.0,0.001953125,16605.667954126413
0.0,0.0029296875,7380.142274261528
0.0,0.00390625,4151.208286308817
0.0,0.0048828125,2656.6731261707055
0.0,0.005859375,1844.8268663425958
0.0,0.0068359375,1355.3091772069079
0.0,0.0078125,1037.5933693544182
0.0,0.0087890625,819.7684574687197
0.0,0.009765625,663.9595793198904
0.0,0.0107421875,548.6786303285209
0.0,0.01171875,460.99801436286293
0.0,0.0126953125,392.7618776774718
0.0,0.013671875,338.61859207894094
0.0,0.0146484375,294.93855212529496
0.0,0.015625,259.18964011581846
0.0,0.0166015625,229.56181651158113
0.0,0.017578125,204.73879831874484
0.0,0.0185546875,183.7414910405331
0.0,0.01953125,165.81217244515622
0.0,0.0205078125,150.38100418095635
0.0,0.021484375,137.0045565275165
0.0,0.0224609375,125.33359287408112
0.0,0.0234375,115.09004122424052
0.0,0.0244140625,106.05027612429326
0.0,0.025390625,98.03280943079804
0.0,0.0263671875,90.88910951618102
0.0,0.02734375,84.49667214732844
0.0,0.0283203125,78.75373332450746
0.0,0.029296875,73.57519400774018
0.0,0.0302734375,68.8894493582991
0.0,0.03125,64.63590012530338
0.0,0.0322265625,60.76298347134598
0.0,0.033203125,57.22660292404755
0.0,0.0341796875,53.98886760674452
0.0,0.03515625,51.01838994606706
0.0,0.0361328125,48.286174323167536
0.0,0.037109375,45.766573093766596
0.0,0.0380859375,43.43808500034036
0.0,0.0390625,41.28185959962046
0.0,0.0400390625,39.281314547161784
0.0,0.041015625,37.42181582854298
0.0,0.0419921875,35.690409377267294
0.0,0.04296875,34.075594854045946
0.0,0.0439453125,32.567134184398235
0.0,0.044921875,31.155888882420946
0.0,0.0458984375,29.83368131866134
0.0,0.046875,28.593175987410117
0.0,0.0478515625,27.42777754505685
0.0,0.048828125,26.331542965806353
0.0,0.0498046875,25.299105624262776
0.0,0.05078125,24.325609489470526
0.0,0.0517578125,23.406651920056035
0.0,0.052734375,22.538805860780776
0.0,0.0537109375,21.717879098499917
0.0,0.0546875,20.940471910223657
0.0,0.0556640625,20.20356167005742
0.0,0.056640625,19.50438368489103
0.0,0.0576171875,18.840405225746558
0.0,0.05859375,18.209302558988842
0.0,0.0595703125,17.60894058779211
0.0,0.060546875,17.037354770270266
0.0,0.0615234375,16.49273502788596
0.0,0.0625,15.973411397652988
0.0,0.0634765625,15.477841215464082
0.0,0.064453125,15.004597646615789
0.0,0.0654296875,14.552359404090433
0.0,0.06640625,14.119901516073547
0.0,0.0673828125,13.706087022098105
0.0,0.068359375,13.309859492582616
0.0,0.0693359375,12.930281762509535
0.0,0.0703125,12.56661672351727
0.0,0.0712890625,12.21776639390277
0.0,0.072265625,11.882936888230372
0.0,0.0732421875,11.5613867951876
0.0,0.07421875,11.252423069848007
0.0,0.0751953125,10.955397296247973
0.0,0.076171875,10.66970228260995
0.0,0.0771484375,10.394768955801142
0.0,0.078125,10.130063525344845
0.0,0.0791015625,9.87508489057355
0.0,0.080078125,9.629362267388881
0.0,0.0810546875,9.392453013625525
0.0,0.08203125,9.163940634249462
0.0,0.0830078125,8.94343294959296
0.0,0.083984375,8.730560411573613
0.0,0.0849609375,8.524974554390303
0.0,0.0859375,8.326346567560266
0.0,0.0869140625,8.13442912715816
0.0,0.087890625,7.948935792409017
0.0,0.0888671875,7.769510440805684
0.0,0.08984375,7.595891264399091
0.0,0.0908203125,7.427830424252473
0.0,0.091796875,7.2650931655013125
0.0,0.0927734375,7.107456997133697
0.0,0.09375,6.95471093113759
0.0,0.0947265625,6.806654776154536
0.0,0.095703125,6.663098481222482
0.0,0.0966796875,6.523861525589068
0.0,0.09765625,6.388772350935898
0.0,0.0986328125,6.257667832678042
0.0,0.099609375,6.130392787295356
0.0,0.1005859375,6.006799512916261
0.0,0.1015625,5.886747360613539
0.0,0.1025390625,5.770102334087958
0.0,0.103515625,5.656736715611558
0.0,0.1044921875,5.546586953699531
0.0,0.10546875,5.4394951432570355
0.0,0.1064453125,5.3353297660236105
0.0,0.107421875,5.233985160696247
0.0,0.1083984375,5.135360391986997
0.0,0.109375,5.039358999213197
0.0,0.1103515625,4.945888760353658
0.0,0.111328125,4.8548614704929625
0.0,0.1123046875,4.766192733659806
0.0,0.11328125,4.679801767141903
0.0,0.1142578125,4.595611217430086
0.0,0.115234375,4.513546987008438
0.0,0.1162109375,4.433538071266116
0.0,0.1171875,4.3555164048604915
0.0,0.1181640625,4.279416716910821
0.0,0.119140625,4.205176394447065
0.0,0.1201171875,4.13273535358042
0.0,0.12109375,4.06203748951965
0.0,0.1220703125,3.993072239541866
0.0,0.123046875,3.9257377448388278
0.0,0.1240234375,3.8599829936313927
0.0,0.125,3.795758953265783
0.0,0.1259765625,3.7330184787823004
0.0,0.126953125,3.6717162263742544
0.0,0.1279296875,3.6118085714404264
0.0,0.12890625,3.553253530954537
0.0,0.1298828125,3.496010689893742
0.0,0.130859375,3.4400411314854233
0.0,0.1318359375,3.3853073710474346
0.0,0.1328125,3.3317732932118282
0.0,0.1337890625,3.279404092335702
0.0,0.134765625,3.228166215915598
0.0,0.1357421875,3.1780273108336816
0.0,0.13671875,3.1289561722748545
0.0,0.1376953125,3.080922695164257
0.0,0.138671875,3.033908103636773
0.0,0.1396484375,2.9878948141478583
0.0,0.140625,2.9428337325320353
0.0,0.1416015625,2.89869876558985
0.0,0.142578125,2.855464707812687
0.0,0.1435546875,2.813107205389075
0.0,0.14453125,2.771602721902237
0.0,0.1455078125,2.7309285056286843
0.0,0.146484375,2.691062558352989
0.0,0.1474609375,2.6519836056189687
0.0,0.1484375,2.6136710683421196
0.0,0.1494140625,2.57610503571261
0.0,0.150390625,2.5392662393221945
0.0,0.1513671875,2.5031360284522797
0.0,0.15234375,2.467696346463975
0.0,0.1533203125,2.4329297082343064
0.0,0.154296875,2.398819178585968
0.0,0.1552734375,2.3653483516609066
0.0,0.15625,2.332514617293217
0.0,0.1572265625,2.3002970408426164
0.0,0.158203125,2.2686721547908113
0.0,0.1591796875,2.2376255100659272
0.0,0.16015625,2.2071430952356215
0.0,0.1611328125,2.177211320696597
0.0,0.162109375,2.1478170035265176
0.0,0.1630859375,2.1189473529667566
0.0,0.1640625,2.090589956506165
0.0,0.1650390625,2.062732766537571
0.0,0.166015625,2.0353640875602377
0.0,0.1669921875,2.008472563902895
0.0,0.16796875,1.98204716794329
0.0,0.1689453125,1.9560771888014314
0.0,0.169921875,1.9305522214848936
0.0,0.1708984375,1.9054621564656262
0.0,0.171875,1.8807971696688006
0.0,0.1728515625,1.856547712855158
0.0,0.173828125,1.8327183313852675
0.0,0.1748046875,1.8092871772695718
0.0,0.17578125,1.7862439786588515
0.0,0.1767578125,1.7635802180705609
0.0,0.177734375,1.7412876104917245
0.0,0.1787109375,1.7193580958065877
0.0,0.1796875,1.6977838315104736
0.0,0.1806640625,1.6765571856975532
0.0,0.181640625,1.6556707303108258
0.0,0.1826171875,1.6351172346431553
0.0,0.18359375,1.6148896590787567
0.0,0.1845703125,1.594981149065016
0.0,0.185546875,1.5753850293050062
0.0,0.1865234375,1.556094798161506
0.0,0.1875,1.5371041222637847
0.0,0.1884765625,1.5184068313087704
0.0,0.189453125,1.499996913048665
0.0,0.1904296875,1.4818706931377243
0.0,0.19140625,1.4640292009459732
0.0,0.1923828125,1.4464576085801126
0.0,0.193359375,1.4291504995224251
0.0,0.1943359375,1.4121025924519062
0.0,0.1953125,1.3953087372150303
0.0,0.1962890625,1.378763910935918
0.0,0.197265625,1.3624632142604174
0.0,0.1982421875,1.346401867728856
0.0,0.19921875,1.330575208272462
0.0,0.2001953125,1.31497868582864
0.0,0.201171875,1.2996078600705303
0.0,0.2021484375,1.2844583972464632
0.0,0.203125,1.2695260671250939
0.0,0.2041015625,1.2548067400422176
0.0,0.205078125,1.2402963840453993
0.0,0.2060546875,1.2259910621327461
0.0,0.20703125,1.2118869295822803
0.0,0.2080078125,1.197984303363826
0.0,0.208984375,1.1842796216053326
0.0,0.2099609375,1.1707648936174193
0.0,0.2109375,1.1574366251437582
0.0,0.2119140625,1.1442914019059227
0.0,0.212890625,1.1313258874167604
0.0,0.2138671875,1.1185368208632016
0.0,0.21484375,1.1059210150559853
0.0,0.2158203125,1.093475354443898
0.0,0.216796875,1.0811967931902249
0.0,0.2177734375,1.0690823533091787
0.0,0.21875,1.057129122860197
0.0,0.2197265625,1.0453342541980484
0.0,0.220703125,1.033694962276798
0.0,0.2216796875,1.0222085230057294
0.0,0.22265625,1.010872271655435
0.0,0.2236328125,0.999683601312308
0.0,0.224609375,0.9886399613797809
0.0,0.2255859375,0.9777438088521295
0.0,0.2265625,0.9669890516293511
0.0,0.2275390625,0.9563718356659059
0.0,0.228515625,0.9458898256393453
0.0,0.2294921875,0.9355407355811038
0.0,0.23046875,0.9253223276301628
0.0,0.2314453125,0.9152324108232759
0.0,0.232421875,0.9052688399205444
0.0,0.2333984375,0.8954295142651538
0.0,0.234375,0.8857123766761545
0.0,0.2353515625,0.8761154123731876
0.0,0.236328125,0.8666366479321068
0.0,0.2373046875,0.857274150270495
0.0,0.23828125,0.8480260256620875
0.0,0.2392578125,0.8388904187791804
0.0,0.240234375,0.8298655117621037
0.0,0.2412109375,0.8209495233149016
0.0,0.2421875,0.8121410280261736
0.0,0.2431640625,0.8034426199290718
0.0,0.244140625,0.7948478789870053
0.0,0.2451171875,0.7863551644264022
0.0,0.24609375,0.7779628678062664
0.0,0.2470703125,0.769669412256635
0.0,0.248046875,0.7614732517378797
0.0,0.2490234375,0.7533728703202025
0.0,0.25,0.7453667814827003
0.0,0.2509765625,0.737453527431392
0.0,0.251953125,0.7296316784356229
0.0,0.2529296875,0.7218998321822876
0.0,0.25390625,0.7142566131473171
0.0,0.2548828125,0.7067006719839186
0.0,0.255859375,0.6992306849270447
0.0,0.2568359375,0.6918453532136131
0.0,0.2578125,0.6845434025179975
0.0,0.2587890625,0.6773235824023303
0.0,0.259765625,0.6701860563396549
0.0,0.2607421875,0.6631307053269981
0.0,0.26171875,0.6561537852696815
0.0,0.2626953125,0.6492541379848242
0.0,0.263671875,0.6424306265888164
0.0,0.2646484375,0.6356821350290169
0.0,0.265625,0.6290075676274158
0.0,0.2666015625,0.6224058486359216
0.0,0.267578125,0.6158759218029288
0.0,0.2685546875,0.6094167499508425
0.0,0.26953125,0.6030273145642473
0.0,0.2705078125,0.5967066153884086
0.0,0.271484375,0.5904536700378196
0.0,0.2724609375,0.5842675136145001
0.0,0.2734375,0.5781471983357758
0.0,0.2744140625,0.5720917931712655
0.0,0.275390625,0.5661003834888219
0.0,0.2763671875,0.5601720707091689
0.0,0.27734375,0.554307979883452
0.0,0.2783203125,0.5485062895066661
0.0,0.279296875,0.5427650291278887
0.0,0.2802734375,0.5370833624289357
0.0,0.28125,0.5314604675090544
0.0,0.2822265625,0.5258955365877032
0.0,0.283203125,0.5203877757144566
0.0,0.2841796875,0.5149364044858384
0.0,0.28515625,0.5095406557688944
0.0,0.2861328125,0.5041997754313248
0.0,0.287109375,0.4989130220779978
0.0,0.2880859375,0.4936796667936716
0.0,0.2890625,0.48849899289175736
0.0,0.2900390625,0.48337029566896583
0.0,0.291015625,0.4782928821656758
0.0,0.2919921875,0.4732660709318741
0.0,0.29296875,0.46828919179852213
0.0,0.2939453125,0.4633615856542015
0.0,0.294921875,0.45848494027255926
0.0,0.2958984375,0.4536563972787804
0.0,0.296875,0.4488751657539476
0.0,0.2978515625,0.444140629633925
0.0,0.298828125,0.43945218284929277
0.0,0.2998046875,0.4348092291314032
0.0,0.30078125,0.4302111818228129
0.0,0.3017578125,0.4256574636919803
0.0,0.302734375,0.42114750675211554
0.0,0.3037109375,0.41668075208408073
0.0,0.3046875,0.4122566496632347
0.0,0.3056640625,0.4078746581901238
0.0,0.306640625,0.40353424492491863
0.0,0.3076171875,0.39923488552550745
0.0,0.30859375,0.3949760638891491
0.0,0.3095703125,0.390757271997598
0.0,0.310546875,0.38657800976561685
0.0,0.3115234375,0.3824382444794088
0.0,0.3125,0.3783385911356614
0.0,0.3134765625,0.37427697568356555
0.0,0.314453125,0.370252929019276
0.0,0.3154296875,0.3662659892480318
0.0,0.31640625,0.3623157015516234
0.0,0.3173828125,0.35840161805869597
0.0,0.318359375,0.35452329771781077
0.0,0.3193359375,0.35068030617321133
0.0,0.3203125,0.346872215643216
0.0,0.3212890625,0.3430986048011837
0.0,0.322265625,0.33935905865898386
0.0,0.3232421875,0.33565316845291493
0.0,0.32421875,0.33198053153201035
0.0,0.3251953125,0.32834075124867423
0.0,0.326171875,0.32473343685159684
0.0,0.3271484375,0.32115820338088796
0.0,0.328125,0.3176146715653825
0.0,0.3291015625,0.31410332603586477
0.0,0.330078125,0.3106237252177133
0.0,0.3310546875,0.30717469233515593
0.0,0.33203125,0.303755870397872
0.0,0.3330078125,0.3003669076116158
0.0,0.333984375,0.2970074572877257
0.0,0.3349609375,0.29367717775446933
0.0,0.3359375,0.29037573227017677
0.0,0.3369140625,0.28710278893812635
0.0,0.337890625,0.28385802062313625
0.0,0.3388671875,0.2806411048698303
0.0,0.33984375,0.27745172382253247
0.0,0.3408203125,0.27428956414675953
0.0,0.341796875,0.27115431695226877
0.0,0.3427734375,0.2680456777176343
0.0,0.34375,0.2649633462163079
0.0,0.3447265625,0.26190702644413766
0.0,0.345703125,0.25887642654831056
0.0,0.3466796875,0.2558723606246862
0.0,0.34765625,0.2528936881811643
0.0,0.3486328125,0.24993986164664794
0.0,0.349609375,0.24701060546890807
0.0,0.3505859375,0.244105647905009
0.0,0.3515625,0.2412247209582914
0.0,0.3525390625,0.2383675603165718
0.0,0.353515625,0.23553390529152285
0.0,0.3544921875,0.23272349875921705
0.0,0.35546875,0.22993608710180724
0.0,0.3564453125,0.2271714201503121
0.0,0.357421875,0.2244292511284922
0.0,0.3583984375,0.2217093365977878
0.0,0.359375,0.21901143640329512
0.0,0.3603515625,0.21633531362076064
0.0,0.361328125,0.21368073450457103
0.0,0.3623046875,0.2110474684367185
0.0,0.36328125,0.20843539708065872
0.0,0.3642578125,0.20584520641992743
0.0,0.365234375,0.20327563715591346
0.0,0.3662109375,0.20072647097776208
0.0,0.3671875,0.1981974924558465
0.0,0.3681640625,0.1956884889962598
0.0,0.369140625,0.19319925079614197
0.0,0.3701171875,0.1907295707998249
0.0,0.37109375,0.18827924465578194
0.0,0.3720703125,0.1858480706743595
0.0,0.373046875,0.18343584978627803
0.0,0.3740234375,0.18104238550188922
0.0,0.375,0.1786674838711635
0.0,0.3759765625,0.17631095344440784
0.0,0.376953125,0.17397260523368252
0.0,0.3779296875,0.17165225267491846
0.0,0.37890625,0.16934971159070678
0.0,0.3798828125,0.16706480015375513
