mode,domain,scenario,systems,median_activation,minimum_activation,maximum_activation,median_mismatch,median_trace_length_kpc
transverse_tensor_mix,sealed_cluster_baryons_only,high,4,0.07282911043757101,0.04617969620202655,0.15339962450649486,0.15730468171802303,168.02364323119468
transverse_tensor_mix,sealed_cluster_baryons_only,low,4,0.07046378609389299,0.03974514119634345,0.1474121166331395,0.12692827485701014,191.49057053241842
transverse_tensor_mix,sealed_cluster_baryons_only,nominal,4,0.07324173736465371,0.04423719888967692,0.15398648291550665,0.1454589412135628,176.91366515467993
transverse_tensor_mix,sealed_galaxy_baryons_only,high,13,0.009845821693846008,0.0026444338785413437,0.023028164482507066,0.14767898894165346,1.0863297631071207
transverse_tensor_mix,sealed_galaxy_baryons_only,low,13,0.0075302010928353195,0.002490952096580557,0.01777427823738823,0.10640528923051643,1.0834197284028844
transverse_tensor_mix,sealed_galaxy_baryons_only,nominal,13,0.008475084056290057,0.0027461803793286353,0.021264675528679625,0.13119510444572216,1.0835040251608592
