case,domain,scenario,mode,activation_weighted_mean,activation_median,activation_p90,activation_maximum,activation_r80_kpc,activation_active_pixels,activation_global_minimum,activation_global_maximum,mismatch_weighted_mean,trace_length_weighted_mean_kpc
DDO216,sealed_galaxy_baryons_only,low,transverse_tensor_mix,0.0055667136766541616,0.002463982269338776,0.014140634463762918,0.13539962895405808,1.34575390409617,1192,5.011632547155883e-11,0.13539962895405808,0.15008910994739738,0.4640409810766352
DDO216,sealed_galaxy_baryons_only,nominal,transverse_tensor_mix,0.005291287432794426,0.002262805425005053,0.012520703481233632,0.07900036995460837,1.483225777087622,1449,4.2138914313807796e-11,0.11042683708167476,0.15282566066120234,0.4640618238085593
DDO216,sealed_galaxy_baryons_only,high,transverse_tensor_mix,0.00452630487107406,0.0016862306086746497,0.01056617077691686,0.05231480699003892,1.6095936829390605,1710,3.2748799035420496e-11,0.08516250243046047,0.14012420333277334,0.45273666806431173
DDO47,sealed_galaxy_baryons_only,low,transverse_tensor_mix,0.01777427823738823,0.004490401736468782,0.04741763876615716,0.26019799088425144,8.180505048011302,1973,1.5545985498677723e-11,0.3919846406737267,0.11538415791404265,2.579749128926659
DDO47,sealed_galaxy_baryons_only,nominal,transverse_tensor_mix,0.021264675528679625,0.005844735341119945,0.05714338237083568,0.43736246148732916,8.194402482146042,1980,2.0454912998421084e-11,0.43736246148732916,0.1467918052689367,2.487949013620657
DDO47,sealed_galaxy_baryons_only,high,transverse_tensor_mix,0.023028164482507066,0.007023994852888071,0.06292231376473657,0.371641695641132,8.228914801053794,1998,2.5080533087489268e-11,0.371641695641132,0.17514817721831133,2.332481057710143
DDO50,sealed_galaxy_baryons_only,low,transverse_tensor_mix,0.011384558792660848,0.0040967094863311295,0.0302042154119435,0.18015260450771903,5.845911355719435,3315,9.959068286010061e-15,0.18015260450771903,0.1456678227055071,1.3395517952645624
DDO50,sealed_galaxy_baryons_only,nominal,transverse_tensor_mix,0.013629377609628821,0.00555023043803274,0.03595695798746084,0.23503110866553262,5.744909487872629,3207,1.2570797762811486e-14,0.23503110866553262,0.1765546427649299,1.315957956758624
DDO50,sealed_galaxy_baryons_only,high,transverse_tensor_mix,0.01519430117549309,0.006698176355459039,0.03980888470088947,0.2924338440669041,5.604131764946258,3044,1.4581476883238383e-14,0.2924338440669041,0.19830347283326802,1.2784014952238596
DDO52,sealed_galaxy_baryons_only,low,transverse_tensor_mix,0.007327849011557152,0.0024158122678040006,0.021289508583935926,0.13031447459266032,2.9736671914550863,1358,1.2013884701611227e-13,0.13031447459266032,0.10640528923051643,1.0834197284028844
DDO52,sealed_galaxy_baryons_only,nominal,transverse_tensor_mix,0.00891465826958652,0.003311165556900798,0.0265945159496753,0.13801642333713166,2.922033650843861,1309,1.5811378362194263e-13,0.13801642333713166,0.13119510444572216,1.0835040251608592
DDO52,sealed_galaxy_baryons_only,high,transverse_tensor_mix,0.010210918325347604,0.004333064277393477,0.028244529304279824,0.1476585908858629,2.8367694155398944,1236,1.9632603049291995e-13,0.1476585908858629,0.14767898894165346,1.0863297631071207
DDO53,sealed_galaxy_baryons_only,low,transverse_tensor_mix,0.0075302010928353195,0.0027127733170080374,0.021223633190156348,0.11237422012725894,2.268822204676157,706,9.208445752665858e-15,0.2085406071292862,0.1009175547258448,1.0692580664892497
DDO53,sealed_galaxy_baryons_only,nominal,transverse_tensor_mix,0.008988666620816927,0.0032481110067136528,0.024067488070193162,0.13220398594480195,2.313382873858873,735,1.1264802127775624e-14,0.20407561628757076,0.12632904435539483,1.0523099097458521
DDO53,sealed_galaxy_baryons_only,high,transverse_tensor_mix,0.009845821693846008,0.0039812008950853885,0.02646568847656162,0.12392788211912303,2.4116842903714777,798,1.2489116837648611e-14,0.13920720004848325,0.14890542579385505,1.0154974068114386
DDO87,sealed_galaxy_baryons_only,low,transverse_tensor_mix,0.015597948179917342,0.005425827532583417,0.037254856055835804,0.18958157381717158,5.655701953574551,1164,2.0527228205975653e-09,0.18958157381717158,0.13195789880787598,1.9575102596811655
DDO87,sealed_galaxy_baryons_only,nominal,transverse_tensor_mix,0.018271758588561917,0.006820003418479263,0.04551177937527593,0.21741438666962684,5.5923596903949075,1145,2.9048724729214214e-09,0.21741438666962684,0.1636875417411186,1.871258459048912
DDO87,sealed_galaxy_baryons_only,high,transverse_tensor_mix,0.019672942540909753,0.008549963962547855,0.049435644997836876,0.23267928838257704,5.503220003976609,1110,4.105627363809559e-09,0.23267928838257704,0.1873952102304651,1.7568824980727538
NGC1569,sealed_galaxy_baryons_only,low,transverse_tensor_mix,0.008037881789683959,0.004200706548784235,0.02085641707204484,0.15121113524211902,2.0071475179430105,2268,1.536866564969035e-16,0.18441119725431612,0.2110448953863077,0.6019199431567004
NGC1569,sealed_galaxy_baryons_only,nominal,transverse_tensor_mix,0.005483069719951992,0.003231102313482233,0.015193529546625393,0.09018465886665994,1.6940146692636127,1619,1.3848576051431005e-16,0.2642075275751238,0.18793286659004524,0.5386813217172997
NGC1569,sealed_galaxy_baryons_only,high,transverse_tensor_mix,0.0031227569618295682,0.001955332275083494,0.009147240339839217,0.041736522359175694,1.514993445711281,1291,1.1345257011794817e-16,0.2542271779169839,0.15028445984970903,0.5070667659823331
UGC8508,sealed_galaxy_baryons_only,low,transverse_tensor_mix,0.002490952096580557,0.0008096705143610855,0.006965889602213199,0.04094070005737641,1.0939920838006556,607,7.485010623601686e-13,0.09156267665608209,0.0590027607334701,0.5109382664233819
UGC8508,sealed_galaxy_baryons_only,nominal,transverse_tensor_mix,0.0027461803793286353,0.0009709218249349366,0.007795540676171976,0.04209781217815595,1.0736076929030387,581,9.404247824799894e-13,0.07389569766593312,0.06818991382148361,0.50173412899345
UGC8508,sealed_galaxy_baryons_only,high,transverse_tensor_mix,0.0026444338785413437,0.0010235436719343274,0.007695713909482545,0.03201686337263669,1.053101583557195,564,1.086748043635649e-12,0.0793241203591386,0.07105169230669384,0.481588747669678
AS295,sealed_cluster_baryons_only,low,transverse_tensor_mix,0.0903655853133359,0.022961452077171984,0.30493314869084776,0.7412127341660856,393.65113222231753,3540,3.0276225011034556e-13,0.7412127341660856,0.14420875301612443,197.27729965572357
AS295,sealed_cluster_baryons_only,nominal,transverse_tensor_mix,0.0917514076716473,0.02463517090958183,0.30965263019180045,0.7498443294138503,392.52761068090086,3514,3.4745607300496403e-13,0.7498443294138503,0.16084304951545994,185.40588848465683
AS295,sealed_cluster_baryons_only,high,transverse_tensor_mix,0.08951246529942292,0.02458896272149283,0.30951610153582937,0.7370456063103801,391.79160694261265,3503,3.743358004334379e-13,0.7370456063103801,0.17039851583223056,177.9129768878037
MACS0025,sealed_cluster_baryons_only,low,transverse_tensor_mix,0.1474121166331395,0.10779649338690829,0.375924245900521,0.6806010942339074,348.2080943691968,2764,2.9739195928080047e-12,0.6806010942339074,0.24581544704172464,185.7038414091133
MACS0025,sealed_cluster_baryons_only,nominal,transverse_tensor_mix,0.15398648291550665,0.1144137726109087,0.3895452339647219,0.6449229738755358,349.7017945249261,2787,3.493290435618604e-12,0.6793808817145995,0.2774030897972626,168.42144182470304
MACS0025,sealed_cluster_baryons_only,high,transverse_tensor_mix,0.15339962450649486,0.11880642239451261,0.3883943686881099,0.6611955035429631,351.11379596467395,2813,3.8355023821497725e-12,0.6908074940201441,0.29722780424670503,156.47007553700337
MACS0159,sealed_cluster_baryons_only,low,transverse_tensor_mix,0.03974514119634345,0.020530516241872028,0.10464065178212265,0.3606886104879171,336.36156511711533,2584,1.798053346719698e-11,0.7011182781561817,0.10964779669789587,164.20232982369987
MACS0159,sealed_cluster_baryons_only,nominal,transverse_tensor_mix,0.04423719888967692,0.023403596645010374,0.11780673164701799,0.3702890137555698,335.960904564816,2579,2.16099294851566e-11,0.73096753645465,0.1300748329116656,161.13146269582177
MACS0159,sealed_cluster_baryons_only,high,transverse_tensor_mix,0.04617969620202655,0.024736566966541498,0.12340388091708648,0.3585226546202991,335.9060740053106,2579,2.416738112717257e-11,0.7361076025817085,0.14421084760381553,158.13430957458567
PLCKG287,sealed_cluster_baryons_only,low,transverse_tensor_mix,0.05056198687445008,0.007209373125246705,0.15476148883315197,0.7142360544900347,647.3397063858486,9577,9.939040649176117e-12,0.7142360544900347,0.08274860132817477,300.07801400168904
PLCKG287,sealed_cluster_baryons_only,nominal,transverse_tensor_mix,0.054732067057660115,0.008234455069221637,0.16958769090954592,0.7496424458918712,646.4381055242033,9534,1.160000802080412e-11,0.7496424458918712,0.09614259074037444,286.37763732486496
PLCKG287,sealed_cluster_baryons_only,high,transverse_tensor_mix,0.05614575557571909,0.008776156872542205,0.17639157719186355,0.7528666403991127,645.5265509479818,9512,1.258571438076259e-11,0.7528666403991127,0.10507436111626353,276.7344167691301
