candidate_id,role,q_limb_to_saturn_min,q_limb_to_saturn_median,q_limb_to_saturn_max,q_mercury_min,q_mercury_max,maximum_dynamic_fraction_limb_to_Saturn,maximum_lensing_fraction_limb_to_Saturn,Earth_orbit_fractional_change,Saturn_orbit_fractional_change,Mercury_precession_mas_per_century,Cassini_proxy_pass,Earth_proxy_pass,Mercury_proxy_pass,all_solar_proxies_pass
constant,one-strength control,1.2214174667358473,1.2214174667358473,1.2214174667358473,1.2214174667358473,1.2214174667358473,1.1317765358733376e-08,1.980608937778341e-08,3.224752390952469e-11,1.1317765358733376e-08,-1.7176636455056473,True,True,True,True
inverse_hill0_m1__potential_depth,P0623 primary winner,0.7562407039500114,1.4132783046417259,1.7001514874605355,1.4407973366154447,1.4919454991822745,1.5753758345050153e-08,2.7569077103837767e-08,4.1438891003154945e-11,1.5753758345050153e-08,-2.129530870646183,True,True,True,True
inverse_hillfloor_m2__outward_radial_column,best monotonic local path-density candidate,1.4108888014068652,1.4108888014068652,1.4108888014068652,1.4108888014068652,1.4108888014068652,1.3073423981942166e-08,2.2878491968398792e-08,3.724989333797383e-11,1.3073423981942166e-08,-1.9841147421152112,True,True,True,True
inverse_loglinear__pair_surface_L30p0kpc,best physical-scale pair-surface candidate,6.0,6.0,6.0,6.0,6.0,5.559654581809434e-08,9.72939551816651e-08,1.5841032957734232e-10,5.559654581809434e-08,-8.437722689995503,True,False,False,False
inverse_loglinear__pair_count_L30p0kpc,best four-fold physical-scale pair-count candidate,6.0,6.0,6.0,6.0,6.0,5.559654581809434e-08,9.72939551816651e-08,1.5841032957734232e-10,5.559654581809434e-08,-8.437722689995503,True,False,False,False
inverse_hillfloor_m2__mean_surface_R80,simple density candidate available in every domain,1.1005943605445538,1.1005943605445538,1.1005943605445538,1.1005943605445538,1.1005943605445538,1.0198207465525256e-08,1.78468630646692e-08,2.9057585897471183e-11,1.0198207465525256e-08,-1.547751668074646,True,True,True,True
