candidate_id,role,available,unavailable_reason,q_min,q_median,q_max,cluster_RMSE_dex,cluster_equal_system_RMSE_dex,cluster_mean_residual_dex,cluster_median_observed_over_predicted,improvement_vs_constant_fraction
constant,one-strength control,True,,1.2214174667358473,1.2214174667358473,1.2214174667358473,0.19838242982641738,0.19419941579287378,0.04082624939371443,0.9494909747501937,0.0
inverse_hill0_m1__potential_depth,P0623 primary winner,True,,0.316140393939007,0.4835462113970316,0.6951887566496869,0.3202683481895417,0.32903896580833386,-0.27580243076789757,1.9642317848232338,-0.6943355079877025
inverse_hillfloor_m2__outward_radial_column,best monotonic local path-density candidate,False,no domain-consistent derived-cluster feature,,,,,,,,
inverse_loglinear__pair_surface_L30p0kpc,best physical-scale pair-surface candidate,True,,1.0391493375117793,1.0752722353950277,1.110561034482937,0.19004484810936811,0.19171164361068724,-0.006046195934630125,1.057139196746078,0.012810399928493643
inverse_loglinear__pair_count_L30p0kpc,best four-fold physical-scale pair-count candidate,True,,0.8904512618107844,0.9326852790645938,0.9687593043275393,0.19196918537835383,0.1980586701516901,-0.05906264365885524,1.186459879654738,-0.019872636295324764
inverse_hillfloor_m2__mean_surface_R80,simple density candidate available in every domain,True,,1.1851758731737798,1.222854253963744,1.2686813842946123,0.19712383214367568,0.19333865281671883,0.04189175348253818,0.9414849702177275,0.0044323664550721675
