R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.51,143.0,33.1,-3.74,195.66,0.0,195.69574139464558
0.69,160.0,15.0,-4.96,213.36,0.0,213.4176450062178
0.86,178.0,7.92,-6.2,228.63,0.0,228.71405050848975
1.03,188.0,8.01,-7.39,242.31,0.0,242.42266436948506
1.2,187.0,8.03,-8.46,244.99,0.0,245.13602693198732
1.38,195.0,5.6,-9.15,248.08,0.0,248.24868358160535
1.55,199.0,7.52,-9.58,251.75,0.0,251.93221092190655
1.71,203.0,6.87,-9.77,258.35,0.0,258.53466962865934
1.89,206.0,9.22,-9.95,262.92,0.0,263.10820758767676
2.06,211.0,12.0,-9.95,270.25,0.0,270.433106331307
2.23,219.0,13.3,-9.95,275.1,0.0,275.2798803036648
2.41,216.0,9.9,-10.14,276.83,0.0,277.0156466700031
2.58,214.0,10.5,-10.6,274.55,0.0,274.7545495528691
2.75,213.0,8.39,-11.16,274.06,0.0,274.28712911837476
2.92,210.0,13.3,-11.53,273.74,0.0,273.9827156957168
3.09,214.0,6.67,-11.25,275.23,0.0,275.4598253829404
3.26,213.0,9.98,-9.77,276.33,0.0,276.5026614700119
3.43,212.0,11.2,-7.06,278.46,0.0,278.5494842931862
3.61,215.0,9.11,2.4,278.97,0.0,278.9803234997049
3.78,217.0,10.1,7.87,280.87,0.0,280.9802373833434
3.95,219.0,8.05,10.51,281.76,0.0,281.95594992835316
4.12,220.0,8.29,12.28,282.78,0.0,283.04650995905246
4.29,218.0,8.42,13.95,281.57,0.0,281.91535502700094
4.46,220.0,9.71,15.63,279.92,0.0,280.3560295410106
4.64,220.0,20.1,17.49,276.26,0.0,276.81309163404825
4.81,216.0,23.5,19.07,272.38,0.0,273.04675295633893
4.98,220.0,14.6,20.0,268.13,0.0,268.87487219894683
5.15,218.0,12.2,20.46,264.51,0.0,265.3001162834272
5.32,213.0,23.1,20.65,260.81,0.0,261.62621925181736
5.49,215.0,21.2,20.74,257.41,0.0,258.24417844358084
5.67,216.0,18.3,21.02,254.02,0.0,254.88821235985003
5.84,208.0,31.7,21.3,251.09,0.0,251.99182149426994
6.01,212.0,25.3,21.67,248.27,0.0,249.21392778093283
6.19,213.0,23.8,22.04,245.66,0.0,246.64670522834882
6.35,216.0,19.6,22.51,243.33,0.0,244.3689607949422
6.64,210.0,25.0,23.63,238.82,0.0,239.98618564409077
8.82,210.0,10.7,34.97,209.65,0.0,212.5465205549129
11.07,210.0,10.7,43.44,188.05,0.0,193.00216605002134
13.32,206.0,6.25,45.95,172.02,0.0,178.05134905414224
15.49,206.0,6.25,45.39,159.31,0.0,165.6500172049493
17.74,206.0,10.7,42.23,147.38,0.0,153.31091709333683
