R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.87,37.8,9.0,0.0,101.87,0.0,101.87
1.74,80.1,9.0,0.0,114.98,0.0,114.98
2.61,121.0,8.5,0.0,122.0,0.0,122.0
3.5,142.0,7.3,8.66,132.74,0.0,133.02219062998475
4.37,153.0,6.2,14.44,143.94,0.0,144.6624941026526
5.24,160.0,5.3,18.43,159.88,0.0,160.93874393694017
6.11,162.0,5.3,22.09,181.37,0.0,182.71027612041968
6.98,167.0,4.5,25.11,193.57,0.0,195.19184665349113
7.85,169.0,5.3,26.73,197.84,0.0,199.63756785735495
8.72,171.0,4.9,28.23,200.86,0.0,202.8341009297993
9.6,171.0,4.9,29.63,201.7,0.0,203.86472696373934
10.47,170.0,5.7,30.28,195.05,0.0,197.38637465640835
11.35,169.0,7.0,30.28,189.75,0.0,192.15082851759968
