R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
3.44,285.0,14.4,-0.57,163.4,239.5,289.9312589218348
3.77,297.0,13.6,-0.57,171.13,229.25,286.07929722368937
4.13,303.0,8.47,-0.43,180.88,219.24,284.22515177232293
4.47,306.0,5.93,-0.1,188.37,210.91,282.78312361242496
4.8,307.0,5.93,-0.19,194.64,203.54,281.6261658653187
5.13,304.0,8.47,-0.28,200.57,196.88,281.0518416591501
5.48,308.0,8.47,-0.38,206.64,190.44,281.0117926351134
5.83,313.0,12.7,-0.48,211.29,184.57,280.55263213878425
6.16,314.0,9.32,-0.53,215.14,179.57,280.233626461922
6.51,315.0,6.78,3.83,221.84,174.68,282.3840592172299
6.86,317.0,8.47,8.02,227.72,170.15,284.37957257862246
7.18,320.0,7.63,12.15,231.73,166.32,285.497386678057
7.51,316.0,20.5,16.24,235.48,162.63,286.64103840866886
7.85,318.0,23.4,20.27,239.96,159.08,288.61413842707015
8.21,321.0,8.48,24.66,243.42,155.54,289.92085747665686
8.57,323.0,8.66,27.1,245.15,152.23,289.8394476257502
8.9,321.0,12.7,29.42,245.8,149.38,289.1324277904504
9.24,323.0,11.0,31.74,245.24,146.61,287.4796989354205
9.6,323.0,10.4,34.31,244.14,143.83,285.42702149586324
9.93,322.0,13.6,36.63,243.64,141.42,284.0806626646734
10.27,321.0,13.6,38.95,243.6,139.06,283.18853454898203
10.6,323.0,9.32,41.02,243.38,136.88,282.22792065988085
10.93,322.0,11.9,43.22,243.08,134.8,281.29503159494305
11.27,321.0,11.0,45.42,242.44,132.75,280.11192852143944
12.31,323.0,4.24,52.25,237.3,127.02,274.1813868591375
14.35,319.0,4.24,56.77,222.06,117.64,257.62889220737645
16.4,308.0,4.24,51.89,207.98,110.04,240.95031458788344
18.48,299.0,5.66,48.35,196.87,103.67,227.6905538225071
20.57,299.0,5.66,54.45,185.72,98.26,217.05240956967052
22.51,298.0,5.66,63.61,176.98,93.93,210.21654882525306
24.59,296.0,5.66,66.17,168.93,89.87,202.46587539632452
26.68,293.0,4.24,61.9,161.21,86.28,193.0401836406089
28.77,289.0,4.24,58.85,153.59,83.08,184.27017392947778
30.7,289.0,4.24,57.01,147.56,80.43,177.4628935862368
32.79,288.0,4.24,57.38,141.95,77.82,171.75045647683152
34.88,285.0,4.24,60.43,136.82,75.46,167.52823314295412
36.96,283.0,2.83,64.09,132.38,73.3,164.3316235543238
38.9,275.0,2.83,66.9,128.66,71.45,161.66047166824671
40.99,272.0,2.83,68.61,124.87,69.61,158.5730150435439
43.08,271.0,2.83,68.98,121.52,67.9,155.35688204904216
45.16,274.0,4.24,67.76,118.47,66.31,151.7352121295515
47.1,277.0,4.24,65.19,115.75,64.93,147.8638005057357
49.19,281.0,4.24,62.26,113.11,63.54,143.90104690376648
51.27,286.0,4.24,60.55,110.59,62.24,140.6067857537466
53.36,282.0,4.24,60.55,108.3,61.01,138.26573183547686
55.3,283.0,4.24,62.39,106.31,59.93,137.06178570265308
57.38,288.0,5.66,64.95,104.23,58.83,136.17402211875802
59.47,287.0,5.66,67.27,102.32,57.79,135.4042813207913
61.56,289.0,7.07,68.49,100.51,56.8,134.23628496051282
63.64,294.0,7.07,68.73,98.76,55.86,132.65628556536626
