R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.49,25.0,2.04,3.42,17.04,0.0,17.379815879346936
0.97,42.5,2.7,4.1,26.7,0.0,27.012959852633696
1.47,48.0,2.15,10.21,28.91,0.0,30.659944553113593
1.95,49.2,2.08,12.59,27.91,0.0,30.61823312995053
2.44,50.4,2.06,13.04,24.63,0.0,27.868952258741267
2.92,51.6,2.04,12.14,22.08,0.0,25.197341129571587
3.41,53.2,2.0,13.38,20.22,0.0,24.24608834430824
3.89,55.1,2.05,14.95,18.69,0.0,23.9336290603828
4.39,57.8,2.24,18.33,17.42,0.0,25.287255683446556
4.88,57.3,2.0,21.25,16.4,0.0,26.842550176911285
5.36,57.5,2.0,22.04,15.57,0.0,26.984930980085906
