R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
1.25,34.1,18.8,1.71,29.4,0.0,29.44968760445516
3.75,78.4,6.54,4.27,49.15,0.0,49.3351335257137
6.25,96.9,2.44,7.23,50.52,0.0,51.03472641251249
8.76,108.0,1.26,11.57,51.47,0.0,52.7543912864133
11.25,113.0,1.0,13.37,53.63,0.0,55.271455562523414
13.74,114.0,0.86,16.66,57.25,0.0,59.62481111081192
16.22,121.0,0.68,23.15,57.75,0.0,62.2172403759601
18.71,126.0,0.55,30.33,55.23,0.0,63.01001348992079
21.3,128.0,0.63,35.52,52.6,0.0,63.46991728370221
23.79,129.0,0.61,39.51,50.52,0.0,64.13509569650614
26.28,129.0,0.65,42.0,47.75,0.0,63.592943790958444
28.77,131.0,0.73,44.9,45.88,0.0,64.19489387794016
31.25,131.0,0.83,45.1,43.92,0.0,62.95217549854811
33.74,131.0,0.75,43.0,42.1,0.0,60.178152181668054
36.23,127.0,1.24,42.3,40.43,0.0,58.51388638605369
38.82,126.0,1.4,42.4,38.83,0.0,57.493729223281385
41.31,130.0,1.62,41.7,37.43,0.0,56.034765101675944
43.8,132.0,2.01,40.21,36.18,0.0,54.09100202436631
46.28,134.0,2.1,38.81,35.02,0.0,52.27443447805055
48.77,129.0,2.66,37.11,33.97,0.0,50.31016795837597
51.26,132.0,4.67,35.72,33.04,0.0,48.65757906020397
53.75,125.0,5.95,34.72,32.1,0.0,47.28518161115594
