R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.12,4.2,3.15,-0.46,3.95,0.0,3.9766946073340863
0.36,9.41,1.83,-0.53,11.2,0.0,11.2125331660602
0.59,15.3,1.37,1.73,15.88,0.0,15.973956929953205
0.83,18.4,1.64,4.19,19.68,0.0,20.121095894607727
1.07,23.4,2.08,6.57,22.21,0.0,23.16136869876217
1.31,28.1,2.46,9.69,23.33,0.0,25.26232372526328
1.54,33.1,2.01,12.94,22.77,0.0,26.190007636501367
1.79,37.5,1.62,15.67,22.48,0.0,27.402541852901166
2.02,40.5,1.68,17.89,22.28,0.0,28.573597953355474
2.26,42.3,1.69,19.31,22.0,0.0,29.2724460884293
2.49,45.2,1.91,20.12,21.29,0.0,29.29297697401205
2.74,47.4,1.95,21.03,20.52,0.0,29.382499893644177
2.97,48.1,1.74,22.14,19.83,0.0,29.722188681185642
3.21,48.8,1.08,23.15,19.12,0.0,30.02493796829562
3.44,50.7,1.55,23.96,18.46,0.0,30.246540298024172
3.69,52.1,2.78,24.56,17.79,0.0,30.32618835264333
3.92,53.0,2.98,25.07,17.2,0.0,30.403040966324404
4.16,53.7,2.39,25.27,16.63,0.0,30.251112376241636
4.4,51.2,2.21,25.47,16.1,0.0,30.131891742803006
4.64,51.6,1.45,25.68,15.61,0.0,30.052196259175467
4.87,51.5,1.84,26.18,15.18,0.0,30.262597376960226
5.11,50.4,2.53,26.59,14.76,0.0,30.41193351301426
5.35,48.5,4.6,26.69,14.37,0.0,30.312588144201744
5.59,50.0,5.91,26.59,14.01,0.0,30.05508609204106
5.82,49.0,7.42,26.28,13.7,0.0,29.636605743573266
6.06,49.4,5.92,26.18,13.37,0.0,29.396416448267974
