R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.91,29.6,2.38,0.8,7.82,0.0,7.8608142071925355
1.81,44.6,2.4,5.58,11.42,0.0,12.710342245588826
2.73,50.4,2.86,7.79,12.3,0.0,14.559330341743058
3.64,56.8,3.43,14.0,13.66,0.0,19.560051124677564
4.55,60.7,2.98,16.12,14.46,0.0,21.655161047657902
5.45,64.7,2.46,18.25,14.91,0.0,23.56630221311778
6.36,68.0,2.38,23.38,14.47,0.0,27.495550549134308
7.28,71.5,2.52,30.0,14.77,0.0,33.43879333947324
8.19,73.4,2.68,33.62,14.75,0.0,36.71330685187593
9.09,74.0,2.83,34.88,13.66,0.0,37.45944473694185
10.0,73.8,3.22,36.0,13.17,0.0,38.33339144923131
10.91,73.9,3.42,35.75,12.83,0.0,37.98251439807533
