R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.87,47.1,8.2,2.5,39.16,0.0,39.23971967280092
1.74,65.9,6.6,5.78,48.78,0.0,49.12124591253768
2.61,76.1,5.6,11.64,56.83,0.0,58.009813824903794
3.5,85.7,5.6,13.9,59.49,0.0,61.092308026461076
4.37,96.6,5.2,17.89,65.42,0.0,67.8220355046942
5.24,99.3,5.2,23.49,68.37,0.0,72.29271747555214
6.11,103.0,5.2,25.97,71.96,0.0,76.5028267451602
6.98,107.0,5.2,27.48,75.74,0.0,80.57107421401305
7.85,111.0,5.2,31.47,78.27,0.0,84.3596692738894
8.72,114.0,6.1,35.45,80.37,0.0,87.84098929315404
9.6,115.0,6.1,36.42,78.73,0.0,86.74577396046449
10.47,111.0,5.6,37.82,74.74,0.0,83.76407344440693
11.35,110.0,5.6,41.81,70.87,0.0,82.28385625382418
12.31,111.0,5.2,40.2,67.15,0.0,78.263417380025
13.12,109.0,4.8,38.58,64.51,0.0,75.16619253361182
14.05,108.0,4.4,38.15,61.97,0.0,72.77158373980876
14.98,109.0,5.2,39.01,59.84,0.0,71.43252550484269
16.03,111.0,5.3,38.26,57.82,0.0,69.33238781406565
16.95,110.0,4.9,36.53,56.23,0.0,67.05411098508428
17.88,109.0,4.9,37.39,54.53,0.0,66.11756952580758
18.93,110.0,5.3,36.86,52.76,0.0,64.36052516877095
19.97,112.0,10.2,35.67,51.32,0.0,62.498730387104665
21.02,113.0,11.5,35.35,49.87,0.0,61.12805738774953
