R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.09,231.0,52.9,-0.75,12.18,80.49,81.4097967077673
0.17,231.0,27.9,-0.9,23.29,154.33,156.08005317784847
0.26,231.0,16.4,-0.97,35.2,203.79,206.8099248101986
0.34,231.0,11.9,-1.0,45.31,224.63,229.156350555685
0.43,232.0,8.04,-1.04,56.16,236.57,243.14685295105093
0.51,232.0,6.53,-1.11,65.37,243.18,251.81537165153364
0.6,232.0,4.75,-1.21,75.35,248.89,260.04868524951246
0.69,232.0,4.0,-1.34,84.97,252.61,266.5211222398705
0.77,233.0,5.69,-1.48,93.17,255.01,271.50126961029116
0.86,233.0,4.83,-1.64,102.03,256.4,275.95972622830305
0.95,234.0,10.8,-1.82,110.51,257.17,279.91459661832573
1.03,235.0,10.3,-2.0,117.74,258.4,283.96701850743153
1.11,235.0,10.6,-2.17,124.74,258.76,287.2655811265944
1.2,236.0,10.2,-2.35,132.45,259.47,291.33006350186383
1.29,237.0,10.6,-2.54,139.94,259.74,295.05003440094697
1.38,238.0,14.2,-2.73,147.1,259.48,298.28800394920347
1.46,238.0,14.1,-2.94,153.23,258.65,300.6458032303128
1.55,239.0,19.6,-3.15,159.87,257.13,302.7939502367905
1.63,240.0,17.8,-3.37,165.58,255.36,304.3629788591247
1.72,241.0,7.14,-3.59,171.83,252.89,305.76427047645706
1.8,242.0,11.9,-3.81,177.21,250.43,306.8111554360434
1.89,243.0,10.9,-4.02,183.03,247.35,307.73066762999105
1.98,244.0,17.6,-4.24,188.55,244.09,308.462328656191
2.07,246.0,11.4,-4.48,193.82,240.73,309.09091817780734
2.15,247.0,12.9,-4.72,198.33,237.68,309.59465386211053
2.23,248.0,15.4,-4.99,202.68,234.62,310.0816455387194
2.32,249.0,17.6,-5.25,207.44,231.17,310.64205285183135
2.4,251.0,24.0,-5.52,211.55,228.14,311.1779756023874
2.49,252.0,10.1,-5.8,216.16,224.74,311.87634280272044
2.58,253.0,12.0,-6.06,220.83,221.41,312.7698844198399
2.67,254.0,6.34,-6.31,225.64,218.17,313.9289324034979
2.75,256.0,6.22,-6.56,230.0,215.36,315.1554587818526
2.83,257.0,5.6,-6.82,234.46,212.6,316.57031446425924
2.92,259.0,8.73,-7.07,239.57,209.57,318.3761214350096
3.0,260.0,5.19,-7.31,243.97,206.96,320.01131011262714
3.09,262.0,11.0,-7.55,248.68,204.14,321.82586052087237
3.18,263.0,16.0,-7.78,252.98,201.42,323.46472017825994
3.27,264.0,13.1,-8.0,256.93,198.78,324.9469392070035
3.35,266.0,11.8,-8.21,260.17,196.48,326.1291514109096
3.43,267.0,12.7,-8.4,263.1,194.27,327.15898719124317
4.21,280.0,5.52,-9.93,282.25,175.61,332.56960098601917
4.29,282.0,2.35,-10.07,283.7,173.97,332.9454246569548
4.38,283.0,5.1,-10.2,285.12,172.2,333.24209578023004
4.47,285.0,4.61,-10.32,286.54,170.45,333.5639016740271
4.8,290.0,10.8,-10.66,290.98,164.51,334.4346514642285
5.25,296.0,2.85,-10.87,296.92,157.31,336.19351480955135
