R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.09,11.2,2.02,0.32,12.72,0.0,12.724024520567383
0.26,26.5,1.03,0.96,26.94,0.0,26.957099250475746
0.43,33.7,1.03,1.6,35.34,0.0,35.37620103968204
0.6,32.7,1.12,2.25,40.03,0.0,40.09318395937145
0.77,33.7,1.03,2.89,43.26,0.0,43.35642628261697
0.94,35.7,2.24,3.55,45.85,0.0,45.987226487362776
1.11,37.8,3.35,4.2,48.05,0.0,48.23320951377795
1.28,41.8,3.35,4.86,48.94,0.0,49.1807197995312
1.46,43.9,2.14,5.23,50.17,0.0,50.441865548371624
1.63,44.9,1.25,5.36,51.3,0.0,51.57925552002471
2.05,53.2,1.6,5.65,53.95,0.0,54.24504585674161
2.74,64.3,0.9,9.45,56.61,0.0,57.39333236535408
3.42,73.1,2.4,11.66,56.83,0.0,58.01383024762285
4.11,76.2,4.4,15.23,58.16,0.0,60.12103209360265
4.79,78.4,3.8,19.76,56.9,0.0,60.233442538178075
5.48,83.1,3.1,23.04,53.88,0.0,58.59945392237031
6.16,88.0,3.0,26.02,50.76,0.0,57.040494387759296
6.85,89.9,2.4,27.47,47.3,0.0,54.698180042849685
7.53,90.6,2.8,29.11,43.89,0.0,52.66615801442137
8.21,91.6,2.6,31.03,41.41,0.0,51.74600467668977
8.9,92.3,1.4,32.1,39.37,0.0,50.79770565685029
9.57,90.9,1.0,32.38,37.7,0.0,49.696623627767714
10.31,89.6,2.7,32.77,36.11,0.0,48.76274192454727
10.96,89.4,2.7,32.48,34.88,0.0,47.66093578602921
