R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
1.61,23.4,10.0,5.21,28.61,0.0,29.080512375128468
3.23,40.6,5.0,10.57,37.58,0.0,39.03820308364615
4.84,45.5,5.0,15.71,39.1,0.0,42.138036261790845
6.45,49.2,5.0,20.94,44.01,0.0,48.7377030644654
8.06,50.4,5.0,25.97,48.52,0.0,55.03300191703157
9.66,50.4,5.0,29.26,49.44,0.0,57.449640555881636
