R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.5,24.2,2.18,-0.51,24.79,0.0,24.795245511992817
1.0,42.0,2.91,-5.39,39.13,0.0,39.49948100924872
1.5,59.4,2.4,-5.79,45.87,0.0,46.233981009642676
2.0,63.9,2.01,7.68,49.56,0.0,50.15153038542294
2.49,66.0,2.0,15.55,48.96,0.0,51.37007007976532
3.0,67.2,2.07,19.33,48.14,0.0,51.875895172999186
3.49,68.7,2.38,19.89,46.88,0.0,50.924910407383145
4.0,71.3,2.91,25.08,45.84,0.0,52.252387505261424
4.49,72.5,3.21,25.36,46.88,0.0,53.29975609700293
5.01,74.0,3.41,26.06,48.01,0.0,54.62676724830053
5.5,76.2,3.17,28.3,47.84,0.0,55.583771012769546
