R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
1.87,27.7,3.0,8.68,18.19,0.0,20.154862936770375
3.36,42.4,1.5,15.07,19.75,0.0,24.84285410334328
4.86,52.5,1.0,20.59,19.94,0.0,28.66272317837229
6.35,55.6,1.0,24.61,19.17,0.0,31.195207965326983
7.85,58.6,1.1,26.94,18.71,0.0,32.79981249946408
9.34,59.0,1.2,27.6,17.41,0.0,32.63231680405178
10.83,60.0,1.3,26.77,16.05,0.0,31.212744192076414
12.33,62.2,1.0,24.9,15.01,0.0,29.074217100379503
