R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.23,6.81,8.19,-0.86,9.67,0.0,9.708166665236027
0.69,20.0,4.09,-1.93,23.77,0.0,23.848224252551802
1.15,33.0,4.0,-3.62,34.7,0.0,34.888313229504234
1.59,42.7,4.0,-4.31,41.73,0.0,41.9519844584258
2.05,49.9,4.0,-3.92,46.7,0.0,46.864233696925
2.51,55.5,4.0,3.21,50.33,0.0,50.432261499956546
2.97,61.9,4.0,7.43,53.12,0.0,53.637107490989855
3.42,67.9,4.0,10.05,55.1,0.0,56.00903944900323
3.88,73.1,4.0,11.97,55.08,0.0,56.365657097207695
4.34,76.1,3.0,13.61,54.16,0.0,55.843868956224725
4.79,77.8,5.34,14.82,53.32,0.0,55.34125766550666
5.24,79.0,4.0,15.7,52.48,0.0,54.778101463997444
5.7,78.5,5.6,16.36,50.92,0.0,53.48360496451226
6.16,79.8,7.15,16.58,49.36,0.0,52.07020261147444
7.16,83.4,5.12,17.02,46.44,0.0,49.460630808755354
7.52,84.6,4.0,17.46,45.44,0.0,48.679001633147735
7.98,86.1,5.53,18.01,44.24,0.0,47.76544462265583
8.44,87.5,10.2,18.77,43.11,0.0,47.0189855271251
8.9,89.0,7.77,19.76,41.91,0.0,46.33471376840478
9.35,90.4,5.16,20.86,40.72,0.0,45.752136562132264
9.62,91.2,13.7,21.63,40.12,0.0,45.579285865401616
